Date,Close,High,Low,Open,Volume,"('Close', 'BMRA')","('High', 'BMRA')","('Low', 'BMRA')","('Open', 'BMRA')","('Volume', 'BMRA')"
2024-06-03,4.71999979019165,4.960000038146973,4.480000019073486,4.639999866485596,1875.0,,,,,
2024-06-04,4.639999866485596,4.880000114440918,4.400000095367432,4.71999979019165,2900.0,,,,,
2024-06-05,4.480000019073486,4.71999979019165,4.400000095367432,4.639999866485596,4238.0,,,,,
2024-06-06,4.639999866485596,4.639999866485596,4.480000019073486,4.480000019073486,1225.0,,,,,
2024-06-07,4.320000171661377,4.639999866485596,4.239999771118164,4.480000019073486,10425.0,,,,,
2024-06-10,4.559999942779541,4.639999866485596,4.239999771118164,4.320000171661377,6813.0,,,,,
2024-06-11,4.639999866485596,4.71999979019165,4.400000095367432,4.639999866485596,7213.0,,,,,
2024-06-12,4.639999866485596,4.800000190734863,4.400000095367432,4.559999942779541,7338.0,,,,,
2024-06-13,4.480000019073486,4.639999866485596,4.400000095367432,4.639999866485596,2263.0,,,,,
2024-06-14,4.639999866485596,4.639999866485596,4.480000019073486,4.559999942779541,2825.0,,,,,
2024-06-17,4.71999979019165,4.71999979019165,4.480000019073486,4.559999942779541,6138.0,,,,,
2024-06-18,4.239999771118164,4.71999979019165,4.239999771118164,4.559999942779541,14663.0,,,,,
2024-06-20,3.5999999046325684,4.400000095367432,3.5999999046325684,4.239999771118164,31063.0,,,,,
2024-06-21,3.5999999046325684,3.839999914169312,3.200000047683716,3.5999999046325684,21113.0,,,,,
2024-06-24,3.359999895095825,4.079999923706055,3.359999895095825,3.5999999046325684,20538.0,,,,,
2024-06-25,3.359999895095825,4.0,3.359999895095825,3.359999895095825,21163.0,,,,,
2024-06-26,3.5999999046325684,3.759999990463257,3.440000057220459,3.440000057220459,20463.0,,,,,
2024-06-27,3.5999999046325684,3.759999990463257,3.359999895095825,3.5999999046325684,8438.0,,,,,
2024-06-28,3.5199999809265137,3.759999990463257,3.440000057220459,3.5199999809265137,6238.0,,,,,
2024-07-01,3.5199999809265137,3.759999990463257,3.440000057220459,3.440000057220459,10850.0,,,,,
2024-07-02,3.5999999046325684,3.680000066757202,3.5199999809265137,3.5199999809265137,3038.0,,,,,
2024-07-03,3.5999999046325684,3.680000066757202,3.5199999809265137,3.5199999809265137,6450.0,,,,,
2024-07-05,3.5199999809265137,3.759999990463257,3.440000057220459,3.5999999046325684,3863.0,,,,,
2024-07-08,3.5199999809265137,3.759999990463257,3.5199999809265137,3.5199999809265137,10463.0,,,,,
2024-07-09,3.440000057220459,3.680000066757202,3.2799999713897705,3.5999999046325684,10075.0,,,,,
2024-07-10,3.359999895095825,3.440000057220459,3.359999895095825,3.440000057220459,6588.0,,,,,
2024-07-11,2.9600000381469727,3.440000057220459,2.240000009536743,3.359999895095825,29700.0,,,,,
2024-07-12,2.880000114440918,3.039999961853028,2.799999952316284,2.9600000381469727,7825.0,,,,,
2024-07-15,2.880000114440918,2.9600000381469727,2.880000114440918,2.880000114440918,6988.0,,,,,
2024-07-16,2.880000114440918,3.039999961853028,2.880000114440918,3.039999961853028,4725.0,,,,,
2024-07-17,2.9600000381469727,3.119999885559082,2.880000114440918,2.880000114440918,8038.0,,,,,
2024-07-18,2.640000104904175,3.039999961853028,2.640000104904175,2.880000114440918,5788.0,,,,,
2024-07-19,2.640000104904175,2.799999952316284,2.640000104904175,2.799999952316284,3138.0,,,,,
2024-07-22,2.640000104904175,2.799999952316284,2.559999942779541,2.720000028610229,7000.0,,,,,
2024-07-23,2.720000028610229,2.799999952316284,2.640000104904175,2.640000104904175,3225.0,,,,,
2024-07-24,2.799999952316284,2.880000114440918,2.720000028610229,2.880000114440918,5500.0,,,,,
2024-07-25,2.799999952316284,2.880000114440918,2.799999952316284,2.799999952316284,3450.0,,,,,
2024-07-26,2.799999952316284,2.880000114440918,2.799999952316284,2.880000114440918,2263.0,,,,,
2024-07-29,2.720000028610229,2.880000114440918,2.720000028610229,2.880000114440918,2613.0,,,,,
2024-07-30,2.720000028610229,2.799999952316284,2.640000104904175,2.720000028610229,2000.0,,,,,
2024-07-31,2.640000104904175,2.799999952316284,2.640000104904175,2.720000028610229,4425.0,,,,,
2024-08-01,2.400000095367432,2.640000104904175,2.319999933242798,2.640000104904175,22750.0,,,,,
2024-08-02,2.240000009536743,2.400000095367432,2.1600000858306885,2.319999933242798,8238.0,,,,,
2024-08-05,2.240000009536743,2.240000009536743,1.919999957084656,2.1600000858306885,9500.0,,,,,
2024-08-06,2.319999933242798,2.400000095367432,2.240000009536743,2.240000009536743,5400.0,,,,,
2024-08-07,2.400000095367432,2.799999952316284,2.319999933242798,2.559999942779541,7038.0,,,,,
2024-08-08,2.400000095367432,2.400000095367432,2.319999933242798,2.400000095367432,2388.0,,,,,
2024-08-09,2.640000104904175,2.640000104904175,2.319999933242798,2.4800000190734863,10025.0,,,,,
2024-08-12,2.4800000190734863,2.799999952316284,2.240000009536743,2.720000028610229,11425.0,,,,,
2024-08-13,2.4800000190734863,2.4800000190734863,2.400000095367432,2.400000095367432,4075.0,,,,,
2024-08-14,2.4800000190734863,2.559999942779541,2.400000095367432,2.4800000190734863,6050.0,,,,,
2024-08-15,2.4800000190734863,2.640000104904175,2.4800000190734863,2.559999942779541,3838.0,,,,,
2024-08-16,2.4800000190734863,2.720000028610229,2.4800000190734863,2.4800000190734863,7500.0,,,,,
2024-08-19,2.799999952316284,2.799999952316284,2.559999942779541,2.559999942779541,19100.0,,,,,
2024-08-20,3.359999895095825,3.359999895095825,2.640000104904175,2.799999952316284,43238.0,,,,,
2024-08-21,3.5199999809265137,3.839999914169312,3.2799999713897705,3.359999895095825,52300.0,,,,,
2024-08-22,3.440000057220459,3.759999990463257,3.359999895095825,3.359999895095825,14963.0,,,,,
2024-08-23,3.5199999809265137,3.680000066757202,3.359999895095825,3.359999895095825,7300.0,,,,,
2024-08-26,3.5199999809265137,3.5999999046325684,3.200000047683716,3.440000057220459,11925.0,,,,,
2024-08-27,3.920000076293945,4.079999923706055,3.440000057220459,3.440000057220459,23550.0,,,,,
2024-08-28,3.680000066757202,4.0,3.5199999809265137,4.0,9100.0,,,,,
2024-08-29,3.680000066757202,4.0,3.440000057220459,3.839999914169312,19300.0,,,,,
2024-08-30,3.5199999809265137,3.759999990463257,3.5199999809265137,3.680000066757202,10063.0,,,,,
2024-09-03,3.440000057220459,3.680000066757202,3.440000057220459,3.5199999809265137,5988.0,,,,,
2024-09-04,3.039999961853028,3.759999990463257,2.640000104904175,3.680000066757202,2043025.0,,,,,
2024-09-05,3.119999885559082,3.680000066757202,2.640000104904175,2.799999952316284,164600.0,,,,,
