Date,Close,High,Low,Open,Volume,"('Close', 'BNTX')","('High', 'BNTX')","('Low', 'BNTX')","('Open', 'BNTX')","('Volume', 'BNTX')"
2024-06-03,102.87000274658205,103.75,99.66999816894533,100.0,986400.0,,,,,
2024-06-04,99.4800033569336,103.31999969482422,99.11399841308594,103.31999969482422,1048400.0,,,,,
2024-06-05,102.5,102.6999969482422,98.5500030517578,99.6999969482422,921600.0,,,,,
2024-06-06,101.80999755859376,104.33000183105467,101.68000030517578,102.55999755859376,618700.0,,,,,
2024-06-07,100.33999633789062,101.95999908447266,100.29000091552734,101.0,377700.0,,,,,
2024-06-10,97.9800033569336,99.95999908447266,97.4000015258789,99.66000366210938,652300.0,,,,,
2024-06-11,98.8000030517578,99.36000061035156,97.11000061035156,97.63999938964844,476600.0,,,,,
2024-06-12,97.91000366210938,101.87000274658205,97.51000213623048,101.8499984741211,510800.0,,,,,
2024-06-13,96.0,98.27999877929688,95.23999786376952,97.79000091552734,384200.0,,,,,
2024-06-14,92.08000183105467,95.24099731445312,92.01499938964844,94.26000213623048,768300.0,,,,,
2024-06-17,88.44000244140625,91.1999969482422,87.20999908447266,91.1999969482422,1238200.0,,,,,
2024-06-18,86.2699966430664,88.61000061035156,85.31999969482422,88.44000244140625,968100.0,,,,,
2024-06-20,85.87999725341797,86.62000274658203,85.5199966430664,85.5199966430664,482000.0,,,,,
2024-06-21,84.63999938964844,86.08999633789062,83.72000122070312,85.80999755859375,1034500.0,,,,,
2024-06-24,86.61000061035156,87.18000030517578,85.20500183105469,86.9800033569336,1123600.0,,,,,
2024-06-25,84.37999725341797,85.79000091552734,84.05999755859375,84.83000183105469,566800.0,,,,,
2024-06-26,82.5199966430664,84.19999694824219,82.04000091552734,84.12999725341797,873500.0,,,,,
2024-06-27,80.37999725341797,82.63999938964844,80.30000305175781,82.52999877929688,997100.0,,,,,
2024-06-28,80.36000061035156,81.44000244140625,80.0199966430664,80.91999816894531,548700.0,,,,,
2024-07-01,78.83000183105469,81.87999725341797,78.68000030517578,80.22000122070312,888100.0,,,,,
2024-07-02,78.76000213623047,79.2300033569336,78.0199966430664,78.79000091552734,494000.0,,,,,
2024-07-03,79.86000061035156,81.5,79.37999725341797,79.6500015258789,594100.0,,,,,
2024-07-05,80.08999633789062,80.81999969482422,79.29000091552734,80.29000091552734,471800.0,,,,,
2024-07-08,80.48999786376953,81.16000366210938,79.6500015258789,80.66999816894531,469800.0,,,,,
2024-07-09,80.51000213623047,81.12999725341797,79.88099670410156,80.5199966430664,361700.0,,,,,
2024-07-10,81.30000305175781,81.69000244140625,80.19999694824219,80.91999816894531,788900.0,,,,,
