Date,Close,High,Low,Open,Volume,"('Close', 'BURU')","('High', 'BURU')","('Low', 'BURU')","('Open', 'BURU')","('Volume', 'BURU')"
2024-06-03,6.679999828338623,7.320000171661377,6.159999847412109,7.159999847412109,804860.0,,,,,
2024-06-04,7.920000076293945,8.680000305175781,6.800000190734863,8.0,1487905.0,,,,,
2024-06-05,7.079999923706055,7.480000019073486,6.119999885559082,7.320000171661377,615213.0,,,,,
2024-06-06,5.960000038146973,6.480000019073486,5.840000152587891,6.400000095367432,578315.0,,,,,
2024-06-07,6.039999961853027,6.320000171661377,5.800000190734863,6.159999847412109,719253.0,,,,,
2024-06-10,7.28000020980835,7.679999828338623,6.320000171661377,6.800000190734863,1577243.0,,,,,
2024-06-11,6.639999866485596,9.199999809265137,6.400000095367432,7.480000019073486,2672080.0,,,,,
2024-06-12,5.840000152587891,6.639999866485596,5.800000190734863,6.400000095367432,1141115.0,,,,,
2024-06-13,3.7200000286102295,4.079999923706055,3.5199999809265137,4.0,1237463.0,,,,,
2024-06-14,1.440000057220459,2.400000095367432,1.159999966621399,1.4800000190734863,1286523.0,,,,,
2024-06-17,1.5199999809265137,1.8799999952316284,1.5199999809265137,1.7599999904632568,327840.0,,,,,
2024-06-18,1.4800000190734863,1.6799999475479126,1.3200000524520874,1.559999942779541,154853.0,,,,,
2024-06-20,1.159999966621399,1.6399999856948853,1.159999966621399,1.5199999809265137,271548.0,,,,,
2024-06-21,1.2400000095367432,1.399999976158142,1.0800000429153442,1.159999966621399,153815.0,,,,,
2024-06-24,1.2000000476837158,1.4800000190734863,1.0800000429153442,1.2799999713897705,98160.0,,,,,
2024-06-25,1.0800000429153442,1.559999942779541,0.8799999952316284,1.1200000047683716,131770.0,,,,,
2024-06-26,1.2400000095367432,1.3200000524520874,1.0,1.1200000047683716,90103.0,,,,,
2024-06-27,1.2000000476837158,1.3200000524520874,1.1200000047683716,1.2000000476837158,59718.0,,,,,
2024-06-28,1.399999976158142,1.399999976158142,1.1200000047683716,1.2000000476837158,77225.0,,,,,
2024-07-01,1.440000057220459,1.559999942779541,1.2400000095367432,1.3200000524520874,93713.0,,,,,
2024-07-02,1.4800000190734863,1.559999942779541,1.2799999713897705,1.399999976158142,41660.0,,,,,
2024-07-03,1.3600000143051147,1.559999942779541,1.3600000143051147,1.4800000190734863,29790.0,,,,,
2024-07-05,1.3600000143051147,1.440000057220459,1.2400000095367432,1.2400000095367432,43093.0,,,,,
2024-07-08,1.2799999713897705,1.4800000190734863,1.2000000476837158,1.3600000143051147,38900.0,,,,,
2024-07-09,1.2400000095367432,1.3200000524520874,1.0800000429153442,1.2400000095367432,55818.0,,,,,
2024-07-10,1.1200000047683716,1.3200000524520874,1.0800000429153442,1.2000000476837158,35630.0,,,,,
2024-07-11,1.2000000476837158,1.2400000095367432,1.1200000047683716,1.1200000047683716,17238.0,,,,,
2024-07-12,1.1200000047683716,1.2799999713897705,1.0800000429153442,1.159999966621399,23530.0,,,,,
2024-07-15,1.1200000047683716,1.2799999713897705,1.0800000429153442,1.0800000429153442,17118.0,,,,,
2024-07-16,1.159999966621399,1.2400000095367432,1.1200000047683716,1.1200000047683716,15755.0,,,,,
2024-07-17,1.1200000047683716,1.2400000095367432,1.1200000047683716,1.1200000047683716,25445.0,,,,,
2024-07-18,1.1200000047683716,1.2400000095367432,1.1200000047683716,1.159999966621399,23213.0,,,,,
2024-07-19,1.1200000047683716,1.2000000476837158,1.1200000047683716,1.159999966621399,25153.0,,,,,
2024-07-22,1.1200000047683716,1.2799999713897705,1.0399999618530271,1.2000000476837158,36825.0,,,,,
2024-07-23,1.0800000429153442,1.159999966621399,1.0800000429153442,1.1200000047683716,19453.0,,,,,
2024-07-24,1.149999976158142,1.2000000476837158,0.5099999904632568,0.6100000143051147,17500.0,,,,,
2024-07-25,1.25,1.399999976158142,0.8930000066757202,1.059999942779541,65900.0,,,,,
2024-07-26,1.25,1.25,1.0499999523162842,1.2000000476837158,18200.0,,,,,
2024-07-29,1.1699999570846558,1.2000000476837158,1.0549999475479126,1.059999942779541,20700.0,,,,,
2024-07-30,1.559999942779541,1.6200000047683716,1.2200000286102295,1.2999999523162842,197300.0,,,,,
