Date,Close,High,Low,Open,Volume,"('Close', 'CCI')","('High', 'CCI')","('Low', 'CCI')","('Open', 'CCI')","('Volume', 'CCI')"
2024-06-03,94.85108184814452,95.67899493018582,94.2439432485495,94.74069109777427,2891900.0,,,,,
2024-06-04,95.32023620605467,95.88137691946262,94.2071557632456,94.7682894583591,2213300.0,,,,,
2024-06-05,94.17955017089844,95.63299679826645,93.97717765648392,94.9890683017334,1961100.0,,,,,
2024-06-06,93.4988250732422,94.12435862268312,93.16765984010908,93.71040559041388,1940300.0,,,,,
2024-06-07,92.5605239868164,92.91008415308376,91.3094569456678,91.99018232978592,2324800.0,,,,,
2024-06-10,91.8521957397461,92.52372715943976,91.53943248830927,92.18336095791092,2137000.0,,,,,
2024-06-11,92.22935485839844,93.40682801936724,91.93498656815623,93.19524752093054,3052500.0,,,,,
2024-06-12,91.68660736083984,94.97985736851638,91.45663191926958,94.63029722391524,2304400.0,,,,,
2024-06-13,91.83380126953124,92.63411136901884,90.9782922878661,91.9165890653566,3203000.0,,,,,
2024-06-14,92.6141586303711,92.65154158892862,91.02542210706264,91.21232976978,2013600.0,,,,,
2024-06-17,90.0347900390625,91.77305836780717,89.96937164518803,91.5300798363135,2595000.0,,,,,
2024-06-18,89.10023498535156,91.1188718770616,88.96939820126703,90.07217047431529,3006800.0,,,,,
2024-06-20,90.1002197265625,90.35254579171831,88.28718539816046,88.76380922131088,2868100.0,,,,,
2024-06-21,90.18431854248048,91.28709080571566,89.23107810547984,90.55814097799696,3595900.0,,,,,
2024-06-24,91.0534439086914,92.3711591326896,89.84787041350289,90.01609013678662,2706300.0,,,,,
2024-06-25,89.38995361328125,90.77308740650736,89.28715226147888,90.660945662774,1681500.0,,,,,
2024-06-26,89.6516342163086,90.2030168464062,88.48344342704682,88.78249998389501,3409300.0,,,,,
2024-06-27,91.01607513427734,91.0347701787041,89.7077000971476,89.82919649571049,2728400.0,,,,,
2024-06-28,91.30577850341795,92.0253879378507,90.67963002519616,91.53007624224033,9395100.0,,,,,
2024-07-01,89.6983642578125,91.36186679271108,89.42734314043106,90.60487431655233,2230300.0,,,,,
2024-07-02,89.05351257324219,90.23105077245556,88.80117939409,90.06283102971081,2099800.0,,,,,
2024-07-03,90.33385467529295,90.8478543098214,89.2404227515167,89.78246495235345,1085400.0,,,,,
2024-07-05,89.78246307373047,90.41795909208696,88.96939978948802,89.99741329717507,1245100.0,,,,,
2024-07-08,90.29647064208984,90.52076125939472,89.61424413811355,89.96937154301878,1783900.0,,,,,
2024-07-09,90.7076644897461,90.76374248888678,89.19369398427435,90.11889897429262,2084600.0,,,,,
2024-07-10,91.39924621582033,91.6796077149676,90.27777882901988,91.5861538819185,2282900.0,,,,,
2024-07-11,95.64209747314452,95.79162929252236,92.52069560936306,93.0627377595033,2363400.0,,,,,
2024-07-12,96.77291870117188,97.61401028600264,95.88508950708264,95.88508950708264,1963800.0,,,,,
2024-07-15,96.37105560302734,96.96916862788136,95.62341075692498,96.56731077086354,2865700.0,,,,,
2024-07-16,97.10000610351562,97.56728235316676,95.96919843496828,97.21214784018728,1712300.0,,,,,
2024-07-17,98.71678161621094,98.74482418149444,97.12804516017152,97.27756985800028,2166800.0,,,,,
2024-07-18,98.1654052734375,100.4176733160576,97.09066836493577,98.12802231409034,2733800.0,,,,,
2024-07-19,98.20278930664062,98.93173919670517,96.93179719522074,98.62333512627151,3313700.0,,,,,
2024-07-22,97.13739013671876,98.59528977018157,96.9130924007477,98.21211981878336,1731100.0,,,,,
2024-07-23,97.46448516845705,98.45510857838336,96.52058510744853,96.99720889885856,3479900.0,,,,,
2024-07-24,98.5672607421875,99.31489852047513,97.071978055542,97.67943152225374,2311000.0,,,,,
2024-07-25,98.62332916259766,102.0905182570096,98.19343584650544,99.29620813737507,2458600.0,,,,,
2024-07-26,100.48307800292967,100.52046095717648,98.89434166282324,99.07190891297812,1631800.0,,,,,
2024-07-29,101.05316162109376,101.57651588177872,99.25882249035358,100.34290683813612,2155600.0,,,,,
2024-07-30,102.25872802734376,102.52040157422044,101.071849545419,101.39894147901484,1595700.0,,,,,
2024-07-31,102.87554931640624,103.61384670733536,101.38960701236478,101.7727769911042,2598800.0,,,,,
2024-08-01,104.94090270996094,104.98762605764456,103.12786855018877,103.56710937281974,2232900.0,,,,,
2024-08-02,107.6697998046875,108.07165769152148,105.69789332860334,106.02498529926584,2632900.0,,,,,
2024-08-05,103.52037811279295,108.17445273711512,103.39888885364984,107.006262102805,3694800.0,,,,,
