Date,Close,High,Low,Open,Volume,"('Close', 'ONDS')","('High', 'ONDS')","('Low', 'ONDS')","('Open', 'ONDS')","('Volume', 'ONDS')"
2024-06-03,0.6830000281333923,0.75,0.6620000004768372,0.75,241500.0,,,,,
2024-06-04,0.6499999761581421,0.7300000190734863,0.6499999761581421,0.6800000071525574,130500.0,,,,,
2024-06-05,0.6499999761581421,0.6880000233650208,0.6209999918937683,0.6420000195503235,194800.0,,,,,
2024-06-06,0.6200000047683716,0.699999988079071,0.6140000224113464,0.6510000228881836,157000.0,,,,,
2024-06-07,0.6340000033378601,0.7799999713897705,0.5740000009536743,0.6050000190734863,418600.0,,,,,
2024-06-10,0.6899999976158142,0.7450000047683716,0.6340000033378601,0.6340000033378601,212400.0,,,,,
2024-06-11,0.8640000224113464,0.8700000047683716,0.7020000219345093,0.7910000085830688,397200.0,,,,,
2024-06-12,0.8650000095367432,0.8999999761581421,0.828000009059906,0.8799999952316284,234400.0,,,,,
2024-06-13,0.800000011920929,0.859000027179718,0.800000011920929,0.8500000238418579,129300.0,,,,,
2024-06-14,0.7860000133514404,0.800000011920929,0.7599999904632568,0.800000011920929,86300.0,,,,,
2024-06-17,0.7440000176429749,0.8050000071525574,0.7400000095367432,0.7900000214576721,71900.0,,,,,
2024-06-18,0.7300000190734863,0.7490000128746033,0.7099999785423279,0.7400000095367432,194600.0,,,,,
2024-06-20,0.6600000262260437,0.7099999785423279,0.6499999761581421,0.7089999914169312,186400.0,,,,,
2024-06-21,0.6899999976158142,0.7049999833106995,0.6600000262260437,0.6600000262260437,235800.0,,,,,
2024-06-24,0.625,0.699999988079071,0.625,0.6710000038146973,245500.0,,,,,
2024-06-25,0.5910000205039978,0.6200000047683716,0.5799999833106995,0.6190000176429749,317200.0,,,,,
2024-06-26,0.6159999966621399,0.6269999742507935,0.5899999737739563,0.5910000205039978,277600.0,,,,,
2024-06-27,0.6159999966621399,0.6259999871253967,0.5910000205039978,0.6000000238418579,67100.0,,,,,
2024-06-28,0.5799999833106995,0.6200000047683716,0.5799999833106995,0.6100000143051147,164000.0,,,,,
2024-07-01,0.5699999928474426,0.6010000109672546,0.5540000200271606,0.5720000267028809,156700.0,,,,,
2024-07-02,0.550000011920929,0.5989999771118164,0.550000011920929,0.5989999771118164,102800.0,,,,,
2024-07-03,0.5699999928474426,0.5899999737739563,0.5389999747276306,0.5389999747276306,113200.0,,,,,
2024-07-05,0.6079999804496765,0.6470000147819519,0.5709999799728394,0.5709999799728394,142200.0,,,,,
2024-07-08,0.7799999713897705,0.800000011920929,0.6029999852180481,0.6050000190734863,511900.0,,,,,
2024-07-09,0.7139999866485596,0.800000011920929,0.699999988079071,0.7799999713897705,232100.0,,,,,
2024-07-10,0.6949999928474426,0.722000002861023,0.6499999761581421,0.699999988079071,158700.0,,,,,
