Date,Close,High,Low,Open,Volume,"('Close', 'SYY')","('High', 'SYY')","('Low', 'SYY')","('Open', 'SYY')","('Volume', 'SYY')"
2024-06-03,70.24604797363281,70.57236848552847,69.42063955558456,69.57419999573723,2807000.0,,,,,
2024-06-04,69.77574920654297,70.47638927932861,69.61258895757702,70.11167684237289,2917800.0,,,,,
2024-06-05,69.3342514038086,70.15965976882529,69.08471478927869,69.79494733969534,3224400.0,,,,,
2024-06-06,69.73736572265625,69.948510406946,69.03672563849132,69.30546189350895,2750300.0,,,,,
2024-06-07,69.73736572265625,70.05408641034775,69.4878217762054,69.641382212281,2223000.0,,,,,
2024-06-10,69.34385681152344,69.6989767766287,69.00793647832337,69.49742457670865,2313900.0,,,,,
2024-06-11,68.83516693115234,69.34384726892786,68.76798287375772,69.07511103934932,2574600.0,,,,,
2024-06-12,68.2688980102539,69.4398264810063,68.22091358002628,69.08471387177094,2582000.0,,,,,
2024-06-13,68.18252563476562,68.50884614046943,67.3187252924411,68.2209175747038,2449600.0,,,,,
2024-06-14,67.84661102294922,68.07695535944866,67.39551484385674,67.89459546002462,2201500.0,,,,,
2024-06-17,70.006103515625,70.32282421027448,67.86579859897665,67.87539841472783,3777200.0,,,,,
2024-06-18,69.7565689086914,70.629961873691,69.62220076022993,70.27484919097778,4875600.0,,,,,
2024-06-20,69.82374572753906,70.57237028332484,69.67017796096037,69.75656166028942,5447700.0,,,,,
2024-06-21,70.39960479736328,70.72593261500947,69.65098029910513,70.08287679501912,8655300.0,,,,,
2024-06-24,71.58013916015625,71.68571516985524,70.23645048240785,70.23645048240785,4613900.0,,,,,
2024-06-25,71.4649658203125,71.90646218417787,71.21542185029661,71.4649658203125,4569200.0,,,,,
2024-06-26,69.37264251708984,71.36897934467125,69.23827439624431,71.21541159369727,3583200.0,,,,,
2024-06-27,69.55500030517578,69.75655248040066,69.10390420335732,69.30545637858219,2393200.0,,,,,
2024-06-28,68.5184555053711,69.74696846455315,68.20172744862467,69.54541624367312,15189200.0,,,,,
2024-07-01,67.06918334960938,68.97914397544815,66.93481521706477,68.83517602700348,2456100.0,,,,,
2024-07-02,67.75062561035156,67.80821718475275,66.6756805217192,67.10757705589981,2540000.0,,,,,
2024-07-03,67.23233795166016,68.01935428572007,67.23233795166016,67.52026647045518,1781900.0,,,,,
2024-07-05,67.43537139892578,67.54172167868444,66.80693993931986,67.24201127730049,2308700.0,,,,,
2024-07-08,67.3483657836914,68.03480384762105,66.95196792040196,67.67707948632689,1673300.0,,,,,
2024-07-09,66.86495971679688,67.47405079170906,66.83594905742504,67.30002371656037,2050400.0,,,,,
2024-07-10,67.32903289794922,67.44505341695093,66.73927483473715,67.10666945680067,2314700.0,,,,,
2024-07-11,69.31100463867188,69.59138201510959,67.42571001287692,67.44505045330258,3187500.0,,,,,
2024-07-12,69.77507019042969,69.99744099244228,69.3303359626211,69.61071333202106,1854700.0,,,,,
2024-07-15,69.41735076904297,69.95876504902131,69.17564691173601,69.33033354477996,1930400.0,,,,,
2024-07-16,70.60653686523438,70.64521037151992,69.01128976798687,69.49469753223053,2685300.0,,,,,
2024-07-17,72.55950164794922,72.7335287220191,70.2971496850407,70.37449669045319,3012800.0,,,,,
2024-07-18,71.89238739013672,73.16858331047341,71.84404367391623,71.92139066938282,1993900.0,,,,,
2024-07-19,71.17695617675781,72.2887880447267,71.06093566716939,72.2887880447267,2038500.0,,,,,
2024-07-22,71.17695617675781,71.4476633229143,70.58719816139555,71.06093566716939,2320600.0,,,,,
2024-07-23,70.7515640258789,71.33165189524458,70.64521372260316,71.24464203413757,2028300.0,,,,,
2024-07-24,68.83724975585938,70.38416021203074,68.08313496539449,70.38416021203074,4224200.0,,,,,
2024-07-25,69.72673797607422,70.22947880107021,68.83726209151664,68.83726209151664,3329000.0,,,,,
2024-07-26,70.43250274658203,71.08026731573585,69.80407124053318,70.0941188206223,3196600.0,,,,,
2024-07-29,70.82891082763672,71.0802775653296,69.12731335659504,69.55271456840981,3777900.0,,,,,
2024-07-30,73.90337371826172,74.50279456318029,70.32615220692061,72.26945328363381,6630900.0,,,,,
2024-07-31,74.10639953613281,74.38677687839102,73.17825766670006,74.10639953613281,6846700.0,,,,,
2024-08-01,73.29427337646484,74.9185235493385,73.09124302688265,74.43511584760488,2609000.0,,,,,
2024-08-02,74.1644058227539,74.22241238431079,72.72385299310321,73.53597435976292,3313100.0,,,,,
2024-08-05,72.1437759399414,74.68649807327633,71.62169467991421,73.7293527846683,4128400.0,,,,,
2024-08-06,72.69486236572266,73.73901753657326,72.06643079334575,72.34680818336675,2727000.0,,,,,
2024-08-07,72.75286102294922,73.9227068067437,72.70451730101887,73.23626873738742,3170300.0,,,,,
2024-08-08,73.04291534423828,73.94205407113591,72.8108743090139,72.8108743090139,2672700.0,,,,,
2024-08-09,73.12025451660156,73.34262532989545,72.32746609181588,72.85921757389889,2258800.0,,,,,
2024-08-12,72.7431869506836,73.32327470204346,72.42414348197603,73.10091129585989,1657100.0,,,,,
2024-08-13,72.86888885498047,72.98490199732937,71.9794129650754,72.8495484137776,2023700.0,,,,,
2024-08-14,73.4876480102539,73.92271203352338,72.90756018715564,73.09125011580302,3134300.0,,,,,
2024-08-15,73.24593353271484,74.16440517164254,72.60783185632783,73.96137483176007,2768200.0,,,,,
2024-08-16,74.02906036376953,74.05806364772224,72.92689131626659,73.3426222640943,2197200.0,,,,,
2024-08-19,74.35778045654297,74.47379359078862,73.80668856400987,73.95171235803349,2028200.0,,,,,
2024-08-20,74.00006103515625,74.6381554448723,73.94205446415035,74.28043842204652,1409500.0,,,,,
2024-08-21,74.57047271728516,74.71549650947269,74.07740215055064,74.44478936470476,1774500.0,,,,,
2024-08-22,75.00554656982422,75.11189686252466,74.19341773249512,74.61881890329687,1808800.0,,,,,
2024-08-23,74.59947204589844,75.24723652623611,74.35776822103674,75.20856302911238,2004900.0,,,,,
2024-08-26,74.43511962890625,75.16990143820878,74.27076277225936,74.95720085844623,2246500.0,,,,,
2024-08-27,73.67134094238281,74.46412938738862,73.63267481198784,74.45446654289847,2861800.0,,,,,
2024-08-28,74.12574005126953,74.48346442933668,73.50697874276507,73.67133560178918,2519200.0,,,,,
2024-08-29,74.95719909667969,75.27624995882468,73.76802024863576,74.09673395420357,2882700.0,,,,,
