Date,Close,High,Low,Open,Volume,"('Close', 'SDGR')","('High', 'SDGR')","('Low', 'SDGR')","('Open', 'SDGR')","('Volume', 'SDGR')"
2024-06-03,21.559999465942383,22.27199935913086,21.5,21.86000061035156,801400.0,,,,,
2024-06-04,21.299999237060547,21.549999237060547,21.11000061035156,21.46999931335449,496400.0,,,,,
2024-06-05,23.46999931335449,23.46999931335449,21.309999465942383,21.479999542236328,822300.0,,,,,
2024-06-06,23.399999618530277,23.43000030517578,22.61000061035156,23.32999992370605,607700.0,,,,,
2024-06-07,21.739999771118164,22.93000030517578,21.71999931335449,22.93000030517578,486300.0,,,,,
2024-06-10,21.350000381469727,21.399999618530277,20.670000076293945,21.399999618530277,784400.0,,,,,
2024-06-11,21.0,21.13999938964844,20.559999465942383,21.13999938964844,685800.0,,,,,
2024-06-12,21.63999938964844,22.65999984741211,21.459999084472656,21.81999969482422,676800.0,,,,,
2024-06-13,21.21999931335449,21.90999984741211,20.850000381469727,21.739999771118164,726600.0,,,,,
2024-06-14,20.6299991607666,21.06999969482422,20.566999435424805,20.8700008392334,519500.0,,,,,
2024-06-17,19.88999938964844,20.56999969482422,19.777999877929688,20.5,768300.0,,,,,
2024-06-18,19.31999969482422,19.84000015258789,19.200000762939453,19.81999969482422,823800.0,,,,,
2024-06-20,18.950000762939453,19.33300018310547,18.81999969482422,19.270000457763672,853300.0,,,,,
2024-06-21,18.780000686645508,19.0,18.600000381469727,18.82999992370605,1197200.0,,,,,
2024-06-24,19.40999984741211,19.799999237060547,18.74399948120117,18.799999237060547,615100.0,,,,,
2024-06-25,18.700000762939453,19.645000457763672,18.690000534057617,19.399999618530277,494000.0,,,,,
2024-06-26,18.649999618530277,18.850000381469727,18.440000534057617,18.600000381469727,636000.0,,,,,
2024-06-27,19.450000762939453,19.549999237060547,18.209999084472656,18.649999618530277,966400.0,,,,,
2024-06-28,19.34000015258789,19.71999931335449,18.90999984741211,19.51000022888184,1052600.0,,,,,
2024-07-01,18.76000022888184,19.46999931335449,18.739999771118164,19.290000915527344,599500.0,,,,,
2024-07-02,20.32999992370605,20.36000061035156,19.01000022888184,19.280000686645508,1074300.0,,,,,
2024-07-03,20.100000381469727,20.5,19.809999465942383,20.5,404100.0,,,,,
2024-07-05,20.709999084472656,20.84000015258789,19.84000015258789,20.09000015258789,421000.0,,,,,
2024-07-08,21.190000534057617,21.780000686645508,20.81999969482422,21.15999984741211,666000.0,,,,,
2024-07-09,20.51000022888184,21.09000015258789,20.239999771118164,21.040000915527344,599800.0,,,,,
2024-07-10,20.57999992370605,20.709999084472656,20.049999237060547,20.549999237060547,429700.0,,,,,
2024-07-11,21.559999465942383,21.799999237060547,20.940000534057617,21.270000457763672,824700.0,,,,,
2024-07-12,22.399999618530277,22.670000076293945,21.799999237060547,21.88999938964844,652500.0,,,,,
2024-07-15,22.690000534057617,23.0,22.21999931335449,22.59000015258789,660000.0,,,,,
2024-07-16,24.020000457763672,24.239999771118164,22.850000381469727,23.020000457763672,791500.0,,,,,
2024-07-17,23.170000076293945,24.56999969482422,23.114999771118164,23.489999771118164,679800.0,,,,,
2024-07-18,21.790000915527344,23.059999465942383,21.46999931335449,22.959999084472656,583000.0,,,,,
2024-07-19,21.3700008392334,21.979999542236328,21.15999984741211,21.8799991607666,508100.0,,,,,
2024-07-22,23.209999084472656,23.239999771118164,21.3799991607666,21.899999618530277,675700.0,,,,,
2024-07-23,22.670000076293945,23.21500015258789,22.459999084472656,22.8700008392334,865800.0,,,,,
2024-07-24,21.84000015258789,22.790000915527344,21.58099937438965,22.43000030517578,512600.0,,,,,
2024-07-25,22.290000915527344,23.18000030517578,21.530000686645508,21.770000457763672,925100.0,,,,,
