Date,Close,High,Low,Open,Volume,"('Close', 'UBER')","('High', 'UBER')","('Low', 'UBER')","('Open', 'UBER')","('Volume', 'UBER')"
2024-06-03,63.790000915527344,64.95999908447266,62.935001373291016,64.77999877929688,14922200.0,,,,,
2024-06-04,64.55000305175781,65.19000244140625,63.70000076293945,64.05999755859375,12689200.0,,,,,
2024-06-05,65.81999969482422,66.27999877929688,64.20999908447266,64.94000244140625,19513500.0,,,,,
2024-06-06,68.9000015258789,69.69000244140625,67.33000183105469,67.44999694824219,25871500.0,,,,,
2024-06-07,69.30999755859375,69.70999908447266,68.11000061035156,68.9000015258789,13932600.0,,,,,
2024-06-10,68.5999984741211,69.69100189208984,66.55999755859375,69.27999877929688,19152300.0,,,,,
2024-06-11,69.58999633789062,69.5999984741211,67.76000213623047,68.5999984741211,12741200.0,,,,,
2024-06-12,73.1500015258789,73.5999984741211,71.0,71.30999755859375,24435500.0,,,,,
2024-06-13,70.86000061035156,73.16000366210938,70.23999786376953,73.16000366210938,17109400.0,,,,,
2024-06-14,70.05999755859375,71.0,69.31999969482422,70.91000366210938,11601100.0,,,,,
2024-06-17,70.48999786376953,70.83000183105469,69.83000183105469,69.91000366210938,14760500.0,,,,,
2024-06-18,70.33000183105469,71.20999908447266,69.88999938964844,70.5999984741211,9511600.0,,,,,
2024-06-20,70.30000305175781,71.12000274658203,69.7300033569336,70.51000213623047,10662400.0,,,,,
2024-06-21,70.20999908447266,70.25,69.2300033569336,70.04000091552734,20757700.0,,,,,
2024-06-24,70.54000091552734,71.2300033569336,69.75,69.83000183105469,12479300.0,,,,,
2024-06-25,71.37999725341797,72.94000244140625,70.22000122070312,71.86000061035156,18888700.0,,,,,
2024-06-26,70.8499984741211,71.5999984741211,70.55000305175781,70.94000244140625,10232600.0,,,,,
2024-06-27,70.33999633789062,71.31999969482422,70.06999969482422,70.9800033569336,9650500.0,,,,,
2024-06-28,72.68000030517578,73.26000213623047,70.7699966430664,70.80999755859375,21375900.0,,,,,
2024-07-01,71.0999984741211,72.58000183105469,69.4000015258789,72.19999694824219,13438700.0,,,,,
2024-07-02,70.66999816894531,71.26000213623047,68.87999725341797,71.25,14319000.0,,,,,
2024-07-03,71.30000305175781,72.13999938964844,70.5,70.66000366210938,7869800.0,,,,,
2024-07-05,71.05999755859375,71.41799926757812,70.38500213623047,70.98999786376953,6599200.0,,,,,
2024-07-08,71.25,71.77999877929688,70.75,71.30999755859375,7231100.0,,,,,
2024-07-09,71.31999969482422,72.27999877929688,71.12999725341797,71.4000015258789,8757900.0,,,,,
2024-07-10,69.2699966430664,71.5,68.37999725341797,71.5,14638800.0,,,,,
2024-07-11,73.52999877929688,73.6449966430664,68.8499984741211,69.51000213623047,26702500.0,,,,,
2024-07-12,72.43000030517578,73.80000305175781,72.11000061035156,72.11000061035156,14683700.0,,,,,
2024-07-15,72.29000091552734,73.25,70.76100158691406,73.05999755859375,13472600.0,,,,,
2024-07-16,74.30000305175781,75.4000015258789,73.11000061035156,73.11000061035156,17529000.0,,,,,
2024-07-17,68.62000274658203,73.41000366210938,68.55500030517578,73.37999725341797,27884400.0,,,,,
2024-07-18,66.26000213623047,69.34100341796875,65.80999755859375,69.0,21988900.0,,,,,
2024-07-19,67.30999755859375,67.44000244140625,66.0999984741211,66.77999877929688,12809600.0,,,,,
2024-07-22,67.7300033569336,68.77999877929688,67.08499908447266,67.52999877929688,13408000.0,,,,,
2024-07-23,67.5199966430664,69.0999984741211,67.27999877929688,68.05000305175781,9539800.0,,,,,
2024-07-24,66.13999938964844,67.79000091552734,65.77999877929688,67.2699966430664,15187100.0,,,,,
2024-07-25,65.73999786376953,69.37000274658203,64.4000015258789,66.0,22596900.0,,,,,
2024-07-26,64.4000015258789,66.26000213623047,64.18000030517578,66.0999984741211,17379400.0,,,,,
2024-07-29,63.7599983215332,65.25499725341797,63.720001220703125,64.83499908447266,16907000.0,,,,,
2024-07-30,63.09000015258789,64.7699966430664,62.61000061035156,64.1500015258789,16506200.0,,,,,
2024-07-31,64.47000122070312,65.18199920654297,63.65999984741211,63.880001068115234,18209700.0,,,,,
2024-08-01,61.02000045776367,65.0,60.7599983215332,64.86000061035156,18967900.0,,,,,
2024-08-02,58.9900016784668,59.58000183105469,56.86000061035156,59.380001068115234,27654600.0,,,,,
2024-08-05,58.47999954223633,58.650001525878906,54.84000015258789,55.52999877929688,32063700.0,,,,,
2024-08-06,64.87000274658203,65.81999969482422,60.5,62.54999923706055,53336900.0,,,,,
2024-08-07,65.54000091552734,68.4000015258789,65.48999786376953,65.55999755859375,31493600.0,,,,,
2024-08-08,69.01000213623047,69.16500091552734,65.94999694824219,66.5250015258789,21779100.0,,,,,
2024-08-09,68.54000091552734,69.37999725341797,67.75,69.13999938964844,12770300.0,,,,,
2024-08-12,69.26000213623047,69.30999755859375,68.0199966430664,68.61000061035156,10826100.0,,,,,
2024-08-13,71.05999755859375,71.19000244140625,69.37999725341797,69.7699966430664,15472500.0,,,,,
2024-08-14,71.93000030517578,72.0,70.61000061035156,71.5999984741211,12337000.0,,,,,
