Date,Close,High,Low,Open,Volume,"('Close', 'ACET')","('High', 'ACET')","('Low', 'ACET')","('Open', 'ACET')","('Volume', 'ACET')"
2024-06-03,1.440000057220459,1.590000033378601,1.440000057220459,1.5,421300.0,,,,,
2024-06-04,1.3600000143051147,1.4600000381469729,1.350000023841858,1.4600000381469729,775500.0,,,,,
2024-06-05,1.440000057220459,1.5,1.4049999713897705,1.4299999475479126,1443700.0,,,,,
2024-06-06,1.399999976158142,1.5,1.3799999952316284,1.440000057220459,901400.0,,,,,
2024-06-07,1.350000023841858,1.399999976158142,1.3220000267028809,1.399999976158142,665400.0,,,,,
2024-06-10,1.309999942779541,1.3799999952316284,1.2699999809265137,1.3700000047683716,558100.0,,,,,
2024-06-11,1.2899999618530271,1.309999942779541,1.2450000047683716,1.2799999713897705,920200.0,,,,,
2024-06-12,1.399999976158142,1.4299999475479126,1.2999999523162842,1.3200000524520874,721100.0,,,,,
2024-06-13,1.4500000476837158,1.4900000095367432,1.3600000143051147,1.4199999570846558,578100.0,,,,,
2024-06-14,1.350000023841858,1.4800000190734863,1.340000033378601,1.4600000381469729,495900.0,,,,,
2024-06-17,1.3200000524520874,1.340000033378601,1.2999999523162842,1.340000033378601,612300.0,,,,,
2024-06-18,1.340000033378601,1.3799999952316284,1.2999999523162842,1.2999999523162842,435100.0,,,,,
2024-06-20,1.3600000143051147,1.399999976158142,1.3300000429153442,1.340000033378601,476000.0,,,,,
2024-06-21,1.3700000047683716,1.399999976158142,1.3600000143051147,1.3600000143051147,534600.0,,,,,
2024-06-24,1.5,1.5149999856948853,1.399999976158142,1.399999976158142,3262800.0,,,,,
2024-06-25,1.4700000286102295,1.5,1.409999966621399,1.4700000286102295,962300.0,,,,,
2024-06-26,1.340000033378601,1.475000023841858,1.3200000524520874,1.440000057220459,1003200.0,,,,,
2024-06-27,1.340000033378601,1.3799999952316284,1.2699999809265137,1.340000033378601,626700.0,,,,,
2024-06-28,1.2100000381469729,1.340000033378601,1.2100000381469729,1.340000033378601,8136900.0,,,,,
2024-07-01,1.149999976158142,1.2400000095367432,1.149999976158142,1.2200000286102295,1658100.0,,,,,
2024-07-02,1.100000023841858,1.159999966621399,1.090000033378601,1.159999966621399,1185800.0,,,,,
2024-07-03,1.090000033378601,1.1200000047683716,1.0499999523162842,1.100000023841858,830900.0,,,,,
2024-07-05,1.0700000524520874,1.1299999952316284,1.0700000524520874,1.100000023841858,721500.0,,,,,
2024-07-08,1.1699999570846558,1.2000000476837158,1.149999976158142,1.2000000476837158,1969600.0,,,,,
2024-07-09,1.2100000381469729,1.2300000190734863,1.1699999570846558,1.1799999475479126,1138400.0,,,,,
2024-07-10,1.2699999809265137,1.2999999523162842,1.2050000429153442,1.2200000286102295,1240200.0,,,,,
2024-07-11,1.2599999904632568,1.2799999713897705,1.2200000286102295,1.2599999904632568,975300.0,,,,,
2024-07-12,1.2100000381469729,1.2699999809265137,1.2000000476837158,1.2599999904632568,1117700.0,,,,,
2024-07-15,1.2300000190734863,1.2799999713897705,1.1799999475479126,1.2200000286102295,950000.0,,,,,
2024-07-16,1.2799999713897705,1.3049999475479126,1.2100000381469729,1.25,3149100.0,,,,,
2024-07-17,1.309999942779541,1.350000023841858,1.25,1.2799999713897705,1392300.0,,,,,
2024-07-18,1.2300000190734863,1.3200000524520874,1.2200000286102295,1.3200000524520874,983300.0,,,,,
2024-07-19,1.2400000095367432,1.2599999904632568,1.159999966621399,1.2599999904632568,1226300.0,,,,,
2024-07-22,1.3700000047683716,1.3799999952316284,1.2200000286102295,1.2400000095367432,1634500.0,,,,,
2024-07-23,1.440000057220459,1.4500000476837158,1.3350000381469729,1.3700000047683716,990300.0,,,,,
2024-07-24,1.4500000476837158,1.5,1.3899999856948853,1.3899999856948853,759400.0,,,,,
2024-07-25,1.5099999904632568,1.5190000534057615,1.4299999475479126,1.440000057220459,527800.0,,,,,
2024-07-26,1.590000033378601,1.6299999952316284,1.399999976158142,1.5199999809265137,1008300.0,,,,,
2024-07-29,1.6299999952316284,1.7000000476837158,1.5800000429153442,1.6100000143051147,1146400.0,,,,,
2024-07-30,1.5499999523162842,1.6299999952316284,1.5099999904632568,1.6100000143051147,847400.0,,,,,
2024-07-31,1.5099999904632568,1.6100000143051147,1.4600000381469729,1.559999942779541,864200.0,,,,,
2024-08-01,1.5099999904632568,1.5499999523162842,1.465000033378601,1.5499999523162842,886100.0,,,,,
2024-08-02,1.440000057220459,1.4700000286102295,1.399999976158142,1.4600000381469729,599800.0,,,,,
2024-08-05,1.2999999523162842,1.3899999856948853,1.2999999523162842,1.3700000047683716,661800.0,,,,,
2024-08-06,1.3300000429153442,1.3799999952316284,1.2899999618530271,1.3600000143051147,494400.0,,,,,
2024-08-07,1.340000033378601,1.4199999570846558,1.309999942779541,1.3600000143051147,673300.0,,,,,
2024-08-08,1.3300000429153442,1.399999976158142,1.2999999523162842,1.340000033378601,583800.0,,,,,
2024-08-09,1.340000033378601,1.350000023841858,1.2899999618530271,1.3300000429153442,591900.0,,,,,
2024-08-12,1.2699999809265137,1.3600000143051147,1.2599999904632568,1.3300000429153442,430800.0,,,,,
2024-08-13,1.2999999523162842,1.3899999856948853,1.2799999713897705,1.2899999618530271,515900.0,,,,,
2024-08-14,1.3700000047683716,1.4299999475479126,1.3200000524520874,1.3200000524520874,746200.0,,,,,
2024-08-15,1.4299999475479126,1.4900000095367432,1.399999976158142,1.399999976158142,424200.0,,,,,
2024-08-16,1.5299999713897705,1.5499999523162842,1.4299999475479126,1.4299999475479126,473800.0,,,,,
2024-08-19,1.5499999523162842,1.6399999856948853,1.5,1.5,688500.0,,,,,
2024-08-20,1.4700000286102295,1.600000023841858,1.4500000476837158,1.5800000429153442,336300.0,,,,,
2024-08-21,1.5700000524520874,1.6200000047683716,1.4800000190734863,1.4900000095367432,423400.0,,,,,
2024-08-22,1.5399999618530271,1.6150000095367432,1.5299999713897705,1.600000023841858,192800.0,,,,,
2024-08-23,1.4900000095367432,1.5700000524520874,1.4900000095367432,1.5399999618530271,471400.0,,,,,
2024-08-26,1.5299999713897705,1.559999942779541,1.4700000286102295,1.5,299100.0,,,,,
2024-08-27,1.409999966621399,1.5499999523162842,1.399999976158142,1.5,302400.0,,,,,
2024-08-28,1.4600000381469729,1.4600000381469729,1.3899999856948853,1.399999976158142,303900.0,,,,,
2024-08-29,1.4800000190734863,1.5399999618530271,1.440000057220459,1.4600000381469729,447000.0,,,,,
2024-08-30,1.4600000381469729,1.5099999904632568,1.4550000429153442,1.4800000190734863,239000.0,,,,,
2024-09-03,1.4900000095367432,1.5049999952316284,1.399999976158142,1.440000057220459,655700.0,,,,,
2024-09-04,1.5099999904632568,1.5399999618530271,1.440000057220459,1.4800000190734863,384000.0,,,,,
