Date,Close,High,Low,Open,Volume,"('Close', 'DXYZ')","('High', 'DXYZ')","('Low', 'DXYZ')","('Open', 'DXYZ')","('Volume', 'DXYZ')"
2024-06-03,13.81999969482422,15.350000381469728,7.75,15.109999656677246,677800.0,,,,,
2024-06-04,13.800000190734863,14.300000190734863,13.470000267028809,13.699999809265137,273600.0,,,,,
2024-06-05,14.100000381469728,14.199999809265137,13.75,13.850000381469728,233300.0,,,,,
2024-06-06,13.399999618530272,14.050000190734863,13.16100025177002,14.050000190734863,378300.0,,,,,
2024-06-07,12.899999618530272,13.449999809265137,12.420000076293944,13.380000114440918,342400.0,,,,,
2024-06-10,13.140000343322754,13.470000267028809,12.529999732971191,12.720000267028809,326900.0,,,,,
2024-06-11,12.699999809265137,13.050000190734863,12.550000190734863,13.0,144300.0,,,,,
2024-06-12,13.289999961853027,14.100000381469728,12.699999809265137,12.800000190734863,524500.0,,,,,
2024-06-13,13.1899995803833,13.649999618530272,13.050000190734863,13.649999618530272,126200.0,,,,,
2024-06-14,12.989999771118164,13.20699977874756,12.850000381469728,13.149999618530272,120500.0,,,,,
2024-06-17,12.800000190734863,13.25,12.70199966430664,12.899999618530272,137600.0,,,,,
2024-06-18,13.06999969482422,13.329999923706056,12.800000190734863,12.800000190734863,122600.0,,,,,
2024-06-20,12.5,13.199999809265137,12.40999984741211,13.06999969482422,184500.0,,,,,
2024-06-21,12.600000381469728,12.715999603271484,12.449999809265137,12.520000457763672,75900.0,,,,,
2024-06-24,11.520000457763672,12.600000381469728,11.399999618530272,12.449999809265137,303200.0,,,,,
2024-06-25,11.470000267028809,11.550000190734863,11.239999771118164,11.369999885559082,154400.0,,,,,
2024-06-26,10.800000190734863,11.460000038146973,10.710000038146973,11.399999618530272,205300.0,,,,,
2024-06-27,14.4399995803833,15.100000381469728,11.210000038146973,11.699999809265137,2657700.0,,,,,
2024-06-28,15.220000267028809,18.290000915527344,14.899999618530272,16.299999237060547,2785500.0,,,,,
2024-07-01,13.59000015258789,16.149999618530273,13.0,15.300000190734863,908600.0,,,,,
2024-07-02,13.979999542236328,14.789999961853027,13.399999618530272,13.449999809265137,442800.0,,,,,
2024-07-03,13.5,14.210000038146973,13.199999809265137,14.020000457763672,250400.0,,,,,
2024-07-05,14.489999771118164,15.550000190734863,13.6899995803833,13.779999732971191,826700.0,,,,,
2024-07-08,15.18000030517578,15.979999542236328,14.90999984741211,15.119999885559082,475800.0,,,,,
2024-07-09,14.859999656677246,15.920000076293944,14.40999984741211,15.920000076293944,306500.0,,,,,
2024-07-10,14.210000038146973,14.967000007629396,14.0600004196167,14.789999961853027,216700.0,,,,,
2024-07-11,13.68000030517578,15.229999542236328,13.380000114440918,14.4399995803833,515500.0,,,,,
2024-07-12,14.579999923706056,14.979000091552734,13.649999618530272,13.699999809265137,265200.0,,,,,
2024-07-15,14.25,15.699999809265137,14.09000015258789,15.010000228881836,457000.0,,,,,
2024-07-16,14.729999542236328,14.90999984741211,14.229999542236328,14.5600004196167,206300.0,,,,,
2024-07-17,14.239999771118164,14.725000381469728,13.979999542236328,14.460000038146973,192500.0,,,,,
2024-07-18,13.890000343322754,14.5,13.609999656677246,14.25,185800.0,,,,,
2024-07-19,13.550000190734863,13.84000015258789,13.260000228881836,13.800000190734863,164200.0,,,,,
2024-07-22,13.84000015258789,13.84000015258789,13.364999771118164,13.5600004196167,132000.0,,,,,
2024-07-23,13.539999961853027,13.81999969482422,13.31999969482422,13.670000076293944,160300.0,,,,,
2024-07-24,13.119999885559082,13.420000076293944,12.310999870300291,13.220000267028809,357300.0,,,,,
