Date,Close,High,Low,Open,Volume,"('Close', 'VKTX')","('High', 'VKTX')","('Low', 'VKTX')","('Open', 'VKTX')","('Volume', 'VKTX')"
2024-06-03,62.27000045776367,65.14800262451172,60.70000076293945,62.27000045776367,2409900.0,,,,,
2024-06-04,56.22999954223633,65.41999816894531,52.310001373291016,65.0,11381500.0,,,,,
2024-06-05,58.880001068115234,60.150001525878906,55.79999923706055,57.0,3949600.0,,,,,
2024-06-06,55.0099983215332,58.42599868774414,54.52999877929688,58.310001373291016,3897700.0,,,,,
2024-06-07,55.9900016784668,56.959999084472656,53.7599983215332,54.5099983215332,2558300.0,,,,,
2024-06-10,56.380001068115234,57.30500030517578,54.84000015258789,55.0,1850200.0,,,,,
2024-06-11,52.72999954223633,55.755001068115234,52.5,55.400001525878906,3318600.0,,,,,
2024-06-12,52.459999084472656,54.900001525878906,51.52000045776367,54.18000030517578,2911100.0,,,,,
2024-06-13,52.09999847412109,53.130001068115234,51.02999877929688,52.08000183105469,2575300.0,,,,,
2024-06-14,52.02000045776367,52.84999847412109,48.20000076293945,51.08000183105469,5066500.0,,,,,
2024-06-17,52.02000045776367,53.959999084472656,50.20000076293945,51.61000061035156,3165200.0,,,,,
2024-06-18,50.63999938964844,52.93000030517578,50.29999923706055,52.0,3063800.0,,,,,
2024-06-20,50.43000030517578,51.900001525878906,49.560001373291016,50.63999938964844,2930500.0,,,,,
2024-06-21,52.7400016784668,53.959999084472656,50.08000183105469,50.70000076293945,7128200.0,,,,,
2024-06-24,52.119998931884766,54.41999816894531,51.45000076293945,52.41999816894531,3037800.0,,,,,
2024-06-25,47.79999923706055,52.59999847412109,47.540000915527344,52.290000915527344,4787600.0,,,,,
2024-06-26,47.38999938964844,47.97999954223633,46.11000061035156,47.45000076293945,2803700.0,,,,,
2024-06-27,50.77000045776367,51.47999954223633,47.900001525878906,50.83000183105469,4751300.0,,,,,
2024-06-28,53.0099983215332,54.79999923706055,51.04999923706055,51.29999923706055,16150700.0,,,,,
2024-07-01,55.31999969482422,58.2599983215332,52.5,53.380001068115234,4218300.0,,,,,
2024-07-02,51.540000915527344,55.290000915527344,51.5,54.0099983215332,3074900.0,,,,,
2024-07-03,50.470001220703125,52.59999847412109,49.84999847412109,51.88999938964844,1635700.0,,,,,
2024-07-05,51.27000045776367,52.29999923706055,50.25,50.90999984741211,1485900.0,,,,,
2024-07-08,51.0099983215332,53.16999816894531,50.17100143432617,51.75,1784000.0,,,,,
2024-07-09,54.150001525878906,54.93000030517578,51.040000915527344,51.400001525878906,2385500.0,,,,,
2024-07-10,57.9900016784668,58.709999084472656,54.16999816894531,54.290000915527344,3991000.0,,,,,
2024-07-11,58.630001068115234,60.22999954223633,56.41999816894531,56.43999862670898,3834200.0,,,,,
2024-07-12,57.18000030517578,59.790000915527344,57.130001068115234,58.81999969482422,2052100.0,,,,,
2024-07-15,59.380001068115234,60.0,56.65999984741211,57.630001068115234,2141100.0,,,,,
2024-07-16,57.0,60.25,56.75,59.93999862670898,2010300.0,,,,,
2024-07-17,49.84000015258789,53.78200149536133,48.2599983215332,53.68999862670898,6437000.0,,,,,
2024-07-18,50.09999847412109,51.68000030517578,48.52999877929688,51.08000183105469,2600200.0,,,,,
2024-07-19,50.900001525878906,52.34000015258789,49.75,49.93999862670898,1885600.0,,,,,
2024-07-22,51.709999084472656,51.959999084472656,48.77999877929688,50.810001373291016,2328100.0,,,,,
2024-07-23,51.540000915527344,52.84999847412109,51.0,51.5,2102500.0,,,,,
