Date,Close,High,Low,Open,Volume,"('Close', 'BK')","('High', 'BK')","('Low', 'BK')","('Open', 'BK')","('Volume', 'BK')"
2024-06-03,57.77132797241211,57.83921407864639,56.995484115795136,57.79072453126695,2427200.0,,,,,
2024-06-04,57.09246826171875,57.5967677380157,56.63666203660692,57.31552315901085,2646100.0,,,,,
2024-06-05,57.11186218261719,57.36401375886921,56.753035077429054,57.267030960497095,2282900.0,,,,,
2024-06-06,58.1010627746582,58.12045933374698,56.675447127513685,57.10216402843606,3822300.0,,,,,
2024-06-07,58.488990783691406,58.83811777397046,57.78103297361468,57.82952252508269,3317200.0,,,,,
2024-06-10,58.906005859375,59.03207794959452,57.99438604061999,58.11076170063629,3844200.0,,,,,
2024-06-11,56.98579025268555,58.98359164022553,56.830621464300016,58.54717826679256,3446000.0,,,,,
2024-06-12,56.84031677246094,57.91680176909928,56.58816520052858,57.78102955321975,3105400.0,,,,,
2024-06-13,56.73363494873047,56.820917612016814,55.96748753760754,56.61725929752042,2634400.0,,,,,
2024-06-14,56.26813507080078,56.63666232449017,56.00628705103588,56.258434940708185,2329800.0,,,,,
2024-06-17,56.41360092163086,56.46209417065136,55.4534952630789,56.074170375580266,3062000.0,,,,,
2024-06-18,56.90820693969727,56.927603500422975,56.04508033473967,56.40390745937599,3376900.0,,,,,
2024-06-20,57.06337356567383,57.34461813627562,56.74333587508926,56.772432564834105,2781300.0,,,,,
2024-06-21,57.04397201538086,57.17004779453778,56.64635181913076,57.05367214428574,12312100.0,,,,,
2024-06-24,57.68404769897461,58.02348194373468,57.102165707265165,57.20884493563218,2929300.0,,,,,
2024-06-25,57.01488494873047,57.46099473728812,56.84031960546607,57.305825954332605,2009300.0,,,,,
2024-06-26,56.89850234985352,57.03427826429129,56.43299602747019,56.71424058667534,4274000.0,,,,,
2024-06-27,57.74223327636719,57.90709847248504,57.218537301318925,57.771326264031465,3901100.0,,,,,
2024-06-28,58.081668853759766,58.25623419397251,57.66465206319769,57.96529319345644,5915000.0,,,,,
2024-07-01,58.29502868652344,58.73144204733108,57.974990988759295,58.66355593559607,2637400.0,,,,,
2024-07-02,58.673248291015625,58.702341279877,58.08166618739863,58.17864898279548,3034900.0,,,,,
2024-07-03,58.64415740966797,59.07087062620293,58.46959207119559,58.90600541737653,1528600.0,,,,,
2024-07-05,58.07197189331055,58.56657121972041,57.85861343510623,58.56657121972041,2225000.0,,,,,
2024-07-08,57.74223327636719,58.36290834330652,57.40279905571804,58.22713613485294,3977500.0,,,,,
2024-07-09,58.39200973510742,58.80902654938601,57.61616578976904,57.81982413176116,3870800.0,,,,,
2024-07-10,58.8672103881836,58.906003506478015,58.20774217523998,58.38230750804949,3097100.0,,,,,
2024-07-11,59.61396026611328,59.69154280188347,58.64415452213624,58.8866059581305,4172200.0,,,,,
2024-07-12,62.73674392700195,62.969495263438745,60.738942508421246,61.22384544209965,9394500.0,,,,,
2024-07-15,63.7259407043457,63.919906311295264,62.69794888412273,62.69794888412273,6332600.0,,,,,
2024-07-16,63.05677795410156,63.91021190302426,62.83372673492914,63.57078130926274,5198300.0,,,,,
2024-07-17,62.15485382080078,63.67745611929258,61.98029217010312,63.25073917454168,7343000.0,,,,,
2024-07-18,61.563270568847656,62.45549381162163,60.85531279225806,62.06757001919547,6165400.0,,,,,
