Date,Close,High,Low,Open,Volume,"('Close', 'KLTO')","('High', 'KLTO')","('Low', 'KLTO')","('Open', 'KLTO')","('Volume', 'KLTO')"
2024-06-03,5.829999923706055,6.269999980926514,5.800000190734863,6.170000076293945,9100.0,,,,,
2024-06-04,6.409999847412109,6.409999847412109,5.769999980926514,5.829999923706055,2300.0,,,,,
2024-06-05,6.269999980926514,6.269999980926514,5.71999979019165,5.829999923706055,7700.0,,,,,
2024-06-06,5.650000095367432,6.377999782562256,5.650000095367432,6.059999942779541,7200.0,,,,,
2024-06-07,5.650000095367432,5.804999828338623,5.570000171661377,5.723999977111816,1900.0,,,,,
2024-06-10,5.510000228881836,5.920000076293945,5.5,5.880000114440918,82100.0,,,,,
2024-06-11,6.050000190734863,7.349999904632568,5.400000095367432,5.840000152587891,111800.0,,,,,
2024-06-12,6.5,6.809999942779541,6.21999979019165,6.21999979019165,18600.0,,,,,
2024-06-13,6.510000228881836,6.829999923706055,6.199999809265137,6.829999923706055,7600.0,,,,,
2024-06-14,6.170000076293945,6.199999809265137,5.599999904632568,5.875,8900.0,,,,,
2024-06-17,5.800000190734863,6.150000095367432,5.789999961853027,6.150000095367432,6200.0,,,,,
2024-06-18,5.980000019073486,6.289999961853027,5.71999979019165,5.71999979019165,8500.0,,,,,
2024-06-20,5.900000095367432,5.949999809265137,5.559000015258789,5.840000152587891,5100.0,,,,,
2024-06-21,2.3399999141693115,5.800000190734863,2.2249999046325684,5.639999866485596,138800.0,,,,,
2024-06-24,1.7300000190734863,1.9600000381469729,1.5399999618530271,1.830000042915344,457000.0,,,,,
2024-06-25,1.649999976158142,2.200000047683716,1.600000023841858,1.9900000095367432,4685500.0,,,,,
2024-06-26,3.619999885559082,5.110000133514404,3.2100000381469727,4.5,89785300.0,,,,,
2024-06-27,3.0,3.559999942779541,2.720000028610229,3.4800000190734863,2771600.0,,,,,
2024-06-28,2.4800000190734863,2.900000095367432,2.369999885559082,2.799999952316284,917800.0,,,,,
2024-07-01,1.7999999523162842,2.5,1.690000057220459,2.470000028610229,890700.0,,,,,
2024-07-02,2.0299999713897705,2.200000047683716,1.7999999523162842,2.039999961853028,2260700.0,,,,,
2024-07-03,1.8200000524520876,2.009999990463257,1.7100000381469729,2.009999990463257,489000.0,,,,,
2024-07-05,1.5,1.809999942779541,1.3600000143051147,1.809999942779541,393200.0,,,,,
2024-07-08,1.4500000476837158,1.5499999523162842,1.3700000047683716,1.4700000286102295,402300.0,,,,,
2024-07-09,1.7000000476837158,2.0799999237060547,1.6200000047683716,1.899999976158142,22999400.0,,,,,
2024-07-10,1.7899999618530271,1.850000023841858,1.534999966621399,1.5399999618530271,1667300.0,,,,,
2024-07-11,1.7599999904632568,1.850000023841858,1.7100000381469729,1.7599999904632568,934600.0,,,,,
2024-07-12,1.6200000047683716,1.7690000534057615,1.5499999523162842,1.75,876700.0,,,,,
2024-07-15,1.6399999856948853,1.7200000286102295,1.559999942779541,1.6799999475479126,578200.0,,,,,
2024-07-16,1.6699999570846558,1.7799999713897705,1.6109999418258667,1.6799999475479126,887500.0,,,,,
2024-07-17,1.6100000143051147,1.6699999570846558,1.5800000429153442,1.6699999570846558,554800.0,,,,,
2024-07-18,1.5399999618530271,1.6299999952316284,1.4900000095367432,1.6200000047683716,412600.0,,,,,
2024-07-19,1.4800000190734863,1.5700000524520874,1.4600000381469729,1.5700000524520874,277800.0,,,,,
2024-07-22,1.4299999475479126,1.527999997138977,1.350000023841858,1.5199999809265137,442200.0,,,,,
2024-07-23,1.340000033378601,1.3799999952316284,1.0700000524520874,1.3799999952316284,517400.0,,,,,
2024-07-24,1.2699999809265137,1.350000023841858,1.2300000190734863,1.3300000429153442,108600.0,,,,,
2024-07-25,1.4600000381469729,1.5099999904632568,1.2699999809265137,1.2699999809265137,411900.0,,,,,
2024-07-26,1.4700000286102295,1.5099999904632568,1.399999976158142,1.5,206700.0,,,,,
2024-07-29,1.4700000286102295,1.5299999713897705,1.3700000047683716,1.5299999713897705,140500.0,,,,,
2024-07-30,1.3600000143051147,1.4789999723434448,1.2899999618530271,1.4500000476837158,158300.0,,,,,
2024-07-31,1.3600000143051147,1.3899999856948853,1.3200000524520874,1.3799999952316284,34300.0,,,,,
2024-08-01,1.2599999904632568,1.3630000352859497,1.2300000190734863,1.3600000143051147,49800.0,,,,,
2024-08-02,1.2100000381469729,1.25,1.149999976158142,1.1799999475479126,91800.0,,,,,
2024-08-05,1.1399999856948853,1.1699999570846558,1.0399999618530271,1.1699999570846558,121000.0,,,,,
2024-08-06,1.0800000429153442,1.1399999856948853,1.059999942779541,1.1100000143051147,50200.0,,,,,
2024-08-07,1.090000033378601,1.1699999570846558,1.0,1.090000033378601,47200.0,,,,,
2024-08-08,1.2799999713897705,1.590000033378601,1.2000000476837158,1.5499999523162842,47598500.0,,,,,
2024-08-09,1.25,1.350000023841858,1.190000057220459,1.3300000429153442,1500700.0,,,,,
2024-08-12,1.1799999475479126,1.2799999713897705,1.1299999952316284,1.149999976158142,575700.0,,,,,
2024-08-13,1.100000023841858,1.190000057220459,1.100000023841858,1.159999966621399,235000.0,,,,,
2024-08-14,1.0,1.1299999952316284,0.9480000138282776,1.1299999952316284,307300.0,,,,,
2024-08-15,1.1100000143051147,1.2000000476837158,0.9800000190734864,1.0199999809265137,3631500.0,,,,,
2024-08-16,1.0499999523162842,1.059999942779541,0.9900000095367432,1.0099999904632568,358800.0,,,,,
2024-08-19,1.0299999713897705,1.0499999523162842,0.962000012397766,0.9800000190734864,179000.0,,,,,
2024-08-20,1.0299999713897705,1.0399999618530271,0.9769999980926514,1.0199999809265137,135800.0,,,,,
2024-08-21,1.190000057220459,1.2200000286102295,1.0499999523162842,1.149999976158142,17661700.0,,,,,
2024-08-22,1.190000057220459,1.25,1.090000033378601,1.100000023841858,1210600.0,,,,,
2024-08-23,1.1699999570846558,1.2000000476837158,1.100000023841858,1.1699999570846558,459900.0,,,,,
2024-08-26,1.159999966621399,1.190000057220459,1.1200000047683716,1.1699999570846558,353300.0,,,,,
2024-08-27,1.149999976158142,1.149999976158142,1.0700000524520874,1.1200000047683716,285500.0,,,,,
2024-08-28,1.0299999713897705,1.100000023841858,1.0199999809265137,1.0800000429153442,133700.0,,,,,
2024-08-29,1.0099999904632568,1.0549999475479126,1.0,1.0499999523162842,163300.0,,,,,
2024-08-30,0.930999994277954,1.0,0.8999999761581421,1.0,257400.0,,,,,
2024-09-03,0.8700000047683716,0.9200000166893004,0.8610000014305115,0.9100000262260436,133600.0,,,,,
2024-09-04,0.796999990940094,0.890999972820282,0.7820000052452087,0.8700000047683716,211500.0,,,,,
2024-09-05,0.8050000071525574,0.8270000219345093,0.7799999713897705,0.824999988079071,183900.0,,,,,
2024-09-06,0.7300000190734863,0.7799999713897705,0.7200000286102295,0.7689999938011169,249500.0,,,,,
2024-09-09,0.8349999785423279,0.8999999761581421,0.7400000095367432,0.7400000095367432,197600.0,,,,,
2024-09-10,0.7900000214576721,0.8389999866485596,0.765999972820282,0.8389999866485596,60300.0,,,,,
2024-09-11,0.7739999890327454,0.781000018119812,0.7310000061988831,0.75,48300.0,,,,,
2024-09-12,0.7400000095367432,0.7839999794960022,0.7260000109672546,0.7799999713897705,45100.0,,,,,
2024-09-13,0.7300000190734863,0.7739999890327454,0.7250000238418579,0.7549999952316284,34000.0,,,,,
2024-09-16,0.7260000109672546,0.7799999713897705,0.7250000238418579,0.7490000128746033,22700.0,,,,,
2024-09-17,0.9279999732971193,0.9900000095367432,0.75,0.8029999732971191,265900.0,,,,,
