Date,Close,High,Low,Open,Volume,"('Close', 'BILI')","('High', 'BILI')","('Low', 'BILI')","('Open', 'BILI')","('Volume', 'BILI')"
2024-06-03,14.699999809265137,15.220000267028809,14.460000038146973,15.020000457763672,5304300.0,,,,,
2024-06-04,14.90999984741211,15.09000015258789,14.720000267028809,14.81999969482422,4712700.0,,,,,
2024-06-05,15.289999961853027,15.329999923706056,14.890000343322754,15.15999984741211,4094600.0,,,,,
2024-06-06,14.8100004196167,15.154999732971191,14.725000381469728,15.0600004196167,4581600.0,,,,,
2024-06-07,13.970000267028809,14.43000030517578,13.779999732971191,14.34000015258789,6052100.0,,,,,
2024-06-10,14.199999809265137,14.279999732971191,13.84000015258789,14.039999961853027,5105900.0,,,,,
2024-06-11,13.949999809265137,14.19499969482422,13.779999732971191,14.170000076293944,5292300.0,,,,,
2024-06-12,14.390000343322754,14.609999656677246,14.208000183105469,14.420000076293944,4425900.0,,,,,
2024-06-13,15.5,16.34000015258789,15.210000038146973,15.289999961853027,9903700.0,,,,,
2024-06-14,14.729999542236328,15.385000228881836,14.550000190734863,14.68000030517578,8906700.0,,,,,
2024-06-17,15.710000038146973,15.850000381469728,14.9399995803833,14.9399995803833,8322100.0,,,,,
2024-06-18,16.18000030517578,16.475000381469727,15.489999771118164,15.489999771118164,7389500.0,,,,,
2024-06-20,17.049999237060547,17.8799991607666,16.75,17.302000045776367,15085100.0,,,,,
2024-06-21,18.13999938964844,18.149999618530277,17.1200008392334,17.309999465942383,8846100.0,,,,,
2024-06-24,17.790000915527344,18.190000534057617,17.69099998474121,17.719999313354492,5856400.0,,,,,
2024-06-25,17.260000228881836,17.389999389648438,16.90999984741211,16.940000534057617,5633600.0,,,,,
2024-06-26,16.450000762939453,17.15999984741211,16.40999984741211,17.09000015258789,10342300.0,,,,,
2024-06-27,15.979999542236328,16.260000228881836,15.869999885559082,16.209999084472656,9107700.0,,,,,
2024-06-28,15.4399995803833,16.079999923706055,15.40999984741211,16.079999923706055,6721200.0,,,,,
2024-07-01,15.289999961853027,15.890000343322754,15.270000457763672,15.619999885559082,5280900.0,,,,,
2024-07-02,15.399999618530272,15.520000457763672,15.260000228881836,15.470000267028809,4563000.0,,,,,
2024-07-03,16.110000610351562,16.149999618530273,15.611000061035156,15.678000450134276,5038300.0,,,,,
2024-07-05,16.049999237060547,16.059999465942383,15.255000114440918,15.81999969482422,4812300.0,,,,,
2024-07-08,16.440000534057617,16.520000457763672,15.789999961853027,15.960000038146973,10638100.0,,,,,
2024-07-09,17.170000076293945,17.18000030517578,16.489999771118164,16.6200008392334,5207900.0,,,,,
2024-07-10,16.959999084472656,17.030000686645508,16.68000030517578,16.829999923706055,4334300.0,,,,,
2024-07-11,17.6200008392334,17.770000457763672,17.139999389648438,17.479999542236328,5857500.0,,,,,
2024-07-12,16.709999084472656,17.799999237060547,16.579999923706055,17.600000381469727,8119200.0,,,,,
2024-07-15,15.859999656677246,16.209999084472656,15.729999542236328,16.010000228881836,6284500.0,,,,,
2024-07-16,16.100000381469727,16.260000228881836,15.920000076293944,16.219999313354492,4374400.0,,,,,
2024-07-17,15.529999732971191,16.075000762939453,15.359999656677246,16.030000686645508,3615600.0,,,,,
2024-07-18,15.59000015258789,16.030000686645508,15.5,15.81999969482422,4272300.0,,,,,
2024-07-19,15.039999961853027,15.510000228881836,14.949999809265137,15.510000228881836,5054300.0,,,,,
2024-07-22,15.350000381469728,15.609999656677246,15.229999542236328,15.390000343322754,3432200.0,,,,,
2024-07-23,14.850000381469728,15.0,14.619999885559082,15.0,3068800.0,,,,,
2024-07-24,14.470000267028809,15.109999656677246,14.449999809265137,14.75,4598300.0,,,,,
2024-07-25,14.609999656677246,14.878999710083008,14.520000457763672,14.720000267028809,4629000.0,,,,,
