Date,Close,High,Low,Open,Volume,"('Close', 'STFS')","('High', 'STFS')","('Low', 'STFS')","('Open', 'STFS')","('Volume', 'STFS')"
2024-10-11,3.259999990463257,3.839999914169312,2.819999933242798,3.75,554900.0,,,,,
2024-10-14,3.359999895095825,3.75,2.930000066757202,3.059999942779541,420800.0,,,,,
2024-10-15,3.0199999809265137,3.539999961853028,2.990000009536743,3.539999961853028,175500.0,,,,,
2024-10-16,3.119999885559082,3.259999990463257,2.9200000762939453,3.009999990463257,146100.0,,,,,
2024-10-17,3.984999895095825,4.190000057220459,3.200000047683716,3.200000047683716,333500.0,,,,,
2024-10-18,3.660000085830689,4.139999866485596,3.259999990463257,3.990000009536743,829100.0,,,,,
2024-10-21,3.75,4.099999904632568,3.660000085830689,3.759999990463257,423800.0,,,,,
2024-10-22,3.594000101089477,4.0,3.400000095367432,4.0,369800.0,,,,,
2024-10-23,3.619999885559082,3.700000047683716,3.359999895095825,3.640000104904175,252200.0,,,,,
2024-10-24,3.670000076293945,3.799999952316284,3.430000066757202,3.572000026702881,499200.0,,,,,
2024-10-25,3.690000057220459,3.849999904632568,3.549999952316284,3.670000076293945,591900.0,,,,,
2024-10-28,3.740000009536743,3.890000104904175,3.502000093460083,3.869999885559082,487700.0,,,,,
2024-10-29,3.75,3.799999952316284,3.5799999237060547,3.619999885559082,151700.0,,,,,
2024-10-30,3.7799999713897705,3.849999904632568,3.5999999046325684,3.75,217000.0,,,,,
2024-10-31,3.829999923706055,3.839999914169312,3.680000066757202,3.690000057220459,127700.0,,,,,
2024-11-01,3.940000057220459,3.950000047683716,3.829999923706055,3.839999914169312,37000.0,,,,,
2024-11-04,3.880000114440918,3.9149999618530273,3.650000095367432,3.910000085830689,38800.0,,,,,
2024-11-05,3.888999938964844,3.950000047683716,3.700000047683716,3.799999952316284,83000.0,,,,,
2024-11-06,4.199999809265137,4.429999828338623,3.839999914169312,3.930000066757202,528100.0,,,,,
2024-11-07,3.900000095367432,4.190000057220459,3.7799999713897705,4.190000057220459,215700.0,,,,,
2024-11-08,4.03000020980835,4.03000020980835,3.670000076293945,3.670000076293945,244800.0,,,,,
2024-11-11,3.799999952316284,4.070000171661377,3.799999952316284,4.0,153900.0,,,,,
2024-11-12,3.849999904632568,3.9700000286102295,3.799999952316284,3.910000085830689,25800.0,,,,,
2024-11-13,4.070000171661377,4.51800012588501,3.595999956130981,3.964999914169312,528000.0,,,,,
2024-11-14,4.119999885559082,4.21999979019165,3.930000066757202,4.21999979019165,66900.0,,,,,
2024-11-15,4.46999979019165,4.599999904632568,3.799999952316284,4.019999980926514,1486300.0,,,,,
2024-11-18,4.260000228881836,4.46999979019165,4.099999904632568,4.389999866485596,478600.0,,,,,
2024-11-19,4.300000190734863,4.519999980926514,4.099999904632568,4.150000095367432,500500.0,,,,,
2024-11-20,4.349999904632568,4.46999979019165,4.139999866485596,4.300000190734863,376900.0,,,,,
2024-11-21,4.539999961853027,4.599999904632568,4.25,4.260000228881836,392600.0,,,,,
2024-11-22,4.71999979019165,5.739999771118164,4.25,4.300000190734863,3433900.0,,,,,
2024-11-25,4.889999866485596,5.349999904632568,4.5,4.760000228881836,2576800.0,,,,,
2024-11-26,5.349999904632568,5.550000190734863,4.659999847412109,4.800000190734863,4802800.0,,,,,
2024-11-27,5.46999979019165,5.599999904632568,5.369999885559082,5.5,2157300.0,,,,,
2024-11-29,5.590000152587891,5.869999885559082,5.179999828338623,5.519999980926514,3344400.0,,,,,
2024-12-02,5.420000076293945,5.670000076293945,5.250999927520752,5.380000114440918,699600.0,,,,,
2024-12-03,5.610000133514404,5.909999847412109,5.199999809265137,5.449999809265137,2061700.0,,,,,
2024-12-04,5.980000019073486,6.099999904632568,5.409999847412109,5.599999904632568,1927400.0,,,,,
2024-12-05,5.539999961853027,5.980000019073486,5.400000095367432,5.809999942779541,2333500.0,,,,,
2024-12-06,5.409999847412109,5.800000190734863,5.199999809265137,5.599999904632568,1344800.0,,,,,
2024-12-09,5.690000057220459,5.699999809265137,5.420000076293945,5.510000228881836,449000.0,,,,,
2024-12-10,5.849999904632568,5.900000095367432,5.590000152587891,5.690000057220459,351600.0,,,,,
2024-12-11,5.650000095367432,5.940000057220459,5.599999904632568,5.880000114440918,680800.0,,,,,
2024-12-12,5.510000228881836,5.800000190734863,5.489999771118164,5.650000095367432,690400.0,,,,,
2024-12-13,5.900000095367432,5.920000076293945,5.25,5.510000228881836,1120500.0,,,,,
2024-12-16,5.730000019073486,6.010000228881836,5.630000114440918,5.880000114440918,1866800.0,,,,,
2024-12-17,6.309999942779541,6.581999778747559,5.480000019073486,5.699999809265137,2332200.0,,,,,
2024-12-18,6.570000171661377,7.15500020980835,6.2210001945495605,6.300000190734863,1568200.0,,,,,
2024-12-19,6.590000152587891,7.0,6.5,6.570000171661377,611900.0,,,,,
2024-12-20,7.050000190734863,7.139999866485596,6.400000095367432,6.739999771118164,724000.0,,,,,
2024-12-23,7.079999923706055,7.745999813079834,6.550000190734863,7.050000190734863,1102000.0,,,,,
2024-12-24,7.389999866485596,7.400000095367432,7.079999923706055,7.139999866485596,177600.0,,,,,
2024-12-26,7.46999979019165,7.489999771118164,7.307000160217285,7.400000095367432,299300.0,,,,,
2024-12-27,7.360000133514404,7.579999923706055,6.559999942779541,7.349999904632568,1205800.0,,,,,
2024-12-30,7.489999771118164,7.53000020980835,6.949999809265137,7.039999961853027,430700.0,,,,,
2024-12-31,7.079999923706055,8.100000381469727,7.079999923706055,7.46999979019165,676100.0,,,,,
2025-01-02,8.5,8.5,7.119999885559082,7.119999885559082,1339000.0,,,,,
2025-01-03,9.149999618530272,9.5,8.300000190734863,8.350000381469727,440800.0,,,,,
2025-01-06,9.100000381469728,9.770000457763672,8.800000190734863,9.0,1743000.0,,,,,
2025-01-07,9.59000015258789,9.600000381469728,8.8100004196167,9.029999732971191,905300.0,,,,,
2025-01-08,11.84000015258789,12.210000038146973,9.109999656677246,9.5,2976200.0,,,,,
2025-01-10,12.289999961853027,12.8100004196167,10.34000015258789,10.34000015258789,244600.0,,,,,
2025-01-13,11.010000228881836,12.199999809265137,10.779999732971191,12.199999809265137,202000.0,,,,,
2025-01-14,14.5,15.359999656677246,10.5600004196167,11.15999984741211,313200.0,,,,,
2025-01-15,14.210000038146973,17.90999984741211,11.800000190734863,15.390000343322754,778400.0,,,,,
2025-01-16,15.5,15.946000099182127,13.520000457763672,14.880000114440918,708200.0,,,,,
