Date,Close,High,Low,Open,Volume,"('Close', 'PML')","('High', 'PML')","('Low', 'PML')","('Open', 'PML')","('Volume', 'PML')"
2024-06-03,7.883512496948242,7.957104144643688,7.837518375099818,7.938706671360647,154500.0,,,,,
2024-06-04,7.800722599029541,7.911110960944902,7.773125947191573,7.88351343182519,282300.0,,,,,
2024-06-05,7.8927106857299805,7.8927106857299805,7.791522402116556,7.828318221365213,194300.0,,,,,
2024-06-06,7.984700679779053,7.984700679779053,7.85591487365046,7.892710692932696,320700.0,,,,,
2024-06-07,7.9387054443359375,7.957102914775423,7.865113808014985,7.920307096614946,85000.0,,,,,
2024-06-10,7.957103252410889,7.957103252410889,7.883511612967299,7.957103252410889,134600.0,,,,,
2024-06-11,7.984700679779053,7.993898976638463,7.874313221932343,7.957103157356227,183800.0,,,,,
2024-06-12,7.929506778717041,8.049093414723869,7.929506778717041,8.039894240273751,185700.0,,,,,
2024-06-13,7.929507732391357,8.031167771545048,7.901782427416997,7.9664750994810225,261600.0,,,,,
2024-06-14,7.920265674591064,7.984959228061889,7.901782431721939,7.938749798831744,120400.0,,,,,
2024-06-17,7.920265674591064,7.95723304170087,7.892540369601599,7.901782431721939,90100.0,,,,,
2024-06-18,7.901780605316162,7.966473262462468,7.892538545332018,7.929505903897243,209900.0,,,,,
2024-06-20,7.855573654174805,7.892541024351351,7.8186062839982595,7.883298961464307,105100.0,,,,,
2024-06-21,7.8463311195373535,7.901782612154037,7.827847876246175,7.8555731818687295,192700.0,,,,,
2024-06-24,7.8463311195373535,7.892540549822661,7.8186058139147985,7.8463311195373535,134100.0,,,,,
2024-06-25,7.8463311195373535,7.8555731818687295,7.827847876246175,7.827847876246175,95800.0,,,,,
2024-06-26,7.883296966552734,7.929506387922776,7.837087545182693,7.837087545182693,242100.0,,,,,
2024-06-27,7.883296966552734,7.920264327374487,7.864813726827561,7.883296966552734,174200.0,,,,,
2024-06-28,7.883296966552734,7.947990509019354,7.883296966552734,7.911023148197602,227800.0,,,,,
2024-07-01,7.8278489112854,7.929508966257843,7.8278489112854,7.901783656969302,225200.0,,,,,
2024-07-02,7.901780605316162,7.911022665300306,7.864813246750937,7.892538545332018,196300.0,,,,,
2024-07-03,7.920265674591064,7.938749798831744,7.892540369601599,7.911024493842279,71600.0,,,,,
2024-07-05,7.938750267028809,7.994200880278004,7.920266141698006,7.938750267028809,144800.0,,,,,
2024-07-08,7.947992324829102,7.947992324829102,7.901782892901987,7.947992324829102,111100.0,,,,,
2024-07-09,7.947992324829102,7.984959694096472,7.929508199509613,7.975717631436728,120600.0,,,,,
2024-07-10,7.947992324829102,7.984959694096472,7.920266136849869,7.984959694096472,184500.0,,,,,
2024-07-11,7.966561317443848,8.031556290168583,7.947991704732535,8.022271926557972,143400.0,,,,,
2024-07-12,8.022272109985352,8.031556473808248,7.957276250284411,8.003701611359336,149400.0,,,,,
2024-07-15,8.012986183166504,8.04084104326026,7.975846074544819,8.022271431694435,181400.0,,,,,
2024-07-16,8.050127029418945,8.068696642686298,8.003701668015387,8.003701668015387,148400.0,,,,,
2024-07-17,7.910851001739502,8.059411434271507,7.901565753333745,8.059411434271507,354400.0,,,,,
2024-07-18,7.8644280433654785,7.9294230310451805,7.855142792128293,7.901568162823922,171200.0,,,,,
2024-07-19,7.799430847167969,7.88299632314672,7.75300636983768,7.88299632314672,393200.0,,,,,
2024-07-22,7.855140209197998,7.855140209197998,7.790145242889966,7.799429605583968,153900.0,,,,,
2024-07-23,7.920135498046875,7.947991243733293,7.836570031967698,7.855140529091978,237300.0,,,,,
2024-07-24,7.827286720275879,7.929421811708329,7.799430970847808,7.920136561898972,91700.0,,,,,
2024-07-25,7.855140209197998,7.873709820076005,7.827285350135985,7.864425457382003,123600.0,,,,,
2024-07-26,7.8644280433654785,7.901568162823922,7.855142792128293,7.8922829115867374,92100.0,,,,,
2024-07-29,7.920135498046875,7.947991243733293,7.892280637850495,7.9015658864126355,104900.0,,,,,
2024-07-30,7.929419994354248,7.994414957143149,7.901565136800427,7.966560099589328,99500.0,,,,,
2024-07-31,7.929419994354248,7.975845347270587,7.873709393756649,7.975845347270587,182200.0,,,,,
2024-08-01,8.031557083129883,8.059412833182208,7.957276853970707,7.966562103988149,152800.0,,,,,
2024-08-02,8.124406814575195,8.170832173470782,8.040841345661153,8.077981455679609,193500.0,,,,,
2024-08-05,7.929419994354248,8.115120520529649,7.929419994354248,8.115120520529649,210600.0,,,,,
2024-08-06,7.985132694244385,8.03155717387577,7.966562193999679,8.0037023089989,193200.0,,,,,
2024-08-07,8.022272109985352,8.180117806346033,7.966561499597418,8.096552333509187,356900.0,,,,,
2024-08-08,7.994416236877441,8.031556348057855,7.938706512851869,8.031556348057855,257600.0,,,,,
2024-08-09,8.068695068359375,8.068695068359375,7.938705144380593,8.003700106369985,178700.0,,,,,
2024-08-12,8.031384468078613,8.050040841161398,7.9940726114978755,8.040712654620005,132000.0,,,,,
2024-08-13,8.040711402893066,8.078023253665332,8.02205592229928,8.040711402893066,163600.0,,,,,
2024-08-14,8.068695068359375,8.106006919130637,8.031383217588111,8.078023253448364,74800.0,,,,,
2024-08-15,8.022058486938477,8.068697648125752,7.994073922724137,8.068697648125752,157900.0,,,,,
2024-08-16,8.059369087219238,8.06869638424468,8.022057230362963,8.031384527388402,152000.0,,,,,
2024-08-19,8.040711402893066,8.059367773071546,8.02205592229928,8.040711402893066,111300.0,,,,,
2024-08-20,8.078023910522461,8.078023910522461,8.031383870868464,8.059368428411721,85600.0,,,,,
