Date,Close,High,Low,Open,Volume,"('Close', 'SG')","('High', 'SG')","('Low', 'SG')","('Open', 'SG')","('Volume', 'SG')"
2024-06-03,30.81999969482422,31.989999771118164,28.86000061035156,31.0,2944000.0,,,,,
2024-06-04,31.0,31.600000381469727,29.974000930786133,30.709999084472656,1607800.0,,,,,
2024-06-05,34.97999954223633,36.0,31.0,31.48500061035156,7320200.0,,,,,
2024-06-06,34.470001220703125,35.5,33.650001525878906,34.70000076293945,2441500.0,,,,,
2024-06-07,32.310001373291016,36.720001220703125,31.950000762939453,34.779998779296875,3389700.0,,,,,
2024-06-10,32.599998474121094,33.65999984741211,32.029998779296875,32.06999969482422,1607300.0,,,,,
2024-06-11,33.63999938964844,33.66999816894531,31.350000381469727,32.25,1551900.0,,,,,
2024-06-12,33.90999984741211,35.15999984741211,33.15999984741211,34.22999954223633,2030400.0,,,,,
2024-06-13,33.689998626708984,35.470001220703125,33.459999084472656,34.81999969482422,1710800.0,,,,,
2024-06-14,31.540000915527344,33.25,31.503999710083008,33.189998626708984,2338200.0,,,,,
2024-06-17,30.0,31.86000061035156,29.584999084472656,31.739999771118164,3011800.0,,,,,
2024-06-18,31.350000381469727,31.940000534057617,29.302000045776367,29.57999992370605,1958300.0,,,,,
2024-06-20,29.3799991607666,31.770000457763672,28.920000076293945,31.46999931335449,2713200.0,,,,,
2024-06-21,29.11000061035156,29.450000762939453,28.6200008392334,29.1299991607666,2467800.0,,,,,
2024-06-24,28.63999938964844,29.63999938964844,28.530000686645508,29.190000534057617,1589700.0,,,,,
2024-06-25,29.290000915527344,29.81999969482422,28.559999465942383,28.950000762939453,1807700.0,,,,,
2024-06-26,28.520000457763672,30.21999931335449,28.07999992370605,28.670000076293945,2426700.0,,,,,
2024-06-27,29.479999542236328,29.68000030517578,28.13999938964844,28.530000686645508,1527500.0,,,,,
2024-06-28,30.13999938964844,30.270000457763672,29.18400001525879,29.63999938964844,3693600.0,,,,,
2024-07-01,29.32999992370605,30.93000030517578,29.020000457763672,30.209999084472656,2398400.0,,,,,
2024-07-02,27.96999931335449,29.5,27.36000061035156,29.020000457763672,2762700.0,,,,,
2024-07-03,28.38999938964844,28.739999771118164,27.55299949645996,27.65999984741211,1290500.0,,,,,
2024-07-05,27.56999969482422,28.959999084472656,27.26000022888184,28.309999465942383,2154500.0,,,,,
2024-07-08,26.049999237060547,27.81999969482422,25.88999938964844,27.81999969482422,3816500.0,,,,,
2024-07-09,24.40999984741211,26.049999237060547,24.309999465942383,26.040000915527344,3174300.0,,,,,
2024-07-10,23.989999771118164,24.700000762939453,22.709999084472656,24.649999618530277,4479600.0,,,,,
2024-07-11,24.82999992370605,25.46999931335449,24.124000549316406,24.34000015258789,2848400.0,,,,,
2024-07-12,25.11000061035156,25.549999237060547,24.71999931335449,25.149999618530277,1947400.0,,,,,
2024-07-15,26.049999237060547,26.709999084472656,25.190000534057617,25.51000022888184,2958500.0,,,,,
2024-07-16,26.809999465942383,26.93000030517578,25.6299991607666,26.88999938964844,2536500.0,,,,,
2024-07-17,25.21999931335449,27.489999771118164,24.90999984741211,26.239999771118164,2935900.0,,,,,
2024-07-18,23.8700008392334,24.670000076293945,23.26000022888184,24.55500030517578,3700400.0,,,,,
2024-07-19,24.200000762939453,24.649999618530277,23.43000030517578,23.799999237060547,2342700.0,,,,,
