Date,Close,High,Low,Open,Volume,"('Close', 'ZETA')","('High', 'ZETA')","('Low', 'ZETA')","('Open', 'ZETA')","('Volume', 'ZETA')"
2024-06-03,15.960000038146973,16.59000015258789,15.862000465393066,16.520000457763672,2190000.0,,,,,
2024-06-04,15.649999618530272,16.010000228881836,15.520000457763672,15.960000038146973,1879300.0,,,,,
2024-06-05,16.540000915527344,16.6200008392334,15.8100004196167,15.979999542236328,1840400.0,,,,,
2024-06-06,16.3799991607666,17.049999237060547,16.3799991607666,16.520000457763672,1405000.0,,,,,
2024-06-07,16.729999542236328,16.920000076293945,16.149999618530273,16.34000015258789,1853100.0,,,,,
2024-06-10,16.3700008392334,16.725000381469727,16.360000610351562,16.5,2119600.0,,,,,
2024-06-11,16.5,16.770000457763672,16.190000534057617,16.350000381469727,1403500.0,,,,,
2024-06-12,17.3799991607666,17.579999923706055,16.719999313354492,16.950000762939453,2872400.0,,,,,
2024-06-13,16.43000030517578,17.350000381469727,16.420000076293945,17.219999313354492,1930200.0,,,,,
2024-06-14,16.040000915527344,16.520000457763672,15.90999984741211,16.239999771118164,1838800.0,,,,,
2024-06-17,16.06999969482422,16.354999542236328,15.970000267028809,16.190000534057617,1539900.0,,,,,
2024-06-18,15.600000381469728,15.869999885559082,15.449999809265137,15.479999542236328,2943300.0,,,,,
2024-06-20,15.449999809265137,15.720000267028809,15.3100004196167,15.609999656677246,2164300.0,,,,,
2024-06-21,15.619999885559082,15.619999885559082,15.0600004196167,15.380000114440918,2888600.0,,,,,
2024-06-24,15.960000038146973,16.1200008392334,15.640000343322754,16.020000457763672,2251200.0,,,,,
2024-06-25,16.40999984741211,16.450000762939453,16.06999969482422,16.200000762939453,2506200.0,,,,,
2024-06-26,16.420000076293945,16.8799991607666,16.299999237060547,16.3700008392334,5121900.0,,,,,
2024-06-27,17.31999969482422,17.5,16.43000030517578,16.43000030517578,4224800.0,,,,,
2024-06-28,17.649999618530273,17.690000534057617,17.15999984741211,17.350000381469727,6449800.0,,,,,
2024-07-01,18.200000762939453,18.21999931335449,17.600000381469727,17.700000762939453,2554000.0,,,,,
2024-07-02,17.440000534057617,18.100000381469727,17.399999618530273,18.100000381469727,2533000.0,,,,,
2024-07-03,17.399999618530273,17.70400047302246,17.350000381469727,17.510000228881836,1043000.0,,,,,
2024-07-05,17.399999618530273,17.834999084472656,17.350000381469727,17.450000762939453,1650100.0,,,,,
2024-07-08,17.1200008392334,17.299999237060547,16.299999237060547,17.299999237060547,2934600.0,,,,,
2024-07-09,16.950000762939453,17.75,16.940000534057617,17.6299991607666,1824300.0,,,,,
2024-07-10,16.610000610351562,17.148000717163086,16.40999984741211,17.040000915527344,1908700.0,,,,,
2024-07-11,17.25,17.280000686645508,16.790000915527344,16.8799991607666,1958600.0,,,,,
2024-07-12,17.65999984741211,18.059999465942383,17.360000610351562,17.399999618530273,2489900.0,,,,,
2024-07-15,19.149999618530277,19.209999084472656,18.32999992370605,18.3700008392334,5923300.0,,,,,
2024-07-16,20.170000076293945,20.18000030517578,19.25,19.25,3862800.0,,,,,
2024-07-17,20.270000457763672,20.989999771118164,19.57999992370605,20.799999237060547,4245100.0,,,,,
2024-07-18,20.280000686645508,20.780000686645508,19.694000244140625,20.63999938964844,4042600.0,,,,,
2024-07-19,20.549999237060547,20.899999618530277,20.20400047302246,20.450000762939453,2558700.0,,,,,
2024-07-22,21.040000915527344,21.076000213623047,20.549999237060547,20.68000030517578,3128900.0,,,,,
2024-07-23,21.489999771118164,21.63999938964844,21.030000686645508,21.100000381469727,3314700.0,,,,,
2024-07-24,19.690000534057617,21.399999618530277,19.68000030517578,21.040000915527344,4692900.0,,,,,
2024-07-25,20.290000915527344,20.684999465942383,19.36000061035156,19.84000015258789,3189500.0,,,,,
2024-07-26,21.38999938964844,21.57999992370605,20.6200008392334,20.68000030517578,2454300.0,,,,,
2024-07-29,20.90999984741211,21.63999938964844,20.53499984741211,21.520000457763672,2451500.0,,,,,
2024-07-30,20.979999542236328,21.530000686645508,20.40999984741211,21.059999465942383,2558500.0,,,,,
2024-07-31,21.420000076293945,21.84000015258789,21.01000022888184,21.420000076293945,5105300.0,,,,,
2024-08-01,23.989999771118164,25.530000686645508,23.21999931335449,23.32999992370605,10965700.0,,,,,
2024-08-02,23.01000022888184,23.200000762939453,21.600000381469727,22.32999992370605,5748700.0,,,,,
2024-08-05,21.950000762939453,22.364999771118164,19.899999618530277,20.030000686645508,3552700.0,,,,,
2024-08-06,23.09000015258789,23.809999465942383,21.87299919128418,22.200000762939453,3289100.0,,,,,
2024-08-07,22.549999237060547,23.770000457763672,22.34000015258789,23.43000030517578,3918000.0,,,,,
2024-08-08,23.530000686645508,23.849000930786133,22.600000381469727,22.96999931335449,2626400.0,,,,,
2024-08-09,23.65999984741211,23.950000762939453,23.18000030517578,23.43000030517578,2616200.0,,,,,
2024-08-12,23.01000022888184,23.81999969482422,22.56999969482422,23.57999992370605,3345900.0,,,,,
2024-08-13,23.809999465942383,24.15999984741211,23.280000686645508,23.299999237060547,2469600.0,,,,,
2024-08-14,23.71999931335449,24.6299991607666,23.540000915527344,24.030000686645508,3046800.0,,,,,
2024-08-15,24.31999969482422,24.61000061035156,23.549999237060547,23.8700008392334,3800200.0,,,,,
2024-08-16,24.670000076293945,24.950000762939453,23.8799991607666,24.3700008392334,3104500.0,,,,,
2024-08-19,24.239999771118164,24.700000762939453,24.184999465942383,24.61000061035156,2369800.0,,,,,
2024-08-20,24.440000534057617,24.770000457763672,24.170000076293945,24.34000015258789,2205600.0,,,,,
2024-08-21,23.799999237060547,24.440000534057617,23.3799991607666,24.420000076293945,2680300.0,,,,,
2024-08-22,23.670000076293945,24.049999237060547,23.6299991607666,23.96999931335449,1267200.0,,,,,
2024-08-23,24.989999771118164,25.07999992370605,23.6200008392334,23.82999992370605,2299200.0,,,,,
2024-08-26,25.09000015258789,25.280000686645508,24.6200008392334,25.190000534057617,2357300.0,,,,,
2024-08-27,25.479999542236328,25.709999084472656,24.541000366210938,24.920000076293945,1813500.0,,,,,
2024-08-28,25.18000030517578,25.96999931335449,24.96999931335449,25.38999938964844,2098100.0,,,,,
2024-08-29,25.950000762939453,25.989999771118164,25.26000022888184,25.399999618530277,2368400.0,,,,,
2024-08-30,26.40999984741211,26.40999984741211,25.63999938964844,26.0,3574700.0,,,,,
2024-09-03,25.56999969482422,26.450000762939453,25.191999435424805,26.450000762939453,3148800.0,,,,,
2024-09-04,24.8799991607666,25.6200008392334,24.649999618530277,25.350000381469727,1440500.0,,,,,
2024-09-05,26.850000381469727,27.38999938964844,24.799999237060547,25.100000381469727,12344600.0,,,,,
2024-09-06,25.059999465942383,27.239999771118164,24.979999542236328,27.059999465942383,5370700.0,,,,,
2024-09-09,25.709999084472656,26.332000732421875,25.34000015258789,25.420000076293945,5171000.0,,,,,
2024-09-10,24.979999542236328,25.905000686645508,24.600000381469727,25.76000022888184,2698100.0,,,,,
2024-09-11,26.190000534057617,26.209999084472656,24.6200008392334,24.799999237060547,2456000.0,,,,,
2024-09-12,26.96999931335449,27.0,26.299999237060547,26.32999992370605,2153600.0,,,,,
2024-09-13,27.520000457763672,27.61000061035156,26.899999618530277,26.989999771118164,2278900.0,,,,,
2024-09-16,27.229999542236328,27.729999542236328,27.170000076293945,27.530000686645508,2122400.0,,,,,
2024-09-17,27.440000534057617,27.450000762939453,26.96999931335449,27.31999969482422,2232300.0,,,,,
2024-09-18,27.57999992370605,28.170000076293945,27.309999465942383,27.46999931335449,2349000.0,,,,,
2024-09-19,28.399999618530277,29.280000686645508,27.979999542236328,28.6299991607666,4345900.0,,,,,
2024-09-20,28.940000534057617,29.09000015258789,28.100000381469727,28.309999465942383,6635100.0,,,,,
2024-09-23,29.43000030517578,29.84000015258789,28.950000762939453,29.399999618530277,3525700.0,,,,,
2024-09-24,30.239999771118164,30.25,28.982999801635746,29.5,4398900.0,,,,,
2024-09-25,29.6299991607666,30.46999931335449,29.600000381469727,30.020000457763672,3451400.0,,,,,
2024-09-26,29.75,32.11000061035156,29.43000030517578,32.0,4263200.0,,,,,
2024-09-27,29.51000022888184,30.066999435424805,28.913000106811523,29.88999938964844,2263400.0,,,,,
2024-09-30,29.82999992370605,30.1200008392334,28.899999618530277,29.440000534057617,2864000.0,,,,,
2024-10-01,29.65999984741211,30.200000762939453,29.18000030517578,30.06999969482422,1702500.0,,,,,
2024-10-02,29.799999237060547,30.07999992370605,28.76000022888184,29.32999992370605,2178300.0,,,,,
2024-10-03,29.8799991607666,30.600000381469727,29.5,29.600000381469727,3267200.0,,,,,
