Date,Close,High,Low,Open,Volume,"('Close', 'UBS')","('High', 'UBS')","('Low', 'UBS')","('Open', 'UBS')","('Volume', 'UBS')"
2024-06-03,30.690427780151367,30.82601127920032,30.569370556804337,30.767904329206004,2121600.0,,,,,
2024-06-04,30.23525047302246,30.448312361511498,30.11903657674351,30.380520614151013,1035200.0,,,,,
2024-06-05,30.30304336547852,30.390202862075043,30.148088428719102,30.332095915281847,1137700.0,,,,,
2024-06-06,30.690427780151367,30.82601127920032,30.59358163203642,30.690427780151367,1538800.0,,,,,
2024-06-07,30.622634887695312,30.89380187567242,30.60326528935793,30.680741835520895,1637900.0,,,,,
2024-06-10,30.27399063110352,30.361151979673384,30.05124578350792,30.186829282533648,1131800.0,,,,,
2024-06-11,29.886606216430664,30.070611855633707,29.7607056767796,30.070611855633707,1833000.0,,,,,
2024-06-12,30.157773971557617,30.496734556053703,30.08998222409572,30.380520659600894,1740600.0,,,,,
2024-06-13,29.460485458374023,29.847868197213973,29.33942823703737,29.83818339784465,3235800.0,,,,,
2024-06-14,29.44111633300781,29.460485932057896,29.05373358793928,29.247425884066864,1583800.0,,,,,
2024-06-17,30.01250648498535,30.10450930941835,29.63965001672536,29.82849898893273,2082400.0,,,,,
2024-06-18,30.196514129638672,30.336940952243225,30.128722380019,30.138407179562755,1696800.0,,,,,
2024-06-20,30.215883255004883,30.32725567723207,29.94471441359089,30.002821362755817,2487300.0,,,,,
2024-06-21,29.286163330078125,29.702600475074032,29.082788080951737,29.67354607640456,3251100.0,,,,,
2024-06-24,29.63480758666992,29.73165373132695,29.542802918011787,29.57670063875033,1155100.0,,,,,
2024-06-25,28.86004066467285,28.908464661245795,28.579188873296165,28.71477236932721,2549500.0,,,,,
2024-06-26,28.288650512695312,28.52108200250719,28.20149101299911,28.29833531203636,4455800.0,,,,,
2024-06-27,28.530765533447266,28.58887433067235,28.385497234757825,28.472658583408816,1555500.0,,,,,
2024-06-28,28.608243942260746,28.656666092782856,28.45328899677937,28.462973796321126,1435600.0,,,,,
2024-07-01,28.99562644958496,29.073102998095283,28.79224935525372,28.88909550268828,1077000.0,,,,,
2024-07-02,29.073102951049805,29.08278775049625,28.651822487469165,28.68572020912504,1346500.0,,,,,
2024-07-03,29.38300895690918,29.441115906030088,29.150579313238936,29.24742545989819,1003100.0,,,,,
2024-07-05,29.479854583740234,29.557331130264146,29.131209200789343,29.53796153183653,1097500.0,,,,,
2024-07-08,29.43143081665039,29.721969253765405,29.383008667391184,29.66386045803045,823500.0,,,,,
2024-07-09,29.315216064453125,29.460484355179982,29.18350612289829,29.19900032355972,954500.0,,,,,
2024-07-10,29.7703914642334,29.78007626354247,29.39269352711257,29.47017007439855,886000.0,,,,,
2024-07-11,30.051244735717773,30.186828230016147,29.935028992614477,30.03187513733613,1197900.0,,,,,
2024-07-12,30.254619598388672,30.380520139106565,30.21588224929693,30.254619598388672,1169100.0,,,,,
2024-07-15,30.089982986450195,30.380521429316403,30.0754567108222,30.370836629835534,846500.0,,,,,
2024-07-16,30.428943634033203,30.462839508683643,29.915660343747568,30.022191291041302,1094400.0,,,,,
2024-07-17,30.03187561035156,30.351466599936124,29.96408386213463,30.22556605565901,1540400.0,,,,,
2024-07-18,29.6251220703125,30.254619224564287,29.596067673462777,30.254619224564287,1303000.0,,,,,
2024-07-19,29.460485458374023,29.668704026847983,29.396567260285764,29.479855057112676,890700.0,,,,,
2024-07-22,29.71228408813477,29.896291577986872,29.65417714030284,29.828497983798627,1502600.0,,,,,
2024-07-23,29.57670021057129,29.789760247983047,29.489538866360448,29.5863831624289,1966600.0,,,,,
2024-07-24,29.05373191833496,29.591226254374003,29.039205643475483,29.56701518054603,1790600.0,,,,,
2024-07-25,29.21837043762207,29.475011150678476,28.75351116021126,29.00531039727209,1254100.0,,,,,
2024-07-26,29.58638381958008,29.66386036646762,29.37332377743599,29.402378175213784,775400.0,,,,,
2024-07-29,29.02467918395996,29.4701707260958,29.02467918395996,29.431431528002843,1770600.0,,,,,
2024-07-30,29.063417434692383,29.295847074113876,29.03436303706973,29.150578780373763,1380400.0,,,,,
2024-07-31,29.22805595397949,29.43627452344304,29.14089460642793,29.353954652005847,1786300.0,,,,,
2024-08-01,28.2402286529541,29.218371230197302,27.959376857928337,29.218371230197302,2418800.0,,,,,
2024-08-02,27.145872116088867,27.601046605651018,27.068395567925386,27.55262445574382,3024700.0,,,,,
2024-08-05,27.0877628326416,27.237874450154067,26.506689655454245,26.70038009878784,4242100.0,,,,,
2024-08-06,27.291139602661133,27.49451484285663,26.685853510860404,26.826280327482948,2007500.0,,,,,
2024-08-07,27.27177047729492,27.881899902834256,27.27177047729492,27.833475906338585,1550000.0,,,,,
2024-08-08,27.736629486083984,27.804421233320543,27.40735370191791,27.620415590017476,1154600.0,,,,,
2024-08-09,27.785053253173828,27.87221459809886,27.57683468998476,27.678522310001775,1211700.0,,,,,
2024-08-12,27.72694396972656,27.896425180620927,27.66883702319624,27.804420514162505,1481900.0,,,,,
2024-08-13,28.32738876342773,28.337073562445138,27.915794964714085,27.969058588529997,2059300.0,,,,,
2024-08-14,29.915658950805664,30.051244290280884,29.4895388758451,29.5863831719447,6163600.0,,,,,
2024-08-15,29.19900131225586,29.378165481979373,29.063417815944725,29.17963171358667,3718100.0,,,,,
2024-08-16,29.42174530029297,29.46048449650545,29.247424458896425,29.305531406028603,2397400.0,,,,,
2024-08-19,29.49922180175781,29.57670019406781,29.25710736734869,29.305531362542443,1286100.0,,,,,
2024-08-20,29.49922180175781,29.615437543036272,29.436273378785756,29.460484452789355,1580600.0,,,,,
2024-08-21,29.71228408813477,29.731653686474267,29.426588977780145,29.56701579496166,1897000.0,,,,,
2024-08-22,29.760705947875977,29.881763165542758,29.663859804305243,29.84786729237098,1079100.0,,,,,
2024-08-23,30.07061195373535,30.235249842687026,29.731653223999444,29.731653223999444,1075500.0,,,,,
2024-08-26,30.13840675354004,30.24009437653214,30.10935235531946,30.2158833016083,1135400.0,,,,,
2024-08-27,30.27399063110352,30.462839603942683,30.235251432989514,30.27399063110352,1567900.0,,,,,
2024-08-28,30.099666595458984,30.273989284846746,29.964083102462524,30.16745834195721,1195600.0,,,,,
2024-08-29,29.81881523132324,29.98345127675081,29.72196908616435,29.905974730061008,1648100.0,,,,,
2024-08-30,29.78976058959961,29.799445388754823,29.581542025728893,29.692914445234024,1318400.0,,,,,
2024-09-03,28.7341423034668,29.30553253939312,28.62761135694902,29.22805599115836,2355300.0,,,,,
2024-09-04,28.51139640808105,28.772878594251026,28.472657211797177,28.637295101630556,2325000.0,,,,,
2024-09-05,28.43391990661621,28.753510887705605,28.33223043980725,28.676034342204737,1602300.0,,,,,
2024-09-06,27.63010025024414,28.472657457641382,27.63010025024414,28.356443562159413,2617700.0,,,,,
2024-09-09,28.104644775390625,28.254754546722225,27.881899932830667,27.910952483572736,2041400.0,,,,,
2024-09-10,27.72694396972656,27.98842799989282,27.4364073898884,27.98842799989282,2268000.0,,,,,
2024-09-11,28.08527565002441,28.153067399147027,27.52357021091139,27.901268154415447,1979900.0,,,,,
2024-09-12,28.06590461730957,28.177277034776687,27.77536803671592,27.949690723946723,1403400.0,,,,,
2024-09-13,28.656665802001957,28.729300874234728,28.45328870806215,28.45328870806215,1252100.0,,,,,
2024-09-16,28.850357055664062,28.88909440485383,28.666349567249654,28.7147717155335,1396200.0,,,,,
2024-09-17,28.82130241394043,29.10215419654055,28.72929959410681,29.053732048667385,1003600.0,,,,,
2024-09-18,28.966571807861328,29.36363934653945,28.80193391276162,28.966571807861328,1321300.0,,,,,
