Date,Close,High,Low,Open,Volume,"('Close', 'BLDP')","('High', 'BLDP')","('Low', 'BLDP')","('Open', 'BLDP')","('Volume', 'BLDP')"
2024-06-03,3.049999952316284,3.1600000858306885,2.990000009536743,3.119999885559082,2174900.0,,,,,
2024-06-04,2.9200000762939453,3.0199999809265137,2.900000095367432,3.0199999809265137,1974300.0,,,,,
2024-06-05,2.869999885559082,3.0,2.809999942779541,2.9800000190734863,2963100.0,,,,,
2024-06-06,2.789999961853028,2.8499999046325684,2.7799999713897705,2.8499999046325684,2356500.0,,,,,
2024-06-07,2.720000028610229,2.7799999713897705,2.680000066757202,2.740000009536743,1951600.0,,,,,
2024-06-10,2.789999961853028,2.819999933242798,2.6600000858306885,2.690000057220459,1241500.0,,,,,
2024-06-11,2.7799999713897705,2.799999952316284,2.720000028610229,2.75,1101400.0,,,,,
2024-06-12,2.759999990463257,2.940000057220459,2.759999990463257,2.8399999141693115,2559300.0,,,,,
2024-06-13,2.7100000381469727,2.8299999237060547,2.700000047683716,2.789999961853028,1344900.0,,,,,
2024-06-14,2.5799999237060547,2.700000047683716,2.5799999237060547,2.680000066757202,1616100.0,,,,,
2024-06-17,2.549999952316284,2.5999999046325684,2.509999990463257,2.5899999141693115,1734000.0,,,,,
2024-06-18,2.740000009536743,2.819999933242798,2.609999895095825,2.619999885559082,5225200.0,,,,,
2024-06-20,2.6700000762939453,2.7100000381469727,2.640000104904175,2.700000047683716,2037800.0,,,,,
2024-06-21,2.5799999237060547,2.720000028610229,2.509999990463257,2.6700000762939453,5405900.0,,,,,
2024-06-24,2.450000047683716,2.559999942779541,2.440000057220459,2.5199999809265137,2812100.0,,,,,
2024-06-25,2.309999942779541,2.490000009536743,2.2799999713897705,2.490000009536743,4694800.0,,,,,
2024-06-26,2.2799999713897705,2.359999895095825,2.25,2.319999933242798,2597900.0,,,,,
2024-06-27,2.289999961853028,2.309999942779541,2.25,2.289999961853028,1631900.0,,,,,
2024-06-28,2.25,2.3499999046325684,2.220000028610229,2.3299999237060547,1995300.0,,,,,
2024-07-01,2.2300000190734863,2.309999942779541,2.2100000381469727,2.2699999809265137,1553200.0,,,,,
2024-07-02,2.1700000762939453,2.240000009536743,2.140000104904175,2.2100000381469727,2186400.0,,,,,
2024-07-03,2.289999961853028,2.3299999237060547,2.180000066757202,2.180000066757202,1740800.0,,,,,
2024-07-05,2.3399999141693115,2.3499999046325684,2.2799999713897705,2.309999942779541,1523300.0,,,,,
2024-07-08,2.3299999237060547,2.4100000858306885,2.3299999237060547,2.3299999237060547,2212500.0,,,,,
2024-07-09,2.369999885559082,2.380000114440918,2.2799999713897705,2.319999933242798,1510200.0,,,,,
2024-07-10,2.380000114440918,2.440000057220459,2.319999933242798,2.400000095367432,2008700.0,,,,,
2024-07-11,2.4800000190734863,2.5199999809265137,2.4100000858306885,2.4200000762939453,2749500.0,,,,,
2024-07-12,2.6700000762939453,2.7100000381469727,2.5,2.5,5847100.0,,,,,
2024-07-15,2.539999961853028,2.6700000762939453,2.4800000190734863,2.6600000858306885,3493600.0,,,,,
2024-07-16,2.559999942779541,2.5899999141693115,2.440000057220459,2.5799999237060547,5332100.0,,,,,
2024-07-17,2.470000028610229,2.5799999237060547,2.430000066757202,2.5199999809265137,2289200.0,,,,,
2024-07-18,2.390000104904175,2.4800000190734863,2.359999895095825,2.470000028610229,2517800.0,,,,,
2024-07-19,2.289999961853028,2.400000095367432,2.289999961853028,2.400000095367432,3279200.0,,,,,
2024-07-22,2.309999942779541,2.359999895095825,2.259999990463257,2.3299999237060547,2233800.0,,,,,
2024-07-23,2.299999952316284,2.3299999237060547,2.2699999809265137,2.299999952316284,1648800.0,,,,,
2024-07-24,2.2300000190734863,2.3399999141693115,2.220000028610229,2.299999952316284,2139200.0,,,,,
2024-07-25,2.25,2.299999952316284,2.190000057220459,2.2300000190734863,1948900.0,,,,,
2024-07-26,2.299999952316284,2.319999933242798,2.25,2.299999952316284,1493400.0,,,,,
2024-07-29,2.240000009536743,2.309999942779541,2.180000066757202,2.299999952316284,2022500.0,,,,,
2024-07-30,2.200000047683716,2.259999990463257,2.1700000762939453,2.2300000190734863,2137800.0,,,,,
2024-07-31,2.2799999713897705,2.380000114440918,2.2100000381469727,2.2100000381469727,3909600.0,,,,,
2024-08-01,2.140000104904175,2.309999942779541,2.119999885559082,2.289999961853028,2600900.0,,,,,
2024-08-02,2.0299999713897705,2.069999933242798,2.0,2.059999942779541,3031200.0,,,,,
2024-08-05,1.9299999475479128,2.0,1.850000023841858,1.850000023841858,2561800.0,,,,,
2024-08-06,1.9299999475479128,2.0,1.899999976158142,2.0,2570400.0,,,,,
2024-08-07,1.899999976158142,2.0199999809265137,1.899999976158142,1.9900000095367432,2628600.0,,,,,
2024-08-08,1.9800000190734863,1.9900000095367432,1.899999976158142,1.9299999475479128,2225500.0,,,,,
2024-08-09,1.9299999475479128,1.9800000190734863,1.899999976158142,1.9700000286102293,1786900.0,,,,,
2024-08-12,1.840000033378601,1.919999957084656,1.7999999523162842,1.8799999952316284,6649900.0,,,,,
2024-08-13,1.9700000286102293,1.9800000190734863,1.7699999809265137,1.809999942779541,5349600.0,,,,,
2024-08-14,1.830000042915344,2.0299999713897705,1.8200000524520876,1.9800000190734863,2604200.0,,,,,
2024-08-15,1.850000023841858,1.8799999952316284,1.8200000524520876,1.830000042915344,2013500.0,,,,,
2024-08-16,1.8799999952316284,1.8899999856948853,1.830000042915344,1.8600000143051147,1985200.0,,,,,
2024-08-19,1.899999976158142,1.9299999475479128,1.8600000143051147,1.8799999952316284,1821500.0,,,,,
2024-08-20,1.850000023841858,1.909999966621399,1.809999942779541,1.899999976158142,1702300.0,,,,,
2024-08-21,1.899999976158142,1.9299999475479128,1.8200000524520876,1.8200000524520876,2624300.0,,,,,
2024-08-22,1.840000033378601,1.919999957084656,1.830000042915344,1.899999976158142,2807900.0,,,,,
2024-08-23,1.9900000095367432,2.009999990463257,1.850000023841858,1.8600000143051147,3543300.0,,,,,
2024-08-26,1.899999976158142,2.039999961853028,1.8799999952316284,2.0299999713897705,2744100.0,,,,,
2024-08-27,1.870000004768372,1.919999957084656,1.8600000143051147,1.8899999856948853,1430500.0,,,,,
2024-08-28,1.809999942779541,1.870000004768372,1.7899999618530271,1.8600000143051147,2046900.0,,,,,
2024-08-29,1.870000004768372,1.909999966621399,1.830000042915344,1.830000042915344,1919600.0,,,,,
2024-08-30,1.840000033378601,1.899999976158142,1.7899999618530271,1.870000004768372,2281400.0,,,,,
2024-09-03,1.75,1.840000033378601,1.7300000190734863,1.8200000524520876,3023800.0,,,,,
2024-09-04,1.7100000381469729,1.7999999523162842,1.7000000476837158,1.75,1648700.0,,,,,
2024-09-05,1.6699999570846558,1.7400000095367432,1.659999966621399,1.7100000381469729,1804500.0,,,,,
2024-09-06,1.6699999570846558,1.6799999475479126,1.6100000143051147,1.6799999475479126,2335300.0,,,,,
2024-09-09,1.690000057220459,1.7599999904632568,1.6799999475479126,1.690000057220459,2584700.0,,,,,
2024-09-10,1.7200000286102295,1.7300000190734863,1.649999976158142,1.6699999570846558,1730600.0,,,,,
2024-09-11,1.75,1.7699999809265137,1.6799999475479126,1.7599999904632568,2675300.0,,,,,
2024-09-12,1.7200000286102295,1.7699999809265137,1.6699999570846558,1.7699999809265137,2690200.0,,,,,
2024-09-13,1.7999999523162842,1.840000033378601,1.7200000286102295,1.7200000286102295,3910300.0,,,,,
2024-09-16,1.659999966621399,1.7899999618530271,1.649999976158142,1.7899999618530271,2906900.0,,,,,
2024-09-17,1.7000000476837158,1.7699999809265137,1.659999966621399,1.659999966621399,3673800.0,,,,,
2024-09-18,1.7200000286102295,1.840000033378601,1.6699999570846558,1.7000000476837158,3810300.0,,,,,
2024-09-19,1.75,1.809999942779541,1.7300000190734863,1.7699999809265137,2236100.0,,,,,
2024-09-20,1.6699999570846558,1.75,1.649999976158142,1.75,5418900.0,,,,,
2024-09-23,1.6699999570846558,1.7100000381469729,1.659999966621399,1.7000000476837158,2604100.0,,,,,
2024-09-24,1.7300000190734863,1.7300000190734863,1.659999966621399,1.6799999475479126,2001300.0,,,,,
2024-09-25,1.659999966621399,1.7300000190734863,1.659999966621399,1.7300000190734863,2433300.0,,,,,
2024-09-26,1.75,1.7899999618530271,1.6799999475479126,1.6799999475479126,3588000.0,,,,,
2024-09-27,1.840000033378601,1.899999976158142,1.7699999809265137,1.7999999523162842,5270200.0,,,,,
2024-09-30,1.7999999523162842,1.8799999952316284,1.7599999904632568,1.850000023841858,2966200.0,,,,,
2024-10-01,1.7599999904632568,1.7999999523162842,1.7300000190734863,1.7999999523162842,2964200.0,,,,,
2024-10-02,1.7799999713897705,1.809999942779541,1.7300000190734863,1.7599999904632568,3422500.0,,,,,
2024-10-03,1.6699999570846558,1.7699999809265137,1.649999976158142,1.7699999809265137,3379900.0,,,,,
2024-10-04,1.7000000476837158,1.75,1.6699999570846558,1.7000000476837158,3434300.0,,,,,
2024-10-07,1.7599999904632568,1.7799999713897705,1.6699999570846558,1.7100000381469729,3607300.0,,,,,
2024-10-08,1.6799999475479126,1.75,1.6699999570846558,1.7400000095367432,2353400.0,,,,,
2024-10-09,1.6799999475479126,1.7300000190734863,1.649999976158142,1.6799999475479126,2712200.0,,,,,
2024-10-10,1.6100000143051147,1.6699999570846558,1.600000023841858,1.649999976158142,2843800.0,,,,,
2024-10-11,1.690000057220459,1.7000000476837158,1.600000023841858,1.6399999856948853,2889300.0,,,,,
