Date,Close,High,Low,Open,Volume,"('Close', 'BFLY')","('High', 'BFLY')","('Low', 'BFLY')","('Open', 'BFLY')","('Volume', 'BFLY')"
2024-06-03,0.9700000286102296,0.9900000095367432,0.9200000166893004,0.9800000190734864,1889200.0,,,,,
2024-06-04,0.925000011920929,0.949999988079071,0.9100000262260436,0.9369999766349792,1308000.0,,,,,
2024-06-05,0.9559999704360962,0.959999978542328,0.8830000162124634,0.9210000038146972,1035600.0,,,,,
2024-06-06,0.9480000138282776,0.9700000286102296,0.9359999895095824,0.959999978542328,784000.0,,,,,
2024-06-07,0.8960000276565552,0.9419999718666076,0.8700000047683716,0.9160000085830688,1123200.0,,,,,
2024-06-10,0.949999988079071,0.959999978542328,0.8709999918937683,0.8759999871253967,1155000.0,,,,,
2024-06-11,0.9340000152587892,0.9539999961853028,0.921999990940094,0.9350000023841858,866800.0,,,,,
2024-06-12,0.9679999947547911,1.0,0.9229999780654908,0.9399999976158142,1212200.0,,,,,
2024-06-13,0.921999990940094,0.9539999961853028,0.9200000166893004,0.9480000138282776,747300.0,,,,,
2024-06-14,0.9079999923706056,0.9200000166893004,0.8899999856948853,0.9079999923706056,752700.0,,,,,
2024-06-17,0.9100000262260436,0.915000021457672,0.8339999914169312,0.9100000262260436,1411800.0,,,,,
2024-06-18,0.8759999871253967,0.9089999794960022,0.8700000047683716,0.8859999775886536,1246900.0,,,,,
2024-06-20,0.9380000233650208,0.959999978542328,0.8700000047683716,0.8799999952316284,1513900.0,,,,,
2024-06-21,0.9279999732971193,0.949999988079071,0.9210000038146972,0.9359999895095824,1458100.0,,,,,
2024-06-24,0.9369999766349792,0.9480000138282776,0.8999999761581421,0.8999999761581421,1094800.0,,,,,
2024-06-25,0.9359999895095824,0.949999988079071,0.915000021457672,0.949999988079071,1243700.0,,,,,
2024-06-26,0.9639999866485596,0.9900000095367432,0.9120000004768372,0.9210000038146972,1676200.0,,,,,
2024-06-27,0.8700000047683716,0.949999988079071,0.8700000047683716,0.9390000104904176,1757600.0,,,,,
2024-06-28,0.8410000205039978,0.9290000200271606,0.8199999928474426,0.9290000200271606,21435400.0,,,,,
2024-07-01,0.8669999837875366,0.8980000019073486,0.8450000286102295,0.8980000019073486,1601500.0,,,,,
2024-07-02,0.9399999976158142,0.944000005722046,0.8600000143051147,0.8690000176429749,2608900.0,,,,,
2024-07-03,0.9929999709129332,0.9929999709129332,0.9139999747276306,0.9139999747276306,2529500.0,,,,,
2024-07-05,0.9860000014305116,1.0099999904632568,0.959999978542328,0.9800000190734864,2239500.0,,,,,
2024-07-08,1.0099999904632568,1.0199999809265137,0.9610000252723694,0.9610000252723694,1452800.0,,,,,
2024-07-09,1.0499999523162842,1.059999942779541,0.9800000190734864,1.0,2526900.0,,,,,
2024-07-10,0.9660000205039978,1.0499999523162842,0.949999988079071,1.0399999618530271,2255500.0,,,,,
2024-07-11,1.159999966621399,1.159999966621399,0.9829999804496764,0.9829999804496764,4073300.0,,,,,
2024-07-12,1.1699999570846558,1.2300000190734863,1.1119999885559082,1.159999966621399,1981900.0,,,,,
2024-07-15,1.190000057220459,1.2300000190734863,1.1399999856948853,1.149999976158142,1382300.0,,,,,
2024-07-16,1.2799999713897705,1.350000023841858,1.2100000381469729,1.2400000095367432,2538500.0,,,,,
2024-07-17,1.2000000476837158,1.2799999713897705,1.159999966621399,1.2799999713897705,1596100.0,,,,,
2024-07-18,1.1799999475479126,1.2699999809265137,1.1399999856948853,1.2000000476837158,1264200.0,,,,,
2024-07-19,1.0700000524520874,1.1699999570846558,1.0700000524520874,1.159999966621399,1281100.0,,,,,
2024-07-22,1.1399999856948853,1.149999976158142,1.0850000381469729,1.1100000143051147,995800.0,,,,,
2024-07-23,1.1200000047683716,1.1649999618530271,1.100000023841858,1.1399999856948853,805800.0,,,,,
2024-07-24,1.0800000429153442,1.159999966621399,1.059999942779541,1.1100000143051147,741000.0,,,,,
2024-07-25,1.059999942779541,1.1100000143051147,1.059999942779541,1.059999942779541,610100.0,,,,,
2024-07-26,1.059999942779541,1.100000023841858,1.0449999570846558,1.090000033378601,598300.0,,,,,
2024-07-29,1.0399999618530271,1.090000033378601,1.0399999618530271,1.059999942779541,514800.0,,,,,
2024-07-30,1.0800000429153442,1.1100000143051147,1.0399999618530271,1.0399999618530271,611500.0,,,,,
2024-07-31,1.100000023841858,1.1699999570846558,1.090000033378601,1.1100000143051147,917300.0,,,,,
