Date,Close,High,Low,Open,Volume,"('Close', 'BZAI')","('High', 'BZAI')","('Low', 'BZAI')","('Open', 'BZAI')","('Volume', 'BZAI')"
2024-06-03,11.130000114440918,11.15999984741211,11.119999885559082,11.15999984741211,2000.0,,,,,
2024-06-04,11.130000114440918,11.149999618530272,11.010000228881836,11.020000457763672,4400.0,,,,,
2024-06-05,11.130000114440918,11.149999618530272,11.130000114440918,11.149999618530272,400.0,,,,,
2024-06-06,11.119999885559082,11.119999885559082,11.119999885559082,11.119999885559082,300.0,,,,,
2024-06-07,11.145000457763672,11.149999618530272,11.020000457763672,11.020000457763672,3100.0,,,,,
2024-06-10,11.15999984741211,11.15999984741211,11.03499984741211,11.03499984741211,400.0,,,,,
2024-06-11,11.15999984741211,11.15999984741211,11.15999984741211,11.15999984741211,0.0,,,,,
2024-06-12,11.119999885559082,11.149999618530272,11.010000228881836,11.010000228881836,1900.0,,,,,
2024-06-13,11.170000076293944,11.170000076293944,11.170000076293944,11.170000076293944,200.0,,,,,
2024-06-14,11.149999618530272,11.170000076293944,11.149999618530272,11.170000076293944,2100.0,,,,,
2024-06-17,11.119999885559082,11.149999618530272,11.119999885559082,11.149999618530272,2900.0,,,,,
2024-06-18,11.130000114440918,11.164999961853027,11.010000228881836,11.010000228881836,6600.0,,,,,
2024-06-20,11.149999618530272,11.149999618530272,11.119999885559082,11.149999618530272,1500.0,,,,,
2024-06-21,11.130000114440918,11.220000267028809,11.119999885559082,11.119999885559082,1100.0,,,,,
2024-06-24,11.130000114440918,11.130000114440918,11.130000114440918,11.130000114440918,700.0,,,,,
2024-06-25,11.1899995803833,11.1899995803833,11.140000343322754,11.1899995803833,4300.0,,,,,
2024-06-26,11.149999618530272,11.149999618530272,11.149999618530272,11.149999618530272,1400.0,,,,,
2024-06-27,11.149999618530272,11.149999618530272,11.149999618530272,11.149999618530272,0.0,,,,,
2024-06-28,11.119999885559082,11.119999885559082,11.119999885559082,11.119999885559082,300.0,,,,,
2024-07-01,11.199999809265137,11.199999809265137,11.199999809265137,11.199999809265137,100.0,,,,,
2024-07-02,11.149999618530272,11.149999618530272,11.140000343322754,11.140000343322754,800.0,,,,,
2024-07-03,11.149999618530272,11.149999618530272,11.149999618530272,11.149999618530272,0.0,,,,,
2024-07-05,11.1899995803833,11.199999809265137,11.1899995803833,11.199999809265137,200.0,,,,,
2024-07-08,11.1899995803833,11.1899995803833,11.1899995803833,11.1899995803833,0.0,,,,,
2024-07-09,11.199999809265137,11.220000267028809,11.140000343322754,11.140000343322754,237700.0,,,,,
2024-07-10,11.199999809265137,11.199999809265137,11.18000030517578,11.18000030517578,3100.0,,,,,
2024-07-11,11.154999732971191,11.18000030517578,11.154999732971191,11.177000045776367,23000.0,,,,,
2024-07-12,11.15999984741211,11.199999809265137,11.15999984741211,11.199999809265137,900.0,,,,,
2024-07-15,11.199999809265137,11.199999809265137,11.199999809265137,11.199999809265137,900.0,,,,,
2024-07-16,11.175000190734863,11.199999809265137,11.170000076293944,11.199999809265137,2700.0,,,,,
2024-07-17,11.170000076293944,11.196999549865724,11.170000076293944,11.192999839782717,3600.0,,,,,
2024-07-18,11.15999984741211,11.18000030517578,11.15999984741211,11.18000030517578,4500.0,,,,,
2024-07-19,11.1899995803833,11.1899995803833,11.18000030517578,11.18000030517578,76700.0,,,,,
2024-07-22,11.1899995803833,11.199999809265137,11.1899995803833,11.199999809265137,1700.0,,,,,
