Date,Close,High,Low,Open,Volume,"('Close', 'NKE')","('High', 'NKE')","('Low', 'NKE')","('Open', 'NKE')","('Volume', 'NKE')"
2024-06-03,91.94070434570312,92.76855876456182,91.59982398860066,92.05757336491855,9668100.0,,,,,
2024-06-04,92.27184295654295,92.63220643655065,90.97649760214296,91.83356927409226,7838400.0,,,,,
2024-06-05,91.86278533935548,92.83673344830989,91.25893483677535,92.83673344830989,7463300.0,,,,,
2024-06-06,93.22631072998048,94.27817643209951,91.5413772943286,92.38871479280796,9760100.0,,,,,
2024-06-07,94.0346908569336,95.38847810463412,92.81725574708534,92.90490750828998,9397400.0,,,,,
2024-06-10,93.49901580810548,94.463222328049,93.10943508944489,93.2360530956242,7035100.0,,,,,
2024-06-11,93.37239837646484,93.49900894271332,92.05756261870104,93.03151062852098,7301500.0,,,,,
2024-06-12,91.2394561767578,93.9859894574603,91.06414522562216,93.83989575974157,9861300.0,,,,,
2024-06-13,91.72642517089844,92.06730549307268,91.27840997166464,91.59007304202876,8348200.0,,,,,
2024-06-14,90.95701599121094,92.31080330825036,90.86936422551688,91.35633829439826,7426800.0,,,,,
2024-06-17,92.52507019042967,92.64194663833018,89.61296743027694,89.61296743027694,6365400.0,,,,,
2024-06-18,92.31079864501952,92.77829699700844,91.75564853176448,92.20366376082696,6712000.0,,,,,
2024-06-20,93.08021545410156,93.58666517395704,91.08361896620268,91.43424086096184,9393800.0,,,,,
2024-06-21,94.64828491210938,94.67750216875672,92.93413402599346,93.46006693755066,15124400.0,,,,,
2024-06-24,94.6385269165039,95.48586436531896,94.16129446931627,94.76514491416955,9466900.0,,,,,
2024-06-25,92.28157806396484,95.09628734397174,92.03809105060346,94.77488270298257,9006500.0,,,,,
2024-06-26,91.60955047607422,92.01861430110024,90.72326162155784,91.63876772844024,10160400.0,,,,,
2024-06-27,91.73617553710938,92.2718425431901,90.95701407109358,91.32711168060214,25772700.0,,,,,
2024-06-28,73.4064712524414,76.99060057135817,72.60783410461599,75.12061456493274,129967000.0,,,,,
2024-07-01,74.82843017578125,75.0524340652609,72.35460124666186,73.5330774909332,44369000.0,,,,,
2024-07-02,74.05900573730469,74.93556041071525,73.42593806036187,74.81868397738269,26183400.0,,,,,
2024-07-03,73.27985382080078,73.94213883377493,73.06558404739232,73.53308241034118,15952000.0,,,,,
2024-07-05,73.46490478515625,74.1077066611447,72.831837040019,73.39672871602666,19603700.0,,,,,
2024-07-08,71.14690399169922,73.52333204615725,71.09820361970628,73.44542185385546,29905000.0,,,,,
2024-07-09,70.57227325439453,72.20850623952215,70.49435562876137,71.39039346227521,23445500.0,,,,,
2024-07-10,70.65019226074219,70.74758557937011,69.80285478434801,70.37748799633043,21378200.0,,,,,
2024-07-11,71.4780502319336,71.82867214124329,70.40670881154699,70.80602366731763,15876700.0,,,,,
2024-07-12,71.50727081298828,72.12086289814626,71.26378377745183,71.65336452043707,14527500.0,,,,,
2024-07-15,69.45223236083984,71.10794848736897,69.38405629525907,71.09820692639062,20775800.0,,,,,
2024-07-16,70.91316223144531,71.05925593967618,69.64703409825871,69.64703409825871,20980700.0,,,,,
2024-07-17,71.1663818359375,71.42934453301065,70.61123175933086,70.64044901115747,11161600.0,,,,,
2024-07-18,70.4943618774414,72.00398442770468,70.46514462289757,71.06899512912976,14440100.0,,,,,
2024-07-19,70.80602264404297,70.92289908900189,69.97816825982795,70.41644935544826,11913300.0,,,,,
2024-07-22,72.90975189208984,73.37724279669581,71.1663839843468,71.21508435928381,19385500.0,,,,,
2024-07-23,71.48778533935547,73.08505947950009,71.3319500912274,72.68573722914712,11041800.0,,,,,
2024-07-24,69.23796844482422,71.47805209827813,69.22823431365843,71.34169995561236,18563300.0,,,,,
2024-07-25,69.54963684082031,70.5430606255297,69.0626627946495,69.66650585629539,13855400.0,,,,,
2024-07-26,70.669677734375,70.8839475233962,69.99765854137706,70.12426913005552,8892000.0,,,,,
2024-07-29,71.6338882446289,71.94555135035607,70.31905231891518,70.61123973143702,10471800.0,,,,,
2024-07-30,72.38381958007812,72.54938896705887,71.54622365335506,71.77023497681384,8515700.0,,,,,
2024-07-31,72.90975189208984,73.46490198545565,71.9942383438384,72.5591299983184,14632900.0,,,,,
2024-08-01,71.92607116699219,72.84158482839632,71.3514453110112,72.75392562880226,9563500.0,,,,,
2024-08-02,72.08190155029297,72.19877056764152,70.04634614073811,70.93264248568124,11526600.0,,,,,
2024-08-05,69.55937194824219,70.72811413384086,68.90682850056436,69.20875003562603,13191500.0,,,,,
2024-08-06,70.6112289428711,71.33194837150373,69.64702251788373,69.79311620182325,13469700.0,,,,,
2024-08-07,70.72811889648438,72.27669292262067,70.64045969711042,70.9813400710428,9571200.0,,,,,
2024-08-08,72.25720977783203,72.27668546977641,71.14690957115008,71.32222052118587,8828000.0,,,,,
2024-08-09,72.4032974243164,72.63705031590985,71.45857401900463,72.1890350863071,7186600.0,,,,,
2024-08-12,72.69548797607422,73.04610989803555,72.12086214491426,72.76366404808701,7067300.0,,,,,
2024-08-13,76.4549331665039,76.99060764502003,73.11429056658922,73.28960153859133,22114800.0,,,,,
2024-08-14,76.47440338134766,77.02955351447086,75.40306193171412,75.96795362664916,13613000.0,,,,,
2024-08-15,80.35072326660156,80.89613185885051,78.56839634897187,79.96114251615168,23583600.0,,,,,
2024-08-16,81.06169891357422,81.75320113264317,80.29227906768891,80.72081115391111,13794200.0,,,,,
2024-08-19,81.11038970947266,81.80189191022991,80.75976782871776,81.06169676697728,9627300.0,,,,,
2024-08-20,81.38309478759766,81.71424098082635,80.61367495431479,81.31491872290849,7863100.0,,,,,
2024-08-21,81.8116455078125,82.0453909858285,81.05196713128437,81.49024083139375,6915900.0,,,,,
2024-08-22,81.23700714111328,82.47391784525276,81.0422130805885,82.24990653330765,8485500.0,,,,,
2024-08-23,81.86034393310547,82.04538902640793,81.05196519558889,81.16883421648843,9219700.0,,,,,
