Date,Close,High,Low,Open,Volume,"('Close', 'RKT')","('High', 'RKT')","('Low', 'RKT')","('Open', 'RKT')","('Volume', 'RKT')"
2024-06-03,13.390268325805664,13.65523542309684,12.907651553713878,13.456510551363628,1760600.0,,,,,
2024-06-04,13.579530715942385,13.768792282555692,13.163154366922766,13.286174610839002,1735900.0,,,,,
2024-06-05,13.759328842163086,13.882349084859392,13.551140669717777,13.702549921506971,1165600.0,,,,,
2024-06-06,13.778255462646484,14.00063768860926,13.63630861210976,13.72147654193773,1267000.0,,,,,
2024-06-07,13.475436210632324,13.598456454851467,13.125302085917998,13.43758389721646,1978000.0,,,,,
2024-06-10,13.579530715942385,13.72147666528478,13.219933288141927,13.324026924161664,2019300.0,,,,,
2024-06-11,13.768792152404783,13.92020140426422,13.34295340593254,13.3808057188974,1881700.0,,,,,
2024-06-12,14.090537071228027,14.961141159989229,13.98644253514486,14.241946321017746,4114400.0,,,,,
2024-06-13,13.939126968383787,14.232483067744086,13.641040119612317,14.14731513881786,2126100.0,,,,,
2024-06-14,13.901274681091309,14.062147235473434,13.551140563456777,13.65523510009834,1734800.0,,,,,
2024-06-17,13.806644439697266,13.967516995116368,13.641040232357565,13.759328822961589,1188900.0,,,,,
2024-06-18,13.532215118408203,14.109463123038296,13.5132885104841,13.749865694713368,1773100.0,,,,,
2024-06-20,13.1253023147583,13.551141073728877,13.002282068394294,13.503826357986863,5417800.0,,,,,
2024-06-21,13.352416038513184,13.361879342535834,12.869799265472482,13.002281911908211,3536000.0,,,,,
2024-06-24,13.3429536819458,13.503826240991854,13.068524181656125,13.390268397277884,2065200.0,,,,,
2024-06-25,12.9171142578125,13.267249294400797,12.88872524760574,13.238859381723673,2013200.0,,,,,
2024-06-26,13.115839004516602,13.17261792683908,12.80355718791885,12.86979941437347,1816500.0,,,,,
2024-06-27,13.04959774017334,13.29090658182362,12.983356415886332,13.134765672811128,1202200.0,,,,,
2024-06-28,12.96442985534668,13.163154731410936,12.831947206284084,13.115839112829851,2420700.0,,,,,
2024-07-01,12.45342254638672,13.09691276144863,12.401375278265444,12.992818225206076,1711200.0,,,,,
2024-07-02,12.60483169555664,12.65214731142738,12.34932881380714,12.46288575041473,1716000.0,,,,,
2024-07-03,13.10637664794922,13.172617972161396,12.500738718463856,12.60483235686447,2031900.0,,,,,
2024-07-05,13.18208122253418,13.238859242349966,12.898188416044194,13.002282054020036,2400600.0,,,,,
2024-07-08,12.557517051696776,13.3315974271309,12.491274828122783,13.305100898689428,3708900.0,,,,,
2024-07-09,12.53859043121338,12.813019921533575,12.377717878011508,12.557517038634924,2653600.0,,,,,
2024-07-10,12.79409408569336,12.879261110808072,12.415570063367756,12.585905918537792,2625100.0,,,,,
2024-07-11,13.399731636047363,13.49436287119117,13.12530213709474,13.24832238179355,5809400.0,,,,,
2024-07-12,13.560604095458984,13.60791971268598,13.29090625047656,13.560604095458984,2506800.0,,,,,
2024-07-15,13.778255462646484,13.934396366507652,13.409194734215394,13.749865551056942,3046700.0,,,,,
2024-07-16,14.70563793182373,14.913826109415233,13.825570505956772,13.976980663958996,6104900.0,,,,,
2024-07-17,14.289261817932127,14.620469323465205,14.185167282717766,14.327114130063633,3501200.0,,,,,
2024-07-18,14.071610450744627,15.027382467245472,13.99590582591984,14.30818762893967,3758600.0,,,,,
2024-07-19,13.929664611816406,14.270335426144811,13.855852466674705,13.995905933429349,1435800.0,,,,,
2024-07-22,14.09999942779541,14.194630659849198,13.782985973626634,14.090537026566285,2587400.0,,,,,
2024-07-23,14.336576461791992,14.455811740787276,13.998744825834248,14.052684573416157,1775900.0,,,,,
