Date,Close,High,Low,Open,Volume,"('Close', 'GETY')","('High', 'GETY')","('Low', 'GETY')","('Open', 'GETY')","('Volume', 'GETY')"
2024-06-03,3.7200000286102295,3.740000009536743,3.5899999141693115,3.640000104904175,627700.0,,,,,
2024-06-04,3.609999895095825,3.640000104904175,3.5199999809265137,3.619999885559082,618100.0,,,,,
2024-06-05,3.7300000190734863,3.7699999809265137,3.5850000381469727,3.630000114440918,711600.0,,,,,
2024-06-06,3.75,3.859999895095825,3.640000104904175,3.690000057220459,637500.0,,,,,
2024-06-07,3.5999999046325684,3.7200000286102295,3.575000047683716,3.670000076293945,445500.0,,,,,
2024-06-10,3.609999895095825,3.724999904632568,3.549999952316284,3.549999952316284,699900.0,,,,,
2024-06-11,3.5799999237060547,3.670000076293945,3.549999952316284,3.5799999237060547,377300.0,,,,,
2024-06-12,3.7699999809265137,3.829999923706055,3.660000085830689,3.660000085830689,638400.0,,,,,
2024-06-13,3.740000009536743,3.910000085830689,3.650000095367432,3.7200000286102295,766100.0,,,,,
2024-06-14,3.680000066757202,3.740000009536743,3.660000085830689,3.690000057220459,386600.0,,,,,
2024-06-17,3.630000114440918,3.700000047683716,3.609999895095825,3.619999885559082,472900.0,,,,,
2024-06-18,3.5899999141693115,3.7300000190734863,3.5899999141693115,3.660000085830689,654000.0,,,,,
2024-06-20,3.3499999046325684,3.5999999046325684,3.319999933242798,3.559999942779541,854800.0,,,,,
2024-06-21,3.2799999713897705,3.359999895095825,3.1700000762939453,3.3499999046325684,952400.0,,,,,
2024-06-24,3.25,3.309999942779541,3.180000066757202,3.2699999809265137,555800.0,,,,,
2024-06-25,3.049999952316284,3.259999990463257,3.0299999713897705,3.2100000381469727,1297200.0,,,,,
2024-06-26,3.0999999046325684,3.240000009536743,2.930000066757202,3.009999990463257,2370600.0,,,,,
2024-06-27,3.180000066757202,3.255000114440918,3.039999961853028,3.0999999046325684,1166800.0,,,,,
2024-06-28,3.259999990463257,3.289999961853028,3.1050000190734863,3.190000057220459,13752300.0,,,,,
2024-07-01,3.309999942779541,3.3499999046325684,3.2300000190734863,3.259999990463257,894700.0,,,,,
2024-07-02,3.130000114440918,3.450000047683716,3.119999885559082,3.299999952316284,800900.0,,,,,
2024-07-03,3.2100000381469727,3.220000028610229,3.119999885559082,3.1600000858306885,275100.0,,,,,
2024-07-05,3.2300000190734863,3.240000009536743,3.150000095367432,3.190000057220459,629900.0,,,,,
2024-07-08,3.130000114440918,3.25,3.0899999141693115,3.25,731700.0,,,,,
2024-07-09,3.289999961853028,3.289999961853028,3.115000009536743,3.140000104904175,483400.0,,,,,
2024-07-10,3.2799999713897705,3.309999942779541,3.190000057220459,3.309999942779541,320200.0,,,,,
2024-07-11,3.4600000381469727,3.490000009536743,3.3499999046325684,3.359999895095825,656400.0,,,,,
2024-07-12,3.549999952316284,3.559999942779541,3.4800000190734863,3.5199999809265137,463900.0,,,,,
2024-07-15,3.690000057220459,3.75,3.509999990463257,3.5999999046325684,632000.0,,,,,
2024-07-16,3.839999914169312,3.849999904632568,3.714999914169312,3.75,622200.0,,,,,
2024-07-17,3.7799999713897705,3.880000114440918,3.7090001106262207,3.809999942779541,535300.0,,,,,
2024-07-18,3.640000104904175,3.825000047683716,3.619999885559082,3.740000009536743,486500.0,,,,,
2024-07-19,3.690000057220459,3.700000047683716,3.5899999141693115,3.640000104904175,293700.0,,,,,
2024-07-22,3.740000009536743,3.759999990463257,3.614000082015991,3.690000057220459,358500.0,,,,,
2024-07-23,3.829999923706055,3.890000104904175,3.700000047683716,3.7200000286102295,514300.0,,,,,
2024-07-24,3.690000057220459,3.839999914169312,3.690000057220459,3.799999952316284,485600.0,,,,,
2024-07-25,3.7799999713897705,3.8550000190734863,3.690000057220459,3.75,414400.0,,,,,
