Date,Close,High,Low,Open,Volume,"('Close', 'OPTX')","('High', 'OPTX')","('Low', 'OPTX')","('Open', 'OPTX')","('Volume', 'OPTX')"
2024-06-03,3.0799999237060547,3.140000104904175,2.799999952316284,3.0850000381469727,7400.0,,,,,
2024-06-04,2.940000057220459,2.940000057220459,2.930000066757202,2.940000057220459,700.0,,,,,
2024-06-05,2.650000095367432,2.941999912261963,2.4800000190734863,2.940000057220459,33500.0,,,,,
2024-06-06,2.549999952316284,2.8499999046325684,2.509999990463257,2.569999933242798,10500.0,,,,,
2024-06-07,2.5439999103546143,2.549999952316284,2.299999952316284,2.509000062942505,16500.0,,,,,
2024-06-10,2.4200000762939453,2.9800000190734863,2.4100000858306885,2.5899999141693115,12400.0,,,,,
2024-06-11,2.640000104904175,2.690000057220459,2.380000114440918,2.5999999046325684,9900.0,,,,,
2024-06-12,2.740000009536743,2.8359999656677246,2.5799999237060547,2.5999999046325684,3000.0,,,,,
2024-06-13,2.740000009536743,2.740000009536743,2.740000009536743,2.740000009536743,700.0,,,,,
2024-06-14,2.549999952316284,2.630000114440918,2.549999952316284,2.559999942779541,4000.0,,,,,
2024-06-17,2.5480000972747803,2.5480000972747803,2.503999948501587,2.505000114440918,1800.0,,,,,
2024-06-18,2.0999999046325684,2.559999942779541,2.0299999713897705,2.5,8400.0,,,,,
2024-06-20,2.240000009536743,2.4800000190734863,2.0299999713897705,2.3399999141693115,17100.0,,,,,
2024-06-21,2.5999999046325684,2.5999999046325684,2.059999942779541,2.1600000858306885,31300.0,,,,,
2024-06-24,2.450000047683716,2.5999999046325684,2.2300000190734863,2.5999999046325684,7600.0,,,,,
2024-06-25,2.3499999046325684,2.444999933242798,2.319999933242798,2.390000104904175,1600.0,,,,,
2024-06-26,3.849999904632568,8.390000343322754,3.5299999713897705,6.53000020980835,35424400.0,,,,,
2024-06-27,3.359999895095825,3.700000047683716,2.75,3.569999933242798,1482800.0,,,,,
2024-06-28,3.049999952316284,3.630000114440918,2.880000114440918,3.0299999713897705,318300.0,,,,,
2024-07-01,2.8299999237060547,2.992000102996826,2.680000066757202,2.930000066757202,126100.0,,,,,
2024-07-02,2.5,2.8299999237060547,2.4600000381469727,2.759999990463257,133600.0,,,,,
2024-07-03,2.4100000858306885,2.5299999713897705,2.359999895095825,2.4600000381469727,123800.0,,,,,
2024-07-05,2.1600000858306885,2.4210000038146973,2.150000095367432,2.3499999046325684,67600.0,,,,,
2024-07-08,2.190000057220459,2.400000095367432,2.150000095367432,2.2699999809265137,177300.0,,,,,
2024-07-09,2.0999999046325684,2.309999942779541,2.0999999046325684,2.190000057220459,158300.0,,,,,
2024-07-10,1.9600000381469729,2.25,1.809999942779541,2.109999895095825,237100.0,,,,,
2024-07-11,1.9800000190734863,2.069999933242798,1.899999976158142,1.9600000381469729,138900.0,,,,,
2024-07-12,1.940000057220459,2.180000066757202,1.850000023841858,2.059999942779541,764300.0,,,,,
2024-07-15,1.9700000286102293,1.9700000286102293,1.878999948501587,1.909999966621399,99000.0,,,,,
2024-07-16,1.919999957084656,1.950000047683716,1.830000042915344,1.950000047683716,89400.0,,,,,
2024-07-17,1.870000004768372,1.940000057220459,1.809999942779541,1.940000057220459,62300.0,,,,,
2024-07-18,1.830000042915344,1.940000057220459,1.809999942779541,1.8799999952316284,64600.0,,,,,
2024-07-19,1.7400000095367432,1.809999942779541,1.6299999952316284,1.7999999523162842,109300.0,,,,,
2024-07-22,1.7200000286102295,1.7200000286102295,1.659999966621399,1.659999966621399,34800.0,,,,,
2024-07-23,1.6799999475479126,1.7200000286102295,1.600000023841858,1.690000057220459,35900.0,,,,,
2024-07-24,1.7699999809265137,1.8200000524520876,1.659999966621399,1.7100000381469729,47500.0,,,,,
2024-07-25,1.659999966621399,1.7799999713897705,1.659999966621399,1.7799999713897705,83300.0,,,,,
2024-07-26,1.649999976158142,1.690000057220459,1.6200000047683716,1.690000057220459,34600.0,,,,,
2024-07-29,1.600000023841858,1.7000000476837158,1.559999942779541,1.7000000476837158,45400.0,,,,,
2024-07-30,1.5700000524520874,1.690000057220459,1.5499999523162842,1.559999942779541,64400.0,,,,,
2024-07-31,1.5299999713897705,1.6349999904632568,1.4600000381469729,1.600000023841858,54100.0,,,,,
2024-08-01,1.4800000190734863,1.590000033378601,1.4700000286102295,1.590000033378601,56200.0,,,,,
2024-08-02,1.3600000143051147,1.409999966621399,1.2999999523162842,1.409999966621399,42400.0,,,,,
2024-08-05,1.1799999475479126,1.2799999713897705,0.949999988079071,1.2200000286102295,82100.0,,,,,
2024-08-06,1.149999976158142,1.2610000371932983,1.1200000047683716,1.159999966621399,24400.0,,,,,
2024-08-07,1.1200000047683716,1.2100000381469729,1.090000033378601,1.2100000381469729,11600.0,,,,,
2024-08-08,1.1100000143051147,1.1790000200271606,1.0499999523162842,1.059999942779541,20400.0,,,,,
2024-08-09,1.100000023841858,1.190000057220459,1.0700000524520874,1.149999976158142,59800.0,,,,,
2024-08-12,1.1399999856948853,1.184999942779541,1.1100000143051147,1.184999942779541,8700.0,,,,,
2024-08-13,1.0800000429153442,1.156999945640564,1.0800000429153442,1.1019999980926514,16300.0,,,,,
2024-08-14,1.4700000286102295,1.4800000190734863,1.100000023841858,1.1200000047683716,301100.0,,,,,
2024-08-15,1.8200000524520876,2.0199999809265137,1.649999976158142,1.7000000476837158,740200.0,,,,,
2024-08-16,1.7799999713897705,1.8589999675750728,1.7799999713897705,1.7799999713897705,158200.0,,,,,
2024-08-19,1.7999999523162842,1.85699999332428,1.6660000085830688,1.7799999713897705,50200.0,,,,,
2024-08-20,1.659999966621399,1.850000023841858,1.656000018119812,1.850000023841858,18400.0,,,,,
