Date,Close,High,Low,Open,Volume,"('Close', 'JANX')","('High', 'JANX')","('Low', 'JANX')","('Open', 'JANX')","('Volume', 'JANX')"
2024-06-03,54.97999954223633,56.0,53.290000915527344,54.43999862670898,2481400.0,,,,,
2024-06-04,48.52000045776367,54.84999847412109,47.68999862670898,54.13999938964844,1761200.0,,,,,
2024-06-05,46.77000045776367,48.5,45.70000076293945,48.29999923706055,966300.0,,,,,
2024-06-06,42.59000015258789,46.02999877929688,41.90999984741211,45.630001068115234,1242600.0,,,,,
2024-06-07,44.15999984741211,44.65999984741211,42.0,42.0,401500.0,,,,,
2024-06-10,43.380001068115234,43.9900016784668,42.18999862670898,43.77999877929688,705400.0,,,,,
2024-06-11,42.040000915527344,43.15999984741211,41.88199996948242,42.959999084472656,559200.0,,,,,
2024-06-12,42.75,44.47999954223633,42.09999847412109,43.63999938964844,426000.0,,,,,
2024-06-13,42.369998931884766,43.85499954223633,42.290000915527344,42.880001068115234,458000.0,,,,,
2024-06-14,42.0,42.95000076293945,41.02000045776367,41.900001525878906,416600.0,,,,,
2024-06-17,40.08000183105469,42.755001068115234,40.0,42.68999862670898,651600.0,,,,,
2024-06-18,40.400001525878906,42.02000045776367,39.39899826049805,40.150001525878906,485200.0,,,,,
2024-06-20,40.29999923706055,40.709999084472656,39.0,40.0099983215332,616500.0,,,,,
2024-06-21,40.959999084472656,41.915000915527344,39.130001068115234,40.54999923706055,2083600.0,,,,,
2024-06-24,43.220001220703125,44.04999923706055,40.18000030517578,41.060001373291016,783000.0,,,,,
2024-06-25,41.470001220703125,43.54999923706055,40.9900016784668,43.11000061035156,529200.0,,,,,
2024-06-26,39.79999923706055,41.18999862670898,39.0099983215332,41.18999862670898,483500.0,,,,,
2024-06-27,40.34000015258789,40.9900016784668,39.060001373291016,39.91999816894531,492700.0,,,,,
2024-06-28,41.88999938964844,42.150001525878906,40.619998931884766,40.7400016784668,2670300.0,,,,,
2024-07-01,41.720001220703125,43.02000045776367,41.20000076293945,41.66999816894531,637700.0,,,,,
2024-07-02,39.29999923706055,42.0099983215332,39.220001220703125,41.61000061035156,440500.0,,,,,
2024-07-03,38.5,39.38999938964844,37.720001220703125,39.119998931884766,393900.0,,,,,
2024-07-05,39.900001525878906,39.95000076293945,38.09000015258789,38.560001373291016,388000.0,,,,,
2024-07-08,39.45000076293945,43.959999084472656,39.15999984741211,40.790000915527344,447000.0,,,,,
2024-07-09,41.65999984741211,42.290000915527344,38.34000015258789,39.400001525878906,587100.0,,,,,
2024-07-10,41.54999923706055,42.79999923706055,41.27999877929688,42.18000030517578,492800.0,,,,,
2024-07-11,42.27999877929688,43.36000061035156,41.68999862670898,42.27999877929688,661100.0,,,,,
2024-07-12,44.22999954223633,44.290000915527344,42.310001373291016,42.95000076293945,552700.0,,,,,
2024-07-15,43.470001220703125,45.95000076293945,43.36000061035156,44.70000076293945,599900.0,,,,,
2024-07-16,46.380001068115234,48.93999862670898,43.51499938964844,44.2599983215332,856200.0,,,,,
2024-07-17,43.90999984741211,47.400001525878906,43.83000183105469,45.290000915527344,638100.0,,,,,
2024-07-18,43.04999923706055,45.59000015258789,41.43999862670898,43.97999954223633,530800.0,,,,,
2024-07-19,44.68000030517578,45.0,42.20000076293945,43.22999954223633,364200.0,,,,,
2024-07-22,47.720001220703125,47.80500030517578,44.20000076293945,45.06999969482422,461700.0,,,,,
2024-07-23,45.41999816894531,47.650001525878906,45.09000015258789,47.25,885500.0,,,,,
2024-07-24,45.400001525878906,46.76300048828125,44.09999847412109,44.5099983215332,323000.0,,,,,
2024-07-25,42.7599983215332,46.53099822998047,42.68000030517578,45.43000030517578,436200.0,,,,,
2024-07-26,43.9900016784668,45.0,42.810001373291016,43.47999954223633,415700.0,,,,,
