Date,Close,High,Low,Open,Volume,"('Close', 'EYPT')","('High', 'EYPT')","('Low', 'EYPT')","('Open', 'EYPT')","('Volume', 'EYPT')"
2024-06-03,9.880000114440918,10.9399995803833,9.6899995803833,10.699999809265137,898200.0,,,,,
2024-06-04,9.220000267028809,9.880000114440918,9.0,9.880000114440918,2673000.0,,,,,
2024-06-05,9.789999961853027,9.800000190734863,8.9399995803833,9.18000030517578,1376000.0,,,,,
2024-06-06,9.270000457763672,9.850000381469728,9.220000267028809,9.720000267028809,802600.0,,,,,
2024-06-07,9.100000381469728,9.3100004196167,8.880000114440918,9.15999984741211,727100.0,,,,,
2024-06-10,9.079999923706056,9.18000030517578,8.779999732971191,8.949999809265137,1136100.0,,,,,
2024-06-11,9.420000076293944,9.460000038146973,8.760000228881836,9.039999961853027,573400.0,,,,,
2024-06-12,9.31999969482422,9.869999885559082,9.289999961853027,9.520000457763672,676700.0,,,,,
2024-06-13,9.289999961853027,9.489999771118164,9.0600004196167,9.359999656677246,767800.0,,,,,
2024-06-14,9.380000114440918,9.5,9.109999656677246,9.220000267028809,521900.0,,,,,
2024-06-17,9.010000228881836,9.399999618530272,8.979999542236328,9.399999618530272,546100.0,,,,,
2024-06-18,8.6899995803833,9.100000381469728,8.649999618530273,9.029999732971191,552000.0,,,,,
2024-06-20,8.15999984741211,8.989999771118164,8.109999656677246,8.65999984741211,932600.0,,,,,
2024-06-21,8.470000267028809,8.550000190734863,7.949999809265137,8.199999809265137,1112000.0,,,,,
2024-06-24,8.520000457763672,8.779999732971191,8.359999656677246,8.4399995803833,629400.0,,,,,
2024-06-25,8.260000228881836,8.710000038146973,8.1899995803833,8.5,757600.0,,,,,
2024-06-26,8.1899995803833,8.619999885559082,8.140000343322754,8.479999542236328,644700.0,,,,,
2024-06-27,8.75,8.75,8.100000381469727,8.220000267028809,711400.0,,,,,
2024-06-28,8.699999809265137,9.239999771118164,8.5600004196167,8.720000267028809,2636500.0,,,,,
2024-07-01,8.3100004196167,8.819999694824219,8.020000457763672,8.680000305175781,685800.0,,,,,
2024-07-02,8.010000228881836,8.430000305175781,7.730000019073486,8.3100004196167,820300.0,,,,,
2024-07-03,8.619999885559082,8.729999542236328,7.949999809265137,7.989999771118164,474600.0,,,,,
2024-07-05,8.489999771118164,8.649999618530273,8.239999771118164,8.5,489200.0,,,,,
2024-07-08,8.680000305175781,8.800000190734863,8.470000267028809,8.569999694824219,550400.0,,,,,
2024-07-09,8.770000457763672,8.84000015258789,8.470000267028809,8.6899995803833,421800.0,,,,,
2024-07-10,8.6899995803833,8.9399995803833,8.380000114440918,8.800000190734863,451100.0,,,,,
2024-07-11,9.90999984741211,9.949999809265137,8.789999961853027,8.949999809265137,1895700.0,,,,,
2024-07-12,10.329999923706056,11.239999771118164,10.0,10.0,1840700.0,,,,,
2024-07-15,10.539999961853027,10.75,10.199999809265137,10.40999984741211,1121900.0,,,,,
2024-07-16,10.539999961853027,10.75,10.079999923706056,10.670000076293944,1164300.0,,,,,
