Date,Close,High,Low,Open,Volume,"('Close', 'GEV')","('High', 'GEV')","('Low', 'GEV')","('Open', 'GEV')","('Volume', 'GEV')"
2024-06-03,170.03829956054688,178.6515025747472,166.11595823855765,178.5816315486974,3434800.0,,,,,
2024-06-04,162.7225799560547,169.08018891955987,161.0159175865047,168.02225501018597,5279800.0,,,,,
2024-06-05,163.1717071533203,167.97234013801895,162.15368872498223,164.76858297931466,8005500.0,,,,,
2024-06-06,159.99789428710938,163.81046454064546,155.19726118486102,162.9321729159393,5249000.0,,,,,
2024-06-07,161.7644500732422,165.43727821210055,158.7303600872374,159.18947121913564,4850300.0,,,,,
2024-06-10,166.3155517578125,169.6690104559882,160.28532331289523,160.90610631076416,4223600.0,,,,,
2024-06-11,167.9024658203125,168.21185983926298,162.98207143309295,165.1777851689791,2036100.0,,,,,
2024-06-12,177.1743927001953,178.8710799447197,170.82177916006768,171.20602412570477,4016500.0,,,,,
2024-06-13,175.8270263671875,181.60576279038892,172.50350746023864,179.44996427305733,3462200.0,,,,,
2024-06-14,169.8386993408203,174.43972488026455,165.87642719554896,173.75106578376457,3128300.0,,,,,
2024-06-17,168.4314422607422,171.5453784103012,165.82652295870272,169.41952035085453,2804200.0,,,,,
2024-06-18,179.22039794921875,179.89906673011396,166.0061697565874,167.6130358161556,3364900.0,,,,,
2024-06-20,176.8350372314453,185.13884615888088,174.75410508996666,178.12253423167138,4005300.0,,,,,
2024-06-21,175.38787841796875,176.83505246137466,170.06825322113008,176.755221609769,3793000.0,,,,,
2024-06-24,177.79318237304688,178.80121054282856,174.4297482284456,176.20628156557166,2552900.0,,,,,
2024-06-25,181.09674072265625,181.14664642589037,175.9268327241524,179.4499591195084,2553400.0,,,,,
2024-06-26,179.64955139160156,181.37119901740357,177.2741802276733,180.53781800876345,2284000.0,,,,,
2024-06-27,175.93679809570312,178.923967227598,172.91269844086474,178.04269073205384,2541300.0,,,,,
2024-06-28,171.17608642578125,175.9567694350918,166.84953464608367,174.45968974374802,3783600.0,,,,,
2024-07-01,167.19384765625,170.86667549244075,164.79851124957372,170.6670679324879,2748200.0,,,,,
2024-07-02,169.47940063476562,171.64517411299968,165.087972926774,165.087972926774,2447400.0,,,,,
2024-07-03,172.3437957763672,174.4397133023365,168.85061005247246,169.76883227291623,1317200.0,,,,,
2024-07-05,175.88690185546875,177.09455286429846,170.9265764958809,171.166114733663,1629500.0,,,,,
2024-07-08,174.03050231933594,178.252277609702,173.83089475874883,176.46575415410803,1659100.0,,,,,
2024-07-09,172.6432342529297,174.48963872158092,172.2639844015348,173.94070642854277,1800600.0,,,,,
2024-07-10,179.38009643554688,179.44996746914214,174.26009390204834,174.589438054736,1835700.0,,,,,
2024-07-11,176.35598754882812,182.80341756168664,176.20628566881877,180.6476191150576,2574500.0,,,,,
2024-07-12,180.0986785888672,183.97211937488683,174.06045429677854,177.60354584247366,1603900.0,,,,,
2024-07-15,177.09454345703125,181.4560306050228,176.15637111190685,179.88909516637924,3026400.0,,,,,
2024-07-16,182.3842315673828,183.5319865570549,177.83309657430166,178.43193453444133,1789700.0,,,,,
2024-07-17,165.50714111328125,179.8491587421572,162.58283772224584,179.8491587421572,6033800.0,,,,,
2024-07-18,161.17559814453125,171.11619834071237,159.119595997444,167.67291824401758,4736600.0,,,,,
2024-07-19,163.02198791503906,163.37131258784905,158.8002276123815,161.68460043065397,2547800.0,,,,,
2024-07-22,166.43533325195312,167.92243788718287,163.365333055262,166.05608342111896,1738600.0,,,,,
2024-07-23,170.1580810546875,170.6770577095359,165.89638998959805,166.6748702009526,3221800.0,,,,,
2024-07-24,162.5828399658203,171.96454801634496,162.413172770414,167.01419805928788,5532100.0,,,,,
2024-07-25,159.68849182128906,165.9662389552177,156.1054849410284,165.6768102645874,5163200.0,,,,,
2024-07-26,172.77296447753906,173.6372757404362,163.37130655319413,168.13202387638682,3871900.0,,,,,
2024-07-29,171.71502685546875,174.42973231536598,169.5193132353085,173.98061149768697,1757800.0,,,,,
2024-07-30,162.38323974609375,173.73111408800366,162.13372646583576,172.5933189101084,2639300.0,,,,,
2024-07-31,177.8929901123047,179.90406650061178,170.91659345746908,170.91659345746908,4056500.0,,,,,
2024-08-01,173.69117736816406,183.50204103272333,171.475498298536,181.5458502830306,3706800.0,,,,,
2024-08-02,164.40928649902344,169.659055666593,161.18557917957492,168.4514046883524,3314500.0,,,,,
2024-08-05,161.9241485595703,165.068009890847,149.7179475685403,152.1082891272449,3700500.0,,,,,
2024-08-06,164.03004455566406,166.1409172632733,159.68850717520505,162.7625127658177,2799900.0,,,,,
2024-08-07,165.7467041015625,172.4136922427249,164.3693857967365,168.3316582637093,3312800.0,,,,,
2024-08-08,176.86500549316406,177.11451878077816,164.7286755286352,168.870590011396,2755800.0,,,,,
2024-08-09,178.76129150390625,179.20043730493703,172.26397129978767,176.1763376276627,2766500.0,,,,,
2024-08-12,176.0964813232422,180.14857424070144,174.05046953951225,178.14249310697215,1797800.0,,,,,
2024-08-13,179.30023193359375,179.90904492903806,174.97368030691504,177.70335612342032,1551800.0,,,,,
2024-08-14,183.80148315429688,184.82947674420376,177.9029850171222,179.64957813790744,2242700.0,,,,,
2024-08-15,188.452392578125,190.4285334407217,181.2564230673329,185.1388489950469,3478000.0,,,,,
2024-08-16,183.70166015625,188.4524028917915,180.0398120465931,188.3525914852651,2718300.0,,,,,
2024-08-19,185.0390472412109,185.14883369647248,180.86219726039943,183.741590334225,1626900.0,,,,,
2024-08-20,183.6417694091797,185.63787559840992,181.32627891971347,184.59990708080613,1138200.0,,,,,
2024-08-21,183.9012756347656,184.87937872764908,181.4560483607232,183.11282031405665,1601400.0,,,,,
2024-08-22,185.63787841796875,186.3814231114442,181.95506000624948,184.63982530819476,2067900.0,,,,,
2024-08-23,182.93313598632807,183.20261457272247,172.7330478733311,180.4479936499515,4872700.0,,,,,
2024-08-26,181.77540588378903,182.9131857454541,178.8411274960527,181.1266622673595,2176800.0,,,,,
2024-08-27,185.18875122070312,186.7357365336769,180.1386050948936,180.6476066809729,1613100.0,,,,,
2024-08-28,183.6417694091797,185.00909727549623,180.41806217771577,183.49206753662008,2067600.0,,,,,
2024-08-29,190.9874420166016,195.29902349380083,184.994128271788,185.6378767860761,3155500.0,,,,,
2024-08-30,200.60867309570312,200.97794786938903,193.82190897003213,195.47868077097627,3347700.0,,,,,
2024-09-03,192.17514038085935,202.2055777565496,187.18287953526095,199.61063343032237,4275300.0,,,,,
2024-09-04,199.2413482666016,203.79246803539567,191.747954634351,192.65419161445308,3765100.0,,,,,
2024-09-05,198.0536651611328,200.33920012350467,193.89178544477525,196.70628734667164,3064200.0,,,,,
2024-09-06,197.94387817382807,200.78832044356415,193.0035182492701,198.60259689152443,3884700.0,,,,,
2024-09-09,201.4170837402344,202.5348982837964,196.99571603526036,199.62058520302327,1654700.0,,,,,
2024-09-10,201.61669921875,202.60477726027196,198.7522917238936,202.3452889393537,1894700.0,,,,,
2024-09-11,208.7427978515625,209.71091056797604,201.10769779848823,203.70264192623043,3787500.0,,,,,
2024-09-12,214.85089111328125,216.6673398024435,199.2612916248653,199.6106162950141,4041400.0,,,,,
2024-09-13,225.1508026123047,228.2317982380933,218.5836111698553,220.220417698767,3697500.0,,,,,
2024-09-16,229.4823455810547,231.0592713313376,224.80148926088904,227.43634887715208,2334900.0,,,,,
2024-09-17,236.68829345703125,239.53275096639,233.0553806765376,237.2072853482681,5144000.0,,,,,
2024-09-18,235.211181640625,241.0487934809381,233.5444347245677,238.15543535736185,3255900.0,,,,,
2024-09-19,243.97409057617188,244.52302285697343,237.64643723150596,242.83131545010536,3060800.0,,,,,
2024-09-20,244.98211669921875,250.3606170934329,241.77835959878573,242.75644735696204,4111400.0,,,,,
2024-09-23,251.040283203125,254.37377674517035,246.309506249429,247.3424948142649,3336700.0,,,,,
2024-09-24,254.98260498046875,256.99867653236066,251.62914591247545,253.50549063774608,3804400.0,,,,,
2024-09-25,254.55343627929688,257.2481764984499,251.67903859002377,256.5994481003675,2454200.0,,,,,
2024-09-26,250.7309112548828,258.13647896135245,246.5889968121168,257.2581873241254,2817700.0,,,,,
2024-09-27,249.37356567382807,253.9346607417599,249.09411200454528,250.2718074352255,2293600.0,,,,,
2024-09-30,254.48358154296875,254.8528715549868,248.47531269553508,250.51133436969585,3372200.0,,,,,
2024-10-01,256.0305480957031,257.0984721708201,250.61112733574743,255.5015811967083,2304100.0,,,,,
2024-10-02,251.7988128662109,257.0286166543252,248.0161982734204,250.51133105283108,2769700.0,,,,,
2024-10-03,254.1841735839844,256.7391872580917,250.40155877705325,252.65715345486427,1913700.0,,,,,
2024-10-04,265.0729064941406,265.90130758408526,252.73697015907237,256.49963443022654,3157300.0,,,,,
2024-10-07,262.0288391113281,265.4621438150856,260.0127525891664,264.8932463038919,1925100.0,,,,,
2024-10-08,263.7554931640625,266.03705337048007,261.7394367799248,263.51597015632944,1671900.0,,,,,
2024-10-09,266.0809936523437,268.7737392815612,262.3682344680537,263.985075805731,1891700.0,,,,,
2024-10-10,264.10479736328125,266.031032470058,261.2803205890374,263.4860093358742,1795800.0,,,,,
2024-10-11,266.3703918457031,269.5840934113196,260.54173525872,263.2364906639474,1848400.0,,,,,
2024-10-14,268.9753112792969,270.3027085047975,265.17273139322594,266.73968207501633,1822300.0,,,,,
2024-10-15,265.8414001464844,270.342629222562,259.54368773415104,269.4743279280997,2190200.0,,,,,
2024-10-16,274.23504638671875,275.65229522682085,267.16884365827593,268.3764794121005,1844900.0,,,,,
