Date,Close,High,Low,Open,Volume,"('Close', 'GANX')","('High', 'GANX')","('Low', 'GANX')","('Open', 'GANX')","('Volume', 'GANX')"
2024-06-03,2.470000028610229,2.700000047683716,2.3499999046325684,2.5799999237060547,262900.0,,,,,
2024-06-04,2.450000047683716,2.553999900817871,2.3510000705718994,2.470000028610229,77500.0,,,,,
2024-06-05,2.5,2.5899999141693115,2.450000047683716,2.470000028610229,130100.0,,,,,
2024-06-06,2.3399999141693115,2.5,2.2869999408721924,2.4600000381469727,194000.0,,,,,
2024-06-07,2.200000047683716,2.4679999351501465,2.1600000858306885,2.2799999713897705,102900.0,,,,,
2024-06-10,2.0899999141693115,2.569999933242798,2.0299999713897705,2.200000047683716,213900.0,,,,,
2024-06-11,2.430000066757202,2.440000057220459,2.069999933242798,2.0799999237060547,137800.0,,,,,
2024-06-12,2.109999895095825,2.430000066757202,2.069999933242798,2.430000066757202,339100.0,,,,,
2024-06-13,1.8899999856948853,2.1760001182556152,1.7999999523162842,2.140000104904175,541800.0,,,,,
2024-06-14,1.2400000095367432,1.4600000381469729,1.2300000190734863,1.4600000381469729,3085100.0,,,,,
2024-06-17,1.3200000524520874,1.3799999952316284,1.2699999809265137,1.2799999713897705,1024300.0,,,,,
2024-06-18,1.2799999713897705,1.3600000143051147,1.2599999904632568,1.309999942779541,455500.0,,,,,
2024-06-20,1.2999999523162842,1.2999999523162842,1.2000000476837158,1.2799999713897705,568800.0,,,,,
2024-06-21,1.2899999618530271,1.319000005722046,1.2300000190734863,1.309999942779541,377600.0,,,,,
2024-06-24,1.2899999618530271,1.3200000524520874,1.2400000095367432,1.2999999523162842,270200.0,,,,,
2024-06-25,1.2999999523162842,1.340000033378601,1.2599999904632568,1.2899999618530271,585100.0,,,,,
2024-06-26,1.2699999809265137,1.2999999523162842,1.2519999742507937,1.2699999809265137,239300.0,,,,,
2024-06-27,1.25,1.2999999523162842,1.2300000190734863,1.2899999618530271,325100.0,,,,,
2024-06-28,1.2799999713897705,1.3200000524520874,1.2000000476837158,1.2000000476837158,551500.0,,,,,
2024-07-01,1.1200000047683716,1.2649999856948853,1.1100000143051147,1.2599999904632568,625200.0,,,,,
2024-07-02,1.1950000524520874,1.2000000476837158,1.1200000047683716,1.2000000476837158,267200.0,,,,,
2024-07-03,1.159999966621399,1.2000000476837158,1.1299999952316284,1.190000057220459,157600.0,,,,,
2024-07-05,1.2000000476837158,1.2100000381469729,1.149999976158142,1.190000057220459,119000.0,,,,,
2024-07-08,1.1200000047683716,1.190000057220459,1.1100000143051147,1.1699999570846558,199900.0,,,,,
2024-07-09,1.1799999475479126,1.1799999475479126,1.1200000047683716,1.159999966621399,413500.0,,,,,
2024-07-10,1.2000000476837158,1.2200000286102295,1.159999966621399,1.190000057220459,302500.0,,,,,
2024-07-11,1.3600000143051147,1.399999976158142,1.2100000381469729,1.2100000381469729,787200.0,,,,,
2024-07-12,1.3799999952316284,1.3899999856948853,1.340000033378601,1.3700000047683716,273500.0,,,,,
2024-07-15,1.25,1.3700000047683716,1.2200000286102295,1.3300000429153442,286900.0,,,,,
2024-07-16,1.2999999523162842,1.2999999523162842,1.25,1.2599999904632568,120300.0,,,,,
2024-07-17,1.2699999809265137,1.3200000524520874,1.2599999904632568,1.2999999523162842,112000.0,,,,,
2024-07-18,1.2200000286102295,1.2899999618530271,1.2200000286102295,1.25,202000.0,,,,,
2024-07-19,1.2100000381469729,1.2300000190734863,1.2100000381469729,1.2100000381469729,82700.0,,,,,
2024-07-22,1.159999966621399,1.2359999418258667,1.149999976158142,1.2300000190734863,119400.0,,,,,
2024-07-23,1.1200000047683716,1.2000000476837158,1.0499999523162842,1.2000000476837158,542000.0,,,,,
2024-07-24,1.0800000429153442,1.1299999952316284,1.059999942779541,1.1299999952316284,273700.0,,,,,
2024-07-25,1.0399999618530271,1.0800000429153442,1.0199999809265137,1.0800000429153442,258200.0,,,,,
2024-07-26,1.0499999523162842,1.100000023841858,1.0299999713897705,1.0800000429153442,231900.0,,,,,
2024-07-29,1.1299999952316284,1.1299999952316284,1.0499999523162842,1.059999942779541,159000.0,,,,,
2024-07-30,1.1100000143051147,1.1399999856948853,1.090000033378601,1.1299999952316284,193100.0,,,,,
2024-07-31,1.0800000429153442,1.1399999856948853,1.059999942779541,1.090000033378601,127400.0,,,,,
2024-08-01,1.059999942779541,1.149999976158142,1.0399999618530271,1.0800000429153442,151000.0,,,,,
2024-08-02,1.0499999523162842,1.065000057220459,0.9399999976158142,1.0499999523162842,291300.0,,,,,
2024-08-05,0.9789999723434448,0.9980000257492064,0.9200000166893004,0.953000009059906,176000.0,,,,,
2024-08-06,1.0,1.0800000429153442,0.949999988079071,1.0800000429153442,215600.0,,,,,
2024-08-07,0.953000009059906,1.0099999904632568,0.9509999752044678,1.0099999904632568,60100.0,,,,,
2024-08-08,0.9670000076293944,1.0099999904632568,0.9200000166893004,0.959999978542328,243000.0,,,,,
2024-08-09,0.9810000061988832,1.0700000524520874,0.9670000076293944,0.9800000190734864,184100.0,,,,,
2024-08-12,0.9390000104904176,0.9800000190734864,0.9259999990463256,0.9710000157356262,271600.0,,,,,
2024-08-13,0.9359999895095824,0.959999978542328,0.8899999856948853,0.949999988079071,587800.0,,,,,
2024-08-14,1.1200000047683716,1.149999976158142,0.949999988079071,0.9509999752044678,593700.0,,,,,
2024-08-15,1.2300000190734863,1.2599999904632568,1.1399999856948853,1.149999976158142,393800.0,,,,,
2024-08-16,1.3200000524520874,1.3899999856948853,1.2300000190734863,1.2599999904632568,443900.0,,,,,
2024-08-19,1.4600000381469729,1.5399999618530271,1.3200000524520874,1.3300000429153442,798600.0,,,,,
2024-08-20,1.3600000143051147,1.4900000095367432,1.3300000429153442,1.4800000190734863,327500.0,,,,,
2024-08-21,1.350000023841858,1.3799999952316284,1.2899999618530271,1.340000033378601,207200.0,,,,,
2024-08-22,1.309999942779541,1.3700000047683716,1.2899999618530271,1.3700000047683716,109300.0,,,,,
2024-08-23,1.2899999618530271,1.4199999570846558,1.2799999713897705,1.2999999523162842,153700.0,,,,,
2024-08-26,1.350000023841858,1.350000023841858,1.2200000286102295,1.2799999713897705,123600.0,,,,,
2024-08-27,1.309999942779541,1.3600000143051147,1.2599999904632568,1.3600000143051147,95700.0,,,,,
2024-08-28,1.340000033378601,1.3450000286102295,1.2599999904632568,1.2999999523162842,111400.0,,,,,
2024-08-29,1.0700000524520874,1.340000033378601,1.0299999713897705,1.3300000429153442,4459300.0,,,,,
2024-08-30,1.090000033378601,1.2699999809265137,1.0800000429153442,1.090000033378601,556200.0,,,,,
2024-09-03,1.0399999618530271,1.1299999952316284,0.949999988079071,1.0700000524520874,330600.0,,,,,
2024-09-04,1.0399999618530271,1.059999942779541,1.0099999904632568,1.0399999618530271,142800.0,,,,,
2024-09-05,1.0850000381469729,1.1100000143051147,1.0199999809265137,1.0399999618530271,105200.0,,,,,
2024-09-06,1.0499999523162842,1.100000023841858,1.0,1.0700000524520874,246600.0,,,,,
2024-09-09,1.159999966621399,1.1799999475479126,1.0,1.0399999618530271,294900.0,,,,,
2024-09-10,1.2699999809265137,1.4299999475479126,1.1330000162124634,1.159999966621399,419000.0,,,,,
2024-09-11,1.4900000095367432,1.559999942779541,1.3300000429153442,1.3300000429153442,647100.0,,,,,
