Date,Close,High,Low,Open,Volume,"('Close', 'BBY')","('High', 'BBY')","('Low', 'BBY')","('Open', 'BBY')","('Volume', 'BBY')"
2024-06-03,81.0992660522461,81.82686355335333,79.37354563616479,79.95189583499378,9941100.0,,,,,
2024-06-04,81.94813537597656,82.14402648243191,80.30637219069536,81.09927391467004,4427700.0,,,,,
2024-06-05,82.96491241455078,82.98356566050366,80.76345931626584,82.08806040105875,3443200.0,,,,,
2024-06-06,82.2373046875,82.97422523961093,82.00409999923033,82.479832439174,2883800.0,,,,,
2024-06-07,82.013427734375,83.02087375312938,81.6682893308548,81.89216385163043,2380500.0,,,,,
2024-06-10,81.29515838623047,81.99477247369056,80.6608413289263,81.92014526298594,3247300.0,,,,,
2024-06-11,81.25785064697266,81.39777489793447,80.11981051051973,80.95001871822528,2331900.0,,,,,
2024-06-12,80.57688903808594,82.91826632504109,79.97056248404819,82.04141433586457,2674100.0,,,,,
2024-06-13,81.8362045288086,82.15335953601246,79.8306424875851,80.57689333109948,2944000.0,,,,,
2024-06-14,81.35112762451172,81.79888378504413,80.57688630361334,81.15523652829214,2857500.0,,,,,
2024-06-17,85.12904357910156,85.67940324143015,82.15334940317406,84.13092777241614,5237700.0,,,,,
2024-06-18,87.33981323242188,87.42377061705776,84.71859493539601,85.11970726526492,5575900.0,,,,,
2024-06-20,87.03829956054688,87.3775205201015,86.1619799465336,86.9723403289122,3586600.0,,,,,
2024-06-21,85.1820068359375,87.17963333501143,84.9841291462566,86.99118044646302,7164700.0,,,,,
2024-06-24,84.17376708984375,85.74737096347985,84.14549987603253,85.52122606397339,2308900.0,,,,,
2024-06-25,81.52595520019531,84.05126256604782,81.05481581991698,83.94761132726528,3867900.0,,,,,
2024-06-26,79.39640808105469,81.39403439468715,79.07602957344317,81.262115947146,3970100.0,,,,,
2024-06-27,79.45295715332031,79.62256764414666,78.41645179338937,79.11373617166764,2392800.0,,,,,
2024-06-28,79.42469024658203,80.2727427040262,78.98181800830467,79.24565495306116,3627900.0,,,,,
2024-07-01,77.54013061523438,79.76390936772876,77.40821214593534,79.45295560908785,2571900.0,,,,,
2024-07-02,77.42704772949219,77.46473974439756,75.88171106345538,76.8428394710007,3112400.0,,,,,
2024-07-03,77.57781982421875,78.90642927090961,77.46474377362111,78.11491848377754,1471300.0,,,,,
2024-07-05,77.6908950805664,78.00184885354179,76.91822664376008,77.54955899195735,3627800.0,,,,,
2024-07-08,80.57426452636719,81.4411593220225,78.22798507055951,78.22798507055951,4763100.0,,,,,
2024-07-09,81.4317398071289,81.79922799846982,80.53657773878922,80.8852163265131,3598700.0,,,,,
2024-07-10,80.63080596923828,82.80746794891166,80.18793373169039,82.44940455147727,3623300.0,,,,,
2024-07-11,81.04541015625,82.91111835134875,80.64022994191764,81.37520633326064,2738400.0,,,,,
2024-07-12,81.29039764404297,82.27036856398135,80.9511838535042,81.43174091702767,2423700.0,,,,,
2024-07-15,80.56484985351562,81.44116956053563,80.28216329421194,80.83811161043775,2442100.0,,,,,
2024-07-16,82.21382904052734,82.76977010709327,80.64964271063268,81.13963173477534,2590100.0,,,,,
2024-07-17,84.01358795166016,84.55068662288738,81.15847692143404,81.33751220818222,3977400.0,,,,,
2024-07-18,83.01476287841797,85.34219272174883,82.79804277495154,83.6178207500887,3610400.0,,,,,
2024-07-19,83.48591613769531,83.88167158368209,82.65671322386328,83.15611993270632,3024000.0,,,,,
2024-07-22,83.82512664794922,84.18319002723712,81.78038324406346,84.18319002723712,3756900.0,,,,,
2024-07-23,83.81570434570312,84.31511819591445,82.95823429454425,83.35398970277143,2589700.0,,,,,
2024-07-24,82.66612243652344,83.90050536626829,81.94056373336318,83.81569653582636,2586500.0,,,,,
2024-07-25,82.30805206298828,83.38224932405357,82.09133196399299,82.3834360926461,1823900.0,,,,,
2024-07-26,82.30805206298828,83.58012701014279,81.77095343245563,83.01476116574264,1734700.0,,,,,
2024-07-29,80.54600524902344,82.67555043224326,79.87698088945257,82.37402146538803,2973600.0,,,,,
2024-07-30,80.42350006103516,81.13963401466435,79.60372204567358,80.54600091502142,2326300.0,,,,,
2024-07-31,81.52595520019531,82.2797810842472,79.94292659489946,80.47060758934235,5801700.0,,,,,
2024-08-01,80.72502899169922,82.35517459843538,79.4623787578137,81.73326709409135,2521100.0,,,,,
2024-08-02,77.60609436035156,79.30219933422744,77.16322210667187,79.15143125254167,2875200.0,,,,,
2024-08-05,75.59903717041016,76.14555345328824,74.01600837565555,74.91117042971186,3048400.0,,,,,
2024-08-06,77.2668685913086,77.69089121406859,75.2127003338814,75.93825191236385,2871800.0,,,,,
2024-08-07,76.0418930053711,78.86872928347435,75.96651616827414,78.1431778019284,2055700.0,,,,,
2024-08-08,77.79454803466797,77.89819929458672,76.25863592980863,76.39055440806561,1688400.0,,,,,
2024-08-09,78.89701080322266,78.95354523340008,77.2009060077293,77.7191622477459,1679500.0,,,,,
2024-08-12,76.51304626464844,78.44472094736788,76.38112778952804,78.02069830434056,2493200.0,,,,,
2024-08-13,78.341064453125,79.00065678463588,77.03129740268392,77.0595646184605,2111400.0,,,,,
2024-08-14,78.12433624267578,79.30218470474229,77.77569050985815,79.03834061046554,1403500.0,,,,,
2024-08-15,79.20795440673828,81.36577374264826,79.01007671947363,80.89463433801333,2300700.0,,,,,
2024-08-16,80.31985473632812,80.42350599472522,78.98182036849742,79.17969808297792,1919700.0,,,,,
2024-08-19,80.13139343261719,80.93232900897705,79.43410910379981,80.11254382996381,1464100.0,,,,,
2024-08-20,79.84870910644531,80.31043092696174,79.33987765603065,79.75448265763161,1193600.0,,,,,
2024-08-21,82.01595306396484,82.0442202796003,80.6967612185121,81.03598218417187,1902200.0,,,,,
2024-08-22,80.8004150390625,81.74269393164631,80.37639241300676,81.40347295519474,2184200.0,,,,,
2024-08-23,83.0618896484375,83.1655409065217,81.13021495397844,81.30925025230894,2067200.0,,,,,
