Date,Close,High,Low,Open,Volume,"('Close', 'BNZI')","('High', 'BNZI')","('Low', 'BNZI')","('Open', 'BNZI')","('Volume', 'BNZI')"
2024-07-29,78.5,84.0,77.5,81.0,1039.0,,,,,
2024-07-30,72.0,79.0,72.0,78.0,2135.0,,,,,
2024-07-31,64.0,70.5,58.0,70.5,4911.0,,,,,
2024-08-01,63.5,67.5,61.5,64.5,1083.0,,,,,
2024-08-02,55.0,63.5,53.5,63.0,3013.0,,,,,
2024-08-05,49.0,53.5,44.0,53.5,2571.0,,,,,
2024-08-06,56.5,71.0,52.5,52.5,17895.0,,,,,
2024-08-07,59.5,63.0,51.0,55.0,9740.0,,,,,
2024-08-08,65.0,67.0,60.0,60.0,7879.0,,,,,
2024-08-09,61.5,66.0,57.5,65.0,2298.0,,,,,
2024-08-12,56.5,59.5,55.5,59.5,1774.0,,,,,
2024-08-13,60.5,66.0,51.5,51.5,2588.0,,,,,
2024-08-14,59.0,60.5,55.5,60.0,961.0,,,,,
2024-08-15,58.0,60.5,56.5,57.5,1251.0,,,,,
2024-08-16,56.0,59.5,55.0,57.5,967.0,,,,,
2024-08-19,57.5,61.0,55.5,61.0,1007.0,,,,,
2024-08-20,58.5,62.0,57.0,58.0,1517.0,,,,,
2024-08-21,61.5,64.5,57.0,60.0,2713.0,,,,,
2024-08-22,65.5,72.0,60.5,62.5,6088.0,,,,,
2024-08-23,60.5,68.5,59.5,65.0,2097.0,,,,,
2024-08-26,60.0,64.0,59.5,63.0,1151.0,,,,,
2024-08-27,55.0,63.0,50.5,60.0,3224.0,,,,,
2024-08-28,47.5,64.0,46.0,63.5,60977.0,,,,,
2024-08-29,44.5,49.0,42.5,49.0,4173.0,,,,,
2024-08-30,42.5,45.0,41.0,44.5,2157.0,,,,,
2024-09-03,43.0,45.0,41.0,45.0,2609.0,,,,,
2024-09-04,43.0,44.0,42.5,43.0,1887.0,,,,,
2024-09-05,42.0,42.5,41.5,41.5,706.0,,,,,
2024-09-06,40.0,42.0,40.0,42.0,1628.0,,,,,
2024-09-09,39.5,42.0,37.5,42.0,1248.0,,,,,
2024-09-10,42.0,44.5,38.5,39.5,1640.0,,,,,
2024-09-11,41.0,44.0,37.5,44.0,1163.0,,,,,
2024-09-12,39.0,41.0,38.0,41.0,1199.0,,,,,
2024-09-13,40.0,41.0,38.5,38.5,1647.0,,,,,
2024-09-16,36.5,42.0,36.0,42.0,1233.0,,,,,
2024-09-17,37.5,40.0,32.5,37.0,7684.0,,,,,
2024-09-18,35.0,45.0,33.5,37.5,17149.0,,,,,
2024-09-19,28.799999237060547,32.20000076293945,24.200000762939453,30.200000762939453,60850.0,,,,,
2024-09-20,56.900001525878906,75.0,47.09999847412109,51.0,6138570.0,,,,,
2024-09-23,42.0,52.70000076293945,40.09999847412109,49.400001525878906,154220.0,,,,,
2024-09-24,82.4000015258789,112.0,61.5,67.0999984741211,6237270.0,,,,,
2024-09-25,60.0,65.0,50.29999923706055,53.400001525878906,281510.0,,,,,
2024-09-26,60.79999923706055,64.0,55.29999923706055,58.09999847412109,94250.0,,,,,
2024-09-27,57.29999923706055,67.68000030517578,55.0,61.5,70770.0,,,,,
2024-09-30,49.70000076293945,56.0,49.0099983215332,56.0,25710.0,,,,,
2024-10-01,46.79999923706055,48.400001525878906,43.5,46.79999923706055,34100.0,,,,,
2024-10-02,47.79999923706055,50.400001525878906,43.5,50.400001525878906,97210.0,,,,,
2024-10-03,41.70000076293945,48.150001525878906,41.400001525878906,48.150001525878906,23150.0,,,,,
2024-10-04,35.599998474121094,41.5,33.900001525878906,40.5,29430.0,,,,,
2024-10-07,30.600000381469727,35.13999938964844,29.899999618530277,34.400001525878906,16240.0,,,,,
2024-10-08,27.600000381469727,31.0,26.700000762939453,29.799999237060547,20820.0,,,,,
2024-10-09,50.20000076293945,68.9000015258789,42.400001525878906,60.0,3709980.0,,,,,
2024-10-10,50.900001525878906,51.900001525878906,45.5,49.70000076293945,128680.0,,,,,
2024-10-11,44.29999923706055,50.5,42.20000076293945,47.0,38580.0,,,,,
2024-10-14,37.0,43.400001525878906,35.599998474121094,42.5,35240.0,,,,,
2024-10-15,36.59999847412109,51.900001525878906,34.11000061035156,51.900001525878906,1153350.0,,,,,
2024-10-16,33.5,37.0,33.400001525878906,36.70000076293945,68640.0,,,,,
2024-10-17,33.5,36.5,32.099998474121094,35.400001525878906,110840.0,,,,,
2024-10-18,33.099998474121094,34.5,32.20000076293945,33.0,19940.0,,,,,
2024-10-21,32.599998474121094,34.0,31.899999618530277,33.29999923706055,21760.0,,,,,
2024-10-22,30.200000762939453,38.0,28.899999618530277,30.700000762939453,103750.0,,,,,
2024-10-23,29.299999237060547,30.299999237060547,28.5,30.299999237060547,27440.0,,,,,
2024-10-24,28.799999237060547,29.600000381469727,27.950000762939453,28.700000762939453,18940.0,,,,,
2024-10-25,28.799999237060547,29.899999618530277,27.799999237060547,28.700000762939453,14620.0,,,,,
2024-10-28,27.399999618530277,28.899999618530277,26.5,28.100000381469727,21900.0,,,,,
2024-10-29,24.799999237060547,26.799999237060547,24.5,26.799999237060547,25250.0,,,,,
2024-10-30,25.799999237060547,26.399999618530277,24.5,24.5,18720.0,,,,,
2024-10-31,24.399999618530277,25.399999618530277,22.799999237060547,25.299999237060547,19670.0,,,,,
2024-11-01,24.399999618530277,24.93000030517578,23.100000381469727,23.799999237060547,7560.0,,,,,
2024-11-04,22.5,25.0,22.299999237060547,24.200000762939453,13130.0,,,,,
2024-11-05,21.399999618530277,23.0,21.0,22.5,14450.0,,,,,
2024-11-06,19.299999237060547,21.799999237060547,19.100000381469727,21.5,17170.0,,,,,
2024-11-07,20.399999618530277,25.0,16.600000381469727,24.0,1778990.0,,,,,
2024-11-08,20.600000381469727,21.299999237060547,18.799999237060547,18.799999237060547,69250.0,,,,,
2024-11-11,20.299999237060547,20.549999237060547,18.96999931335449,20.200000762939453,31470.0,,,,,
2024-11-12,19.399999618530277,19.799999237060547,19.0,19.799999237060547,19340.0,,,,,
2024-11-13,17.5,19.190000534057617,17.200000762939453,19.0,27690.0,,,,,
2024-11-14,19.399999618530277,19.399999618530277,16.799999237060547,16.799999237060547,26010.0,,,,,
2024-11-15,17.299999237060547,18.0,17.0,18.0,21190.0,,,,,
2024-11-18,15.699999809265137,16.399999618530273,15.600000381469728,15.899999618530272,16020.0,,,,,
2024-11-19,17.0,18.200000762939453,15.699999809265137,15.699999809265137,34920.0,,,,,
2024-11-20,15.399999618530272,16.989999771118164,14.899999618530272,16.100000381469727,26040.0,,,,,
2024-11-21,15.5,15.600000381469728,14.600000381469728,15.300000190734863,17600.0,,,,,
2024-11-22,15.449999809265137,15.800000190734863,14.5,15.100000381469728,17900.0,,,,,
2024-11-25,15.399999618530272,15.949999809265137,15.0,15.5,7370.0,,,,,
2024-11-26,13.0,15.699999809265137,12.949999809265137,15.100000381469728,43300.0,,,,,
2024-11-27,14.699999809265137,14.899999618530272,13.100000381469728,13.100000381469728,36340.0,,,,,
2024-11-29,15.199999809265137,15.800000190734863,14.5,14.5,11430.0,,,,,
2024-12-02,14.699999809265137,15.899999618530272,14.210000038146973,15.699999809265137,16820.0,,,,,
2024-12-03,14.300000190734863,15.0,13.899999618530272,14.600000381469728,15770.0,,,,,
2024-12-04,14.399999618530272,14.699999809265137,13.09000015258789,14.300000190734863,58620.0,,,,,
2024-12-05,14.100000381469728,14.300000190734863,13.600000381469728,13.800000190734863,10520.0,,,,,
2024-12-06,13.699999809265137,14.0,13.5,13.600000381469728,11180.0,,,,,
2024-12-09,13.899999618530272,14.199999809265137,13.600000381469728,14.100000381469728,5750.0,,,,,
2024-12-10,20.5,26.600000381469727,16.700000762939453,21.100000381469727,5445990.0,,,,,
2024-12-11,18.100000381469727,19.700000762939453,16.0,19.700000762939453,134610.0,,,,,
2024-12-12,15.800000190734863,18.100000381469727,15.800000190734863,17.100000381469727,62540.0,,,,,
2024-12-13,14.699999809265137,15.449999809265137,13.899999618530272,15.0,38380.0,,,,,
2024-12-16,14.300000190734863,14.649999618530272,14.199999809265137,14.5,15660.0,,,,,
2024-12-17,13.699999809265137,14.300000190734863,13.399999618530272,14.300000190734863,24020.0,,,,,
2024-12-18,16.399999618530273,18.100000381469727,14.199999809265137,14.5,163510.0,,,,,
2024-12-19,16.200000762939453,17.5,15.100000381469728,16.399999618530273,91330.0,,,,,
2024-12-20,17.100000381469727,18.5,16.299999237060547,16.399999618530273,410020.0,,,,,
2024-12-23,16.5,18.0,15.75,17.899999618530273,82060.0,,,,,
2024-12-24,16.399999618530273,16.450000762939453,15.5,16.100000381469727,18150.0,,,,,
2024-12-26,17.899999618530273,18.0,16.799999237060547,16.899999618530273,54840.0,,,,,
2024-12-27,17.299999237060547,18.399999618530277,16.0,18.399999618530277,39060.0,,,,,
2024-12-30,16.799999237060547,17.399999618530273,16.100000381469727,17.0,27740.0,,,,,
2024-12-31,15.300000190734863,17.100000381469727,15.149999618530272,16.899999618530273,36950.0,,,,,
2025-01-02,15.5,15.699999809265137,14.600000381469728,15.5,32750.0,,,,,
2025-01-03,15.899999618530272,16.049999237060547,14.899999618530272,16.0,45590.0,,,,,
2025-01-06,17.299999237060547,17.600000381469727,15.800000190734863,15.800000190734863,79170.0,,,,,
2025-01-07,15.800000190734863,18.200000762939453,15.199999809265137,17.5,61100.0,,,,,
2025-01-08,15.399999618530272,16.899999618530273,15.0,16.700000762939453,112720.0,,,,,
2025-01-10,15.399999618530272,15.850000381469728,13.81999969482422,15.300000190734863,50080.0,,,,,
2025-01-13,14.5,15.100000381469728,14.0,14.899999618530272,22430.0,,,,,
2025-01-14,13.699999809265137,14.399999618530272,13.5,14.300000190734863,29030.0,,,,,
2025-01-15,13.5,14.0,12.899999618530272,13.699999809265137,27730.0,,,,,
2025-01-16,13.100000381469728,13.600000381469728,12.100000381469728,13.5,26420.0,,,,,
2025-01-17,14.600000381469728,15.25,13.100000381469728,13.199999809265137,92260.0,,,,,
2025-01-21,14.699999809265137,15.0,14.0,14.399999618530272,26160.0,,,,,
2025-01-22,16.5,17.309999465942383,14.800000190734863,15.0,93610.0,,,,,
2025-01-23,16.100000381469727,16.700000762939453,15.100000381469728,15.699999809265137,249800.0,,,,,
2025-01-24,14.5,15.899999618530272,14.300000190734863,15.899999618530272,74470.0,,,,,
2025-01-27,13.800000190734863,16.399999618530273,13.5,16.0,419660.0,,,,,
2025-01-28,12.5,13.899999618530272,12.399999618530272,13.699999809265137,74310.0,,,,,
2025-01-29,19.299999237060547,20.399999618530277,14.0,14.800000190734863,3026810.0,,,,,
2025-01-30,22.399999618530277,27.0,20.200000762939453,23.600000381469727,4117040.0,,,,,
2025-01-31,18.5,21.700000762939453,17.489999771118164,20.899999618530277,248890.0,,,,,
2025-02-03,17.5,17.799999237060547,15.699999809265137,17.799999237060547,102770.0,,,,,
2025-02-04,16.600000381469727,18.100000381469727,15.5,17.5,128540.0,,,,,
2025-02-05,17.299999237060547,17.549999237060547,16.0,16.600000381469727,99880.0,,,,,
2025-02-06,16.5,17.5,16.0,17.5,66000.0,,,,,
2025-02-07,15.100000381469728,16.5,14.800000190734863,16.5,75200.0,,,,,
2025-02-10,16.5,16.600000381469727,15.199999809265137,15.300000190734863,52320.0,,,,,
2025-02-11,16.600000381469727,17.799999237060547,16.0,17.299999237060547,82840.0,,,,,
2025-02-12,15.600000381469728,16.899999618530273,15.100000381469728,16.700000762939453,74720.0,,,,,
2025-02-13,16.299999237060547,17.350000381469727,15.199999809265137,16.149999618530273,194500.0,,,,,
2025-02-14,16.399999618530273,17.0,15.699999809265137,16.399999618530273,110460.0,,,,,
2025-02-18,15.300000190734863,17.100000381469727,14.800000190734863,16.600000381469727,73970.0,,,,,
2025-02-19,14.600000381469728,15.399999618530272,14.5,15.399999618530272,68290.0,,,,,
2025-02-20,14.699999809265137,14.989999771118164,14.199999809265137,14.5,32470.0,,,,,
2025-02-21,15.300000190734863,15.5,14.699999809265137,14.899999618530272,58100.0,,,,,
2025-02-24,16.299999237060547,16.899999618530273,15.600000381469728,16.0,129230.0,,,,,
2025-02-25,14.699999809265137,16.5,14.25,16.0,114470.0,,,,,
2025-02-26,14.300000190734863,15.399999618530272,14.100000381469728,15.100000381469728,141200.0,,,,,
2025-02-27,12.699999809265137,14.399999618530272,12.0,14.199999809265137,130510.0,,,,,
2025-02-28,14.399999618530272,14.5,12.0,12.300000190734863,84140.0,,,,,
2025-03-03,12.600000381469728,14.199999809265137,12.5,14.199999809265137,39750.0,,,,,
2025-03-04,13.100000381469728,13.399999618530272,12.399999618530272,12.600000381469728,71930.0,,,,,
2025-03-05,12.899999618530272,13.0,12.25,12.899999618530272,62320.0,,,,,
2025-03-06,11.5,12.899999618530272,11.5,12.699999809265137,74360.0,,,,,
2025-03-07,11.699999809265137,11.899999618530272,11.399999618530272,11.899999618530272,24130.0,,,,,
2025-03-10,10.300000190734863,11.800000190734863,10.199999809265137,11.699999809265137,46780.0,,,,,
2025-03-11,9.050000190734863,10.199999809265137,7.349999904632568,10.199999809265137,76870.0,,,,,
2025-03-12,9.390000343322754,9.850000381469728,7.599999904632568,9.300000190734863,171060.0,,,,,
2025-03-13,8.630000114440918,9.380000114440918,8.0,9.100000381469728,31900.0,,,,,
2025-03-14,11.199999809265137,11.5,8.699999809265137,8.989999771118164,140430.0,,,,,
2025-03-17,10.899999618530272,11.399999618530272,10.0,11.199999809265137,42850.0,,,,,
2025-03-18,12.600000381469728,15.0,11.140000343322754,11.25,533790.0,,,,,
2025-03-19,11.899999618530272,13.199999809265137,11.5,12.899999618530272,73430.0,,,,,
2025-03-20,10.699999809265137,11.600000381469728,10.5,11.5,48730.0,,,,,
2025-03-21,9.800000190734863,10.600000381469728,9.800000190734863,10.600000381469728,75750.0,,,,,
2025-03-24,10.899999618530272,10.899999618530272,10.050000190734863,10.300000190734863,75780.0,,,,,
2025-03-25,10.300000190734863,11.0,10.0,11.0,49420.0,,,,,
2025-03-26,13.0,15.100000381469728,11.029999732971191,11.300000190734863,920620.0,,,,,
2025-03-27,12.100000381469728,14.25,11.800000190734863,12.699999809265137,235830.0,,,,,
2025-03-28,11.800000190734863,12.5,11.100000381469728,12.0,75800.0,,,,,
2025-03-31,11.199999809265137,11.59000015258789,10.770000457763672,11.300000190734863,39400.0,,,,,
2025-04-01,11.100000381469728,11.699999809265137,10.800000190734863,11.100000381469728,88090.0,,,,,
2025-04-02,10.699999809265137,11.100000381469728,10.199999809265137,11.0,50240.0,,,,,
2025-04-03,10.100000381469728,10.399999618530272,10.0,10.0,37550.0,,,,,
2025-04-04,10.100000381469728,10.300000190734863,9.0,9.800000190734863,48360.0,,,,,
2025-04-07,10.100000381469728,10.699999809265137,9.699999809265137,10.100000381469728,66820.0,,,,,
2025-04-08,9.899999618530272,10.350000381469728,9.600000381469728,9.989999771118164,35100.0,,,,,
2025-04-09,10.300000190734863,10.600000381469728,9.600000381469728,9.93000030517578,39660.0,,,,,
2025-04-10,10.199999809265137,10.600000381469728,9.8100004196167,10.5,38050.0,,,,,
2025-04-11,10.300000190734863,10.399999618530272,9.8100004196167,10.300000190734863,42840.0,,,,,
2025-04-14,10.5,11.800000190734863,10.199999809265137,10.300000190734863,47760.0,,,,,
2025-04-15,12.199999809265137,12.199999809265137,10.300000190734863,10.300000190734863,187680.0,,,,,
2025-04-16,10.600000381469728,12.5,10.100000381469728,12.199999809265137,139330.0,,,,,
2025-04-17,10.5600004196167,10.699999809265137,10.100000381469728,10.300000190734863,97900.0,,,,,
2025-04-21,9.949999809265137,10.600000381469728,9.199999809265137,10.600000381469728,61460.0,,,,,
2025-04-22,10.199999809265137,10.5,9.800000190734863,10.399999618530272,45740.0,,,,,
2025-04-23,10.0,10.399999618530272,9.75,10.399999618530272,62630.0,,,,,
2025-04-24,10.300000190734863,10.670000076293944,10.0600004196167,10.100000381469728,86800.0,,,,,
2025-04-25,10.0,10.31999969482422,9.8100004196167,10.300000190734863,41200.0,,,,,
2025-04-28,10.800000190734863,11.300000190734863,10.0,10.100000381469728,229440.0,,,,,
2025-04-29,10.899999618530272,11.149999618530272,10.5,10.800000190734863,85350.0,,,,,
2025-04-30,10.600000381469728,10.779999732971191,10.380000114440918,10.399999618530272,31910.0,,,,,
2025-05-01,10.5,10.699999809265137,10.300000190734863,10.600000381469728,51120.0,,,,,
2025-05-02,10.600000381469728,10.699999809265137,10.300000190734863,10.350000381469728,64180.0,,,,,
2025-05-05,10.800000190734863,10.989999771118164,10.5,10.600000381469728,95650.0,,,,,
2025-05-06,10.600000381469728,10.899999618530272,10.350000381469728,10.5,64960.0,,,,,
2025-05-07,9.890000343322754,11.600000381469728,9.800000190734863,10.600000381469728,205560.0,,,,,
2025-05-08,10.199999809265137,10.270000457763672,9.899999618530272,10.0,49830.0,,,,,
2025-05-09,9.979999542236328,10.470000267028809,9.899999618530272,10.199999809265137,35040.0,,,,,
2025-05-12,10.199999809265137,10.300000190734863,9.800000190734863,10.100000381469728,83830.0,,,,,
2025-05-13,9.989999771118164,10.300000190734863,9.949999809265137,10.0,47160.0,,,,,
2025-05-14,10.100000381469728,10.670000076293944,9.960000038146973,9.960000038146973,59420.0,,,,,
2025-05-15,9.800000190734863,10.199999809265137,9.699999809265137,9.970000267028809,73640.0,,,,,
2025-05-16,8.729999542236328,9.699999809265137,8.229999542236328,9.699999809265137,190600.0,,,,,
2025-05-19,8.800000190734863,9.220000267028809,8.600000381469727,8.699999809265137,64810.0,,,,,
2025-05-20,9.600000381469728,9.640000343322754,8.300000190734863,8.949999809265137,80470.0,,,,,
2025-05-21,10.600000381469728,10.800000190734863,9.649999618530272,9.779999732971191,155830.0,,,,,
2025-05-22,10.5,11.199999809265137,10.300000190734863,10.600000381469728,93160.0,,,,,
2025-05-23,10.800000190734863,10.899999618530272,10.149999618530272,10.300000190734863,39900.0,,,,,
2025-05-27,10.399999618530272,10.800000190734863,10.199999809265137,10.800000190734863,36210.0,,,,,
2025-05-28,9.979999542236328,10.600000381469728,9.899999618530272,10.300000190734863,35770.0,,,,,
2025-05-29,9.899999618530272,10.100000381469728,9.739999771118164,9.9399995803833,32650.0,,,,,
2025-05-30,9.760000228881836,10.100000381469728,9.739999771118164,9.899999618530272,23460.0,,,,,
2025-06-02,9.630000114440918,9.800000190734863,9.149999618530272,9.68000030517578,35580.0,,,,,
2025-06-03,9.5600004196167,9.789999961853027,9.5,9.75,19310.0,,,,,
2025-06-04,9.829999923706056,9.890000343322754,9.449999809265137,9.5,23820.0,,,,,
2025-06-05,9.640000343322754,10.199999809265137,9.529999732971191,9.81999969482422,19270.0,,,,,
2025-06-06,8.850000381469727,9.399999618530272,8.619999885559082,9.199999809265137,74950.0,,,,,
2025-06-09,8.6899995803833,9.289999961853027,8.630000114440918,9.0,80010.0,,,,,
2025-06-10,8.979999542236328,9.699999809265137,8.739999771118164,9.470000267028809,279660.0,,,,,
2025-06-11,8.630000114440918,9.239999771118164,8.399999618530273,9.170000076293944,157850.0,,,,,
2025-06-12,6.760000228881836,8.449999809265137,6.25,8.449999809265137,309110.0,,,,,
2025-06-13,5.820000171661377,6.599999904632568,5.699999809265137,6.5,134900.0,,,,,
2025-06-16,6.110000133514404,10.399999618530272,5.860000133514404,6.320000171661377,5327290.0,,,,,
2025-06-17,6.5,6.940000057220459,6.139999866485596,6.269999980926514,377880.0,,,,,
2025-06-18,6.5,6.840000152587891,6.400000095367432,6.699999809265137,130850.0,,,,,
2025-06-20,6.909999847412109,7.400000095367432,6.699999809265137,6.75,175310.0,,,,,
2025-06-23,6.829999923706055,7.380000114440918,6.539999961853027,6.800000190734863,203400.0,,,,,
2025-06-24,6.179999828338623,7.099999904632568,6.179999828338623,6.800000190734863,175400.0,,,,,
2025-06-25,5.920000076293945,6.420000076293945,5.800000190734863,6.349999904632568,158140.0,,,,,
2025-06-26,5.869999885559082,5.940000057220459,5.699999809265137,5.840000152587891,80050.0,,,,,
2025-06-27,5.699999809265137,6.0,5.650000095367432,5.840000152587891,127270.0,,,,,
2025-06-30,5.889999866485596,6.099999904632568,5.400000095367432,5.699999809265137,110930.0,,,,,
2025-07-01,6.5,6.5,5.889999866485596,6.0,133490.0,,,,,
2025-07-02,6.449999809265137,6.900000095367432,6.210000038146973,6.699999809265137,152000.0,,,,,
2025-07-03,6.139999866485596,6.5,5.800000190734863,6.150000095367432,95700.0,,,,,
2025-07-07,5.800000190734863,5.900000095367432,5.5,5.900000095367432,177610.0,,,,,
2025-07-08,4.639999866485596,5.840000152587891,4.110000133514404,5.369999885559082,574400.0,,,,,
2025-07-09,4.420000076293945,4.989999771118164,4.28000020980835,4.775000095367432,443200.0,,,,,
2025-07-10,4.070000171661377,4.434999942779541,3.930000066757202,4.389999866485596,396800.0,,,,,
2025-07-11,4.179999828338623,4.28000020980835,4.03000020980835,4.070000171661377,379200.0,,,,,
2025-07-14,3.869999885559082,4.199999809265137,3.799999952316284,4.130000114440918,331000.0,,,,,
2025-07-15,3.75,3.950000047683716,3.5999999046325684,3.849999904632568,209600.0,,,,,
2025-07-16,3.609999895095825,3.819999933242798,3.509999990463257,3.7200000286102295,297200.0,,,,,
2025-07-17,3.869999885559082,3.9600000381469727,3.565000057220459,3.7300000190734863,467000.0,,,,,
2025-07-18,3.880000114440918,4.019999980926514,3.75,3.869999885559082,234800.0,,,,,
2025-07-21,4.050000190734863,4.079999923706055,3.802000045776367,3.940000057220459,212500.0,,,,,
2025-07-22,3.7899999618530273,4.070000171661377,3.7899999618530273,4.070000171661377,225400.0,,,,,
2025-07-23,4.099999904632568,4.434999942779541,3.940000057220459,4.050000190734863,801300.0,,,,,
2025-07-24,3.930000066757202,4.047999858856201,3.849999904632568,4.039999961853027,206400.0,,,,,
2025-07-25,3.869999885559082,4.050000190734863,3.809999942779541,4.039999961853027,250900.0,,,,,
2025-07-28,3.2100000381469727,3.859999895095825,3.180000066757202,3.859999895095825,520700.0,,,,,
2025-07-29,2.990000009536743,3.239000082015991,2.650000095367432,3.2100000381469727,419400.0,,,,,
2025-07-30,3.109999895095825,3.25,3.0,3.0,156400.0,,,,,
2025-07-31,2.890000104904175,3.140000104904175,2.8499999046325684,3.140000104904175,202200.0,,,,,
2025-08-01,3.5999999046325684,3.619999885559082,2.9600000381469727,2.970000028610229,626300.0,,,,,
2025-08-04,3.7899999618530273,4.300000190734863,3.630000114440918,3.839999914169312,648100.0,,,,,
2025-08-05,3.200000047683716,3.819999933242798,3.150000095367432,3.650000095367432,341700.0,,,,,
2025-08-06,3.240000009536743,3.318000078201294,3.1600000858306885,3.1700000762939453,112000.0,,,,,
2025-08-07,3.059999942779541,3.3499999046325684,3.0299999713897705,3.3499999046325684,183100.0,,,,,
2025-08-08,4.090000152587891,4.28000020980835,3.1700000762939453,3.190000057220459,1157400.0,,,,,
2025-08-11,3.640000104904175,4.230000019073486,3.5199999809265137,4.090000152587891,515800.0,,,,,
2025-08-12,4.050000190734863,4.199999809265137,3.5199999809265137,3.75,528100.0,,,,,
2025-08-13,3.900000095367432,4.199999809265137,3.799999952316284,4.199999809265137,313100.0,,,,,
2025-08-14,4.0,4.230000019073486,3.849999904632568,3.849999904632568,385000.0,,,,,
2025-08-15,3.690000057220459,4.099999904632568,3.5999999046325684,4.019999980926514,284900.0,,,,,
2025-08-18,3.299999952316284,3.75,3.200000047683716,3.740000009536743,452100.0,,,,,
2025-08-19,3.039999961853028,3.3310000896453857,2.994999885559082,3.309999942779541,281300.0,,,,,
2025-08-20,2.940000057220459,3.0999999046325684,2.809999942779541,3.0999999046325684,304900.0,,,,,
2025-08-21,3.009999990463257,3.009999990463257,2.8299999237060547,2.8299999237060547,120900.0,,,,,
2025-08-22,3.0899999141693115,3.240000009536743,2.990000009536743,3.005000114440918,207500.0,,,,,
2025-08-25,3.319999933242798,3.4100000858306885,3.061000108718872,3.0999999046325684,322200.0,,,,,
2025-08-26,3.319999933242798,3.500999927520752,3.2799999713897705,3.359999895095825,290800.0,,,,,
2025-08-27,3.2300000190734863,3.3499999046325684,3.180000066757202,3.3499999046325684,111500.0,,,,,
2025-08-28,3.299999952316284,3.299999952316284,3.059999942779541,3.0999999046325684,86100.0,,,,,
2025-08-29,3.319999933242798,3.427999973297119,3.193000078201294,3.4200000762939453,177300.0,,,,,
2025-09-02,3.009999990463257,3.390000104904175,2.984999895095825,3.259999990463257,244300.0,,,,,
2025-09-03,2.930000066757202,3.200000047683716,2.9040000438690186,3.0299999713897705,144100.0,,,,,
2025-09-04,2.809999942779541,2.990000009536743,2.75,2.940000057220459,169800.0,,,,,
2025-09-05,2.4600000381469727,2.609999895095825,2.3499999046325684,2.5,1957600.0,,,,,
2025-09-08,2.470000028610229,2.5799999237060547,2.4200000762939453,2.5299999713897705,244800.0,,,,,
2025-09-09,2.440000057220459,2.5999999046325684,2.400000095367432,2.5,446300.0,,,,,
2025-09-10,2.5999999046325684,2.684000015258789,2.440000057220459,2.4800000190734863,536700.0,,,,,
2025-09-11,2.609999895095825,2.650000095367432,2.509999990463257,2.609999895095825,217400.0,,,,,
2025-09-12,2.369999885559082,2.640000104904175,2.3399999141693115,2.640000104904175,348500.0,,,,,
