Date,Close,High,Low,Open,Volume,"('Close', 'BNZI')","('High', 'BNZI')","('Low', 'BNZI')","('Open', 'BNZI')","('Volume', 'BNZI')"
2025-09-15,2.150000095367432,2.371000051498413,2.134999990463257,2.369999885559082,429800.0,,,,,
2025-09-16,2.119999885559082,2.180000066757202,2.0829999446868896,2.140000104904175,144000.0,,,,,
2025-09-17,2.130000114440918,2.25,2.0999999046325684,2.109999895095825,168000.0,,,,,
2025-09-18,2.470000028610229,2.5,2.2799999713897705,2.3499999046325684,791600.0,,,,,
2025-09-19,2.3399999141693115,2.5799999237060547,2.322000026702881,2.5299999713897705,384700.0,,,,,
2025-09-22,2.509999990463257,2.509999990463257,2.240000009536743,2.3399999141693115,255600.0,,,,,
2025-09-23,2.5199999809265137,2.5899999141693115,2.4100000858306885,2.4800000190734863,252900.0,,,,,
2025-09-24,2.7699999809265137,2.8499999046325684,2.5799999237060547,2.5799999237060547,887800.0,,,,,
2025-09-25,3.0199999809265137,3.049999952316284,2.819999933242798,2.8499999046325684,894200.0,,,,,
2025-09-26,2.7699999809265137,3.039999961853028,2.7100000381469727,3.039999961853028,470000.0,,,,,
2025-09-29,2.680000066757202,2.9600000381469727,2.549999952316284,2.690000057220459,368000.0,,,,,
2025-09-30,2.940000057220459,2.990000009536743,2.680000066757202,2.680000066757202,353000.0,,,,,
2025-10-01,2.9100000858306885,3.0,2.789999961853028,2.950000047683716,260200.0,,,,,
2025-10-02,2.890000104904175,2.940000057220459,2.809999942779541,2.819999933242798,242000.0,,,,,
2025-10-03,3.049999952316284,3.0899999141693115,2.8299999237060547,2.8299999237060547,513700.0,,,,,
2025-10-06,3.200000047683716,3.3489999771118164,3.069999933242798,3.0799999237060547,492600.0,,,,,
2025-10-07,3.240000009536743,3.450000047683716,3.190000057220459,3.3299999237060547,391400.0,,,,,
2025-10-08,3.7899999618530273,3.9800000190734863,3.2100000381469727,3.2100000381469727,1255800.0,,,,,
2025-10-09,3.700000047683716,3.930000066757202,3.670000076293945,3.839999914169312,470700.0,,,,,
2025-10-10,3.3399999141693115,3.890000104904175,3.200000047683716,3.809999942779541,561600.0,,,,,
2025-10-13,2.9600000381469727,3.390000104904175,2.900000095367432,3.369999885559082,741300.0,,,,,
2025-10-14,3.180000066757202,3.384000062942505,3.049999952316284,3.059999942779541,660900.0,,,,,
2025-10-15,3.0799999237060547,3.299000024795532,2.944999933242798,3.25,470600.0,,,,,
2025-10-16,2.75,3.069999933242798,2.7249999046325684,3.049999952316284,469200.0,,,,,
2025-10-17,2.9100000858306885,2.950000047683716,2.740999937057495,2.799999952316284,233000.0,,,,,
2025-10-20,,,,,,2.9700000286102295,2.990000009536743,2.8299999237060547,2.9100000858306885,252200.0
2025-10-21,,,,,,2.7300000190734863,3.1500000953674316,2.6700000762939453,3.049999952316284,682500.0
2025-10-22,,,,,,2.4700000286102295,2.7300000190734863,2.4000000953674316,2.6500000953674316,557300.0
2025-10-23,,,,,,2.4200000762939453,2.509999990463257,2.4000000953674316,2.4600000381469727,223800.0
2025-10-24,,,,,,2.2699999809265137,2.4200000762939453,2.25,2.4200000762939453,378300.0
2025-10-27,,,,,,2.240000009536743,2.3299999237060547,2.190000057220459,2.2899999618530273,436900.0
2025-10-28,,,,,,2.140000104904175,2.2300000190734863,2.130000114440918,2.2200000286102295,315700.0
2025-10-29,,,,,,2.0999999046325684,2.1600000858306885,2.059999942779541,2.140000104904175,320800.0
2025-10-30,,,,,,2.1500000953674316,2.1600000858306885,2.049999952316284,2.0899999141693115,339800.0
2025-10-31,,,,,,2.2200000286102295,2.3299999237060547,2.1600000858306885,2.1600000858306885,258000.0
2025-11-03,,,,,,1.8200000524520874,2.299999952316284,1.7999999523162842,2.190000057220459,800600.0
2025-11-04,,,,,,1.7799999713897705,1.850000023841858,1.5399999618530273,1.75,364300.0
2025-11-05,,,,,,1.940000057220459,1.975000023841858,1.7899999618530273,1.7899999618530273,228600.0
2025-11-06,,,,,,1.7999999523162842,1.9800000190734863,1.784999966621399,1.8949999809265137,256200.0
2025-11-07,,,,,,1.7599999904632568,1.7599999904632568,1.6100000143051147,1.75,193000.0
2025-11-10,,,,,,1.7200000286102295,2.2699999809265137,1.7100000381469727,1.9900000095367432,1754600.0
2025-11-11,,,,,,1.5299999713897705,1.6299999952316284,1.5,1.6299999952316284,339700.0
2025-11-12,,,,,,1.5099999904632568,1.6100000143051147,1.4800000190734863,1.5399999618530273,168000.0
2025-11-13,,,,,,1.399999976158142,1.5199999809265137,1.3600000143051147,1.5099999904632568,418800.0
2025-11-14,,,,,,1.4600000381469727,1.5399999618530273,1.3600000143051147,1.3799999952316284,1406200.0
2025-11-17,,,,,,1.2899999618530273,1.4299999475479126,1.274999976158142,1.3799999952316284,452500.0
2025-11-18,,,,,,1.3300000429153442,1.36899995803833,1.2699999809265137,1.2699999809265137,233900.0
2025-11-19,,,,,,1.2100000381469727,1.3600000143051147,1.190000057220459,1.350000023841858,434300.0
2025-11-20,,,,,,1.3600000143051147,1.6100000143051147,1.190000057220459,1.3459999561309814,1405800.0
2025-11-21,,,,,,1.2699999809265137,1.4600000381469727,1.190000057220459,1.4500000476837158,707500.0
2025-11-24,,,,,,1.190000057220459,1.2589999437332153,1.090000033378601,1.25,560800.0
2025-11-25,,,,,,1.1799999475479126,1.2200000286102295,1.159999966621399,1.1699999570846558,286600.0
2025-11-26,,,,,,1.340000033378601,1.3799999952316284,1.1699999570846558,1.1699999570846558,713600.0
2025-11-28,,,,,,1.3899999856948853,1.4299999475479126,1.3300000429153442,1.340000033378601,235500.0
2025-12-01,,,,,,1.2999999523162842,1.399999976158142,1.2899999618530273,1.399999976158142,230000.0
2025-12-02,,,,,,1.2999999523162842,1.3300000429153442,1.2400000095367432,1.2599999904632568,282800.0
2025-12-03,,,,,,1.3700000047683716,1.3799999952316284,1.25,1.2999999523162842,332500.0
2025-12-04,,,,,,1.3200000524520874,1.399999976158142,1.2699999809265137,1.3300000429153442,372500.0
2025-12-05,,,,,,1.2100000381469727,1.3200000524520874,1.2100000381469727,1.3200000524520874,194300.0
2025-12-08,,,,,,1.2100000381469727,1.2100000381469727,1.1399999856948853,1.2100000381469727,310000.0
2025-12-09,,,,,,1.2699999809265137,1.2799999713897705,1.190000057220459,1.2200000286102295,274400.0
2025-12-10,,,,,,1.3300000429153442,1.3589999675750732,1.2699999809265137,1.2699999809265137,522900.0
2025-12-11,,,,,,1.2300000190734863,1.3650000095367432,1.2200000286102295,1.3300000429153442,552300.0
2025-12-12,,,,,,1.1299999952316284,1.2300000190734863,1.1050000190734863,1.2300000190734863,532500.0
2025-12-15,,,,,,1.2200000286102295,1.25,1.149999976158142,1.149999976158142,674500.0
2025-12-16,,,,,,1.1050000190734863,1.2589999437332153,1.090000033378601,1.25,573600.0
2025-12-17,,,,,,1.1399999856948853,1.1699999570846558,1.1200000047683716,1.1299999952316284,315500.0
2025-12-18,,,,,,1.0700000524520874,1.1699999570846558,1.0199999809265137,1.1549999713897705,552800.0
2025-12-19,,,,,,1.0800000429153442,1.090000033378601,1.0499999523162842,1.0499999523162842,479400.0
2025-12-22,,,,,,0.9900000095367432,1.090000033378601,0.9800000190734863,1.090000033378601,508200.0
2025-12-23,,,,,,0.9763000011444092,0.9837999939918518,0.9399999976158142,0.9837999939918518,105856.0
