Date,Close,High,Low,Open,Volume,"('Close', 'LENZ')","('High', 'LENZ')","('Low', 'LENZ')","('Open', 'LENZ')","('Volume', 'LENZ')"
2024-06-03,15.079999923706056,15.574999809265137,14.880000114440918,15.3100004196167,65900.0,,,,,
2024-06-04,14.68000030517578,15.130000114440918,14.420000076293944,14.890000343322754,190000.0,,,,,
2024-06-05,16.1299991607666,16.280000686645508,14.489999771118164,14.9399995803833,179800.0,,,,,
2024-06-06,15.039999961853027,16.861000061035156,14.899999618530272,16.18000030517578,163000.0,,,,,
2024-06-07,15.579999923706056,15.630000114440918,14.920000076293944,15.279999732971191,57800.0,,,,,
2024-06-10,17.790000915527344,18.82999992370605,15.710000038146973,15.710000038146973,338100.0,,,,,
2024-06-11,18.96999931335449,19.26000022888184,17.290000915527344,17.75,186400.0,,,,,
2024-06-12,18.709999084472656,19.979999542236328,18.540000915527344,18.540000915527344,114200.0,,,,,
2024-06-13,18.6299991607666,19.25,17.639999389648438,17.639999389648438,207500.0,,,,,
2024-06-14,18.540000915527344,19.479999542236328,17.889999389648438,17.889999389648438,127000.0,,,,,
2024-06-17,18.440000534057617,19.32999992370605,18.34000015258789,18.399999618530277,133400.0,,,,,
2024-06-18,18.31999969482422,18.770000457763672,18.13999938964844,18.200000762939453,224400.0,,,,,
2024-06-20,18.059999465942383,18.75,17.84000015258789,18.3799991607666,240200.0,,,,,
2024-06-21,18.40999984741211,18.540000915527344,17.440000534057617,18.15999984741211,1230100.0,,,,,
2024-06-24,18.1299991607666,19.020000457763672,17.520999908447266,19.020000457763672,257500.0,,,,,
2024-06-25,17.690000534057617,18.5,17.229999542236328,18.059999465942383,197600.0,,,,,
2024-06-26,17.040000915527344,17.5,16.280000686645508,17.360000610351562,129300.0,,,,,
2024-06-27,17.809999465942383,18.0,16.850000381469727,16.850000381469727,146500.0,,,,,
2024-06-28,17.290000915527344,17.959999084472656,16.489999771118164,17.959999084472656,1200800.0,,,,,
2024-07-01,17.690000534057617,17.825000762939453,16.959999084472656,17.469999313354492,104300.0,,,,,
2024-07-02,17.540000915527344,17.976999282836914,17.30500030517578,17.790000915527344,252000.0,,,,,
2024-07-03,17.65999984741211,17.719999313354492,17.09000015258789,17.479999542236328,104400.0,,,,,
2024-07-05,18.049999237060547,18.25,17.1299991607666,17.5,145900.0,,,,,
2024-07-08,18.3799991607666,19.100000381469727,17.940000534057617,18.25,233500.0,,,,,
2024-07-09,18.61000061035156,18.75,18.09000015258789,18.149999618530277,71500.0,,,,,
2024-07-10,18.65999984741211,19.149999618530277,18.420000076293945,18.649999618530277,155600.0,,,,,
2024-07-11,19.61000061035156,19.670000076293945,18.5,19.01000022888184,184500.0,,,,,
2024-07-12,21.030000686645508,21.07999992370605,19.700000762939453,19.75,135400.0,,,,,
2024-07-15,21.709999084472656,21.75,20.65999984741211,21.200000762939453,195600.0,,,,,
