Date,Close,High,Low,Open,Volume,"('Close', 'BAX')","('High', 'BAX')","('Low', 'BAX')","('Open', 'BAX')","('Volume', 'BAX')"
2024-06-03,33.06800079345703,33.35909159381359,32.70898522831094,32.89334557295903,4443500.0,,,,,
2024-06-04,32.3111572265625,33.14562015667222,32.25294129282833,32.99037149768111,5622200.0,,,,,
2024-06-05,32.20442581176758,32.28205199855907,31.787194311314096,32.28205199855907,7123300.0,,,,,
2024-06-06,32.330562591552734,32.53432575502499,31.981252196217515,32.16561251676658,4845900.0,,,,,
2024-06-07,32.17531967163086,32.41789596701452,31.903635405255734,32.165618248440545,5069500.0,,,,,
2024-06-10,31.913330078125,32.14620490106056,31.719268342581994,32.097690392529735,4333600.0,,,,,
2024-06-11,31.89392471313477,31.91333125754825,31.515506350621525,31.86481674722448,4440000.0,,,,,
2024-06-12,32.32086181640625,32.524624983953125,31.92303690296809,32.175314581632804,4349100.0,,,,,
2024-06-13,32.73809814453125,32.78661266286586,31.932743074778813,32.16561794477364,5476800.0,,,,,
2024-06-14,32.77690505981445,32.8254232759007,32.41789320958158,32.56344045499988,4085300.0,,,,,
2024-06-17,32.903045654296875,33.17472989669759,32.466407620852735,32.51492213536426,4010300.0,,,,,
2024-06-18,32.72838592529297,33.14561735508188,32.670166295059744,32.990368709212966,4219500.0,,,,,
2024-06-20,32.99037170410156,33.22324654475533,32.50521917904125,32.5828453597325,3964700.0,,,,,
2024-06-21,33.271759033203125,33.33968008646663,32.9418551881719,33.077697294698915,6948300.0,,,,,
2024-06-24,33.17472839355469,33.34938359901874,32.912745585358614,33.25235457439206,3766600.0,,,,,
2024-06-25,32.951560974121094,33.203842378018926,32.83512539616378,33.06800025349869,3642000.0,,,,,
2024-06-26,32.89334487915039,32.961265941086936,32.47611338358573,32.66047002292489,3279900.0,,,,,
2024-06-27,32.524627685546875,32.893344663225065,32.42759495383143,32.893344663225065,3628000.0,,,,,
2024-06-28,32.45670700073242,32.747797796416506,32.11709798791741,32.66047018756925,7320100.0,,,,,
2024-07-01,32.07828521728516,33.165025800698444,32.07828521728516,32.50521809255683,4474800.0,,,,,
2024-07-02,31.87451934814453,32.29175081492317,31.71927068851201,32.11709561015908,3932200.0,,,,,
2024-07-03,32.17531967163086,32.22383419042349,31.758088147457336,31.92304195305689,1988700.0,,,,,
2024-07-05,33.873348236083984,34.154737581354034,31.82600404344038,32.29175001073913,11285400.0,,,,,
2024-07-08,32.6119499206543,33.834532527489884,32.417888190614775,33.737503513179945,7364000.0,,,,,
2024-07-09,33.00007629394531,33.09710902912442,32.38878671870867,32.786611679392045,4687400.0,,,,,
2024-07-10,33.232948303222656,33.28146281593605,32.67016959177113,32.89334301280884,2990000.0,,,,,
2024-07-11,34.17414855957031,34.339098658350466,33.45612112011099,33.45612112011099,4238600.0,,,,,
2024-07-12,34.27117156982422,34.48463984970624,33.980080816343126,34.2129519385601,3670900.0,,,,,
2024-07-15,32.961265563964844,33.86364960670621,32.93215389388207,33.1844352936916,3645000.0,,,,,
2024-07-16,34.484642028808594,34.51374999557012,32.87393580958412,33.08740040153533,11147600.0,,,,,
2024-07-17,34.620487213134766,35.28999641797616,34.40701890082868,34.56226757302757,6069100.0,,,,,
2024-07-18,34.620487213134766,35.28999641797616,34.42642544753108,34.46523854093588,5912100.0,,,,,
2024-07-19,34.30028533935547,34.804844458104704,34.125630117426105,34.804844458104704,4497400.0,,,,,
2024-07-22,34.30998611450195,34.47493619129287,33.92186262576346,34.3779071698182,3177200.0,,,,,
2024-07-23,34.22265625,34.37790489493818,34.07710902599934,34.358498351643455,4712700.0,,,,,
2024-07-24,34.436126708984375,34.56226369627106,34.08681631036301,34.377907075407514,3977900.0,,,,,
2024-07-25,34.048004150390625,35.02801061644685,34.02859760533545,34.397314558543734,3403400.0,,,,,
2024-07-26,34.45552444458008,34.7951333713067,34.05769959432613,34.30027581280828,3470500.0,,,,,
2024-07-29,34.95038986206055,35.1250450747544,34.3779097096574,34.50405040802967,3824900.0,,,,,
