Date,Close,High,Low,Open,Volume,"('Close', 'COIN')","('High', 'COIN')","('Low', 'COIN')","('Open', 'COIN')","('Volume', 'COIN')"
2024-06-03,231.38999938964844,239.1999969482422,224.69000244140625,232.5,7333100.0,,,,,
2024-06-04,244.1999969482422,247.1999969482422,230.16000366210935,230.22999572753903,10854300.0,,,,,
2024-06-05,251.3999938964844,251.88999938964844,240.6999969482422,246.8600006103516,9383500.0,,,,,
2024-06-06,257.0799865722656,263.79998779296875,248.75,250.0,9494600.0,,,,,
2024-06-07,244.16000366210935,263.17999267578125,243.8600006103516,256.19000244140625,9315300.0,,,,,
2024-06-10,249.80999755859372,253.42999267578125,239.52999877929688,241.1100006103516,6335900.0,,,,,
2024-06-11,244.1999969482422,245.66000366210935,234.08999633789065,242.92999267578125,8991300.0,,,,,
2024-06-12,254.9600067138672,263.260009765625,250.5800018310547,251.8000030517578,11134700.0,,,,,
2024-06-13,247.63999938964844,257.1300048828125,243.25999450683597,253.7700042724609,8666200.0,,,,,
2024-06-14,244.5,250.25,237.05999755859372,246.16000366210935,7146500.0,,,,,
2024-06-17,245.1000061035156,248.63999938964844,234.22999572753903,239.8699951171875,6662900.0,,,,,
2024-06-18,235.9499969482422,242.8000030517578,234.6000061035156,238.25,6198900.0,,,,,
2024-06-20,235.02999877929688,240.4900054931641,228.44000244140625,237.3600006103516,6888900.0,,,,,
2024-06-21,225.8600006103516,228.25,220.7100067138672,227.0,11335400.0,,,,,
2024-06-24,212.30999755859372,221.44000244140625,207.7100067138672,217.22000122070312,10762000.0,,,,,
2024-06-25,221.7100067138672,222.8800048828125,213.22000122070312,217.0,8014400.0,,,,,
2024-06-26,214.5800018310547,223.72999572753903,212.4600067138672,220.0,6574900.0,,,,,
2024-06-27,224.0,225.75999450683597,216.32000732421875,217.6000061035156,5641200.0,,,,,
2024-06-28,222.22999572753903,225.52999877929688,218.8000030517578,223.9499969482422,10944900.0,,,,,
2024-07-01,233.3699951171875,236.0399932861328,224.0399932861328,226.0,7739800.0,,,,,
2024-07-02,227.50999450683597,234.97000122070312,226.32000732421875,231.33999633789065,4407000.0,,,,,
2024-07-03,224.94000244140625,227.1100006103516,222.22000122070312,223.80999755859372,3241700.0,,,,,
2024-07-05,223.67999267578125,225.1300048828125,209.4499969482422,213.47999572753903,10148500.0,,,,,
2024-07-08,220.55999755859372,226.50999450683597,217.75,226.50999450683597,5615200.0,,,,,
2024-07-09,219.97000122070312,225.63999938964844,218.67999267578125,223.5500030517578,5344900.0,,,,,
2024-07-10,219.55999755859372,223.3300018310547,215.13999938964844,221.63999938964844,4481900.0,,,,,
2024-07-11,214.6300048828125,227.1499938964844,213.57000732421875,224.3699951171875,7037900.0,,,,,
2024-07-12,218.0200042724609,222.1499938964844,214.57000732421875,215.33999633789065,4949000.0,,,,,
2024-07-15,242.8500061035156,247.5,228.0,229.3800048828125,14439500.0,,,,,
2024-07-16,251.4900054931641,252.1199951171875,234.1999969482422,243.19000244140625,10270700.0,,,,,
2024-07-17,249.1000061035156,255.8999938964844,241.30999755859372,245.8999938964844,8883300.0,,,,,
2024-07-18,233.2400054931641,253.8699951171875,230.57000732421875,251.2100067138672,8848500.0,,,,,
2024-07-19,257.7900085449219,259.79998779296875,233.5,235.1000061035156,12501900.0,,,,,
2024-07-22,265.1499938964844,266.0,252.83999633789065,260.4700012207031,11282200.0,,,,,
2024-07-23,257.6300048828125,272.54998779296875,257.2900085449219,263.6000061035156,9275600.0,,,,,
2024-07-24,245.05999755859372,265.0,243.75,261.0,8141100.0,,,,,
2024-07-25,231.5200042724609,241.63999938964844,226.3000030517578,239.25999450683597,8482500.0,,,,,
2024-07-26,242.92999267578125,249.16000366210935,237.55999755859372,243.33999633789065,7917400.0,,,,,
2024-07-29,234.1999969482422,255.4199981689453,234.0,251.5500030517578,9467700.0,,,,,
2024-07-30,224.4600067138672,239.0,223.02999877929688,235.6199951171875,6053900.0,,,,,
2024-07-31,224.3600006103516,234.1100006103516,224.0399932861328,233.0,4771700.0,,,,,
2024-08-01,212.63999938964844,227.1000061035156,207.82000732421875,226.6000061035156,8920000.0,,,,,
2024-08-02,204.44000244140625,219.3000030517578,199.3800048828125,213.1199951171875,10063900.0,,,,,
2024-08-05,189.47000122070312,197.8800048828125,161.1300048828125,162.00999450683594,18734600.0,,,,,
2024-08-06,194.1699981689453,197.3999938964844,182.6999969482422,191.9900054931641,7050600.0,,,,,
2024-08-07,178.91000366210938,199.9499969482422,177.38999938964844,196.8000030517578,8324400.0,,,,,
2024-08-08,192.32000732421875,194.97999572753903,182.4600067138672,185.6699981689453,7421600.0,,,,,
2024-08-09,196.2899932861328,199.1000061035156,189.77999877929688,191.2899932861328,5255900.0,,,,,
2024-08-12,191.7400054931641,197.69000244140625,188.2899932861328,194.3000030517578,5742800.0,,,,,
2024-08-13,197.94000244140625,201.1000061035156,191.8699951171875,193.1300048828125,4795500.0,,,,,
2024-08-14,195.9600067138672,201.97000122070312,192.3999938964844,200.8999938964844,5027000.0,,,,,
2024-08-15,197.1199951171875,205.07000732421875,196.1999969482422,198.5200042724609,6068300.0,,,,,
2024-08-16,205.30999755859372,205.9499969482422,197.13999938964844,199.0,6240500.0,,,,,
2024-08-19,204.4600067138672,207.4900054931641,200.3500061035156,203.33999633789065,6304200.0,,,,,
2024-08-20,197.25,209.8000030517578,191.2100067138672,209.1000061035156,12353700.0,,,,,
2024-08-21,206.22999572753903,207.0,195.1100006103516,197.16000366210935,7502400.0,,,,,
2024-08-22,198.42999267578125,207.1000061035156,197.42999267578125,204.77999877929688,5284900.0,,,,,
2024-08-23,211.3999938964844,211.9199981689453,200.0,200.97000122070312,8304200.0,,,,,
2024-08-26,204.0,210.8500061035156,202.67999267578125,209.3000030517578,5437100.0,,,,,
2024-08-27,198.3000030517578,202.5,194.1000061035156,201.83999633789065,5992900.0,,,,,
2024-08-28,190.1999969482422,197.4900054931641,187.72999572753903,195.0200042724609,4995700.0,,,,,
2024-08-29,188.27999877929688,196.5,187.6000061035156,194.0,3841800.0,,,,,
2024-08-30,183.3600006103516,189.94000244140625,180.0399932861328,189.22000122070312,7307200.0,,,,,
2024-09-03,169.1300048828125,182.6999969482422,168.07000732421875,182.0,9746600.0,,,,,
2024-09-04,163.22000122070312,169.0399932861328,160.6699981689453,166.5,7826400.0,,,,,
2024-09-05,159.6999969482422,166.3699951171875,158.1199951171875,161.6199951171875,5732700.0,,,,,
2024-09-06,147.35000610351562,164.14999389648438,146.1199951171875,163.24000549316406,11026600.0,,,,,
2024-09-09,155.0500030517578,157.39999389648438,150.05999755859375,151.27000427246094,9256700.0,,,,,
2024-09-10,158.4600067138672,159.13999938964844,149.50999450683594,155.00999450683594,5824800.0,,,,,
2024-09-11,157.14999389648438,158.83999633789062,149.9499969482422,153.55999755859375,6417400.0,,,,,
2024-09-12,162.88999938964844,165.42999267578125,156.10000610351562,158.61000061035156,6689300.0,,,,,
2024-09-13,163.0500030517578,168.92999267578125,161.5800018310547,162.24000549316406,5953600.0,,,,,
2024-09-16,161.5,163.16000366210938,155.8800048828125,158.5,4686200.0,,,,,
2024-09-17,162.4499969482422,167.6699981689453,160.5,164.13999938964844,5225200.0,,,,,
2024-09-18,162.63999938964844,169.10000610351562,160.8000030517578,161.5399932861328,5027400.0,,,,,
2024-09-19,168.24000549316406,175.38999938964844,167.0,172.0,9299100.0,,,,,
2024-09-20,170.08999633789062,173.38999938964844,165.39999389648438,168.99000549316406,8152300.0,,,,,
2024-09-23,170.22000122070312,173.57000732421875,168.6999969482422,171.3000030517578,4933200.0,,,,,
2024-09-24,171.67999267578125,172.25,163.80999755859375,170.3800048828125,6035500.0,,,,,
2024-09-25,167.0800018310547,173.94000244140625,166.8800048828125,170.3000030517578,5359900.0,,,,,
2024-09-26,179.92999267578125,181.4900054931641,170.25999450683594,170.61000061035156,12455200.0,,,,,
