Date,Close,High,Low,Open,Volume,"('Close', 'EXEL')","('High', 'EXEL')","('Low', 'EXEL')","('Open', 'EXEL')","('Volume', 'EXEL')"
2024-06-03,21.93000030517578,22.309999465942383,21.56999969482422,21.59000015258789,2025200.0,,,,,
2024-06-04,21.739999771118164,22.15999984741211,21.68000030517578,21.989999771118164,1506400.0,,,,,
2024-06-05,21.959999084472656,21.989999771118164,21.56999969482422,21.71999931335449,1384500.0,,,,,
2024-06-06,22.18000030517578,22.239999771118164,21.739999771118164,21.8700008392334,1393100.0,,,,,
2024-06-07,21.8799991607666,22.170000076293945,21.86000061035156,22.15999984741211,1303500.0,,,,,
2024-06-10,22.1299991607666,22.18000030517578,21.540000915527344,21.729999542236328,1476000.0,,,,,
2024-06-11,22.030000686645508,22.100000381469727,21.899999618530277,22.030000686645508,1350900.0,,,,,
2024-06-12,22.059999465942383,22.209999084472656,21.84000015258789,22.13999938964844,1347000.0,,,,,
2024-06-13,21.959999084472656,22.049999237060547,21.540000915527344,22.0,1110600.0,,,,,
2024-06-14,21.739999771118164,21.8799991607666,21.6299991607666,21.86000061035156,1152900.0,,,,,
2024-06-17,21.780000686645508,21.799999237060547,21.559999465942383,21.6299991607666,968100.0,,,,,
2024-06-18,21.559999465942383,21.8799991607666,21.479999542236328,21.770000457763672,1682400.0,,,,,
2024-06-20,21.729999542236328,21.81999969482422,21.36000061035156,21.440000534057617,1518500.0,,,,,
2024-06-21,22.200000762939453,22.229999542236328,21.84000015258789,21.8799991607666,5747500.0,,,,,
2024-06-24,22.31999969482422,22.549999237060547,22.190000534057617,22.209999084472656,1676000.0,,,,,
2024-06-25,22.26000022888184,22.440000534057617,22.100000381469727,22.36000061035156,1682400.0,,,,,
2024-06-26,22.3799991607666,22.479999542236328,22.1200008392334,22.209999084472656,1335000.0,,,,,
2024-06-27,22.530000686645508,22.59000015258789,22.34000015258789,22.46999931335449,1569000.0,,,,,
2024-06-28,22.46999931335449,22.57999992370605,22.32999992370605,22.549999237060547,2860600.0,,,,,
2024-07-01,22.25,22.729999542236328,22.229999542236328,22.420000076293945,1335400.0,,,,,
2024-07-02,22.149999618530277,22.26000022888184,22.049999237060547,22.18000030517578,917800.0,,,,,
2024-07-03,21.959999084472656,22.21999931335449,21.81999969482422,22.15999984741211,731900.0,,,,,
2024-07-05,22.100000381469727,22.170000076293945,21.8700008392334,21.959999084472656,630400.0,,,,,
2024-07-08,22.09000015258789,22.399999618530277,22.040000915527344,22.15999984741211,1555100.0,,,,,
2024-07-09,22.149999618530277,22.149999618530277,21.86000061035156,22.030000686645508,1412600.0,,,,,
2024-07-10,22.049999237060547,22.309999465942383,21.989999771118164,22.149999618530277,1172000.0,,,,,
2024-07-11,22.549999237060547,22.71999931335449,22.1299991607666,22.26000022888184,1267800.0,,,,,
2024-07-12,22.399999618530277,22.75,22.3799991607666,22.600000381469727,1189800.0,,,,,
2024-07-15,22.549999237060547,22.65999984741211,22.350000381469727,22.440000534057617,1015300.0,,,,,
2024-07-16,22.76000022888184,22.940000534057617,22.61000061035156,22.649999618530277,1329900.0,,,,,
2024-07-17,22.51000022888184,22.850000381469727,22.350000381469727,22.76000022888184,1609000.0,,,,,
2024-07-18,22.559999465942383,22.690000534057617,22.36000061035156,22.450000762939453,1167600.0,,,,,
2024-07-19,22.600000381469727,22.75,22.530000686645508,22.56999969482422,1351400.0,,,,,
2024-07-22,22.600000381469727,22.75,22.440000534057617,22.649999618530277,1264400.0,,,,,
2024-07-23,22.459999084472656,22.75,22.440000534057617,22.6200008392334,1102400.0,,,,,
2024-07-24,22.350000381469727,22.549999237060547,22.200000762939453,22.38999938964844,1001500.0,,,,,
2024-07-25,22.959999084472656,22.989999771118164,22.36000061035156,22.420000076293945,1927700.0,,,,,
2024-07-26,23.38999938964844,23.5,22.799999237060547,23.09000015258789,1693600.0,,,,,
2024-07-29,23.11000061035156,23.450000762939453,22.959999084472656,23.34000015258789,1500700.0,,,,,
2024-07-30,23.270000457763672,23.38999938964844,23.0,23.15999984741211,1076400.0,,,,,
2024-07-31,23.450000762939453,23.63999938964844,23.1299991607666,23.350000381469727,1506200.0,,,,,
2024-08-01,24.21999931335449,24.3700008392334,23.34000015258789,23.51000022888184,2190600.0,,,,,
2024-08-02,24.170000076293945,24.309999465942383,23.739999771118164,23.90999984741211,1996800.0,,,,,
2024-08-05,23.520000457763672,23.8700008392334,23.26000022888184,23.5,2235600.0,,,,,
2024-08-06,23.450000762939453,23.86000061035156,23.209999084472656,23.5,1784500.0,,,,,
2024-08-07,26.520000457763672,27.09000015258789,24.26000022888184,25.0,7280100.0,,,,,
2024-08-08,27.170000076293945,27.18000030517578,26.530000686645508,26.56999969482422,4147600.0,,,,,
2024-08-09,26.96999931335449,27.530000686645508,26.850000381469727,27.100000381469727,2911900.0,,,,,
2024-08-12,26.93000030517578,27.270000457763672,26.739999771118164,27.100000381469727,2325800.0,,,,,
2024-08-13,26.700000762939453,27.11000061035156,26.3700008392334,26.84000015258789,2534700.0,,,,,
2024-08-14,26.299999237060547,26.81999969482422,26.21999931335449,26.700000762939453,1829000.0,,,,,
2024-08-15,26.309999465942383,26.520000457763672,26.040000915527344,26.36000061035156,1421300.0,,,,,
2024-08-16,26.350000381469727,26.5,26.11000061035156,26.26000022888184,2554400.0,,,,,
