Date,Close,High,Low,Open,Volume,"('Close', 'ASBP')","('High', 'ASBP')","('Low', 'ASBP')","('Open', 'ASBP')","('Volume', 'ASBP')"
2024-06-03,11.369999885559082,11.399999618530272,11.260000228881836,11.260000228881836,2700.0,,,,,
2024-06-04,11.369999885559082,11.6899995803833,11.369999885559082,11.399999618530272,2100.0,,,,,
2024-06-05,11.369999885559082,11.369999885559082,11.369999885559082,11.369999885559082,300.0,,,,,
2024-06-06,11.369999885559082,11.369999885559082,11.369999885559082,11.369999885559082,0.0,,,,,
2024-06-07,11.399999618530272,11.399999618530272,11.260000228881836,11.279999732971191,1000.0,,,,,
2024-06-10,11.399999618530272,11.399999618530272,11.399999618530272,11.399999618530272,0.0,,,,,
2024-06-11,11.399999618530272,11.399999618530272,11.399999618530272,11.399999618530272,0.0,,,,,
2024-06-12,11.260000228881836,11.260000228881836,11.260000228881836,11.260000228881836,400.0,,,,,
2024-06-13,11.260000228881836,11.260000228881836,11.260000228881836,11.260000228881836,0.0,,,,,
2024-06-14,11.260000228881836,11.260000228881836,11.260000228881836,11.260000228881836,0.0,,,,,
2024-06-17,11.260000228881836,11.260000228881836,11.260000228881836,11.260000228881836,0.0,,,,,
2024-06-18,11.460000038146973,11.460000038146973,11.260000228881836,11.260000228881836,400.0,,,,,
2024-06-20,11.460000038146973,11.460000038146973,11.460000038146973,11.460000038146973,0.0,,,,,
2024-06-21,11.460000038146973,11.460000038146973,11.460000038146973,11.460000038146973,0.0,,,,,
2024-06-24,11.359999656677246,11.359999656677246,11.3100004196167,11.3100004196167,1300.0,,,,,
2024-06-25,11.3100004196167,11.3100004196167,11.3100004196167,11.3100004196167,600.0,,,,,
2024-06-26,11.3100004196167,11.3100004196167,11.3100004196167,11.3100004196167,0.0,,,,,
2024-06-27,11.270000457763672,11.270000457763672,11.270000457763672,11.270000457763672,100.0,,,,,
2024-06-28,11.270000457763672,11.270000457763672,11.270000457763672,11.270000457763672,0.0,,,,,
2024-07-01,11.270000457763672,11.270000457763672,11.270000457763672,11.270000457763672,0.0,,,,,
2024-07-02,11.25,11.25,11.25,11.25,1100.0,,,,,
2024-07-03,11.25,11.25,11.25,11.25,0.0,,,,,
2024-07-05,11.25,11.25,11.25,11.25,200.0,,,,,
2024-07-08,11.25,11.25,11.25,11.25,0.0,,,,,
2024-07-09,11.270000457763672,11.270000457763672,11.270000457763672,11.270000457763672,200.0,,,,,
2024-07-10,11.270000457763672,11.270000457763672,11.270000457763672,11.270000457763672,0.0,,,,,
2024-07-11,11.270000457763672,11.270000457763672,11.270000457763672,11.270000457763672,0.0,,,,,
2024-07-12,11.25,11.25,11.25,11.25,300.0,,,,,
2024-07-15,11.25,11.25,11.25,11.25,0.0,,,,,
2024-07-16,11.25,11.25,11.25,11.25,0.0,,,,,
2024-07-17,11.25,11.25,11.25,11.25,0.0,,,,,
2024-07-18,11.25,11.25,11.25,11.25,0.0,,,,,
2024-07-19,11.25,11.25,11.25,11.25,0.0,,,,,
2024-07-22,11.25,11.25,11.25,11.25,100.0,,,,,
2024-07-23,11.210000038146973,11.210000038146973,11.210000038146973,11.210000038146973,100.0,,,,,
2024-07-24,11.229999542236328,11.25,11.229999542236328,11.25,300.0,,,,,
2024-07-25,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,0.0,,,,,
2024-07-26,11.25,11.25,11.25,11.25,4400.0,,,,,
2024-07-29,11.25,11.25,11.25,11.25,0.0,,,,,
2024-07-30,11.25,11.25,11.25,11.25,0.0,,,,,
2024-07-31,11.25,11.25,11.25,11.25,900.0,,,,,
2024-08-01,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-02,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-05,11.25,11.25,11.25,11.25,0.0,,,,,
2024-08-06,11.34000015258789,11.34000015258789,11.31999969482422,11.31999969482422,1700.0,,,,,
2024-08-07,11.34000015258789,11.34000015258789,11.34000015258789,11.34000015258789,0.0,,,,,
2024-08-08,11.34000015258789,11.34000015258789,11.34000015258789,11.34000015258789,300.0,,,,,
2024-08-09,11.34000015258789,11.34000015258789,11.34000015258789,11.34000015258789,0.0,,,,,
2024-08-12,11.34000015258789,11.34000015258789,11.34000015258789,11.34000015258789,0.0,,,,,
2024-08-13,11.329999923706056,11.34000015258789,11.329999923706056,11.34000015258789,300.0,,,,,
2024-08-14,11.329999923706056,11.329999923706056,11.329999923706056,11.329999923706056,0.0,,,,,
2024-08-15,11.329999923706056,11.329999923706056,11.329999923706056,11.329999923706056,0.0,,,,,
2024-08-16,11.229999542236328,11.229999542236328,11.210000038146973,11.220000267028809,300.0,,,,,
2024-08-19,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,100.0,,,,,
2024-08-20,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,0.0,,,,,
2024-08-21,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,0.0,,,,,
2024-08-22,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,0.0,,,,,
2024-08-23,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,0.0,,,,,
2024-08-26,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,100.0,,,,,
2024-08-27,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,100.0,,,,,
2024-08-28,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,100.0,,,,,
2024-08-29,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,100.0,,,,,
2024-08-30,11.229999542236328,11.229999542236328,11.229999542236328,11.229999542236328,100.0,,,,,
2024-09-03,11.239999771118164,11.239999771118164,11.239999771118164,11.239999771118164,800.0,,,,,
