Date,Close,High,Low,Open,Volume,"('Close', 'ELAB')","('High', 'ELAB')","('Low', 'ELAB')","('Open', 'ELAB')","('Volume', 'ELAB')"
2024-08-22,1120.0,1228.0701904296875,1120.0,1174.0350341796875,33.0,,,,,
2024-08-23,1508.0701904296875,1596.4912109375,1232.982421875,1458.9473876953125,7358.0,,,,,
2024-08-26,1571.9298095703125,1915.7894287109373,1277.1929931640625,1837.1929931640625,7849.0,,,,,
2024-08-27,1596.4912109375,1635.7894287109375,1355.7894287109375,1473.6842041015625,411.0,,,,,
2024-08-28,1400.0,1571.9298095703125,1400.0,1522.8070068359375,207.0,,,,,
2024-08-29,1316.4912109375,1439.2982177734375,1232.982421875,1400.0,124.0,,,,,
2024-08-30,1306.6666259765625,1336.140380859375,1247.71923828125,1306.6666259765625,84.0,,,,,
2024-09-03,1571.9298095703125,1847.017578125,1360.7017822265625,1473.6842041015625,9576.0,,,,,
2024-09-04,1591.5789794921875,1670.1754150390625,1355.7894287109375,1380.350830078125,649.0,,,,,
2024-09-05,1542.4561767578125,1768.4210205078125,1478.596435546875,1601.403564453125,450.0,,,,,
2024-09-06,1429.4736328125,1591.5789794921875,1424.5614013671875,1478.596435546875,95.0,,,,,
2024-09-09,1375.4385986328125,1424.5614013671875,1316.4912109375,1400.0,59.0,,,,,
2024-09-10,1434.385986328125,1444.2105712890625,1331.22802734375,1400.0,150.0,,,,,
2024-09-11,1463.859619140625,1522.8070068359375,1400.0,1424.5614013671875,103.0,,,,,
2024-09-12,1522.8070068359375,1611.22802734375,1424.5614013671875,1424.5614013671875,94.0,,,,,
2024-09-13,1719.2982177734375,1842.105224609375,1508.0701904296875,1512.982421875,227.0,,,,,
2024-09-16,1522.8070068359375,1719.2982177734375,1493.3333740234375,1621.0526123046875,45.0,,,,,
2024-09-17,1552.28076171875,1817.5438232421875,1547.368408203125,1596.4912109375,74.0,,,,,
2024-09-18,1473.6842041015625,1606.3157958984375,1473.6842041015625,1557.1929931640625,34.0,,,,,
2024-09-19,1503.1578369140625,1601.403564453125,1478.596435546875,1567.017578125,27.0,,,,,
2024-09-20,1375.4385986328125,1557.1929931640625,1375.4385986328125,1522.8070068359375,102.0,,,,,
2024-09-23,520.7017822265625,579.6491088867188,496.1403503417969,560.0,4816.0,,,,,
2024-09-24,505.96490478515625,515.7894897460938,466.6666564941406,496.1403503417969,5431.0,,,,,
2024-09-25,515.7894897460938,555.0877075195312,496.1403503417969,515.7894897460938,8399.0,,,,,
2024-09-26,437.1929931640625,501.0526428222656,422.4561462402344,496.1403503417969,4806.0,,,,,
2024-09-27,451.9298400878906,481.4035034179688,437.1929931640625,456.8421020507813,2943.0,,,,,
2024-09-30,407.7192993164063,447.0175476074219,402.8070068359375,437.1929931640625,2388.0,,,,,
2024-10-01,407.7192993164063,427.368408203125,383.1578979492188,412.631591796875,2817.0,,,,,
2024-10-02,417.5438537597656,437.1929931640625,402.8070068359375,437.1929931640625,2789.0,,,,,
2024-10-03,648.4210815429688,884.2105102539062,618.9473876953125,771.2280883789062,104800.0,,,,,
2024-10-04,530.5263061523438,540.3508911132812,476.4912414550781,520.7017822265625,7883.0,,,,,
2024-10-07,515.7894897460938,555.0877075195312,456.8421020507813,540.3508911132812,4288.0,,,,,
2024-10-08,491.2280578613281,560.0,486.3157958984375,491.2280578613281,3057.0,,,,,
2024-10-09,491.2280578613281,501.0526428222656,471.5789489746094,486.3157958984375,1934.0,,,,,
2024-10-10,476.4912414550781,530.5263061523438,476.4912414550781,486.3157958984375,1614.0,,,,,
2024-10-11,461.75439453125,496.1403503417969,456.8421020507813,496.1403503417969,1197.0,,,,,
2024-10-14,461.75439453125,471.5789489746094,451.9298400878906,471.5789489746094,611.0,,,,,
2024-10-15,437.1929931640625,466.6666564941406,427.368408203125,442.1052551269531,1012.0,,,,,
2024-10-16,422.4561462402344,437.1929931640625,412.631591796875,432.28070068359375,677.0,,,,,
2024-10-17,427.368408203125,427.368408203125,407.7192993164063,427.368408203125,730.0,,,,,
2024-10-18,456.8421020507813,510.877197265625,412.631591796875,417.5438537597656,2943.0,,,,,
2024-10-21,486.3157958984375,663.1578979492188,447.0175476074219,471.5789489746094,14037.0,,,,,
2024-10-22,510.877197265625,545.26318359375,437.1929931640625,461.75439453125,4259.0,,,,,
2024-10-23,496.1403503417969,555.0877075195312,466.6666564941406,520.7017822265625,2250.0,,,,,
2024-10-24,451.9298400878906,496.1403503417969,442.1052551269531,476.4912414550781,1435.0,,,,,
2024-10-25,496.1403503417969,903.859619140625,476.4912414550781,805.614013671875,81164.0,,,,,
2024-10-28,486.3157958984375,510.877197265625,447.0175476074219,461.75439453125,4335.0,,,,,
2024-10-29,491.2280578613281,515.7894897460938,481.4035034179688,491.2280578613281,2277.0,,,,,
2024-10-30,456.8421020507813,486.3157958984375,442.1052551269531,476.4912414550781,4165.0,,,,,
2024-10-31,289.8245544433594,329.122802734375,284.91229248046875,314.3859558105469,11051.0,,,,,
2024-11-01,142.45614624023438,196.49122619628903,137.54385375976562,191.57894897460935,41179.0,,,,,
2024-11-04,98.24561309814452,117.89473724365234,93.33333587646484,112.98245239257812,59167.0,,,,,
2024-11-05,103.15789794921876,127.71929931640624,103.15789794921876,122.80701446533205,96608.0,,,,,
2024-11-06,88.42105102539062,108.07017517089844,78.59648895263672,98.24561309814452,62671.0,,,,,
2024-11-07,88.42105102539062,108.07017517089844,83.50877380371094,88.42105102539062,62160.0,,,,,
2024-11-08,93.33333587646484,103.15789794921876,88.42105102539062,103.15789794921876,89325.0,,,,,
2024-11-11,93.33333587646484,103.15789794921876,93.33333587646484,103.15789794921876,36056.0,,,,,
2024-11-12,93.33333587646484,98.24561309814452,83.50877380371094,88.42105102539062,31274.0,,,,,
2024-11-13,122.80701446533205,137.54385375976562,93.33333587646484,98.24561309814452,110275.0,,,,,
2024-11-14,127.71929931640624,216.14035034179688,117.89473724365234,191.57894897460935,368898.0,,,,,
2024-11-15,108.07017517089844,127.71929931640624,93.33333587646484,108.07017517089844,77363.0,,,,,
2024-11-18,112.98245239257812,122.80701446533205,108.07017517089844,112.98245239257812,58253.0,,,,,
2024-11-19,103.15789794921876,108.07017517089844,98.24561309814452,108.07017517089844,39783.0,,,,,
2024-11-20,103.15789794921876,108.07017517089844,98.24561309814452,103.15789794921876,40585.0,,,,,
2024-11-21,98.24561309814452,103.15789794921876,98.24561309814452,103.15789794921876,52166.0,,,,,
2024-11-22,98.24561309814452,103.15789794921876,88.42105102539062,93.33333587646484,86594.0,,,,,
2024-11-25,78.59648895263672,83.50877380371094,73.68421173095703,83.50877380371094,66220.0,,,,,
2024-11-26,63.859649658203125,73.68421173095703,63.859649658203125,73.68421173095703,66328.0,,,,,
2024-11-27,59.1929817199707,63.859649658203125,50.22806930541992,57.47368240356445,38324.0,,,,,
2024-11-29,50.35087585449219,59.978946685791016,50.35087585449219,58.45613861083984,30393.0,,,,,
2024-12-02,51.57894515991211,55.26315689086914,42.73684310913086,49.122806549072266,42327.0,,,,,
2024-12-03,48.87719345092773,52.8070182800293,47.64912414550781,50.105262756347656,13322.0,,,,,
2024-12-04,51.33333206176758,58.45613861083984,45.438594818115234,51.33333206176758,135017.0,,,,,
2024-12-05,50.84210586547852,52.31578826904297,46.42105484008789,48.87719345092773,28708.0,,,,,
2024-12-06,50.105262756347656,51.57894515991211,46.66666793823242,51.08771896362305,21041.0,,,,,
2024-12-09,51.57894515991211,54.77193069458008,49.3684196472168,50.596492767333984,23541.0,,,,,
2024-12-10,63.122806549072266,69.50877380371094,51.57894515991211,51.57894515991211,95406.0,,,,,
2024-12-11,61.15789413452149,62.6315803527832,52.31578826904297,58.21052551269531,26729.0,,,,,
2024-12-12,54.77193069458008,60.445613861083984,53.54386138916016,59.438594818115234,15158.0,,,,,
2024-12-13,56.24561309814453,58.82456207275391,53.54386138916016,54.77193069458008,15431.0,,,,,
2024-12-16,50.596492767333984,55.01754379272461,49.3684196472168,55.01754379272461,18077.0,,,,,
2024-12-17,48.385963439941406,54.77193069458008,45.68421173095703,49.3684196472168,16949.0,,,,,
2024-12-18,52.8070182800293,54.28070068359375,49.122806549072266,49.3684196472168,91440.0,,,,,
2024-12-19,57.71929931640625,87.4385986328125,53.05263137817383,78.35087585449219,813280.0,,,,,
2024-12-20,62.87719345092773,66.31578826904297,51.08771896362305,63.122806549072266,51447.0,,,,,
2024-12-23,64.10526275634766,65.33333587646484,56.49122619628906,62.87719345092773,17328.0,,,,,
2024-12-24,57.71929931640625,63.3684196472168,55.26315689086914,63.3684196472168,15504.0,,,,,
2024-12-26,59.1929817199707,61.15789413452149,53.249122619628906,57.71929931640625,17393.0,,,,,
2024-12-27,59.92982482910156,61.15789413452149,56.63859558105469,58.45613861083984,12573.0,,,,,
2024-12-30,58.45613861083984,60.175437927246094,54.82105255126953,56.98245620727539,18366.0,,,,,
2024-12-31,56.24561309814453,59.68421173095703,54.77193069458008,58.94736862182617,21082.0,,,,,
2025-01-02,60.91228103637695,65.8245620727539,57.22806930541992,59.438594818115234,38915.0,,,,,
2025-01-03,60.91228103637695,63.859649658203125,59.68421173095703,61.64912414550781,15081.0,,,,,
2025-01-06,56.98245620727539,62.6315803527832,56.614036560058594,60.175437927246094,18378.0,,,,,
2025-01-07,57.47368240356445,60.64210510253906,54.77193069458008,56.98245620727539,15089.0,,,,,
2025-01-08,51.82456207275391,57.47368240356445,50.84210586547852,57.47368240356445,13749.0,,,,,
2025-01-10,50.596492767333984,52.561405181884766,49.122806549072266,51.57894515991211,9865.0,,,,,
2025-01-13,51.33333206176758,53.29824447631836,48.14035034179688,49.3684196472168,8167.0,,,,,
2025-01-14,56.73684310913086,58.94736862182617,49.614036560058594,51.33333206176758,33052.0,,,,,
2025-01-15,53.05263137817383,55.01754379272461,50.47368240356445,54.03508758544922,9100.0,,,,,
2025-01-16,52.8070182800293,54.52631759643555,50.596492767333984,53.78947448730469,4226.0,,,,,
2025-01-17,52.31578826904297,53.05263137817383,50.84210586547852,52.31578826904297,5073.0,,,,,
2025-01-21,51.82456207275391,53.29824447631836,50.20351028442383,53.29824447631836,8029.0,,,,,
2025-01-22,49.3684196472168,51.82456207275391,49.3684196472168,51.82456207275391,5256.0,,,,,
2025-01-23,48.6315803527832,50.35087585449219,47.89473724365234,49.3684196472168,5883.0,,,,,
2025-01-24,76.14035034179688,99.96491241455078,68.28070068359375,97.2631607055664,3143314.0,,,,,
2025-01-27,50.35087585449219,51.57894515991211,41.26315689086914,48.6315803527832,151982.0,,,,,
2025-01-28,47.15789413452149,50.0561408996582,45.68421173095703,49.122806549072266,30646.0,,,,,
2025-01-29,42.49122619628906,46.91228103637695,41.50877380371094,46.42105484008789,30515.0,,,,,
2025-01-30,41.75438690185547,43.47368240356445,39.54386138916016,39.54386138916016,104139.0,,,,,
2025-01-31,42.0,43.47368240356445,40.28070068359375,41.26315689086914,35947.0,,,,,
2025-02-03,42.49122619628906,44.21052551269531,41.385963439941406,41.75438690185547,17251.0,,,,,
2025-02-04,42.73684310913086,45.34035110473633,40.89473724365234,44.70175552368164,46732.0,,,,,
2025-02-05,42.98245620727539,43.96491241455078,41.50877380371094,43.71929931640625,14307.0,,,,,
2025-02-06,45.438594818115234,46.42105484008789,42.98245620727539,44.21052551269531,26065.0,,,,,
2025-02-07,46.175437927246094,47.403507232666016,45.68421173095703,47.15789413452149,22397.0,,,,,
2025-02-10,42.0,46.42105484008789,41.50877380371094,46.42105484008789,20378.0,,,,,
2025-02-11,41.75438690185547,42.73684310913086,40.62456130981445,41.50877380371094,10362.0,,,,,
2025-02-12,42.98245620727539,44.08771896362305,39.249122619628906,40.52631759643555,12117.0,,,,,
2025-02-13,41.75438690185547,43.22806930541992,41.26315689086914,41.75438690185547,9368.0,,,,,
2025-02-14,41.75438690185547,42.98245620727539,41.33684158325195,41.50877380371094,6608.0,,,,,
2025-02-18,40.77193069458008,42.98245620727539,40.77193069458008,42.73684310913086,14254.0,,,,,
2025-02-19,41.75438690185547,42.73684310913086,40.77193069458008,40.77193069458008,9833.0,,,,,
2025-02-20,40.03508758544922,41.75438690185547,39.78947448730469,41.50877380371094,7353.0,,,,,
2025-02-21,40.52631759643555,42.0,39.29824447631836,40.28070068359375,14979.0,,,,,
2025-02-24,38.561405181884766,41.01754379272461,37.57894515991211,40.03508758544922,10671.0,,,,,
2025-02-25,29.719297409057617,33.64912414550781,28.49122810363769,32.175437927246094,17927.0,,,,,
2025-02-26,30.701753616333008,32.66666793823242,28.98245620727539,29.47368431091309,12275.0,,,,,
2025-02-27,29.22806930541992,31.438596725463867,28.98245620727539,31.192981719970703,7357.0,,,,,
2025-02-28,30.578947067260746,31.92982482910156,29.22806930541992,29.47368431091309,10366.0,,,,,
2025-03-03,29.719297409057617,32.42105484008789,29.47368431091309,31.68421173095703,4283.0,,,,,
2025-03-04,29.47368431091309,29.719297409057617,28.0,28.49122810363769,5370.0,,,,,
2025-03-05,30.210525512695312,30.578947067260746,28.736841201782227,28.98245620727539,3803.0,,,,,
2025-03-06,17.75789451599121,21.8350887298584,16.06315803527832,21.8350887298584,61324.0,,,,,
2025-03-07,17.68421173095703,18.666667938232425,15.399999618530272,16.210525512695312,22845.0,,,,,
2025-03-10,18.105262756347656,21.157894134521484,15.473684310913086,16.421052932739258,45144.0,,,,,
2025-03-11,16.526315689086914,18.912281036376957,16.210525512695312,17.719297409057617,29526.0,,,,,
2025-03-12,14.421052932739258,16.912281036376953,13.61403465270996,16.526315689086914,21689.0,,,,,
2025-03-13,13.754385948181152,15.789473533630373,13.719298362731934,14.421052932739258,21176.0,,,,,
2025-03-14,14.666666984558104,15.1578950881958,13.789473533630373,13.789473533630373,16644.0,,,,,
2025-03-17,14.859648704528809,15.368420600891112,14.38596534729004,14.596490859985352,17813.0,,,,,
2025-03-18,16.491228103637695,18.666667938232425,14.45613956451416,14.8421049118042,58283.0,,,,,
2025-03-19,19.789474487304688,20.140350341796875,16.947368621826172,16.947368621826172,54720.0,,,,,
2025-03-20,22.45614051818848,28.666667938232425,20.38596534729004,23.298246383666992,404700.0,,,,,
2025-03-21,17.298246383666992,28.0,16.38596534729004,25.96491241455078,1494911.0,,,,,
2025-03-24,17.157894134521484,18.421052932739254,16.842105865478516,17.122806549072266,47396.0,,,,,
2025-03-25,17.228069305419922,17.473684310913086,16.263158798217773,16.842105865478516,16901.0,,,,,
2025-03-26,17.894737243652344,18.526315689086918,16.421052932739258,16.736841201782227,26933.0,,,,,
2025-03-27,17.122806549072266,17.789474487304688,16.175439834594727,17.087718963623047,19950.0,,,,,
2025-03-28,17.01754379272461,17.803508758544922,16.526315689086914,17.122806549072266,6669.0,,,,,
2025-03-31,16.24561309814453,16.912281036376953,15.473684310913086,16.912281036376953,5957.0,,,,,
2025-04-01,15.192981719970703,16.140350341796875,14.315789222717283,15.90526294708252,7923.0,,,,,
2025-04-02,15.96491241455078,16.59649085998535,15.22105312347412,15.32280731201172,15704.0,,,,,
2025-04-03,15.508771896362305,15.859648704528809,14.736842155456545,15.649123191833496,8493.0,,,,,
2025-04-04,15.01754379272461,16.456140518188477,14.98245620727539,15.789473533630373,6527.0,,,,,
2025-04-07,14.350876808166504,14.912281036376951,13.96491241455078,13.96491241455078,9719.0,,,,,
2025-04-08,12.631579399108888,15.43859577178955,12.32280731201172,14.17543888092041,23912.0,,,,,
2025-04-09,14.0,14.378947257995604,12.45613956451416,12.45613956451416,16274.0,,,,,
2025-04-10,11.263157844543455,19.47368431091309,10.108772277832031,18.37894630432129,3816863.0,,,,,
2025-04-11,10.771929740905762,11.298246383666992,10.17543888092041,11.087718963623049,72020.0,,,,,
2025-04-14,11.1578950881958,11.368420600891112,10.280701637268066,10.736842155456545,28529.0,,,,,
2025-04-15,10.210526466369627,10.96842098236084,10.17543888092041,10.666666984558104,23057.0,,,,,
2025-04-16,9.052632331848145,9.368420600891112,7.929824829101562,8.8421049118042,378309.0,,,,,
2025-04-17,9.122806549072266,9.192981719970703,8.701753616333008,9.052632331848145,13310.0,,,,,
2025-04-21,9.403509140014648,9.508771896362305,8.701753616333008,9.01754379272461,18383.0,,,,,
2025-04-22,9.789473533630373,10.03508758544922,9.263157844543455,9.263157844543455,16673.0,,,,,
2025-04-23,10.210526466369627,10.38596534729004,9.473684310913086,10.140351295471191,18554.0,,,,,
2025-04-24,7.789474010467529,10.350876808166504,7.543859958648682,10.280701637268066,1538487.0,,,,,
2025-04-25,7.929824829101562,9.508771896362305,7.754385948181152,7.929824829101562,232817.0,,,,,
2025-04-28,8.0,8.350876808166504,7.578947067260742,8.0,93110.0,,,,,
2025-04-29,8.210526466369629,8.45613956451416,7.8947367668151855,8.245614051818848,31379.0,,,,,
2025-04-30,8.035087585449219,8.596490859985352,7.508771896362305,8.210526466369629,40613.0,,,,,
2025-05-01,8.385965347290039,8.421052932739258,7.8947367668151855,8.035087585449219,62643.0,,,,,
2025-05-02,8.631579399108887,11.228070259094238,8.035087585449219,8.947367668151855,1728126.0,,,,,
2025-05-05,8.526315689086914,8.8421049118042,7.929824829101562,8.421052932739258,45714.0,,,,,
2025-05-06,8.491228103637695,8.736842155456543,8.315789222717285,8.315789222717285,21860.0,,,,,
2025-05-07,8.0,8.48771858215332,7.82456111907959,8.280701637268066,30467.0,,,,,
2025-05-08,8.245614051818848,8.385965347290039,7.929824829101562,8.105262756347656,21290.0,,,,,
2025-05-09,8.350876808166504,8.385965347290039,8.070175170898438,8.17543888092041,19152.0,,,,,
2025-05-12,8.385965347290039,8.56140422821045,8.105262756347656,8.421052932739258,21233.0,,,,,
2025-05-13,8.56140422821045,8.947367668151855,8.350876808166504,8.491228103637695,35255.0,,,,,
2025-05-14,8.736842155456543,8.859648704528809,8.385965347290039,8.421052932739258,50445.0,,,,,
2025-05-15,8.421052932739258,8.8421049118042,8.315789222717285,8.8421049118042,19038.0,,,,,
2025-05-16,8.666666984558105,8.947367668151855,8.385965347290039,8.45613956451416,23598.0,,,,,
2025-05-19,8.8421049118042,9.052632331848145,8.385965347290039,8.45613956451416,33972.0,,,,,
2025-05-20,9.052632331848145,9.122806549072266,8.771929740905762,8.877193450927734,22401.0,,,,,
2025-05-21,8.736842155456543,9.463157653808594,8.596490859985352,9.192981719970703,31151.0,,,,,
2025-05-22,8.210526466369629,9.122806549072266,8.070175170898438,8.421052932739258,61332.0,,,,,
2025-05-23,8.245614051818848,8.491228103637695,7.964911937713623,8.140351295471191,10317.0,,,,,
2025-05-27,8.280701637268066,8.45613956451416,7.859649181365967,8.421052932739258,7211.0,,,,,
2025-05-28,7.438595771789551,8.385965347290039,7.368421077728271,8.280701637268066,20150.0,,,,,
2025-05-29,7.438595771789551,7.8947367668151855,7.298245906829834,7.508771896362305,15647.0,,,,,
2025-05-30,7.3333330154418945,7.684210777282715,6.82456111907959,7.368421077728271,20663.0,,,,,
2025-06-02,7.719297885894775,7.719297885894775,7.192982196807861,7.3333330154418945,12312.0,,,,,
2025-06-03,7.508771896362305,7.8947367668151855,7.368421077728271,7.859649181365967,14079.0,,,,,
2025-06-04,7.754385948181152,7.8210530281066895,7.22806978225708,7.508771896362305,11144.0,,,,,
2025-06-05,7.543859958648682,7.82456111907959,7.298245906829834,7.82456111907959,7809.0,,,,,
2025-06-06,7.614035129547119,7.719297885894775,7.438595771789551,7.519298076629639,5358.0,,,,,
2025-06-09,9.263157844543455,10.947367668151855,8.035087585449219,9.1578950881958,7881647.0,,,,,
2025-06-10,7.508771896362305,9.368420600891112,6.877192974090576,9.368420600891112,219536.0,,,,,
2025-06-11,7.684210777282715,7.789474010467529,7.192982196807861,7.298245906829834,52611.0,,,,,
2025-06-12,7.614035129547119,7.8947367668151855,7.508771896362305,7.543859958648682,44660.0,,,,,
2025-06-13,7.298245906829834,7.719297885894775,7.22806978225708,7.508771896362305,23883.0,,,,,
2025-06-16,7.22806978225708,7.473683834075928,6.842104911804199,7.192982196807861,175247.0,,,,,
2025-06-17,7.157895088195801,7.543859958648682,7.122807025909424,7.473683834075928,60734.0,,,,,
2025-06-18,7.368421077728271,7.543859958648682,6.877192974090576,7.192982196807861,33545.0,,,,,
2025-06-20,7.22806978225708,7.473683834075928,7.22806978225708,7.473683834075928,15846.0,,,,,
2025-06-23,7.22806978225708,7.473683834075928,7.192982196807861,7.473683834075928,8066.0,,,,,
2025-06-24,7.649123191833496,7.929824829101562,7.192982196807861,7.192982196807861,96758.0,,,,,
2025-06-25,7.473683834075928,7.88771915435791,7.438595771789551,7.88771915435791,12968.0,,,,,
2025-06-26,7.614035129547119,7.82456111907959,7.473683834075928,7.614035129547119,14792.0,,,,,
2025-06-27,7.508771896362305,7.607017993927002,7.403509140014648,7.508771896362305,10574.0,,,,,
2025-06-30,7.578947067260742,7.719297885894775,7.403509140014648,7.403509140014648,10431.0,,,,,
2025-07-01,8.17543888092041,8.385965347290039,7.508771896362305,7.684210777282715,71735.0,,,,,
2025-07-02,8.105262756347656,8.421052932739258,7.8210530281066895,8.421052932739258,150110.0,,,,,
2025-07-03,7.859649181365967,8.1298246383667,7.684210777282715,8.105262756347656,16188.0,,,,,
2025-07-07,7.8947367668151855,8.028070449829102,7.635087966918945,8.0,16530.0,,,,,
2025-07-08,8.070175170898438,8.245614051818848,7.82456111907959,7.929824829101562,16901.0,,,,,
2025-07-09,8.035087585449219,8.350876808166504,7.859649181365967,8.350876808166504,10232.0,,,,,
2025-07-10,7.964911937713623,8.631579399108887,7.719297885894775,8.631579399108887,54122.0,,,,,
2025-07-11,7.754385948181152,7.996490955352783,7.649123191833496,7.859649181365967,7581.0,,,,,
2025-07-14,9.01754379272461,10.140351295471191,7.754385948181152,7.754385948181152,415416.0,,,,,
2025-07-15,8.035087585449219,9.298246383666992,8.0,8.491228103637695,72960.0,,,,,
2025-07-16,8.315789222717285,8.666666984558105,7.898245811462402,7.964911937713623,25052.0,,,,,
2025-07-17,8.035087585449219,8.498246192932129,7.964911937713623,8.140351295471191,26106.0,,,,,
2025-07-18,8.280701637268066,8.666666984558105,7.964911937713623,8.035087585449219,36138.0,,,,,
2025-07-21,8.385965347290039,8.631579399108887,8.245614051818848,8.45613956451416,19380.0,,,,,
2025-07-22,8.315789222717285,8.350876808166504,8.0,8.210526466369629,11514.0,,,,,
