Date,Close,High,Low,Open,Volume,"('Close', 'BTG')","('High', 'BTG')","('Low', 'BTG')","('Open', 'BTG')","('Volume', 'BTG')"
2024-06-03,2.673459053039551,2.6829058960625334,2.6356716809476213,2.673459053039551,7490300.0,,,,,
2024-06-04,2.550650119781494,2.645118550975788,2.5317564335426352,2.645118550975788,14304100.0,,,,,
2024-06-05,2.5789904594421387,2.5978841442912723,2.550649932168438,2.569543617017572,8673700.0,,,,,
2024-06-06,2.6262245178222656,2.6262245178222656,2.550649782849977,2.5978839922076573,10463800.0,,,,,
2024-06-07,2.4467341899871826,2.560096512716453,2.4467341899871826,2.560096512716453,18178600.0,,,,,
2024-06-10,2.5223093032836914,2.531756145327693,2.399500131481191,2.4939687771516867,16618500.0,,,,,
2024-06-11,2.503128290176392,2.512718811263042,2.47435672691644,2.503128290176392,9856700.0,,,,,
2024-06-12,2.512718677520752,2.589443070786273,2.493537636368383,2.541490467905352,10725900.0,,,,,
2024-06-13,2.4743566513061523,2.5414905255173186,2.445585088925389,2.493537692893328,13142600.0,,,,,
2024-06-14,2.503128290176392,2.512718811263042,2.464766205829789,2.503128290176392,11116800.0,,,,,
2024-06-17,2.4359943866729736,2.4839469870688915,2.4072228264354227,2.4551754268313406,10905200.0,,,,,
2024-06-18,2.464766263961792,2.493537827900327,2.416813657397568,2.4455852213361022,9568100.0,,,,,
2024-06-20,2.5510811805725098,2.56067170187084,2.474356781529805,2.5127188667231253,11116100.0,,,,,
2024-06-21,2.5414905548095703,2.570262117521944,2.455175638016396,2.531900033905446,30277800.0,,,,,
2024-06-24,2.5414905548095703,2.579852638426068,2.5223095130013213,2.551081075713695,10023900.0,,,,,
2024-06-25,2.4743566513061523,2.551081046310906,2.4743566513061523,2.5414905255173186,8739700.0,,,,,
2024-06-26,2.5223093032836914,2.531899823390411,2.464765953987337,2.474356474094057,7540400.0,,,,,
2024-06-27,2.5990335941314697,2.627805155890676,2.541490470613057,2.541490470613057,10061100.0,,,,,
2024-06-28,2.5894432067871094,2.656576854346344,2.5702621646273283,2.627805291106672,10564300.0,,,,,
2024-07-01,2.57985258102417,2.637395705168578,2.5606715396427004,2.6086241430963737,4925300.0,,,,,
2024-07-02,2.5894432067871094,2.618214770026781,2.541490601387656,2.5894432067871094,7405700.0,,,,,
2024-07-03,2.666167020797729,2.675757540601979,2.618214421776481,2.618214421776481,8005000.0,,,,,
2024-07-05,2.6853482723236084,2.7237103545679955,2.666167231201414,2.6757577517625117,7581200.0,,,,,
2024-07-08,2.656576871871948,2.675757914158268,2.618214787299309,2.666167393015108,7649700.0,,,,,
2024-07-09,2.675758123397827,2.685348645290949,2.646986557718462,2.6565770796115835,6850500.0,,,,,
2024-07-10,2.723710536956787,2.7812538928327104,2.6949389733468565,2.7045294945501666,12200400.0,,,,,
2024-07-11,2.857977867126465,2.8771589082221287,2.752481912444268,2.790844223291641,15217300.0,,,,,
2024-07-12,2.9155209064483643,2.925111426719996,2.8196157037320524,2.8387967442753146,11004300.0,,,,,
2024-07-15,2.905930757522583,2.944292843511359,2.857978150036613,2.9251118005169707,11391400.0,,,,,
2024-07-16,3.0114266872406006,3.0114266872406006,2.896340201971347,2.915521244740212,17057800.0,,,,,
2024-07-17,2.934702157974243,3.0497886381636943,2.9155211160520107,3.030607596241462,9809900.0,,,,,
2024-07-18,2.857977867126465,2.953883072604784,2.838796826030801,2.944292552056952,12890100.0,,,,,
2024-07-19,2.810025453567505,2.8675685807284896,2.7620728476000176,2.8004349323740074,11090000.0,,,,,
