Date,Close,High,Low,Open,Volume,"('Close', 'SRFM')","('High', 'SRFM')","('Low', 'SRFM')","('Open', 'SRFM')","('Volume', 'SRFM')"
2024-06-03,2.421999931335449,2.5480000972747803,2.3239998817443848,2.46399998664856,17686.0,,,,,
2024-06-04,2.351999998092652,2.428999900817871,2.2960000038146973,2.345000028610229,13886.0,,,,,
2024-06-05,2.2890000343322754,2.443000078201294,2.0999999046325684,2.365999937057495,52700.0,,,,,
2024-06-06,2.2260000705718994,2.309999942779541,2.1419999599456787,2.309999942779541,15600.0,,,,,
2024-06-07,2.0999999046325684,2.309999942779541,1.932000041007996,2.240000009536743,37343.0,,,,,
2024-06-10,1.995000004768372,2.240000009536743,1.9670000076293943,2.240000009536743,27057.0,,,,,
2024-06-11,1.9459999799728396,2.1700000762939453,1.777999997138977,2.1700000762939453,263757.0,,,,,
2024-06-12,1.8899999856948853,2.121000051498413,1.777999997138977,1.9670000076293943,1366757.0,,,,,
2024-06-13,1.7920000553131104,1.8899999856948853,1.5470000505447388,1.75,178329.0,,,,,
2024-06-14,2.0160000324249268,2.414999961853028,1.777999997138977,1.777999997138977,406971.0,,,,,
2024-06-17,2.114000082015991,2.128000020980835,1.924999952316284,1.9459999799728396,89229.0,,,,,
2024-06-18,2.2330000400543213,2.260999917984009,1.995000004768372,2.072000026702881,55643.0,,,,,
2024-06-20,2.940000057220459,2.9749999046325684,2.302999973297119,2.351999998092652,1727414.0,,,,,
2024-06-21,2.9749999046325684,3.150000095367432,2.638999938964844,3.003000020980835,900329.0,,,,,
2024-06-24,2.8980000019073486,2.933000087738037,2.6600000858306885,2.799999952316284,137014.0,,,,,
2024-06-25,2.625,2.799999952316284,2.450000047683716,2.618000030517578,105729.0,,,,,
2024-06-26,3.009999990463257,3.135999917984009,2.50600004196167,2.5899999141693115,160586.0,,,,,
2024-06-27,2.8980000019073486,2.940000057220459,2.680999994277954,2.933000087738037,63400.0,,,,,
2024-06-28,2.687999963760376,3.115000009536743,2.687999963760376,2.869999885559082,58614.0,,,,,
2024-07-01,2.7790000438690186,2.869999885559082,2.674000024795532,2.680999994277954,41286.0,,,,,
2024-07-02,2.611000061035156,2.806999921798706,2.5409998893737797,2.7160000801086426,49171.0,,,,,
2024-07-03,2.338000059127808,2.799999952316284,2.253999948501587,2.799999952316284,62929.0,,,,,
2024-07-05,2.7929999828338623,2.7929999828338623,2.380000114440918,2.380000114440918,72643.0,,,,,
2024-07-08,2.7160000801086426,2.9119999408721924,2.5199999809265137,2.70199990272522,56157.0,,,,,
2024-07-09,2.443000078201294,2.821000099182129,2.428999900817871,2.694999933242798,59900.0,,,,,
2024-07-10,2.443000078201294,2.7300000190734863,2.428999900817871,2.6600000858306885,47843.0,,,,,
2024-07-11,2.5480000972747803,2.611000061035156,2.499000072479248,2.611000061035156,23843.0,,,,,
2024-07-12,2.8489999771118164,2.869999885559082,2.5899999141693115,2.5899999141693115,89214.0,,,,,
2024-07-15,2.674000024795532,2.799999952316284,2.5269999504089355,2.765000104904175,40957.0,,,,,
2024-07-16,2.7860000133514404,2.8559999465942383,2.5969998836517334,2.5969998836517334,36500.0,,,,,
2024-07-17,2.3310000896453857,2.7929999828338623,2.3310000896453857,2.7929999828338623,155757.0,,,,,
2024-07-18,2.0789999961853027,2.638999938964844,2.065000057220459,2.345000028610229,145643.0,,,,,
2024-07-19,2.211999893188477,2.436000108718872,2.1489999294281006,2.309999942779541,51757.0,,,,,
2024-07-22,2.190999984741211,2.380000114440918,2.1419999599456787,2.380000114440918,33643.0,,,,,
2024-07-23,2.1700000762939453,2.2960000038146973,2.0999999046325684,2.240000009536743,40143.0,,,,,
2024-07-24,2.0789999961853027,2.240000009536743,1.9040000438690183,2.240000009536743,51200.0,,,,,
2024-07-25,2.128000020980835,2.184000015258789,2.0999999046325684,2.1700000762939453,34971.0,,,,,
2024-07-26,2.2330000400543213,2.253999948501587,2.0999999046325684,2.1700000762939453,31971.0,,,,,
2024-07-29,2.211999893188477,2.309999942779541,2.1419999599456787,2.2330000400543213,22771.0,,,,,
2024-07-30,2.1419999599456787,2.380000114440918,2.0999999046325684,2.380000114440918,47329.0,,,,,
2024-07-31,2.2049999237060547,2.372999906539917,2.0999999046325684,2.0999999046325684,14757.0,,,,,
2024-08-01,2.2049999237060547,2.365999937057495,2.1419999599456787,2.2330000400543213,20600.0,,,,,
2024-08-02,2.0859999656677246,2.1700000762939453,1.9600000381469729,2.0999999046325684,41000.0,,,,,
2024-08-05,2.1070001125335693,2.190999984741211,1.8550000190734863,1.8899999856948853,63857.0,,,,,
2024-08-06,2.0369999408721924,2.380000114440918,1.9670000076293943,2.380000114440918,24571.0,,,,,
2024-08-07,1.995000004768372,2.134999990463257,1.9600000381469729,1.9809999465942385,18143.0,,,,,
2024-08-08,2.0369999408721924,2.134999990463257,1.9739999771118164,2.134999990463257,19586.0,,,,,
2024-08-09,2.177000045776367,2.246999979019165,2.0439999103546143,2.128000020980835,61886.0,,,,,
2024-08-12,1.9739999771118164,2.0999999046325684,1.9179999828338623,1.9670000076293943,49929.0,,,,,
2024-08-13,2.443000078201294,2.940000057220459,1.9179999828338623,2.0299999713897705,1271157.0,,,,,
2024-08-14,2.5339999198913574,2.7230000495910645,2.3310000896453857,2.569000005722046,431857.0,,,,,
2024-08-15,2.114000082015991,2.7230000495910645,1.9600000381469729,2.7230000495910645,306229.0,,,,,
2024-08-16,2.0299999713897705,2.240000009536743,1.9600000381469729,2.240000009536743,177571.0,,,,,
