Date,Close,High,Low,Open,Volume,"('Close', 'RUM')","('High', 'RUM')","('Low', 'RUM')","('Open', 'RUM')","('Volume', 'RUM')"
2024-06-03,6.099999904632568,6.389999866485596,6.0,6.380000114440918,2025700.0,,,,,
2024-06-04,6.03000020980835,6.099999904632568,5.929999828338623,6.090000152587891,1446900.0,,,,,
2024-06-05,6.150000095367432,6.235000133514404,5.900000095367432,6.050000190734863,1369400.0,,,,,
2024-06-06,6.130000114440918,6.175000190734863,5.965000152587891,6.070000171661377,823500.0,,,,,
2024-06-07,6.059999942779541,6.198999881744385,5.980000019073486,6.0,639700.0,,,,,
2024-06-10,5.809999942779541,6.039999961853027,5.795000076293945,6.039999961853027,1135300.0,,,,,
2024-06-11,5.690000057220459,5.78000020980835,5.519999980926514,5.75,1302100.0,,,,,
2024-06-12,5.809999942779541,5.954999923706055,5.760000228881836,5.760000228881836,941100.0,,,,,
2024-06-13,5.760000228881836,5.820000171661377,5.650000095367432,5.820000171661377,586600.0,,,,,
2024-06-14,5.619999885559082,5.769999980926514,5.590000152587891,5.699999809265137,850900.0,,,,,
2024-06-17,5.679999828338623,5.75,5.5,5.590000152587891,1179800.0,,,,,
2024-06-18,5.570000171661377,5.699999809265137,5.519999980926514,5.670000076293945,954600.0,,,,,
2024-06-20,5.329999923706055,5.539999961853027,5.309999942779541,5.5,1847500.0,,,,,
2024-06-21,5.21999979019165,5.360000133514404,5.159999847412109,5.329999923706055,2048000.0,,,,,
2024-06-24,5.440000057220459,5.519999980926514,5.21999979019165,5.21999979019165,1210700.0,,,,,
2024-06-25,5.5,5.53000020980835,5.369999885559082,5.420000076293945,1008900.0,,,,,
2024-06-26,5.579999923706055,5.599999904632568,5.400000095367432,5.420000076293945,769200.0,,,,,
2024-06-27,5.730000019073486,5.855000019073486,5.539999961853027,5.670000076293945,2292800.0,,,,,
2024-06-28,5.550000190734863,5.829999923706055,5.534999847412109,5.829999923706055,1345800.0,,,,,
2024-07-01,5.760000228881836,5.764999866485596,5.519999980926514,5.550000190734863,736400.0,,,,,
2024-07-02,5.679999828338623,5.760000228881836,5.460000038146973,5.75,759300.0,,,,,
2024-07-03,5.75,5.849999904632568,5.619999885559082,5.679999828338623,489900.0,,,,,
2024-07-05,5.579999923706055,5.715000152587891,5.510000228881836,5.679999828338623,657500.0,,,,,
2024-07-08,5.710000038146973,5.760000228881836,5.480000019073486,5.570000171661377,640600.0,,,,,
2024-07-09,5.619999885559082,5.730000019073486,5.610000133514404,5.679999828338623,467000.0,,,,,
2024-07-10,5.630000114440918,5.739999771118164,5.599999904632568,5.739999771118164,678900.0,,,,,
2024-07-11,5.559999942779541,5.75,5.514999866485596,5.699999809265137,696100.0,,,,,
2024-07-12,5.940000057220459,5.940000057220459,5.610000133514404,5.619999885559082,1450100.0,,,,,
2024-07-15,7.170000076293945,7.599999904632568,6.059999942779541,6.710000038146973,17628500.0,,,,,
2024-07-16,7.110000133514404,7.210000038146973,6.619999885559082,7.079999923706055,3720300.0,,,,,
2024-07-17,6.965000152587891,7.110000133514404,6.699999809265137,6.889999866485596,2003200.0,,,,,
2024-07-18,6.71999979019165,7.579999923706055,6.579999923706055,6.949999809265137,3552100.0,,,,,
2024-07-19,6.489999771118164,6.699999809265137,6.360000133514404,6.670000076293945,1526500.0,,,,,
2024-07-22,6.949999809265137,6.949999809265137,6.480000019073486,6.519999980926514,1445400.0,,,,,
2024-07-23,6.864999771118164,6.96999979019165,6.684999942779541,6.909999847412109,980000.0,,,,,
2024-07-24,6.360000133514404,6.789999961853027,6.160999774932861,6.739999771118164,1746200.0,,,,,
2024-07-25,6.579999923706055,6.639999866485596,6.320000171661377,6.320000171661377,867600.0,,,,,
2024-07-26,6.75,6.789999961853027,6.519999980926514,6.639999866485596,898600.0,,,,,
2024-07-29,6.369999885559082,6.769999980926514,6.239999771118164,6.730000019073486,1070000.0,,,,,
2024-07-30,6.199999809265137,6.400000095367432,6.130000114440918,6.360000133514404,743600.0,,,,,
2024-07-31,6.320000171661377,6.380000114440918,6.119999885559082,6.230000019073486,912500.0,,,,,
2024-08-01,6.150000095367432,6.389999866485596,6.010000228881836,6.389999866485596,821200.0,,,,,
2024-08-02,6.019999980926514,6.139999866485596,5.840000152587891,5.949999809265137,1115900.0,,,,,
2024-08-05,5.909999847412109,5.994999885559082,5.480000019073486,5.510000228881836,1412300.0,,,,,
2024-08-06,5.829999923706055,5.945000171661377,5.670000076293945,5.940000057220459,1037800.0,,,,,
2024-08-07,5.539999961853027,5.974999904632568,5.539999961853027,5.889999866485596,903000.0,,,,,
2024-08-08,5.809999942779541,5.849999904632568,5.539999961853027,5.590000152587891,765100.0,,,,,
2024-08-09,5.849999904632568,5.949999809265137,5.704999923706055,5.949999809265137,774600.0,,,,,
2024-08-12,5.75,5.945000171661377,5.559999942779541,5.860000133514404,2285300.0,,,,,
2024-08-13,6.059999942779541,6.15500020980835,5.590000152587891,6.0,2092200.0,,,,,
2024-08-14,6.050000190734863,6.210000038146973,5.835000038146973,6.119999885559082,1487500.0,,,,,
2024-08-15,6.289999961853027,6.369999885559082,6.099999904632568,6.099999904632568,1031500.0,,,,,
2024-08-16,6.300000190734863,6.449999809265137,6.250999927520752,6.380000114440918,752700.0,,,,,
2024-08-19,6.409999847412109,6.460000038146973,6.25,6.260000228881836,658300.0,,,,,
2024-08-20,6.170000076293945,6.46999979019165,6.130000114440918,6.400000095367432,635200.0,,,,,
2024-08-21,6.289999961853027,6.355000019073486,6.119999885559082,6.159999847412109,614300.0,,,,,
2024-08-22,6.119999885559082,6.28000020980835,6.110000133514404,6.28000020980835,429400.0,,,,,
2024-08-23,5.929999828338623,6.349999904632568,5.920000076293945,6.119999885559082,1397700.0,,,,,
2024-08-26,5.989999771118164,6.039999961853027,5.919000148773193,5.960000038146973,585900.0,,,,,
2024-08-27,5.96999979019165,6.03000020980835,5.883999824523926,5.920000076293945,416600.0,,,,,
2024-08-28,5.840000152587891,5.994999885559082,5.820000171661377,5.949999809265137,491300.0,,,,,
2024-08-29,5.579999923706055,5.929999828338623,5.565000057220459,5.880000114440918,1178100.0,,,,,
2024-08-30,5.75,5.809999942779541,5.550000190734863,5.625,864800.0,,,,,
2024-09-03,5.489999771118164,5.723999977111816,5.460000038146973,5.650000095367432,797500.0,,,,,
2024-09-04,5.550000190734863,5.679999828338623,5.429999828338623,5.460000038146973,587600.0,,,,,
2024-09-05,5.590000152587891,5.670000076293945,5.534999847412109,5.550000190734863,459300.0,,,,,
2024-09-06,5.079999923706055,5.630000114440918,5.070000171661377,5.630000114440918,1272800.0,,,,,
2024-09-09,5.119999885559082,5.190000057220459,5.059999942779541,5.079999923706055,706900.0,,,,,
2024-09-10,5.409999847412109,5.454999923706055,5.150000095367432,5.150000095367432,983400.0,,,,,
2024-09-11,5.190000057220459,5.340000152587891,4.920000076293945,5.300000190734863,1371900.0,,,,,
2024-09-12,5.460000038146973,5.525000095367432,5.184999942779541,5.199999809265137,695500.0,,,,,
2024-09-13,5.710000038146973,5.764999866485596,5.489999771118164,5.5,1053100.0,,,,,
2024-09-16,5.650000095367432,5.679999828338623,5.53000020980835,5.630000114440918,606500.0,,,,,
