Date,Close,High,Low,Open,Volume,"('Close', 'COO')","('High', 'COO')","('Low', 'COO')","('Open', 'COO')","('Volume', 'COO')"
2024-06-03,94.72000122070312,95.2300033569336,92.3000030517578,94.33000183105467,1675300.0,,,,,
2024-06-04,94.55999755859376,95.55999755859376,92.9000015258789,94.61000061035156,1269300.0,,,,,
2024-06-05,94.2300033569336,94.9499969482422,93.2699966430664,94.9499969482422,1060200.0,,,,,
2024-06-06,95.25,95.9499969482422,93.25,93.8000030517578,1003700.0,,,,,
2024-06-07,94.37999725341795,95.48999786376952,94.29000091552734,94.7699966430664,759100.0,,,,,
2024-06-10,95.08000183105467,95.0999984741211,92.63999938964844,93.61000061035156,2409400.0,,,,,
2024-06-11,93.7699966430664,94.62000274658205,93.23999786376952,94.52999877929688,921300.0,,,,,
2024-06-12,94.80999755859376,96.08999633789062,93.8000030517578,94.61000061035156,1061400.0,,,,,
2024-06-13,94.1999969482422,95.0,93.01000213623048,94.7300033569336,680100.0,,,,,
2024-06-14,93.47000122070312,93.73999786376952,92.7699966430664,93.5999984741211,668900.0,,,,,
2024-06-17,92.45999908447266,93.02999877929688,91.76000213623048,92.72000122070312,789400.0,,,,,
2024-06-18,91.66000366210938,93.16999816894533,91.4499969482422,92.19000244140624,900000.0,,,,,
2024-06-20,91.7300033569336,92.33999633789062,90.48999786376952,91.36000061035156,1358800.0,,,,,
2024-06-21,91.51000213623048,92.5500030517578,91.08000183105467,91.77999877929688,1344900.0,,,,,
2024-06-24,89.80999755859375,92.13999938964844,89.6500015258789,92.13999938964844,1725100.0,,,,,
2024-06-25,89.20999908447266,90.2699966430664,88.2699966430664,89.94999694824219,1690000.0,,,,,
2024-06-26,87.95999908447266,89.13999938964844,87.77999877929688,88.52999877929688,1250400.0,,,,,
2024-06-27,87.62000274658203,88.22000122070312,86.86000061035156,88.0,1529900.0,,,,,
2024-06-28,87.30000305175781,88.66999816894531,86.69999694824219,87.68000030517578,1966400.0,,,,,
2024-07-01,86.38999938964844,88.11000061035156,85.80999755859375,87.30000305175781,1013100.0,,,,,
2024-07-02,86.51000213623047,87.05000305175781,85.63999938964844,85.75,686300.0,,,,,
2024-07-03,85.51000213623047,86.69000244140625,85.0199966430664,86.31999969482422,612100.0,,,,,
2024-07-05,85.9000015258789,85.95999908447266,84.76000213623047,85.86000061035156,968400.0,,,,,
2024-07-08,85.6500015258789,87.05000305175781,85.41000366210938,86.11000061035156,1117300.0,,,,,
2024-07-09,85.68000030517578,86.25,85.0,85.9800033569336,1293400.0,,,,,
2024-07-10,85.55000305175781,86.52999877929688,84.79000091552734,85.97000122070312,1067200.0,,,,,
2024-07-11,88.58000183105469,89.55000305175781,86.4800033569336,86.55000305175781,2861300.0,,,,,
2024-07-12,90.80999755859376,91.5999984741211,88.6500015258789,88.81999969482422,1609500.0,,,,,
2024-07-15,88.66999816894531,90.7699966430664,88.37000274658203,90.16999816894533,1296500.0,,,,,
2024-07-16,90.13999938964844,91.98999786376952,88.11000061035156,91.98999786376952,1936300.0,,,,,
2024-07-17,90.95999908447266,94.02999877929688,87.7699966430664,88.0,1665200.0,,,,,
2024-07-18,91.31999969482422,92.80999755859376,90.16000366210938,90.16000366210938,1463800.0,,,,,
2024-07-19,90.75,92.01000213623048,89.6500015258789,91.8000030517578,744800.0,,,,,
2024-07-22,91.47000122070312,91.80999755859376,90.05000305175781,91.54000091552734,590700.0,,,,,
2024-07-23,90.66999816894533,91.98999786376952,90.31999969482422,91.4499969482422,1630000.0,,,,,
2024-07-24,91.98999786376952,93.2699966430664,90.38999938964844,90.98999786376952,1071500.0,,,,,
