Date,Close,High,Low,Open,Volume,"('Close', 'NUKK')","('High', 'NUKK')","('Low', 'NUKK')","('Open', 'NUKK')","('Volume', 'NUKK')"
2024-06-03,5.863999843597412,6.216000080108643,4.823999881744385,6.159999847412109,67075.0,,,,,
2024-06-04,5.823999881744385,6.0,5.679999828338623,5.872000217437744,17088.0,,,,,
2024-06-05,6.696000099182129,6.776000022888184,5.599999904632568,6.239999771118164,42613.0,,,,,
2024-06-06,6.76800012588501,7.28000020980835,6.400000095367432,6.800000190734863,37875.0,,,,,
2024-06-07,6.4720001220703125,6.800000190734863,6.248000144958496,6.800000190734863,15863.0,,,,,
2024-06-10,6.504000186920166,7.119999885559082,6.400000095367432,6.480000019073486,17900.0,,,,,
2024-06-11,6.728000164031982,6.800000190734863,6.311999797821045,6.495999813079834,5213.0,,,,,
2024-06-12,6.679999828338623,6.808000087738037,6.400000095367432,6.599999904632568,15125.0,,,,,
2024-06-13,6.728000164031982,6.880000114440918,6.432000160217285,6.48799991607666,18313.0,,,,,
2024-06-14,6.800000190734863,7.199999809265137,6.599999904632568,6.800000190734863,7863.0,,,,,
2024-06-17,5.599999904632568,8.239999771118164,4.888000011444092,7.567999839782715,472125.0,,,,,
2024-06-18,4.872000217437744,5.119999885559082,4.119999885559082,4.656000137329102,74100.0,,,,,
2024-06-20,5.159999847412109,5.800000190734863,4.599999904632568,4.71999979019165,36700.0,,,,,
2024-06-21,5.616000175476074,5.616000175476074,4.8480000495910645,5.119999885559082,18513.0,,,,,
2024-06-24,4.51200008392334,5.559999942779541,4.495999813079834,5.447999954223633,39138.0,,,,,
2024-06-25,4.28000020980835,4.696000099182129,4.159999847412109,4.584000110626221,24213.0,,,,,
2024-06-26,3.815999984741211,4.400000095367432,3.6640000343322754,4.239999771118164,34800.0,,,,,
2024-06-27,2.8320000171661377,3.703999996185303,2.559999942779541,3.703999996185303,68338.0,,,,,
2024-06-28,3.1040000915527344,3.2799999713897705,2.880000114440918,2.9600000381469727,34975.0,,,,,
2024-07-01,3.3919999599456787,3.615999937057495,2.407999992370605,3.615999937057495,1943325.0,,,,,
2024-07-02,3.4719998836517334,3.759999990463257,2.9600000381469727,3.0239999294281006,198588.0,,,,,
2024-07-03,3.2160000801086426,3.359999895095825,3.039999961853028,3.359999895095825,23575.0,,,,,
2024-07-05,3.200000047683716,3.4159998893737797,3.191999912261963,3.2160000801086426,43988.0,,,,,
2024-07-08,3.263999938964844,3.2960000038146973,3.039999961853028,3.2799999713897705,38613.0,,,,,
2024-07-09,3.0480000972747803,3.359999895095825,2.9600000381469727,3.263999938964844,39300.0,,,,,
2024-07-10,2.95199990272522,3.1679999828338623,2.9040000438690186,3.039999961853028,11538.0,,,,,
2024-07-11,2.9119999408721924,3.1040000915527344,2.9119999408721924,3.1040000915527344,10038.0,,,,,
2024-07-12,2.9600000381469727,3.039999961853028,2.799999952316284,2.880000114440918,10988.0,,,,,
2024-07-15,2.944000005722046,3.039999961853028,2.8399999141693115,2.944000005722046,12563.0,,,,,
2024-07-16,2.7920000553131104,2.8320000171661377,2.5920000076293945,2.799999952316284,32275.0,,,,,
2024-07-17,2.687999963760376,2.759999990463257,2.5920000076293945,2.640000104904175,31063.0,,,,,
2024-07-18,2.5999999046325684,2.720000028610229,2.5999999046325684,2.631999969482422,11050.0,,,,,
2024-07-19,2.559999942779541,2.720000028610229,2.48799991607666,2.640000104904175,18188.0,,,,,
2024-07-22,3.983999967575073,4.400000095367432,2.799999952316284,3.039999961853028,3274375.0,,,,,
2024-07-23,2.880000114440918,3.839999914169312,2.880000114440918,3.48799991607666,458638.0,,,,,
2024-07-24,2.400000095367432,2.927999973297119,2.111999988555908,2.927999973297119,210488.0,,,,,
2024-07-25,2.319999933242798,2.559999942779541,2.247999906539917,2.5360000133514404,65438.0,,,,,
2024-07-26,2.4800000190734863,2.575999975204468,2.25600004196167,2.4800000190734863,69350.0,,,,,
2024-07-29,2.319999933242798,2.631999969482422,2.319999933242798,2.51200008392334,38900.0,,,,,
2024-07-30,2.191999912261963,2.503999948501587,2.1679999828338623,2.368000030517578,31838.0,,,,,
2024-07-31,2.5439999103546143,2.575999975204468,2.191999912261963,2.240000009536743,56738.0,,,,,
2024-08-01,2.640000104904175,2.799999952316284,2.375999927520752,2.46399998664856,47388.0,,,,,
2024-08-02,3.440000057220459,3.920000076293945,2.088000059127808,2.568000078201294,484588.0,,,,,
2024-08-05,2.888000011444092,3.319999933242798,2.48799991607666,2.640000104904175,76275.0,,,,,
2024-08-06,2.319999933242798,2.880000114440918,2.247999906539917,2.880000114440918,57913.0,,,,,
2024-08-07,2.2239999771118164,2.407999992370605,2.2239999771118164,2.400000095367432,23725.0,,,,,
2024-08-08,2.312000036239624,2.400000095367432,2.247999906539917,2.312000036239624,32650.0,,,,,
2024-08-09,2.359999895095825,2.400000095367432,2.2160000801086426,2.319999933242798,13788.0,,,,,
2024-08-12,2.680000066757202,2.720000028610229,2.263999938964844,2.4560000896453857,22238.0,,,,,
2024-08-13,2.7039999961853027,2.983999967575073,2.48799991607666,2.640000104904175,26363.0,,,,,
2024-08-14,2.575999975204468,2.7920000553131104,2.503999948501587,2.624000072479248,13400.0,,,,,
2024-08-15,2.503999948501587,2.624000072479248,2.496000051498413,2.5199999809265137,29213.0,,,,,
2024-08-16,2.568000078201294,2.799999952316284,2.496000051498413,2.496000051498413,22988.0,,,,,
2024-08-19,2.568000078201294,2.799999952316284,2.503999948501587,2.51200008392334,9750.0,,,,,
2024-08-20,2.640000104904175,2.711999893188477,2.568000078201294,2.640000104904175,8663.0,,,,,
2024-08-21,2.351999998092652,2.871999979019165,2.2239999771118164,2.5840001106262207,100613.0,,,,,
2024-08-22,2.3919999599456787,2.559999942779541,2.240000009536743,2.328000068664551,40650.0,,,,,
2024-08-23,2.680000066757202,2.864000082015991,2.328000068664551,2.407999992370605,110838.0,,,,,
2024-08-26,2.640000104904175,2.736000061035156,2.496000051498413,2.736000061035156,30063.0,,,,,
2024-08-27,2.559999942779541,2.720000028610229,2.5280001163482666,2.720000028610229,17625.0,,,,,
2024-08-28,2.368000030517578,2.559999942779541,2.359999895095825,2.559999942779541,16613.0,,,,,
