Date,Close,High,Low,Open,Volume,"('Close', 'BKKT')","('High', 'BKKT')","('Low', 'BKKT')","('Open', 'BKKT')","('Volume', 'BKKT')"
2024-06-03,17.030000686645508,18.8799991607666,17.030000686645508,17.75,308500.0,,,,,
2024-06-04,16.420000076293945,17.059999465942383,16.059999465942383,17.059999465942383,157300.0,,,,,
2024-06-05,19.270000457763672,19.530000686645508,16.700000762939453,16.979999542236328,353300.0,,,,,
2024-06-06,19.5,21.239999771118164,18.86000061035156,19.450000762939453,331600.0,,,,,
2024-06-07,19.040000915527344,24.738000869750977,17.520000457763672,19.059999465942383,721200.0,,,,,
2024-06-10,19.350000381469727,20.950000762939453,18.51000022888184,18.76000022888184,239700.0,,,,,
2024-06-11,20.290000915527344,20.46999931335449,17.799999237060547,18.959999084472656,222000.0,,,,,
2024-06-12,20.0,21.690000534057617,19.6299991607666,20.57999992370605,284300.0,,,,,
2024-06-13,18.75,20.84000015258789,17.81999969482422,19.93000030517578,306100.0,,,,,
2024-06-14,18.65999984741211,19.950000762939453,18.520000457763672,18.90999984741211,225900.0,,,,,
2024-06-17,17.270000457763672,18.559999465942383,16.520000457763672,18.520000457763672,231000.0,,,,,
2024-06-18,16.5,17.474000930786133,16.104999542236328,17.010000228881836,199800.0,,,,,
2024-06-20,16.760000228881836,17.45199966430664,15.520000457763672,16.5,237000.0,,,,,
2024-06-21,15.0,17.399999618530273,15.0,16.520000457763672,459100.0,,,,,
2024-06-24,16.600000381469727,17.25,14.80500030517578,15.119999885559082,249500.0,,,,,
2024-06-25,17.3700008392334,17.8700008392334,16.134000778198242,16.329999923706055,218900.0,,,,,
2024-06-26,18.709999084472656,20.51000022888184,16.809999465942383,16.90999984741211,442500.0,,,,,
2024-06-27,20.709999084472656,20.92300033569336,18.729999542236328,18.729999542236328,460600.0,,,,,
2024-06-28,18.920000076293945,21.0,18.920000076293945,21.0,544700.0,,,,,
2024-07-01,18.8700008392334,19.88999938964844,18.75,19.229999542236328,140600.0,,,,,
2024-07-02,18.030000686645508,19.01000022888184,17.642000198364258,19.0,193300.0,,,,,
2024-07-03,17.790000915527344,18.19700050354004,17.389999389648438,17.860000610351562,69000.0,,,,,
2024-07-05,17.760000228881836,18.170000076293945,16.799999237060547,16.969999313354492,156000.0,,,,,
2024-07-08,17.799999237060547,18.40999984741211,17.25,17.670000076293945,131200.0,,,,,
2024-07-09,16.56999969482422,17.850000381469727,16.3700008392334,17.709999084472656,196700.0,,,,,
2024-07-10,17.1299991607666,17.469999313354492,16.354000091552734,16.530000686645508,113800.0,,,,,
2024-07-11,18.63999938964844,18.959999084472656,17.510000228881836,17.600000381469727,164400.0,,,,,
2024-07-12,18.920000076293945,19.38999938964844,17.989999771118164,18.56999969482422,101900.0,,,,,
2024-07-15,21.790000915527344,21.920000076293945,18.920000076293945,19.36000061035156,292400.0,,,,,
2024-07-16,22.799999237060547,23.59000015258789,21.3700008392334,21.5,297300.0,,,,,
2024-07-17,20.899999618530277,23.0,20.200000762939453,21.649999618530277,247900.0,,,,,
2024-07-18,19.09000015258789,21.020000457763672,18.76300048828125,20.90999984741211,170800.0,,,,,
2024-07-19,20.71999931335449,21.030000686645508,18.847000122070312,18.88999938964844,185300.0,,,,,
2024-07-22,20.200000762939453,22.07999992370605,19.040000915527344,21.790000915527344,289600.0,,,,,
2024-07-23,19.020000457763672,20.049999237060547,18.899999618530277,19.540000915527344,197000.0,,,,,
2024-07-24,18.290000915527344,19.68000030517578,17.93000030517578,19.350000381469727,131800.0,,,,,
2024-07-25,18.0,18.700000762939453,17.606000900268555,18.049999237060547,93400.0,,,,,
2024-07-26,18.07999992370605,18.649999618530277,17.576000213623047,18.649999618530277,104400.0,,,,,
2024-07-29,17.309999465942383,19.3799991607666,16.950000762939453,19.3799991607666,180500.0,,,,,
2024-07-30,16.6299991607666,17.489999771118164,16.520000457763672,17.450000762939453,84000.0,,,,,
2024-07-31,17.200000762939453,17.969999313354492,16.8700008392334,16.8700008392334,102100.0,,,,,
2024-08-01,15.920000076293944,17.200000762939453,15.760000228881836,17.200000762939453,163900.0,,,,,
2024-08-02,15.390000343322754,15.654999732971191,14.630000114440918,15.15999984741211,125100.0,,,,,
2024-08-05,14.15999984741211,14.96500015258789,12.84000015258789,13.18000030517578,138200.0,,,,,
2024-08-06,14.850000381469728,15.390000343322754,14.130000114440918,14.5,60900.0,,,,,
2024-08-07,13.710000038146973,15.329999923706056,13.630000114440918,15.300000190734863,113600.0,,,,,
2024-08-08,15.510000228881836,15.6899995803833,14.300000190734863,14.300000190734863,92100.0,,,,,
2024-08-09,15.899999618530272,16.049999237060547,15.154999732971191,15.770000457763672,102000.0,,,,,
2024-08-12,15.210000038146973,15.869999885559082,14.800000190734863,15.670000076293944,68100.0,,,,,
2024-08-13,15.279999732971191,15.800000190734863,15.0,15.15999984741211,74800.0,,,,,
2024-08-14,12.130000114440918,15.510000228881836,11.729999542236328,15.279999732971191,340300.0,,,,,
2024-08-15,13.630000114440918,14.239999771118164,12.40999984741211,12.40999984741211,193600.0,,,,,
2024-08-16,13.789999961853027,14.34000015258789,13.40999984741211,13.630000114440918,96100.0,,,,,
2024-08-19,13.789999961853027,14.439000129699709,13.470000267028809,13.779999732971191,78400.0,,,,,
