Date,Close,High,Low,Open,Volume,"('Close', 'BIRK')","('High', 'BIRK')","('Low', 'BIRK')","('Open', 'BIRK')","('Volume', 'BIRK')"
2024-06-03,58.72999954223633,58.84999847412109,56.369998931884766,57.0,1480900.0,,,,,
2024-06-04,58.02000045776367,59.47999954223633,57.380001068115234,58.08000183105469,595400.0,,,,,
2024-06-05,59.290000915527344,59.400001525878906,57.91999816894531,58.22999954223633,600700.0,,,,,
2024-06-06,58.59000015258789,59.77000045776367,58.41999816894531,59.72999954223633,552100.0,,,,,
2024-06-07,57.880001068115234,58.70000076293945,57.540000915527344,58.59999847412109,717400.0,,,,,
2024-06-10,58.77000045776367,58.90999984741211,57.560001373291016,57.88999938964844,843900.0,,,,,
2024-06-11,59.13999938964844,59.71500015258789,58.49300003051758,58.810001373291016,881200.0,,,,,
2024-06-12,58.790000915527344,60.59999847412109,58.43999862670898,58.68999862670898,1167800.0,,,,,
2024-06-13,59.95000076293945,60.38999938964844,59.34000015258789,60.0,965600.0,,,,,
2024-06-14,59.66999816894531,61.03900146484375,58.97999954223633,59.22999954223633,818400.0,,,,,
2024-06-17,60.09999847412109,61.11000061035156,59.165000915527344,59.54999923706055,748000.0,,,,,
2024-06-18,60.11000061035156,60.400001525878906,58.90999984741211,60.119998931884766,899400.0,,,,,
2024-06-20,61.13999938964844,61.83000183105469,59.97999954223633,60.20000076293945,1057800.0,,,,,
2024-06-21,61.470001220703125,61.52999877929688,59.7599983215332,61.04999923706055,1071300.0,,,,,
2024-06-24,59.77999877929688,61.400001525878906,59.47999954223633,61.2599983215332,1062000.0,,,,,
2024-06-25,57.369998931884766,58.400001525878906,55.91999816894531,56.84999847412109,1533900.0,,,,,
2024-06-26,54.61000061035156,57.900001525878906,54.290000915527344,57.56999969482422,1880500.0,,,,,
2024-06-27,54.29999923706055,54.880001068115234,53.70000076293945,54.0,5137500.0,,,,,
2024-06-28,54.40999984741211,54.61000061035156,53.68000030517578,54.29999923706055,2283200.0,,,,,
2024-07-01,55.369998931884766,56.70000076293945,54.560001373291016,56.650001525878906,4090600.0,,,,,
2024-07-02,55.459999084472656,55.755001068115234,54.560001373291016,55.36000061035156,1438600.0,,,,,
2024-07-03,56.5,56.70000076293945,55.47499847412109,56.2599983215332,950500.0,,,,,
