Date,Close,High,Low,Open,Volume,"('Close', 'PLUG')","('High', 'PLUG')","('Low', 'PLUG')","('Open', 'PLUG')","('Volume', 'PLUG')"
2024-06-03,3.450000047683716,3.549999952316284,3.4100000858306885,3.470000028610229,33604600.0,,,,,
2024-06-04,3.220000028610229,3.369999885559082,3.2100000381469727,3.359999895095825,26367800.0,,,,,
2024-06-05,3.009999990463257,3.2699999809265137,2.9100000858306885,3.259999990463257,59261400.0,,,,,
2024-06-06,3.0,3.059999942779541,2.9100000858306885,2.950000047683716,24909900.0,,,,,
2024-06-07,2.900000095367432,3.0899999141693115,2.859999895095825,2.9200000762939453,33149900.0,,,,,
2024-06-10,2.970000028610229,3.039999961853028,2.8499999046325684,2.859999895095825,22185200.0,,,,,
2024-06-11,2.9200000762939453,2.990000009536743,2.8499999046325684,2.950000047683716,18539600.0,,,,,
2024-06-12,2.9200000762939453,3.1700000762939453,2.880000114440918,3.049999952316284,35234100.0,,,,,
2024-06-13,2.8399999141693115,2.9600000381469727,2.7799999713897705,2.9600000381469727,22114000.0,,,,,
2024-06-14,2.700000047683716,2.8399999141693115,2.690000057220459,2.819999933242798,20849500.0,,,,,
2024-06-17,2.720000028610229,2.75,2.630000114440918,2.7100000381469727,18786300.0,,,,,
2024-06-18,2.640000104904175,2.720000028610229,2.619999885559082,2.7100000381469727,22252500.0,,,,,
2024-06-20,2.539999961853028,2.6600000858306885,2.5199999809265137,2.650000095367432,24709400.0,,,,,
2024-06-21,2.4100000858306885,2.559999942779541,2.400000095367432,2.549999952316284,44276000.0,,,,,
2024-06-24,2.450000047683716,2.470000028610229,2.3299999237060547,2.430000066757202,25994900.0,,,,,
2024-06-25,2.359999895095825,2.5299999713897705,2.3499999046325684,2.5,33328100.0,,,,,
2024-06-26,2.450000047683716,2.4600000381469727,2.3499999046325684,2.369999885559082,21131900.0,,,,,
2024-06-27,2.4600000381469727,2.509999990463257,2.4100000858306885,2.4800000190734863,27291500.0,,,,,
2024-06-28,2.3299999237060547,2.630000114440918,2.309999942779541,2.5899999141693115,121643400.0,,,,,
2024-07-01,2.2799999713897705,2.400000095367432,2.259999990463257,2.3499999046325684,30377100.0,,,,,
2024-07-02,2.2699999809265137,2.3499999046325684,2.2100000381469727,2.309999942779541,29355800.0,,,,,
2024-07-03,2.470000028610229,2.5299999713897705,2.289999961853028,2.299999952316284,41364700.0,,,,,
2024-07-05,2.5899999141693115,2.619999885559082,2.430000066757202,2.470000028610229,29380900.0,,,,,
2024-07-08,2.640000104904175,2.7100000381469727,2.549999952316284,2.630000114440918,25754700.0,,,,,
2024-07-09,2.569999933242798,2.6700000762939453,2.509999990463257,2.650000095367432,24241700.0,,,,,
2024-07-10,2.690000057220459,2.720000028610229,2.549999952316284,2.5999999046325684,30404600.0,,,,,
2024-07-11,2.930000066757202,2.950000047683716,2.759999990463257,2.799999952316284,43274000.0,,,,,
2024-07-12,3.069999933242798,3.140000104904175,2.970000028610229,3.049999952316284,46309400.0,,,,,
2024-07-15,3.2100000381469727,3.2300000190734863,2.8299999237060547,2.9800000190734863,60545200.0,,,,,
2024-07-16,3.3399999141693115,3.3399999141693115,3.0799999237060547,3.2100000381469727,50762000.0,,,,,
2024-07-17,3.059999942779541,3.3399999141693115,3.0,3.200000047683716,42473500.0,,,,,
2024-07-18,2.9200000762939453,3.2300000190734863,2.9100000858306885,3.0999999046325684,36925100.0,,,,,
2024-07-19,2.5199999809265137,2.5799999237060547,2.4100000858306885,2.470000028610229,88107900.0,,,,,
2024-07-22,2.5,2.609999895095825,2.430000066757202,2.5999999046325684,35865000.0,,,,,
2024-07-23,2.490000009536743,2.5299999713897705,2.450000047683716,2.490000009536743,33077300.0,,,,,
2024-07-24,2.430000066757202,2.569999933242798,2.4100000858306885,2.4800000190734863,39119000.0,,,,,
2024-07-25,2.3299999237060547,2.470000028610229,2.309999942779541,2.4100000858306885,41937800.0,,,,,
2024-07-26,2.490000009536743,2.5299999713897705,2.369999885559082,2.380000114440918,45257500.0,,,,,
2024-07-29,2.400000095367432,2.509999990463257,2.319999933242798,2.509999990463257,42070700.0,,,,,
2024-07-30,2.400000095367432,2.470000028610229,2.2699999809265137,2.359999895095825,50536500.0,,,,,
2024-07-31,2.470000028610229,2.559999942779541,2.380000114440918,2.4100000858306885,44792500.0,,,,,
2024-08-01,2.319999933242798,2.5299999713897705,2.299999952316284,2.470000028610229,39021800.0,,,,,
2024-08-02,2.1600000858306885,2.2699999809265137,2.140000104904175,2.2699999809265137,47455100.0,,,,,
2024-08-05,2.2100000381469727,2.25,1.950000047683716,1.9700000286102293,45748800.0,,,,,
2024-08-06,2.150000095367432,2.25,2.0999999046325684,2.25,37584900.0,,,,,
2024-08-07,2.0799999237060547,2.289999961853028,2.0799999237060547,2.180000066757202,45314900.0,,,,,
2024-08-08,2.0799999237060547,2.130000114440918,1.9299999475479128,1.9800000190734863,55773900.0,,,,,
2024-08-09,1.9700000286102293,2.069999933242798,1.950000047683716,2.059999942779541,37094800.0,,,,,
2024-08-12,1.950000047683716,2.009999990463257,1.909999966621399,2.0,21639700.0,,,,,
2024-08-13,2.140000104904175,2.190000057220459,1.950000047683716,1.9800000190734863,43069800.0,,,,,
2024-08-14,2.0199999809265137,2.190000057220459,2.0,2.150000095367432,35029800.0,,,,,
2024-08-15,2.119999885559082,2.150000095367432,2.0299999713897705,2.069999933242798,35892400.0,,,,,
2024-08-16,2.2100000381469727,2.259999990463257,2.0999999046325684,2.109999895095825,29196500.0,,,,,
2024-08-19,2.289999961853028,2.3499999046325684,2.220000028610229,2.2300000190734863,37586300.0,,,,,
2024-08-20,2.130000114440918,2.289999961853028,2.119999885559082,2.240000009536743,29602500.0,,,,,
2024-08-21,2.200000047683716,2.2100000381469727,2.119999885559082,2.130000114440918,33121200.0,,,,,
2024-08-22,2.119999885559082,2.2300000190734863,2.119999885559082,2.200000047683716,25435300.0,,,,,
2024-08-23,2.200000047683716,2.25,2.130000114440918,2.130000114440918,32745600.0,,,,,
2024-08-26,2.150000095367432,2.259999990463257,2.140000104904175,2.2300000190734863,25624000.0,,,,,
2024-08-27,2.069999933242798,2.130000114440918,2.049999952316284,2.119999885559082,23334300.0,,,,,
2024-08-28,1.940000057220459,2.069999933242798,1.919999957084656,2.049999952316284,30535800.0,,,,,
2024-08-29,1.940000057220459,2.0199999809265137,1.909999966621399,1.9700000286102293,27638900.0,,,,,
2024-08-30,1.8799999952316284,1.9900000095367432,1.8600000143051147,1.9600000381469729,33607600.0,,,,,
2024-09-03,1.75,1.870000004768372,1.7300000190734863,1.870000004768372,34861400.0,,,,,
2024-09-04,1.7400000095367432,1.7999999523162842,1.7100000381469729,1.7400000095367432,23103900.0,,,,,
2024-09-05,1.7100000381469729,1.7799999713897705,1.7100000381469729,1.7699999809265137,23923100.0,,,,,
2024-09-06,1.6100000143051147,1.7300000190734863,1.600000023841858,1.7200000286102295,29529200.0,,,,,
2024-09-09,1.7100000381469729,1.7799999713897705,1.6100000143051147,1.6299999952316284,30951800.0,,,,,
2024-09-10,1.8799999952316284,1.899999976158142,1.6399999856948853,1.7300000190734863,37955900.0,,,,,
2024-09-11,1.940000057220459,2.0,1.809999942779541,1.919999957084656,42445800.0,,,,,
2024-09-12,1.940000057220459,1.9700000286102293,1.8899999856948853,1.9299999475479128,30146800.0,,,,,
2024-09-13,1.9600000381469729,2.0299999713897705,1.9299999475479128,1.950000047683716,29941400.0,,,,,
2024-09-16,1.9700000286102293,2.0,1.8799999952316284,1.9800000190734863,25277600.0,,,,,
2024-09-17,2.0899999141693115,2.190000057220459,1.9700000286102293,1.9700000286102293,52550500.0,,,,,
2024-09-18,2.0999999046325684,2.289999961853028,2.039999961853028,2.109999895095825,67073600.0,,,,,
2024-09-19,2.059999942779541,2.259999990463257,2.0299999713897705,2.2100000381469727,47788100.0,,,,,
2024-09-20,1.940000057220459,2.039999961853028,1.870000004768372,2.0299999713897705,75841900.0,,,,,
2024-09-23,2.0,2.049999952316284,1.919999957084656,1.940000057220459,30455800.0,,,,,
2024-09-24,2.0799999237060547,2.0999999046325684,2.0,2.0199999809265137,34405700.0,,,,,
2024-09-25,1.950000047683716,2.109999895095825,1.940000057220459,2.0899999141693115,36339400.0,,,,,
2024-09-26,2.059999942779541,2.109999895095825,1.9800000190734863,1.9800000190734863,40188700.0,,,,,
2024-09-27,2.2799999713897705,2.289999961853028,2.0999999046325684,2.0999999046325684,63941800.0,,,,,
2024-09-30,2.259999990463257,2.299999952316284,2.200000047683716,2.25,42325200.0,,,,,
2024-10-01,2.059999942779541,2.259999990463257,2.039999961853028,2.25,43040500.0,,,,,
2024-10-02,2.1600000858306885,2.1700000762939453,2.009999990463257,2.069999933242798,36149800.0,,,,,
2024-10-03,2.059999942779541,2.150000095367432,2.0299999713897705,2.130000114440918,30867700.0,,,,,
2024-10-04,2.150000095367432,2.190000057220459,2.0999999046325684,2.0999999046325684,33699700.0,,,,,
2024-10-07,2.25,2.25,2.069999933242798,2.140000104904175,37879500.0,,,,,
2024-10-08,2.059999942779541,2.25,2.049999952316284,2.2100000381469727,42623800.0,,,,,
2024-10-09,2.039999961853028,2.109999895095825,2.009999990463257,2.069999933242798,35897200.0,,,,,
2024-10-10,1.9700000286102293,2.0299999713897705,1.950000047683716,2.0199999809265137,30043100.0,,,,,
2024-10-11,2.119999885559082,2.130000114440918,1.940000057220459,1.9600000381469729,35839400.0,,,,,
2024-10-14,2.0799999237060547,2.119999885559082,2.039999961853028,2.0999999046325684,25442400.0,,,,,
2024-10-15,2.059999942779541,2.130000114440918,2.0299999713897705,2.059999942779541,30860700.0,,,,,
2024-10-16,2.069999933242798,2.140000104904175,2.049999952316284,2.0999999046325684,36547100.0,,,,,
2024-10-17,2.039999961853028,2.069999933242798,2.009999990463257,2.059999942779541,30816600.0,,,,,
2024-10-18,2.240000009536743,2.25,2.039999961853028,2.039999961853028,50203300.0,,,,,
2024-10-21,2.369999885559082,2.369999885559082,2.200000047683716,2.220000028610229,52631500.0,,,,,
2024-10-22,2.220000028610229,2.4200000762939453,2.2100000381469727,2.3499999046325684,45597400.0,,,,,
2024-10-23,2.0799999237060547,2.190000057220459,2.049999952316284,2.180000066757202,48050800.0,,,,,
2024-10-24,2.130000114440918,2.180000066757202,2.059999942779541,2.0999999046325684,35856800.0,,,,,
2024-10-25,2.150000095367432,2.2699999809265137,2.119999885559082,2.140000104904175,44541400.0,,,,,
2024-10-28,2.240000009536743,2.2699999809265137,2.150000095367432,2.180000066757202,31540000.0,,,,,
2024-10-29,2.130000114440918,2.240000009536743,2.0799999237060547,2.220000028610229,40840400.0,,,,,
2024-10-30,2.009999990463257,2.140000104904175,1.9900000095367432,2.0799999237060547,54951800.0,,,,,
2024-10-31,1.9600000381469729,2.009999990463257,1.940000057220459,2.0,45145100.0,,,,,
2024-11-01,2.0899999141693115,2.190000057220459,1.9700000286102293,1.9900000095367432,51007500.0,,,,,
2024-11-04,2.509999990463257,2.539999961853028,2.0999999046325684,2.109999895095825,116576900.0,,,,,
2024-11-05,2.5199999809265137,2.619999885559082,2.369999885559082,2.400000095367432,81383000.0,,,,,
2024-11-06,1.9700000286102293,2.200000047683716,1.8799999952316284,2.109999895095825,117117100.0,,,,,
2024-11-07,2.039999961853028,2.069999933242798,1.9700000286102293,2.039999961853028,52379100.0,,,,,
2024-11-08,2.059999942779541,2.0799999237060547,1.950000047683716,2.049999952316284,64221100.0,,,,,
2024-11-11,1.9900000095367432,2.069999933242798,1.919999957084656,2.049999952316284,60558200.0,,,,,
2024-11-12,1.909999966621399,1.9800000190734863,1.7899999618530271,1.940000057220459,72014400.0,,,,,
2024-11-13,1.9700000286102293,2.0999999046325684,1.909999966621399,1.919999957084656,72590000.0,,,,,
2024-11-14,1.9700000286102293,2.069999933242798,1.8600000143051147,1.950000047683716,80781300.0,,,,,
2024-11-15,1.870000004768372,2.0199999809265137,1.850000023841858,2.0,59370800.0,,,,,
2024-11-18,1.9900000095367432,2.049999952316284,1.8200000524520876,1.8899999856948853,64327600.0,,,,,
2024-11-19,1.919999957084656,2.039999961853028,1.899999976158142,1.950000047683716,51275700.0,,,,,
2024-11-20,1.919999957084656,2.009999990463257,1.8799999952316284,1.919999957084656,64204100.0,,,,,
2024-11-21,1.8899999856948853,1.9600000381469729,1.8799999952316284,1.899999976158142,43313100.0,,,,,
2024-11-22,1.919999957084656,1.9800000190734863,1.8799999952316284,1.8899999856948853,46782700.0,,,,,
2024-11-25,2.200000047683716,2.25,1.950000047683716,1.950000047683716,106803700.0,,,,,
2024-11-26,2.069999933242798,2.2100000381469727,2.039999961853028,2.1700000762939453,45523800.0,,,,,
2024-11-27,2.130000114440918,2.299999952316284,2.0799999237060547,2.0799999237060547,54185400.0,,,,,
2024-11-29,2.240000009536743,2.2799999713897705,2.150000095367432,2.180000066757202,44108900.0,,,,,
2024-12-02,2.299999952316284,2.440000057220459,2.240000009536743,2.299999952316284,83938000.0,,,,,
2024-12-03,2.0199999809265137,2.25,2.0,2.2300000190734863,90739700.0,,,,,
2024-12-04,2.130000114440918,2.130000114440918,1.9600000381469729,2.0799999237060547,104945900.0,,,,,
