Date,Close,High,Low,Open,Volume,"('Close', 'BAK')","('High', 'BAK')","('Low', 'BAK')","('Open', 'BAK')","('Volume', 'BAK')"
2024-06-03,7.119999885559082,7.224999904632568,7.019999980926514,7.199999809265137,766700.0,,,,,
2024-06-04,7.010000228881836,7.070000171661377,6.965000152587891,7.010000228881836,898800.0,,,,,
2024-06-05,7.099999904632568,7.179999828338623,7.0,7.090000152587891,1577000.0,,,,,
2024-06-06,6.800000190734863,7.085000038146973,6.739999771118164,7.070000171661377,1013700.0,,,,,
2024-06-07,6.619999885559082,6.710000038146973,6.534999847412109,6.659999847412109,670300.0,,,,,
2024-06-10,6.670000076293945,6.800000190734863,6.579999923706055,6.579999923706055,621900.0,,,,,
2024-06-11,6.809999942779541,6.864999771118164,6.724999904632568,6.789999961853027,673800.0,,,,,
2024-06-12,6.599999904632568,6.769999980926514,6.510000228881836,6.75,947500.0,,,,,
2024-06-13,6.860000133514404,6.880000114440918,6.625,6.650000095367432,810800.0,,,,,
2024-06-14,6.880000114440918,7.005000114440918,6.769999980926514,6.769999980926514,742800.0,,,,,
2024-06-17,6.5,6.730000019073486,6.440000057220459,6.699999809265137,843400.0,,,,,
2024-06-18,6.53000020980835,6.570000171661377,6.400000095367432,6.429999828338623,848900.0,,,,,
2024-06-20,6.599999904632568,6.704999923706055,6.514999866485596,6.619999885559082,558600.0,,,,,
2024-06-21,6.630000114440918,6.699999809265137,6.440000057220459,6.480000019073486,430700.0,,,,,
2024-06-24,6.71999979019165,6.75,6.614999771118164,6.699999809265137,508700.0,,,,,
2024-06-25,6.619999885559082,6.644999980926514,6.53000020980835,6.619999885559082,367300.0,,,,,
2024-06-26,6.519999980926514,6.53000020980835,6.440000057220459,6.489999771118164,506700.0,,,,,
2024-06-27,6.730000019073486,6.730000019073486,6.480000019073486,6.53000020980835,449100.0,,,,,
2024-06-28,6.449999809265137,6.61899995803833,6.420000076293945,6.579999923706055,562800.0,,,,,
2024-07-01,6.269999980926514,6.53000020980835,6.230000019073486,6.400000095367432,683600.0,,,,,
2024-07-02,6.28000020980835,6.289999961853027,6.110000133514404,6.21999979019165,917600.0,,,,,
