Date,Close,High,Low,Open,Volume,"('Close', 'TGL')","('High', 'TGL')","('Low', 'TGL')","('Open', 'TGL')","('Volume', 'TGL')"
2025-09-10,0.8920000195503235,0.9430000185966492,0.8299999833106995,0.8299999833106995,18979100.0,,,,,
2025-09-11,1.2699999809265137,1.7799999713897705,1.2699999809265137,1.4500000476837158,80971100.0,,,,,
2025-09-12,1.1799999475479126,1.25,1.1299999952316284,1.1799999475479126,2510200.0,,,,,
2025-09-15,1.1299999952316284,1.190000057220459,1.0850000381469729,1.159999966621399,1202600.0,,,,,
2025-09-16,1.2000000476837158,1.2300000190734863,1.0499999523162842,1.1200000047683716,1157000.0,,,,,
2025-09-17,1.2300000190734863,1.2899999618530271,1.149999976158142,1.149999976158142,821200.0,,,,,
2025-09-18,1.2699999809265137,1.4249999523162842,1.2100000381469729,1.2100000381469729,3220300.0,,,,,
2025-09-19,1.190000057220459,1.2799999713897705,1.1799999475479126,1.2799999713897705,916100.0,,,,,
2025-09-22,1.2200000286102295,1.25,1.1399999856948853,1.25,846600.0,,,,,
2025-09-23,1.1100000143051147,1.180999994277954,1.100000023841858,1.1799999475479126,684600.0,,,,,
2025-09-24,1.149999976158142,1.1950000524520874,1.1100000143051147,1.1399999856948853,643500.0,,,,,
2025-09-25,1.0800000429153442,1.1200000047683716,1.0399999618530271,1.1100000143051147,611600.0,,,,,
2025-09-26,1.1699999570846558,1.2000000476837158,1.0299999713897705,1.0299999713897705,860800.0,,,,,
2025-09-29,1.2000000476837158,1.2300000190734863,1.10099995136261,1.159999966621399,799600.0,,,,,
2025-09-30,1.1299999952316284,1.1799999475479126,1.0800000429153442,1.1299999952316284,423500.0,,,,,
2025-10-01,1.1299999952316284,1.149999976158142,1.0499999523162842,1.059999942779541,213100.0,,,,,
2025-10-02,1.090000033378601,1.1200000047683716,1.0700000524520874,1.1100000143051147,231800.0,,,,,
2025-10-03,1.149999976158142,1.159999966621399,1.090000033378601,1.100000023841858,347600.0,,,,,
2025-10-06,1.159999966621399,1.159999966621399,1.1100000143051147,1.149999976158142,389600.0,,,,,
2025-10-07,1.100000023841858,1.159999966621399,1.0700000524520874,1.149999976158142,6524000.0,,,,,
2025-10-08,1.1299999952316284,1.1399999856948853,1.0800000429153442,1.1299999952316284,1433100.0,,,,,
2025-10-09,1.1299999952316284,1.149999976158142,1.100000023841858,1.1299999952316284,872300.0,,,,,
2025-10-10,1.0299999713897705,1.1089999675750732,1.0099999904632568,1.100000023841858,744500.0,,,,,
2025-10-13,1.0700000524520874,1.090000033378601,1.0,1.0199999809265137,312000.0,,,,,
2025-10-14,1.0499999523162842,1.0800000429153442,1.0099999904632568,1.0199999809265137,460800.0,,,,,
2025-10-15,0.9120000004768372,0.975000023841858,0.8299999833106995,0.949999988079071,1176800.0,,,,,
2025-10-16,0.8600000143051147,0.921999990940094,0.8550000190734863,0.9120000004768372,421900.0,,,,,
2025-10-17,0.8109999895095825,0.8769999742507935,0.7749999761581421,0.8500000238418579,362000.0,,,,,
2025-10-20,,,,,,16.979999542236328,17.440000534057617,16.440000534057617,16.600000381469727,11910.0
2025-10-21,,,,,,16.020000457763672,17.399999618530273,16.020000457763672,16.799999237060547,10220.0
2025-10-22,,,,,,15.119999885559082,16.68000030517578,14.239999771118164,15.479999542236328,20250.0
2025-10-23,,,,,,15.460000038146973,16.520000457763672,14.800000190734863,14.800000190734863,25410.0
2025-10-24,,,,,,14.4399995803833,16.0,14.4399995803833,15.65999984741211,657405.0
2025-10-27,,,,,,16.399999618530273,23.399999618530273,16.399999618530273,20.899999618530273,4043925.0
2025-10-28,,,,,,14.819999694824219,15.65999984741211,14.600000381469727,14.600000381469727,122145.0
2025-10-29,,,,,,15.0,15.079999923706055,14.619999885559082,14.619999885559082,41370.0
2025-10-30,,,,,,15.739999771118164,16.18000030517578,13.640000343322754,14.600000381469727,69725.0
2025-10-31,,,,,,17.020000457763672,17.399999618530273,15.199999809265137,15.199999809265137,40015.0
2025-11-03,,,,,,18.239999771118164,18.600000381469727,16.31999969482422,16.399999618530273,39195.0
2025-11-04,,,,,,17.5,18.200000762939453,16.8799991607666,18.200000762939453,18285.0
2025-11-05,,,,,,16.84000015258789,17.219999313354492,16.059999465942383,16.399999618530273,12385.0
2025-11-06,,,,,,16.040000915527344,16.440000534057617,15.399999618530273,16.399999618530273,12800.0
2025-11-07,,,,,,16.18000030517578,16.18000030517578,15.399999618530273,16.040000915527344,6930.0
2025-11-10,,,,,,16.760000228881836,16.760000228881836,15.819999694824219,16.040000915527344,17345.0
2025-11-11,,,,,,15.979999542236328,16.600000381469727,15.65999984741211,16.0,7580.0
2025-11-12,,,,,,17.0,17.799999237060547,15.420000076293945,15.800000190734863,36210.0
2025-11-13,,,,,,15.5600004196167,16.600000381469727,15.220000267028809,16.420000076293945,29995.0
2025-11-14,,,,,,15.600000381469727,17.600000381469727,14.5,14.779999732971191,214845.0
2025-11-17,,,,,,14.079999923706055,15.199999809265137,14.0,14.739999771118164,23985.0
2025-11-18,,,,,,14.65999984741211,14.699999809265137,13.800000190734863,14.15999984741211,7025.0
2025-11-19,,,,,,13.760000228881836,14.800000190734863,13.600000381469727,14.199999809265137,16030.0
2025-11-20,,,,,,12.9399995803833,14.579999923706055,12.199999809265137,13.859999656677246,52540.0
2025-11-21,,,,,,12.520000457763672,13.359999656677246,12.0,12.800000190734863,26805.0
2025-11-24,,,,,,12.399999618530273,12.399999618530273,11.300000190734863,12.34000015258789,22410.0
2025-11-25,,,,,,11.760000228881836,12.0,11.619999885559082,12.0,15075.0
2025-11-26,,,,,,12.579999923706055,12.760000228881836,11.420000076293945,11.619999885559082,16890.0
2025-11-28,,,,,,13.239999771118164,13.260000228881836,12.100000381469727,12.5600004196167,4135.0
2025-12-01,,,,,,10.479999542236328,13.960000038146973,10.319999694824219,13.460000038146973,433920.0
2025-12-02,,,,,,9.199999809265137,10.5600004196167,9.0,10.479999542236328,58010.0
2025-12-03,,,,,,6.0,9.800000190734863,5.460000038146973,9.199999809265137,161515.0
2025-12-04,,,,,,6.760000228881836,6.800000190734863,5.239999771118164,5.699999809265137,111365.0
2025-12-05,,,,,,25.440000534057617,29.389999389648438,6.820000171661377,6.820000171661377,25611800.0
2025-12-08,,,,,,19.780000686645508,58.0,15.359999656677246,51.22999954223633,6834500.0
2025-12-09,,,,,,15.720000267028809,26.5,15.300000190734863,17.75,3582600.0
2025-12-10,,,,,,9.430000305175781,11.859999656677246,8.710000038146973,10.869999885559082,1579000.0
2025-12-11,,,,,,10.180000305175781,12.789999961853027,8.670000076293945,9.050000190734863,2356200.0
2025-12-12,,,,,,8.59000015258789,10.220000267028809,8.0600004196167,9.90999984741211,529100.0
2025-12-15,,,,,,6.0,8.418999671936035,5.90500020980835,8.289999961853027,645600.0
2025-12-16,,,,,,6.150000095367432,6.150000095367432,4.510000228881836,5.869999885559082,575900.0
2025-12-17,,,,,,6.090000152587891,8.779999732971191,5.699999809265137,6.260000228881836,3057300.0
2025-12-18,,,,,,6.78000020980835,8.0,6.090000152587891,6.170000076293945,2213700.0
2025-12-19,,,,,,7.139999866485596,8.050000190734863,6.610000133514404,6.840000152587891,998500.0
2025-12-22,,,,,,7.050000190734863,8.25,6.920000076293945,7.150000095367432,471900.0
2025-12-23,,,,,,6.901299953460693,7.099899768829346,6.889999866485596,6.920000076293945,75826.0
