Date,Close,High,Low,Open,Volume,"('Close', 'TGL')","('High', 'TGL')","('Low', 'TGL')","('Open', 'TGL')","('Volume', 'TGL')"
2024-07-31,69.5,70.0,65.5,68.0,194.0,,,,,
2024-08-01,68.5,70.0,66.5,69.5,378.0,,,,,
2024-08-02,65.0,68.5,63.0,68.5,756.0,,,,,
2024-08-05,60.5,64.0,59.0,62.5,192.0,,,,,
2024-08-06,60.20000076293945,63.0,60.0,61.54999923706055,110.0,,,,,
2024-08-07,58.5,60.5,54.25,60.5,244.0,,,,,
2024-08-08,56.0,56.75,53.0,56.5,284.0,,,,,
2024-08-09,54.5,56.5,53.5,56.5,138.0,,,,,
2024-08-12,50.5,56.5,48.5,56.5,3512.0,,,,,
2024-08-13,38.34999847412109,46.95000076293945,35.0,42.54999923706055,8532.0,,,,,
2024-08-14,35.0,38.70000076293945,33.25,38.5,1512.0,,,,,
2024-08-15,32.849998474121094,36.75,32.04999923706055,36.75,5824.0,,,,,
2024-08-16,28.5,35.0,26.899999618530277,32.5,19638.0,,,,,
2024-08-19,29.0,30.5,27.0,27.5,12436.0,,,,,
2024-08-20,70.0,116.0,60.5,75.5,1566626.0,,,,,
2024-08-21,56.0,63.5,53.0,59.0,54422.0,,,,,
2024-08-22,57.0,61.0,54.54999923706055,57.5,17344.0,,,,,
2024-08-23,43.0,55.0,35.0,55.0,28084.0,,,,,
2024-08-26,43.0,47.0,42.5,44.5,5892.0,,,,,
2024-08-27,40.95000076293945,43.5,40.0,43.5,2236.0,,,,,
2024-08-28,39.25,43.59999847412109,37.0,40.59999847412109,4164.0,,,,,
2024-08-29,35.20000076293945,37.5,35.0,37.400001525878906,2646.0,,,,,
2024-08-30,35.5,36.79999923706055,34.650001525878906,35.5,1946.0,,,,,
2024-09-03,33.900001525878906,36.0,32.54999923706055,35.5,2602.0,,,,,
2024-09-04,36.0,43.95000076293945,32.04999923706055,32.04999923706055,9844.0,,,,,
2024-09-05,35.599998474121094,40.0,35.5,37.5,3238.0,,,,,
2024-09-06,33.650001525878906,36.75,33.5,36.04999923706055,2498.0,,,,,
2024-09-09,33.04999923706055,34.95000076293945,32.5,34.5,1680.0,,,,,
2024-09-10,32.5,34.79999923706055,31.0,34.79999923706055,3322.0,,,,,
2024-09-11,32.099998474121094,33.95000076293945,32.0,32.0,1016.0,,,,,
2024-09-12,32.599998474121094,34.599998474121094,32.54999923706055,34.599998474121094,1208.0,,,,,
2024-09-13,33.25,34.5,32.54999923706055,32.54999923706055,1210.0,,,,,
2024-09-16,34.04999923706055,34.25,32.70000076293945,33.349998474121094,1076.0,,,,,
2024-09-17,34.349998474121094,36.5,33.54999923706055,34.5,1246.0,,,,,
2024-09-18,34.0,37.0,33.0,35.0,2780.0,,,,,
2024-09-19,34.04999923706055,36.0,33.54999923706055,34.04999923706055,1604.0,,,,,
2024-09-20,34.0,38.5,33.599998474121094,34.25,69740.0,,,,,
2024-09-23,59.5,74.0,49.0,54.0,2798982.0,,,,,
2024-09-24,54.0,56.0,47.5,51.0,59600.0,,,,,
2024-09-25,57.5,61.5,50.0,53.0,29900.0,,,,,
2024-09-26,64.0,65.0,54.0,57.5,18752.0,,,,,
2024-09-27,62.0,68.0,61.0,61.0,11776.0,,,,,
2024-09-30,62.5,66.5,60.0,62.5,9436.0,,,,,
2024-10-01,60.0,62.5,57.25,61.0,54286.0,,,,,
2024-10-02,70.0,76.5,60.0,72.0,54696.0,,,,,
2024-10-03,62.0,65.0,59.0,61.5,8850.0,,,,,
2024-10-04,60.5,63.5,60.0,63.5,2818.0,,,,,
2024-10-07,55.5,61.5,54.0,60.5,7794.0,,,,,
2024-10-08,41.0,54.5,40.5,54.5,9858.0,,,,,
2024-10-09,39.5,44.59999847412109,39.04999923706055,41.0,1384.0,,,,,
2024-10-10,39.95000076293945,40.75,38.29999923706055,39.09999847412109,972.0,,,,,
2024-10-11,40.59999847412109,40.59999847412109,38.5,38.5,716.0,,,,,
2024-10-14,41.79999923706055,41.79999923706055,39.0,40.0,572.0,,,,,
2024-10-15,41.79999923706055,42.29999923706055,40.0,41.09999847412109,544.0,,,,,
2024-10-16,43.0,43.0,40.0,40.54999923706055,642.0,,,,,
2024-10-17,46.34999847412109,47.0,41.45000076293945,43.0,1772.0,,,,,
2024-10-18,46.75,50.650001525878906,45.0,46.0,2636.0,,,,,
2024-10-21,38.5,48.0,36.5,47.0,6700.0,,,,,
2024-10-22,36.0,39.84999847412109,35.0,38.29999923706055,7502.0,,,,,
2024-10-23,33.849998474121094,35.5,31.649999618530277,34.70000076293945,13122.0,,,,,
2024-10-24,34.95000076293945,35.5,33.0,34.900001525878906,2420.0,,,,,
2024-10-25,35.0,35.0,33.0,35.0,826.0,,,,,
2024-10-28,33.5,38.04999923706055,31.0,36.95000076293945,12144.0,,,,,
2024-10-29,31.450000762939453,36.0,29.700000762939453,34.5,12622.0,,,,,
2024-10-30,30.299999237060547,32.900001525878906,27.149999618530277,30.899999618530277,15906.0,,,,,
2024-10-31,27.899999618530277,31.5,27.5,31.0,4912.0,,,,,
2024-11-01,28.950000762939453,29.25,26.75,27.5,12328.0,,,,,
2024-11-04,25.649999618530277,27.450000762939453,24.299999237060547,26.950000762939453,5014.0,,,,,
2024-11-05,23.0,26.899999618530277,23.0,25.5,7834.0,,,,,
2024-11-06,20.200000762939453,23.950000762939453,19.299999237060547,22.5,8908.0,,,,,
2024-11-07,20.450000762939453,23.600000381469727,17.600000381469727,20.5,44140.0,,,,,
2024-11-08,18.100000381469727,21.100000381469727,16.950000762939453,19.5,31856.0,,,,,
2024-11-11,21.350000381469727,21.5,17.700000762939453,17.700000762939453,8952.0,,,,,
2024-11-12,21.5,22.0,20.299999237060547,20.649999618530277,5530.0,,,,,
2024-11-13,18.5,22.799999237060547,18.049999237060547,20.799999237060547,15506.0,,,,,
2024-11-14,15.649999618530272,19.350000381469727,14.0,18.549999237060547,26332.0,,,,,
2024-11-15,15.850000381469728,17.350000381469727,15.5,15.800000190734863,3542.0,,,,,
2024-11-18,16.75,17.899999618530273,16.0,16.200000762939453,1988.0,,,,,
2024-11-19,16.149999618530273,16.5,14.899999618530272,16.25,8632.0,,,,,
2024-11-20,15.5,16.5,14.600000381469728,16.0,2520.0,,,,,
2024-11-21,15.600000381469728,15.850000381469728,14.649999618530272,15.050000190734863,1748.0,,,,,
2024-11-22,16.25,16.75,14.949999809265137,15.449999809265137,3374.0,,,,,
2024-11-25,16.200000762939453,19.0,15.550000190734863,17.0,4026.0,,,,,
2024-11-26,16.399999618530273,17.350000381469727,16.0,16.5,1524.0,,,,,
2024-11-27,20.75,22.5,16.399999618530273,17.299999237060547,111946.0,,,,,
2024-11-29,14.699999809265137,18.0,14.100000381469728,17.5,36906.0,,,,,
2024-12-02,11.100000381469728,16.0,10.550000190734863,15.75,49424.0,,,,,
2024-12-03,11.300000190734863,11.75,10.0,10.199999809265137,251216.0,,,,,
2024-12-04,11.449999809265137,11.75,10.100000381469728,10.449999809265137,30358.0,,,,,
2024-12-05,11.199999809265137,11.350000381469728,10.550000190734863,11.350000381469728,19432.0,,,,,
2024-12-06,11.649999618530272,12.0,10.75,11.199999809265137,8372.0,,,,,
2024-12-09,12.199999809265137,13.449999809265137,11.199999809265137,11.5,19564.0,,,,,
2024-12-10,10.699999809265137,12.300000190734863,10.0,12.149999618530272,29408.0,,,,,
2024-12-11,10.300000190734863,11.0,9.5,10.699999809265137,15702.0,,,,,
2024-12-12,9.300000190734863,10.75,9.050000190734863,10.0,12790.0,,,,,
2024-12-13,9.600000381469728,9.699999809265137,8.550000190734863,9.399999618530272,13752.0,,,,,
2024-12-16,8.949999809265137,9.5,8.600000381469727,9.0,14108.0,,,,,
2024-12-17,9.050000190734863,9.149999618530272,7.5,8.75,15284.0,,,,,
2024-12-18,8.800000190734863,9.5,8.5,8.949999809265137,11578.0,,,,,
2024-12-19,9.550000190734863,9.949999809265137,8.75,8.800000190734863,16310.0,,,,,
2024-12-20,9.800000190734863,10.199999809265137,9.25,10.199999809265137,11224.0,,,,,
2024-12-23,10.100000381469728,10.5,9.5,10.5,5354.0,,,,,
2024-12-24,11.25,11.5,10.050000190734863,10.350000381469728,15718.0,,,,,
2024-12-26,11.199999809265137,11.199999809265137,10.300000190734863,10.850000381469728,8418.0,,,,,
2024-12-27,11.0,11.5,10.5,11.5,6944.0,,,,,
2024-12-30,9.5,11.149999618530272,8.600000381469727,11.050000190734863,65598.0,,,,,
2024-12-31,8.850000381469727,10.399999618530272,8.350000381469727,9.550000190734863,60610.0,,,,,
2025-01-02,9.5,9.5,8.550000190734863,9.0,421580.0,,,,,
2025-01-03,19.5,39.0,16.5,36.59999847412109,6749902.0,,,,,
2025-01-06,13.25,16.25,12.399999618530272,15.5,498124.0,,,,,
2025-01-07,11.600000381469728,12.5,11.0,11.300000190734863,190888.0,,,,,
2025-01-08,11.600000381469728,12.0,10.0,10.800000190734863,103724.0,,,,,
2025-01-10,10.850000381469728,11.899999618530272,10.149999618530272,10.899999618530272,94230.0,,,,,
2025-01-13,9.949999809265137,10.850000381469728,9.899999618530272,10.550000190734863,46582.0,,,,,
2025-01-14,9.850000381469728,10.5,9.550000190734863,10.350000381469728,45956.0,,,,,
2025-01-15,10.050000190734863,10.75,9.149999618530272,9.649999618530272,71726.0,,,,,
2025-01-16,10.699999809265137,11.350000381469728,10.050000190734863,10.199999809265137,140764.0,,,,,
2025-01-17,11.800000190734863,19.0,11.649999618530272,14.600000381469728,5342136.0,,,,,
2025-01-21,10.550000190734863,11.75,10.0,11.0,160568.0,,,,,
2025-01-22,11.550000190734863,12.800000190734863,10.449999809265137,10.449999809265137,117704.0,,,,,
2025-01-23,11.0,11.300000190734863,10.25,11.0,56802.0,,,,,
2025-01-24,10.5,10.850000381469728,10.300000190734863,10.550000190734863,32068.0,,,,,
2025-01-27,10.0,10.649999618530272,9.600000381469728,10.25,33656.0,,,,,
2025-01-28,10.199999809265137,10.300000190734863,9.649999618530272,9.699999809265137,29238.0,,,,,
2025-01-29,9.149999618530272,10.0,9.0,10.0,36260.0,,,,,
2025-01-30,9.149999618530272,9.5,9.0,9.199999809265137,23556.0,,,,,
2025-01-31,9.449999809265137,9.75,9.149999618530272,9.75,21976.0,,,,,
2025-02-03,9.100000381469728,9.300000190734863,8.5,8.5,22634.0,,,,,
2025-02-04,9.100000381469728,9.100000381469728,8.75,8.949999809265137,9944.0,,,,,
2025-02-05,8.899999618530273,9.100000381469728,8.649999618530273,8.800000190734863,14638.0,,,,,
2025-02-06,8.800000190734863,8.899999618530273,8.5,8.5,16520.0,,,,,
2025-02-07,9.75,10.350000381469728,8.649999618530273,8.850000381469727,96358.0,,,,,
2025-02-10,9.600000381469728,10.350000381469728,8.699999809265137,9.0,367914.0,,,,,
2025-02-11,7.900000095367432,14.5,7.699999809265137,11.649999618530272,1652480.0,,,,,
2025-02-12,8.25,8.350000381469727,8.0,8.050000190734863,140968.0,,,,,
2025-02-13,8.149999618530273,8.300000190734863,7.5,8.0,97268.0,,,,,
2025-02-14,7.800000190734863,8.0,7.550000190734863,7.75,59910.0,,,,,
2025-02-18,8.550000190734863,8.949999809265137,7.650000095367432,8.0,97822.0,,,,,
2025-02-19,8.75,8.75,8.100000381469727,8.25,32388.0,,,,,
2025-02-20,8.449999809265137,8.75,8.050000190734863,8.75,22696.0,,,,,
2025-02-21,8.149999618530273,8.399999618530273,8.100000381469727,8.149999618530273,20176.0,,,,,
2025-02-24,8.0,8.100000381469727,7.650000095367432,8.0,18350.0,,,,,
2025-02-25,7.800000190734863,8.149999618530273,7.550000190734863,8.149999618530273,16310.0,,,,,
2025-02-26,8.300000190734863,8.600000381469727,7.650000095367432,7.699999809265137,30150.0,,,,,
2025-02-27,8.0,8.25,7.75,8.0,17030.0,,,,,
2025-02-28,8.0,8.050000190734863,7.599999904632568,7.699999809265137,19454.0,,,,,
2025-03-03,6.75,7.900000095367432,6.650000095367432,7.900000095367432,41348.0,,,,,
2025-03-04,6.75,7.0,5.699999809265137,6.650000095367432,39670.0,,,,,
2025-03-05,7.0,7.25,6.75,6.900000095367432,12766.0,,,,,
2025-03-06,6.849999904632568,7.300000190734863,6.150000095367432,6.75,9888.0,,,,,
2025-03-07,6.75,6.800000190734863,6.0,6.0,8656.0,,,,,
2025-03-10,6.300000190734863,6.800000190734863,6.099999904632568,6.800000190734863,5572.0,,,,,
2025-03-11,6.099999904632568,6.400000095367432,4.75,6.0,32972.0,,,,,
2025-03-12,6.0,6.800000190734863,5.849999904632568,5.900000095367432,28250.0,,,,,
2025-03-13,5.849999904632568,6.25,5.5,5.5,11498.0,,,,,
2025-03-14,6.150000095367432,6.199999809265137,5.5,5.900000095367432,12208.0,,,,,
2025-03-17,6.050000190734863,6.099999904632568,5.75,5.900000095367432,12844.0,,,,,
2025-03-18,5.800000190734863,6.050000190734863,5.550000190734863,6.0,10340.0,,,,,
2025-03-19,5.800000190734863,6.0,5.599999904632568,5.849999904632568,6666.0,,,,,
2025-03-20,5.75,6.0,5.599999904632568,5.949999809265137,5374.0,,,,,
2025-03-21,5.5,5.75,5.449999809265137,5.599999904632568,16852.0,,,,,
2025-03-24,5.650000095367432,9.300000190734863,5.300000190734863,8.5,1896118.0,,,,,
2025-03-25,5.0,5.449999809265137,4.5,5.449999809265137,132436.0,,,,,
2025-03-26,4.650000095367432,5.0,4.599999904632568,4.75,89962.0,,,,,
2025-03-27,5.150000095367432,5.150000095367432,4.599999904632568,4.599999904632568,76670.0,,,,,
2025-03-28,4.0,4.949999809265137,3.950000047683716,4.75,158292.0,,,,,
2025-03-31,3.849999904632568,5.599999904632568,3.75,5.400000095367432,1925216.0,,,,,
2025-04-01,3.5,3.5,3.25,3.450000047683716,218358.0,,,,,
2025-04-02,3.450000047683716,3.650000095367432,2.900000095367432,3.400000095367432,288048.0,,,,,
2025-04-03,2.8499999046325684,3.3499999046325684,2.549999952316284,3.049999952316284,194466.0,,,,,
2025-04-04,2.8499999046325684,2.8499999046325684,2.0999999046325684,2.549999952316284,235830.0,,,,,
2025-04-07,2.799999952316284,3.299999952316284,2.140000104904175,2.6700000762939453,358800.0,,,,,
2025-04-08,2.259999990463257,2.8499999046325684,2.234999895095825,2.609999895095825,194700.0,,,,,
2025-04-09,2.2699999809265137,3.990000009536743,1.7100000381469729,2.2699999809265137,4403700.0,,,,,
2025-04-10,1.9600000381469729,2.430000066757202,1.850000023841858,2.180000066757202,293700.0,,,,,
2025-04-11,1.9800000190734863,2.069999933242798,1.8899999856948853,1.9600000381469729,183800.0,,,,,
2025-04-14,2.109999895095825,2.3299999237060547,1.909999966621399,1.940000057220459,246500.0,,,,,
2025-04-15,2.0799999237060547,2.319999933242798,1.9299999475479128,2.0999999046325684,2039500.0,,,,,
2025-04-16,3.809999942779541,4.400000095367432,3.1600000858306885,3.700000047683716,100712900.0,,,,,
2025-04-17,2.8299999237060547,4.440000057220459,2.789999961853028,4.0,18705300.0,,,,,
2025-04-21,2.3299999237060547,2.869999885559082,1.9600000381469729,2.799999952316284,2746700.0,,,,,
2025-04-22,2.3499999046325684,2.4600000381469727,2.150000095367432,2.1700000762939453,579700.0,,,,,
2025-04-23,2.4600000381469727,2.609999895095825,2.259999990463257,2.259999990463257,374000.0,,,,,
2025-04-24,2.4200000762939453,2.4800000190734863,2.3399999141693115,2.4100000858306885,214900.0,,,,,
2025-04-25,2.4600000381469727,2.7699999809265137,2.382999897003174,2.400000095367432,353600.0,,,,,
2025-04-28,2.2799999713897705,2.440000057220459,2.220000028610229,2.3299999237060547,187000.0,,,,,
2025-04-29,2.190000057220459,2.299999952316284,2.1600000858306885,2.259999990463257,116900.0,,,,,
2025-04-30,2.180000066757202,2.249000072479248,2.1600000858306885,2.1700000762939453,143400.0,,,,,
2025-05-01,2.150000095367432,2.220000028610229,2.0999999046325684,2.1600000858306885,106500.0,,,,,
2025-05-02,2.049999952316284,2.1449999809265137,2.009999990463257,2.119999885559082,152800.0,,,,,
2025-05-05,1.9700000286102293,2.049999952316284,1.919999957084656,2.0,97800.0,,,,,
2025-05-06,1.8200000524520876,2.0,1.7949999570846558,1.9800000190734863,162300.0,,,,,
2025-05-07,1.649999976158142,1.870000004768372,1.6399999856948853,1.870000004768372,189400.0,,,,,
2025-05-08,1.659999966621399,1.7200000286102295,1.6349999904632568,1.649999976158142,172000.0,,,,,
2025-05-09,1.7000000476837158,1.7100000381469729,1.6200000047683716,1.6399999856948853,98600.0,,,,,
2025-05-12,1.9299999475479128,1.9800000190734863,1.7100000381469729,1.7300000190734863,320600.0,,,,,
2025-05-13,1.8799999952316284,1.9800000190734863,1.850000023841858,1.8799999952316284,84800.0,,,,,
2025-05-14,1.950000047683716,1.9800000190734863,1.7999999523162842,1.7999999523162842,114600.0,,,,,
2025-05-15,1.8200000524520876,1.919999957084656,1.7999999523162842,1.8799999952316284,639500.0,,,,,
2025-05-16,2.0999999046325684,2.5,1.950000047683716,2.2699999809265137,22304500.0,,,,,
2025-05-19,1.7999999523162842,2.002000093460083,1.7999999523162842,2.0,551800.0,,,,,
2025-05-20,1.600000023841858,1.830000042915344,1.5399999618530271,1.75,609300.0,,,,,
2025-05-21,1.5099999904632568,1.6299999952316284,1.5,1.5199999809265137,514600.0,,,,,
2025-05-22,1.3899999856948853,1.524999976158142,1.375,1.5,356700.0,,,,,
2025-05-23,1.340000033378601,1.4049999713897705,1.2599999904632568,1.3600000143051147,247200.0,,,,,
2025-05-27,1.399999976158142,1.4199999570846558,1.3250000476837158,1.3600000143051147,195700.0,,,,,
2025-05-28,1.5,1.5399999618530271,1.3600000143051147,1.399999976158142,1284300.0,,,,,
2025-05-29,1.399999976158142,1.4900000095367432,1.3799999952316284,1.4900000095367432,166700.0,,,,,
2025-05-30,1.4600000381469729,1.5,1.3899999856948853,1.3899999856948853,208000.0,,,,,
2025-06-02,1.409999966621399,1.475000023841858,1.3799999952316284,1.4500000476837158,159700.0,,,,,
2025-06-03,1.4700000286102295,1.5399999618530271,1.38100004196167,1.399999976158142,337900.0,,,,,
2025-06-04,1.4800000190734863,2.059999942779541,1.4700000286102295,1.9900000095367432,24082000.0,,,,,
2025-06-05,1.6200000047683716,1.850000023841858,1.5800000429153442,1.7999999523162842,27722500.0,,,,,
2025-06-06,1.6200000047683716,1.8200000524520876,1.5800000429153442,1.659999966621399,1064500.0,,,,,
2025-06-09,1.5499999523162842,1.63100004196167,1.5299999713897705,1.6200000047683716,704900.0,,,,,
2025-06-10,1.2899999618530271,1.5399999618530271,1.2200000286102295,1.5399999618530271,1088500.0,,,,,
2025-06-11,1.2999999523162842,1.340000033378601,1.2300000190734863,1.25,305100.0,,,,,
2025-06-12,1.350000023841858,1.3600000143051147,1.2599999904632568,1.309999942779541,159200.0,,,,,
2025-06-13,1.2699999809265137,1.3320000171661377,1.2699999809265137,1.3200000524520874,119800.0,,,,,
2025-06-16,1.2599999904632568,1.2999999523162842,1.2300000190734863,1.2799999713897705,241600.0,,,,,
2025-06-17,1.1399999856948853,1.2699999809265137,1.1100000143051147,1.2300000190734863,272800.0,,,,,
2025-06-18,1.1100000143051147,1.156000018119812,1.1100000143051147,1.1200000047683716,103200.0,,,,,
2025-06-20,1.0700000524520874,1.1200000047683716,1.0700000524520874,1.1100000143051147,116200.0,,,,,
2025-06-23,1.0199999809265137,1.0800000429153442,1.0099999904632568,1.0800000429153442,150300.0,,,,,
2025-06-24,1.0800000429153442,1.1100000143051147,1.0099999904632568,1.0099999904632568,220100.0,,,,,
2025-06-25,1.0700000524520874,1.100000023841858,1.0399999618530271,1.100000023841858,120200.0,,,,,
2025-06-26,1.059999942779541,1.0700000524520874,1.0199999809265137,1.0700000524520874,92000.0,,,,,
2025-06-27,1.0499999523162842,1.0779999494552612,1.0199999809265137,1.059999942779541,96300.0,,,,,
2025-06-30,1.100000023841858,1.1100000143051147,1.0499999523162842,1.0499999523162842,168100.0,,,,,
2025-07-01,1.100000023841858,1.1299999952316284,1.0700000524520874,1.1100000143051147,220000.0,,,,,
2025-07-02,1.2300000190734863,1.2599999904632568,1.090000033378601,1.100000023841858,354800.0,,,,,
2025-07-03,1.2400000095367432,1.350000023841858,1.190000057220459,1.190000057220459,235900.0,,,,,
2025-07-07,1.1799999475479126,1.2699999809265137,1.149999976158142,1.2400000095367432,249200.0,,,,,
2025-07-08,1.1699999570846558,1.2519999742507937,1.149999976158142,1.2100000381469729,152600.0,,,,,
2025-07-09,1.1200000047683716,1.2000000476837158,1.100000023841858,1.1699999570846558,179700.0,,,,,
2025-07-10,1.090000033378601,1.1399999856948853,1.059999942779541,1.1399999856948853,191900.0,,,,,
2025-07-11,1.090000033378601,1.159999966621399,1.0299999713897705,1.090000033378601,1540500.0,,,,,
2025-07-14,1.1200000047683716,1.1399999856948853,1.0800000429153442,1.100000023841858,286300.0,,,,,
2025-07-15,1.0700000524520874,1.1100000143051147,1.0700000524520874,1.100000023841858,160400.0,,,,,
2025-07-16,1.1399999856948853,1.149999976158142,1.0700000524520874,1.0700000524520874,124000.0,,,,,
2025-07-17,1.100000023841858,1.1299999952316284,1.0800000429153442,1.1100000143051147,192200.0,,,,,
2025-07-18,1.1200000047683716,1.1299999952316284,1.059999942779541,1.100000023841858,195400.0,,,,,
2025-07-21,1.090000033378601,1.1399999856948853,1.0850000381469729,1.100000023841858,170700.0,,,,,
2025-07-22,1.0700000524520874,1.100000023841858,1.059999942779541,1.100000023841858,118700.0,,,,,
2025-07-23,1.090000033378601,1.1100000143051147,1.059999942779541,1.0700000524520874,173900.0,,,,,
2025-07-24,1.090000033378601,1.1399999856948853,1.0449999570846558,1.1299999952316284,1259000.0,,,,,
2025-07-25,1.2899999618530271,1.340000033378601,1.100000023841858,1.1100000143051147,1446300.0,,,,,
2025-07-28,1.1100000143051147,1.309000015258789,1.100000023841858,1.2899999618530271,640000.0,,,,,
2025-07-29,1.0399999618530271,1.1799999475479126,1.0299999713897705,1.1799999475479126,547700.0,,,,,
2025-07-30,1.0,1.0460000038146973,0.9700000286102296,1.0299999713897705,350400.0,,,,,
2025-07-31,0.9769999980926514,1.0399999618530271,0.9700000286102296,1.0099999904632568,191300.0,,,,,
2025-08-01,0.9340000152587892,0.9869999885559082,0.8799999952316284,0.972000002861023,345500.0,,,,,
2025-08-04,0.984000027179718,1.0199999809265137,0.8899999856948853,0.9300000071525574,249900.0,,,,,
2025-08-05,1.0099999904632568,1.0199999809265137,0.968999981880188,0.9900000095367432,135400.0,,,,,
2025-08-06,1.0099999904632568,1.0099999904632568,0.9729999899864196,1.0,90800.0,,,,,
2025-08-07,0.9980000257492064,1.0299999713897705,0.9700000286102296,1.0199999809265137,99100.0,,,,,
2025-08-08,1.0299999713897705,1.0399999618530271,0.975000023841858,0.9890000224113464,103400.0,,,,,
2025-08-11,1.1799999475479126,1.3200000524520874,1.0410000085830688,1.059999942779541,2128600.0,,,,,
2025-08-12,1.1399999856948853,1.2300000190734863,1.0800000429153442,1.2300000190734863,674100.0,,,,,
2025-08-13,1.2100000381469729,1.2100000381469729,1.1299999952316284,1.149999976158142,806700.0,,,,,
2025-08-14,1.1699999570846558,1.25,1.1399999856948853,1.1799999475479126,677900.0,,,,,
2025-08-15,1.2699999809265137,1.2899999618530271,1.1299999952316284,1.2000000476837158,765200.0,,,,,
2025-08-18,1.5,1.5199999809265137,1.25,1.2899999618530271,1954700.0,,,,,
2025-08-19,1.350000023841858,1.4800000190734863,1.309999942779541,1.4500000476837158,3358000.0,,,,,
2025-08-20,1.2799999713897705,1.399999976158142,1.159999966621399,1.3899999856948853,1188200.0,,,,,
2025-08-21,1.2699999809265137,1.6100000143051147,1.1349999904632568,1.2699999809265137,3782700.0,,,,,
2025-08-22,1.2100000381469729,1.3200000524520874,1.1799999475479126,1.309999942779541,1410800.0,,,,,
2025-08-25,1.3799999952316284,1.4140000343322754,1.2200000286102295,1.2200000286102295,1230600.0,,,,,
2025-08-26,1.350000023841858,1.399999976158142,1.3200000524520874,1.3700000047683716,606900.0,,,,,
2025-08-27,1.2599999904632568,1.399999976158142,1.25,1.340000033378601,761000.0,,,,,
2025-08-28,1.2200000286102295,1.309999942779541,1.2100000381469729,1.309999942779541,660900.0,,,,,
2025-08-29,1.0800000429153442,1.25,1.0420000553131104,1.25,1429500.0,,,,,
2025-09-02,0.9300000071525574,1.0199999809265137,0.8799999952316284,0.975000023841858,1063400.0,,,,,
2025-09-03,0.9300000071525574,0.9769999980926514,0.8980000019073486,0.8980000019073486,271200.0,,,,,
2025-09-04,0.8399999737739563,0.9380000233650208,0.8100000023841858,0.9300000071525574,607100.0,,,,,
2025-09-05,0.8510000109672546,0.875,0.8209999799728394,0.8240000009536743,202900.0,,,,,
2025-09-08,0.7440000176429749,0.8569999933242798,0.699999988079071,0.8500000238418579,713000.0,,,,,
2025-09-09,0.8429999947547913,0.9200000166893004,0.7459999918937683,0.7509999871253967,1337600.0,,,,,
