Date,Close,High,Low,Open,Volume,"('Close', 'COLB')","('High', 'COLB')","('Low', 'COLB')","('Open', 'COLB')","('Volume', 'COLB')"
2024-06-03,17.63166046142578,18.21036054805219,17.528989214987963,18.126355668053318,1736900.0,,,,,
2024-06-04,17.05296516418457,17.463653782989116,17.034297014159062,17.407651113205365,1706900.0,,,,,
2024-06-05,17.41698455810547,17.491655375213284,16.98762780480871,17.192972106782022,1960200.0,,,,,
2024-06-06,17.63166046142578,17.696997194693246,17.202303768358174,17.379647601721622,3172600.0,,,,,
2024-06-07,17.66900062561035,17.930347615933112,17.426320005815754,17.472988602575434,2255400.0,,,,,
2024-06-10,17.510324478149414,17.6970006409387,17.19297304308554,17.444987732158523,2283200.0,,,,,
2024-06-11,17.239641189575195,17.342314233624744,17.024962806828643,17.342314233624744,2905600.0,,,,,
2024-06-12,17.855674743652344,18.135691632951524,17.612995932002757,17.781003929231094,3423800.0,,,,,
2024-06-13,17.398317337036133,17.78100551766846,17.28631199554476,17.7623391476151,1515500.0,,,,,
2024-06-14,17.174304962158203,17.360982905995076,17.127636366345392,17.192973112600452,1105700.0,,,,,
2024-06-17,17.566326141357422,17.58499429065339,17.071632647063122,17.174303907605555,1237800.0,,,,,
2024-06-18,17.398317337036133,17.66900017617709,17.388983261863054,17.4636540829549,1135500.0,,,,,
2024-06-20,17.248973846435547,17.500988508224204,17.230305698089882,17.36098095621693,1335300.0,,,,,
2024-06-21,17.202306747436523,17.26764349201894,17.0062947333965,17.26764349201894,2801200.0,,,,,
2024-06-24,17.743669509887695,17.911679288333968,17.174303434107035,17.276976472111457,2111600.0,,,,,
2024-06-25,17.323646545410156,17.743671027449235,17.30498017532505,17.734336952260275,1743900.0,,,,,
2024-06-26,17.566326141357422,17.603662439949364,17.18363798225354,17.230306575200764,947300.0,,,,,
2024-06-27,17.80900764465332,17.83700987001763,17.44498761638122,17.547658882131444,956900.0,,,,,
2024-06-28,18.56505012512207,18.621054576449684,17.93968132763954,17.94901540286081,3129900.0,,,,,
2024-07-01,18.5090446472168,18.807727887831263,18.481042425799487,18.546380942439875,2639600.0,,,,,
2024-07-02,18.5090446472168,18.611717678787723,18.34103487929802,18.434373837063177,1629300.0,,,,,
2024-07-03,18.257030487060547,18.66772084411296,18.24769641300338,18.509045145726294,1475800.0,,,,,
2024-07-05,17.855674743652344,18.294367336133263,17.809006152248806,18.23836467039049,2673900.0,,,,,
2024-07-08,18.26636505126953,18.2850331998848,17.902345054735,18.089021200009764,1657300.0,,,,,
2024-07-09,18.817062377929688,18.835730525954222,18.126356923655013,18.182359587436043,2633300.0,,,,,
2024-07-10,19.38642692565918,19.451763658380383,18.798392770583465,18.86372950330467,2505800.0,,,,,
2024-07-11,20.095802307128903,20.2264757844985,19.498434024240893,19.675777872308636,2976200.0,,,,,
2024-07-12,20.011795043945312,20.329146405839676,19.983792824851434,20.14246850579861,1957600.0,,,,,
2024-07-15,20.81450843811035,21.08519125020982,20.29181274268523,20.329149039647625,2493100.0,,,,,
2024-07-16,21.90656852722168,21.934570747805022,20.9078458035514,20.945182097662528,2910800.0,,,,,
2024-07-17,22.12125015258789,22.38259710785597,21.57988631344208,21.63588897810058,2206400.0,,,,,
2024-07-18,21.90656852722168,22.699946974158237,21.63588751608597,21.971907041916158,3104900.0,,,,,
2024-07-19,21.747892379760746,22.19591899819508,21.6358870603715,21.78522867308546,2162900.0,,,,,
2024-07-22,22.15858459472656,22.205254965362872,21.31853750649168,21.64522297977541,1675600.0,,,,,
2024-07-23,22.36392974853516,22.52260545424281,21.81323359609496,21.81323359609496,2024600.0,,,,,
2024-07-24,21.82256507873535,22.52260461665443,21.81323278488726,22.29859217815544,2543000.0,,,,,
2024-07-25,22.5786075592041,22.77461776223922,21.757226892400062,21.85989992082369,3764000.0,,,,,
2024-07-26,25.192089080810547,25.20142315487339,23.241312108991384,23.37198736557858,5077400.0,,,,,
2024-07-29,24.38004493713379,25.276094709991973,24.24936967670582,25.266760635654787,2974900.0,,,,,
2024-07-30,24.510717391967773,24.73472982581172,24.35204169545841,24.6600590145304,2648400.0,,,,,
2024-07-31,24.41737937927246,24.95874322711976,24.09069389964384,24.566721007623947,2010300.0,,,,,
2024-08-01,23.119972229003903,24.492049042622146,23.00796512285693,24.436046379694936,2401800.0,,,,,
2024-08-02,22.279926300048828,22.578609557948145,21.74789474408644,22.41993385465255,2541800.0,,,,,
2024-08-05,21.65455818176269,22.12125123067747,20.683835785479467,21.066523943166167,2018100.0,,,,,
2024-08-06,21.682558059692383,22.158585170802787,21.43987746695221,21.645223542505324,1581300.0,,,,,
2024-08-07,21.5518856048584,22.307927861879783,21.51454930560167,22.08391540721762,1104100.0,,,,,
2024-08-08,21.897235870361328,22.06524564414601,21.673223432079286,21.82256505760065,997500.0,,,,,
2024-08-09,21.61721992492676,21.906569090558776,21.486546452762468,21.869234575780062,1395400.0,,,,,
2024-08-12,21.42121124267578,22.28925880140945,21.34654042750645,21.99057554073214,1402700.0,,,,,
2024-08-13,21.878568649291992,21.915903164070265,21.40254156889438,21.65455621974474,1165200.0,,,,,
2024-08-14,21.77589607238769,22.018576654532698,21.65455667146148,21.89723547331391,1417800.0,,,,,
2024-08-15,22.03724479675293,22.475935591117317,21.953239911405536,22.15858419764773,1170600.0,,,,,
2024-08-16,22.36392974853516,22.48527093658419,21.93457300385132,21.93457300385132,1453900.0,,,,,
2024-08-19,22.643945693969727,22.643945693969727,22.373262886036983,22.40126510832773,1007800.0,,,,,
2024-08-20,22.0745792388916,22.69994794979111,22.046578797397306,22.69994794979111,1476000.0,,,,,
2024-08-21,22.027910232543945,22.2052540732518,21.74789336085378,22.2052540732518,1838100.0,,,,,
2024-08-22,22.102582931518555,22.261258638284914,21.99057581721002,22.018578040860323,1616200.0,,,,,
2024-08-23,23.66644287109375,23.770700910030836,22.16892669332104,22.17840486120401,2250900.0,,,,,
2024-08-26,23.732789993286133,24.05503866170952,23.68539915397705,23.837046224214767,1857700.0,,,,,
2024-08-27,23.438974380493164,23.55271059757742,23.097769344792084,23.486365224184876,1763100.0,,,,,
2024-08-28,23.54323005676269,23.761222492453395,23.145156048739143,23.220979583230505,1651400.0,,,,,
2024-08-29,23.69487571716309,23.903389972674923,23.29680173280373,23.69487571716309,2173900.0,,,,,
