Date,Close,High,Low,Open,Volume,"('Close', 'BBBY')","('High', 'BBBY')","('Low', 'BBBY')","('Open', 'BBBY')","('Volume', 'BBBY')"
2024-06-03,15.34000015258789,16.049999237060547,15.210000038146973,15.4399995803833,1634600.0,,,,,
2024-06-04,15.3100004196167,15.520000457763672,15.170000076293944,15.1899995803833,1180100.0,,,,,
2024-06-05,15.199999809265137,15.399999618530272,15.039999961853027,15.359999656677246,1726900.0,,,,,
2024-06-06,14.93000030517578,15.539999961853027,14.56999969482422,15.100000381469728,2240600.0,,,,,
2024-06-07,14.9399995803833,15.25,14.729999542236328,15.079999923706056,1678700.0,,,,,
2024-06-10,14.34000015258789,14.850000381469728,13.949999809265137,14.1899995803833,3509700.0,,,,,
2024-06-11,15.220000267028809,15.3100004196167,14.220000267028809,14.43000030517578,2332500.0,,,,,
2024-06-12,15.170000076293944,16.5,15.140000343322754,15.75,1907800.0,,,,,
2024-06-13,13.68000030517578,15.270000457763672,13.68000030517578,15.239999771118164,2519700.0,,,,,
2024-06-14,13.65999984741211,13.84000015258789,13.199999809265137,13.399999618530272,1653700.0,,,,,
2024-06-17,13.539999961853027,13.850000381469728,13.0,13.34000015258789,2289600.0,,,,,
2024-06-18,13.770000457763672,14.06999969482422,13.239999771118164,13.399999618530272,2047300.0,,,,,
2024-06-20,13.90999984741211,14.369999885559082,13.5,13.56999969482422,1556800.0,,,,,
2024-06-21,13.399999618530272,14.020000457763672,13.31999969482422,13.829999923706056,1938800.0,,,,,
2024-06-24,13.170000076293944,13.81999969482422,13.119999885559082,13.350000381469728,1523100.0,,,,,
2024-06-25,12.550000190734863,13.079999923706056,12.470000267028809,13.079999923706056,2286600.0,,,,,
2024-06-26,12.489999771118164,13.06999969482422,12.40999984741211,12.489999771118164,1709100.0,,,,,
2024-06-27,12.420000076293944,12.5600004196167,12.220000267028809,12.489999771118164,1302500.0,,,,,
2024-06-28,13.079999923706056,13.100000381469728,12.18000030517578,12.479999542236328,2736000.0,,,,,
2024-07-01,12.960000038146973,13.220000267028809,12.699999809265137,13.079999923706056,1328000.0,,,,,
2024-07-02,12.869999885559082,13.170000076293944,12.75,12.93000030517578,1721300.0,,,,,
2024-07-03,12.489999771118164,12.970000267028809,12.40999984741211,12.880000114440918,949800.0,,,,,
2024-07-05,12.079999923706056,12.479999542236328,12.0600004196167,12.460000038146973,1314500.0,,,,,
2024-07-08,12.729999542236328,12.760000228881836,11.949999809265137,12.199999809265137,2622100.0,,,,,
2024-07-09,12.880000114440918,12.960000038146973,12.510000228881836,12.6899995803833,1676600.0,,,,,
2024-07-10,12.399999618530272,13.149999618530272,12.050000190734863,13.050000190734863,3020600.0,,,,,
2024-07-11,13.449999809265137,13.81999969482422,12.760000228881836,12.8100004196167,3015800.0,,,,,
2024-07-12,13.960000038146973,14.59000015258789,13.270000457763672,13.600000381469728,4355000.0,,,,,
2024-07-15,13.470000267028809,14.050000190734863,13.039999961853027,14.039999961853027,2273200.0,,,,,
2024-07-16,14.789999961853027,14.859999656677246,13.8100004196167,13.81999969482422,2751300.0,,,,,
2024-07-17,14.6899995803833,15.25,14.3100004196167,14.56999969482422,1918100.0,,,,,
2024-07-18,14.329999923706056,15.4399995803833,14.199999809265137,14.829999923706056,1768500.0,,,,,
2024-07-19,13.960000038146973,14.59000015258789,13.710000038146973,14.300000190734863,2166600.0,,,,,
2024-07-22,13.68000030517578,14.15999984741211,13.460000038146973,14.039999961853027,2430700.0,,,,,
2024-07-23,13.199999809265137,13.880000114440918,13.1899995803833,13.800000190734863,1606100.0,,,,,
2024-07-24,12.720000267028809,13.390000343322754,12.640000343322754,13.050000190734863,1783700.0,,,,,
2024-07-25,13.380000114440918,13.6899995803833,12.600000381469728,12.619999885559082,2153300.0,,,,,
2024-07-26,13.8100004196167,13.93000030517578,13.390000343322754,13.649999618530272,1528000.0,,,,,
2024-07-29,13.59000015258789,14.020000457763672,13.40999984741211,14.0,2985600.0,,,,,
2024-07-30,12.260000228881836,15.4399995803833,12.210000038146973,15.260000228881836,6272400.0,,,,,
2024-07-31,11.300000190734863,12.31999969482422,11.0600004196167,12.3100004196167,5412600.0,,,,,
2024-08-01,10.65999984741211,11.380000114440918,10.31999969482422,11.1899995803833,4581700.0,,,,,
2024-08-02,10.380000114440918,10.699999809265137,9.90999984741211,10.65999984741211,3108800.0,,,,,
2024-08-05,10.630000114440918,10.760000228881836,9.449999809265137,9.649999618530272,3598100.0,,,,,
2024-08-06,10.420000076293944,10.899999618530272,10.220000267028809,10.68000030517578,2480200.0,,,,,
2024-08-07,9.93000030517578,10.770000457763672,9.899999618530272,10.539999961853027,2158400.0,,,,,
2024-08-08,10.039999961853027,10.210000038146973,9.899999618530272,9.93000030517578,1700500.0,,,,,
2024-08-09,9.619999885559082,10.260000228881836,9.5600004196167,10.06999969482422,1757400.0,,,,,
2024-08-12,9.260000228881836,9.710000038146973,9.170000076293944,9.520000457763672,1741500.0,,,,,
2024-08-13,9.90999984741211,10.170000076293944,9.109999656677246,9.239999771118164,1863100.0,,,,,
2024-08-14,9.289999961853027,10.239999771118164,9.050000190734863,10.020000457763672,2458900.0,,,,,
2024-08-15,10.609999656677246,10.770000457763672,9.710000038146973,9.859999656677246,3339900.0,,,,,
2024-08-16,10.520000457763672,10.710000038146973,10.369999885559082,10.550000190734863,1968200.0,,,,,
2024-08-19,10.399999618530272,10.600000381469728,10.100000381469728,10.59000015258789,1673000.0,,,,,
2024-08-20,10.3100004196167,10.43000030517578,10.15999984741211,10.40999984741211,1344500.0,,,,,
2024-08-21,11.15999984741211,11.229999542236328,10.420000076293944,10.4399995803833,2031600.0,,,,,
2024-08-22,10.300000190734863,11.0600004196167,10.229999542236328,11.020000457763672,1453900.0,,,,,
2024-08-23,11.050000190734863,11.56999969482422,10.380000114440918,10.40999984741211,3167100.0,,,,,
2024-08-26,10.65999984741211,11.289999961853027,10.5,11.100000381469728,1932900.0,,,,,
2024-08-27,10.529999732971191,10.65999984741211,10.359999656677246,10.56999969482422,1122100.0,,,,,
2024-08-28,10.210000038146973,10.59000015258789,10.109999656677246,10.479999542236328,1072500.0,,,,,
2024-08-29,10.09000015258789,10.5,10.050000190734863,10.4399995803833,1333400.0,,,,,
2024-08-30,9.829999923706056,10.109999656677246,9.609999656677246,10.100000381469728,1796900.0,,,,,
2024-09-03,9.479999542236328,9.960000038146973,9.470000267028809,9.710000038146973,1604700.0,,,,,
2024-09-04,9.859999656677246,10.199999809265137,9.270000457763672,9.399999618530272,1538600.0,,,,,
2024-09-05,9.760000228881836,10.06999969482422,9.470000267028809,9.979999542236328,992200.0,,,,,
2024-09-06,9.850000381469728,9.989999771118164,9.609999656677246,9.779999732971191,1050900.0,,,,,
2024-09-09,10.25,10.420000076293944,9.710000038146973,9.880000114440918,1413000.0,,,,,
2024-09-10,11.989999771118164,12.0600004196167,10.010000228881836,10.31999969482422,2864700.0,,,,,
2024-09-11,11.010000228881836,12.239999771118164,10.90999984741211,11.920000076293944,2378400.0,,,,,
2024-09-12,10.699999809265137,11.25,10.640000343322754,11.100000381469728,1676100.0,,,,,
2024-09-13,11.380000114440918,12.199999809265137,11.130000114440918,11.34000015258789,2785200.0,,,,,
2024-09-16,10.9399995803833,11.5600004196167,10.640000343322754,11.449999809265137,1532700.0,,,,,
2024-09-17,10.649999618530272,11.229999542236328,10.479999542236328,11.130000114440918,1688900.0,,,,,
2024-09-18,10.869999885559082,11.489999771118164,10.579999923706056,10.579999923706056,1824900.0,,,,,
2024-09-19,10.960000038146973,11.300000190734863,10.789999961853027,11.170000076293944,1650900.0,,,,,
2024-09-20,10.350000381469728,10.899999618530272,10.350000381469728,10.789999961853027,2296900.0,,,,,
2024-09-23,9.949999809265137,10.43000030517578,9.619999885559082,10.25,2817300.0,,,,,
2024-09-24,10.550000190734863,10.619999885559082,9.949999809265137,10.0,1763100.0,,,,,
2024-09-25,9.850000381469728,10.520000457763672,9.8100004196167,10.520000457763672,1603600.0,,,,,
2024-09-26,9.979999542236328,10.520000457763672,9.949999809265137,10.140000343322754,1528500.0,,,,,
2024-09-27,10.199999809265137,10.399999618530272,10.029999732971191,10.260000228881836,935300.0,,,,,
2024-09-30,10.079999923706056,10.470000267028809,10.0,10.15999984741211,1066200.0,,,,,
2024-10-01,9.1899995803833,10.029999732971191,9.1899995803833,9.979999542236328,2281500.0,,,,,
2024-10-02,9.25,9.359999656677246,8.90999984741211,9.149999618530272,1509000.0,,,,,
2024-10-03,9.1899995803833,9.25,9.0,9.079999923706056,1054200.0,,,,,
2024-10-04,10.5,10.68000030517578,9.460000038146973,9.529999732971191,2709200.0,,,,,
2024-10-07,10.8100004196167,10.850000381469728,10.18000030517578,10.470000267028809,1445600.0,,,,,
2024-10-08,10.25,10.880000114440918,10.229999542236328,10.779999732971191,1521800.0,,,,,
2024-10-09,9.949999809265137,10.479999542236328,9.850000381469728,10.220000267028809,1520400.0,,,,,
2024-10-10,9.960000038146973,10.029999732971191,9.529999732971191,9.720000267028809,1324600.0,,,,,
2024-10-11,10.350000381469728,10.350000381469728,9.739999771118164,9.739999771118164,1235100.0,,,,,
2024-10-14,10.170000076293944,10.479999542236328,10.0,10.270000457763672,1090300.0,,,,,
