Date,Close,High,Low,Open,Volume,"('Close', 'APPS')","('High', 'APPS')","('Low', 'APPS')","('Open', 'APPS')","('Volume', 'APPS')"
2024-06-03,1.75,2.0199999809265137,1.7200000286102295,1.9299999475479128,3845300.0,,,,,
2024-06-04,1.6100000143051147,1.7300000190734863,1.600000023841858,1.7300000190734863,2557700.0,,,,,
2024-06-05,1.7000000476837158,1.7000000476837158,1.5700000524520874,1.6100000143051147,1617500.0,,,,,
2024-06-06,1.649999976158142,1.7100000381469729,1.6399999856948853,1.7000000476837158,1657900.0,,,,,
2024-06-07,1.600000023841858,1.649999976158142,1.5700000524520874,1.6399999856948853,2436600.0,,,,,
2024-06-10,1.5099999904632568,1.590000033378601,1.5,1.5800000429153442,2472600.0,,,,,
2024-06-11,1.5800000429153442,1.600000023841858,1.4500000476837158,1.5,2307600.0,,,,,
2024-06-12,1.6100000143051147,1.7899999618530271,1.6100000143051147,1.6399999856948853,3097400.0,,,,,
2024-06-13,1.5399999618530271,1.6399999856948853,1.5199999809265137,1.6399999856948853,1550600.0,,,,,
2024-06-14,1.4700000286102295,1.5299999713897705,1.4600000381469729,1.5099999904632568,2091300.0,,,,,
2024-06-17,1.5199999809265137,1.5399999618530271,1.4700000286102295,1.4700000286102295,1246500.0,,,,,
2024-06-18,1.440000057220459,1.5199999809265137,1.4299999475479126,1.5,2362400.0,,,,,
2024-06-20,1.409999966621399,1.4500000476837158,1.3899999856948853,1.440000057220459,1512000.0,,,,,
2024-06-21,1.4600000381469729,1.4700000286102295,1.399999976158142,1.4199999570846558,1771200.0,,,,,
2024-06-24,1.5099999904632568,1.5800000429153442,1.4299999475479126,1.4299999475479126,1942400.0,,,,,
2024-06-25,1.4299999475479126,1.5,1.4299999475479126,1.5,1343700.0,,,,,
2024-06-26,1.4199999570846558,1.4500000476837158,1.399999976158142,1.4299999475479126,931900.0,,,,,
2024-06-27,1.4900000095367432,1.5,1.3899999856948853,1.399999976158142,1012000.0,,,,,
2024-06-28,1.659999966621399,1.6699999570846558,1.5199999809265137,1.5299999713897705,5064400.0,,,,,
2024-07-01,1.690000057220459,1.7200000286102295,1.6299999952316284,1.649999976158142,2221100.0,,,,,
2024-07-02,1.6799999475479126,1.7100000381469729,1.5700000524520874,1.6799999475479126,1325700.0,,,,,
2024-07-03,1.6699999570846558,1.7100000381469729,1.6399999856948853,1.6799999475479126,643200.0,,,,,
2024-07-05,1.690000057220459,1.7699999809265137,1.6299999952316284,1.6699999570846558,1625500.0,,,,,
2024-07-08,1.75,1.7999999523162842,1.6699999570846558,1.7100000381469729,1465800.0,,,,,
2024-07-09,1.7799999713897705,1.7899999618530271,1.6399999856948853,1.7400000095367432,1344400.0,,,,,
