Date,Close,High,Low,Open,Volume,"('Close', 'HIVE')","('High', 'HIVE')","('Low', 'HIVE')","('Open', 'HIVE')","('Volume', 'HIVE')"
2024-06-03,2.5799999237060547,2.650000095367432,2.5299999713897705,2.559999942779541,1997600.0,,,,,
2024-06-04,2.7799999713897705,2.809999942779541,2.559999942779541,2.5999999046325684,3114500.0,,,,,
2024-06-05,2.8499999046325684,2.9100000858306885,2.7100000381469727,2.819999933242798,3649200.0,,,,,
2024-06-06,2.970000028610229,3.049999952316284,2.819999933242798,2.880000114440918,4509100.0,,,,,
2024-06-07,2.799999952316284,3.0999999046325684,2.759999990463257,3.009999990463257,5492800.0,,,,,
2024-06-10,2.9100000858306885,2.950000047683716,2.720000028610229,2.7799999713897705,2939200.0,,,,,
2024-06-11,2.869999885559082,2.880000114440918,2.5999999046325684,2.75,3322800.0,,,,,
2024-06-12,2.9800000190734863,3.150000095367432,2.9600000381469727,3.0,4524400.0,,,,,
2024-06-13,3.180000066757202,3.190000057220459,2.9100000858306885,3.0199999809265137,5480400.0,,,,,
2024-06-14,2.930000066757202,3.2100000381469727,2.9100000858306885,3.1600000858306885,3789000.0,,,,,
2024-06-17,3.259999990463257,3.3499999046325684,2.9100000858306885,2.9100000858306885,7863000.0,,,,,
2024-06-18,3.299999952316284,3.3399999141693115,3.140000104904175,3.190000057220459,5455900.0,,,,,
2024-06-20,3.359999895095825,3.640000104904175,3.25,3.380000114440918,10714900.0,,,,,
2024-06-21,3.0799999237060547,3.2300000190734863,3.0,3.2100000381469727,9377500.0,,,,,
2024-06-24,2.930000066757202,2.9800000190734863,2.8299999237060547,2.900000095367432,3178000.0,,,,,
2024-06-25,2.990000009536743,3.220000028610229,2.970000028610229,3.0299999713897705,5251300.0,,,,,
2024-06-26,3.289999961853028,3.490000009536743,2.9800000190734863,2.990000009536743,8087700.0,,,,,
2024-06-27,3.1700000762939453,3.390000104904175,3.1600000858306885,3.359999895095825,4071300.0,,,,,
2024-06-28,3.0799999237060547,3.2100000381469727,2.9600000381469727,3.200000047683716,4548400.0,,,,,
2024-07-01,3.220000028610229,3.319999933242798,3.109999895095825,3.150000095367432,4577500.0,,,,,
2024-07-02,3.140000104904175,3.2100000381469727,2.9800000190734863,3.180000066757202,4673700.0,,,,,
2024-07-03,3.049999952316284,3.130000114440918,2.9800000190734863,3.009999990463257,3276800.0,,,,,
2024-07-05,3.3399999141693115,3.3499999046325684,2.7799999713897705,2.819999933242798,7221000.0,,,,,
2024-07-08,3.4200000762939453,3.509999990463257,3.200000047683716,3.400000095367432,7672100.0,,,,,
2024-07-09,3.289999961853028,3.490000009536743,3.220000028610229,3.430000066757202,2827800.0,,,,,
2024-07-10,3.2300000190734863,3.4100000858306885,3.220000028610229,3.299999952316284,2864400.0,,,,,
2024-07-11,3.309999942779541,3.450000047683716,3.240000009536743,3.309999942779541,3465000.0,,,,,
2024-07-12,3.5199999809265137,3.5999999046325684,3.289999961853028,3.3299999237060547,5893400.0,,,,,
2024-07-15,3.839999914169312,3.869999885559082,3.650000095367432,3.7200000286102295,4664900.0,,,,,
2024-07-16,4.050000190734863,4.070000171661377,3.7300000190734863,3.859999895095825,4101400.0,,,,,
2024-07-17,4.039999961853027,4.179999828338623,3.9600000381469727,3.9700000286102295,4569900.0,,,,,
2024-07-18,3.660000085830689,4.130000114440918,3.5299999713897705,4.079999923706055,6920900.0,,,,,
2024-07-19,4.150000095367432,4.28000020980835,3.690000057220459,3.7100000381469727,6060700.0,,,,,
2024-07-22,4.5,4.570000171661377,4.159999847412109,4.25,8209200.0,,,,,
2024-07-23,4.300000190734863,4.53000020980835,4.210000038146973,4.369999885559082,4506800.0,,,,,
2024-07-24,4.110000133514404,4.480000019073486,4.079999923706055,4.28000020980835,5046800.0,,,,,
2024-07-25,3.700000047683716,4.019999980926514,3.690000057220459,4.0,4246000.0,,,,,
2024-07-26,3.809999942779541,4.079999923706055,3.7699999809265137,3.910000085830689,3731400.0,,,,,
2024-07-29,3.690000057220459,4.130000114440918,3.670000076293945,3.940000057220459,2925700.0,,,,,
2024-07-30,3.5799999237060547,3.740000009536743,3.549999952316284,3.690000057220459,1906300.0,,,,,
2024-07-31,3.630000114440918,3.880000114440918,3.619999885559082,3.630000114440918,6507800.0,,,,,
2024-08-01,3.369999885559082,3.660000085830689,3.3299999237060547,3.650000095367432,3216600.0,,,,,
2024-08-02,3.059999942779541,3.380000114440918,3.059999942779541,3.3499999046325684,3582000.0,,,,,
2024-08-05,2.7799999713897705,2.8299999237060547,2.2300000190734863,2.549999952316284,5657100.0,,,,,
2024-08-06,2.869999885559082,3.0199999809265137,2.8399999141693115,2.940000057220459,3786900.0,,,,,
2024-08-07,2.609999895095825,3.0899999141693115,2.5999999046325684,3.0,6502800.0,,,,,
2024-08-08,2.9600000381469727,3.0,2.680000066757202,2.799999952316284,3485600.0,,,,,
2024-08-09,2.880000114440918,3.0,2.809999942779541,2.990000009536743,2281000.0,,,,,
2024-08-12,2.789999961853028,2.890000104904175,2.7799999713897705,2.880000114440918,1870000.0,,,,,
2024-08-13,2.8399999141693115,2.930000066757202,2.759999990463257,2.799999952316284,2375000.0,,,,,
2024-08-14,2.809999942779541,2.9600000381469727,2.7699999809265137,2.890000104904175,1566100.0,,,,,
2024-08-15,2.880000114440918,3.0199999809265137,2.869999885559082,2.880000114440918,3306700.0,,,,,
2024-08-16,3.049999952316284,3.0799999237060547,2.930000066757202,2.930000066757202,2905400.0,,,,,
2024-08-19,3.069999933242798,3.0899999141693115,2.990000009536743,3.039999961853028,1803700.0,,,,,
2024-08-20,3.0799999237060547,3.190000057220459,3.009999990463257,3.130000114440918,2214400.0,,,,,
2024-08-21,3.309999942779541,3.309999942779541,3.059999942779541,3.059999942779541,4484100.0,,,,,
2024-08-22,3.1600000858306885,3.309999942779541,3.130000114440918,3.299999952316284,1483500.0,,,,,
2024-08-23,3.630000114440918,3.630000114440918,3.1700000762939453,3.2100000381469727,4703800.0,,,,,
2024-08-26,3.559999942779541,3.670000076293945,3.430000066757202,3.650000095367432,3849200.0,,,,,
2024-08-27,3.3499999046325684,3.5299999713897705,3.2699999809265137,3.5299999713897705,2246000.0,,,,,
2024-08-28,3.0999999046325684,3.309999942779541,3.049999952316284,3.289999961853028,2952200.0,,,,,
2024-08-29,3.190000057220459,3.369999885559082,3.150000095367432,3.1700000762939453,2043900.0,,,,,
2024-08-30,3.119999885559082,3.259999990463257,3.0899999141693115,3.200000047683716,1343500.0,,,,,
2024-09-03,2.809999942779541,3.150000095367432,2.789999961853028,3.140000104904175,2994300.0,,,,,
2024-09-04,2.799999952316284,2.970000028610229,2.75,2.7799999713897705,2349900.0,,,,,
2024-09-05,2.75,2.880000114440918,2.720000028610229,2.8299999237060547,2545300.0,,,,,
2024-09-06,2.5799999237060547,2.890000104904175,2.569999933242798,2.8499999046325684,3349300.0,,,,,
2024-09-09,2.7799999713897705,2.799999952316284,2.6600000858306885,2.7100000381469727,3264200.0,,,,,
2024-09-10,2.9200000762939453,2.930000066757202,2.7300000190734863,2.819999933242798,3078100.0,,,,,
2024-09-11,3.009999990463257,3.069999933242798,2.740000009536743,2.8399999141693115,4383500.0,,,,,
2024-09-12,3.0199999809265137,3.0799999237060547,2.930000066757202,3.009999990463257,2534300.0,,,,,
2024-09-13,3.0799999237060547,3.150000095367432,3.009999990463257,3.0299999713897705,2687200.0,,,,,
2024-09-16,2.9600000381469727,3.039999961853028,2.859999895095825,3.0199999809265137,3018300.0,,,,,
2024-09-17,3.049999952316284,3.119999885559082,2.9600000381469727,3.0299999713897705,3059100.0,,,,,
2024-09-18,2.990000009536743,3.2300000190734863,2.9800000190734863,3.049999952316284,2656900.0,,,,,
2024-09-19,3.109999895095825,3.25,3.0999999046325684,3.190000057220459,3000300.0,,,,,
2024-09-20,3.109999895095825,3.150000095367432,2.970000028610229,3.109999895095825,4701700.0,,,,,
2024-09-23,3.130000114440918,3.2300000190734863,3.109999895095825,3.140000104904175,2968100.0,,,,,
2024-09-24,3.380000114440918,3.400000095367432,3.119999885559082,3.150000095367432,2874700.0,,,,,
2024-09-25,3.240000009536743,3.4100000858306885,3.240000009536743,3.369999885559082,2288700.0,,,,,
2024-09-26,3.4100000858306885,3.5199999809265137,3.3299999237060547,3.369999885559082,3792900.0,,,,,
2024-09-27,3.3499999046325684,3.5,3.3299999237060547,3.470000028610229,2098600.0,,,,,
2024-09-30,3.130000114440918,3.25,3.119999885559082,3.240000009536743,3170800.0,,,,,
2024-10-01,2.9600000381469727,3.190000057220459,2.940000057220459,3.1700000762939453,3680500.0,,,,,
