Date,Close,High,Low,Open,Volume,"('Close', 'MQ')","('High', 'MQ')","('Low', 'MQ')","('Open', 'MQ')","('Volume', 'MQ')"
2024-06-03,5.440000057220459,5.454999923706055,5.329999923706055,5.420000076293945,4092500.0,,,,,
2024-06-04,5.309999942779541,5.460000038146973,5.275000095367432,5.360000133514404,5294600.0,,,,,
2024-06-05,5.269999980926514,5.380000114440918,5.25,5.360000133514404,3242600.0,,,,,
2024-06-06,5.329999923706055,5.400000095367432,5.224999904632568,5.239999771118164,2580300.0,,,,,
2024-06-07,5.25,5.329999923706055,5.199999809265137,5.25,2246500.0,,,,,
2024-06-10,5.320000171661377,5.329999923706055,5.170000076293945,5.179999828338623,2771300.0,,,,,
2024-06-11,5.590000152587891,5.710000038146973,5.26800012588501,5.28000020980835,6580000.0,,,,,
2024-06-12,5.510000228881836,5.900000095367432,5.474999904632568,5.829999923706055,4485200.0,,,,,
2024-06-13,5.210000038146973,5.539999961853027,5.159999847412109,5.519999980926514,7431200.0,,,,,
2024-06-14,5.110000133514404,5.230000019073486,5.074999809265137,5.139999866485596,3454600.0,,,,,
2024-06-17,5.170000076293945,5.179999828338623,4.985000133514404,5.059999942779541,3687800.0,,,,,
2024-06-18,5.090000152587891,5.25,5.059999942779541,5.170000076293945,3529700.0,,,,,
2024-06-20,5.059999942779541,5.139999866485596,5.025000095367432,5.03000020980835,3393500.0,,,,,
2024-06-21,5.269999980926514,5.329999923706055,4.954999923706055,5.039999961853027,12019500.0,,,,,
2024-06-24,5.300000190734863,5.369999885559082,5.190000057220459,5.190000057220459,4249200.0,,,,,
2024-06-25,5.409999847412109,5.550000190734863,5.34499979019165,5.53000020980835,7000300.0,,,,,
2024-06-26,5.369999885559082,5.409999847412109,5.21999979019165,5.369999885559082,7379800.0,,,,,
2024-06-27,5.389999866485596,5.409999847412109,5.260000228881836,5.400000095367432,2855200.0,,,,,
2024-06-28,5.480000019073486,5.489999771118164,5.295000076293945,5.400000095367432,22216700.0,,,,,
2024-07-01,5.550000190734863,5.570000171661377,5.420000076293945,5.489999771118164,4223600.0,,,,,
2024-07-02,5.610000133514404,5.670000076293945,5.5,5.579999923706055,2898900.0,,,,,
2024-07-03,5.539999961853027,5.670000076293945,5.534999847412109,5.619999885559082,1009000.0,,,,,
2024-07-05,5.480000019073486,5.510000228881836,5.414999961853027,5.5,1912400.0,,,,,
2024-07-08,5.429999828338623,5.519999980926514,5.409999847412109,5.46999979019165,3246200.0,,,,,
2024-07-09,5.449999809265137,5.489999771118164,5.409999847412109,5.420000076293945,3229100.0,,,,,
2024-07-10,5.349999904632568,5.46999979019165,5.199999809265137,5.46999979019165,3511900.0,,,,,
2024-07-11,5.409999847412109,5.579999923706055,5.409999847412109,5.519999980926514,5060200.0,,,,,
2024-07-12,5.369999885559082,5.5,5.360000133514404,5.5,4136600.0,,,,,
2024-07-15,5.460000038146973,5.539999961853027,5.336999893188477,5.400000095367432,4913400.0,,,,,
