Date,Close,High,Low,Open,Volume,"('Close', 'CODX')","('High', 'CODX')","('Low', 'CODX')","('Open', 'CODX')","('Volume', 'CODX')"
2024-06-03,1.059999942779541,1.093000054359436,1.0399999618530271,1.0800000429153442,41900.0,,,,,
2024-06-04,1.059999942779541,1.090000033378601,1.0549999475479126,1.059999942779541,59500.0,,,,,
2024-06-05,1.0299999713897705,1.0700000524520874,1.0099999904632568,1.059999942779541,43800.0,,,,,
2024-06-06,1.4299999475479126,1.4299999475479126,1.0199999809265137,1.0199999809265137,1218700.0,,,,,
2024-06-07,1.350000023841858,1.440000057220459,1.2100000381469729,1.4199999570846558,430100.0,,,,,
2024-06-10,1.3300000429153442,1.4500000476837158,1.309999942779541,1.4500000476837158,196100.0,,,,,
2024-06-11,1.5399999618530271,1.6399999856948853,1.2200000286102295,1.3200000524520874,607200.0,,,,,
2024-06-12,1.3700000047683716,1.5329999923706057,1.350000023841858,1.5199999809265137,195600.0,,,,,
2024-06-13,1.7000000476837158,1.7000000476837158,1.2899999618530271,1.3700000047683716,784100.0,,,,,
2024-06-14,1.590000033378601,1.7269999980926514,1.559999942779541,1.690000057220459,306500.0,,,,,
2024-06-17,1.4500000476837158,1.5800000429153442,1.4279999732971191,1.559999942779541,203700.0,,,,,
2024-06-18,1.5299999713897705,1.590000033378601,1.3700000047683716,1.4700000286102295,286600.0,,,,,
2024-06-20,1.4500000476837158,1.5709999799728394,1.4299999475479126,1.5299999713897705,117600.0,,,,,
2024-06-21,1.4700000286102295,1.534999966621399,1.4299999475479126,1.440000057220459,175600.0,,,,,
2024-06-24,1.3899999856948853,1.590000033378601,1.3899999856948853,1.4700000286102295,134800.0,,,,,
2024-06-25,1.340000033378601,1.5299999713897705,1.3200000524520874,1.399999976158142,113800.0,,,,,
2024-06-26,1.3300000429153442,1.434000015258789,1.3300000429153442,1.350000023841858,85300.0,,,,,
2024-06-27,1.2699999809265137,1.3849999904632568,1.2200000286102295,1.3200000524520874,252400.0,,,,,
2024-06-28,1.25,1.3240000009536743,1.2400000095367432,1.2699999809265137,74000.0,,,,,
2024-07-01,1.2599999904632568,1.2799999713897705,1.2000000476837158,1.2200000286102295,84500.0,,,,,
2024-07-02,1.2300000190734863,1.2899999618530271,1.2200000286102295,1.2799999713897705,26600.0,,,,,
2024-07-03,1.2799999713897705,1.2999999523162842,1.2200000286102295,1.2200000286102295,33100.0,,,,,
2024-07-05,1.25,1.309999942779541,1.2200000286102295,1.2699999809265137,83700.0,,,,,
2024-07-08,1.2400000095367432,1.277999997138977,1.2100000381469729,1.2300000190734863,42900.0,,,,,
2024-07-09,1.2300000190734863,1.2400000095367432,1.2100000381469729,1.2200000286102295,24800.0,,,,,
2024-07-10,1.3700000047683716,1.3899999856948853,1.2200000286102295,1.2699999809265137,133600.0,,,,,
2024-07-11,1.2999999523162842,1.3899999856948853,1.2699999809265137,1.3899999856948853,136600.0,,,,,
2024-07-12,1.350000023841858,1.375,1.2999999523162842,1.2999999523162842,40100.0,,,,,
2024-07-15,1.284999966621399,1.3899999856948853,1.2200000286102295,1.350000023841858,93600.0,,,,,
2024-07-16,1.3200000524520874,1.3700000047683716,1.2699999809265137,1.2999999523162842,77900.0,,,,,
2024-07-17,1.2899999618530271,1.3300000429153442,1.2000000476837158,1.3300000429153442,106700.0,,,,,
2024-07-18,1.2699999809265137,1.340000033378601,1.2699999809265137,1.2999999523162842,73100.0,,,,,
2024-07-19,1.2699999809265137,1.2899999618530271,1.24399995803833,1.2599999904632568,60100.0,,,,,
2024-07-22,1.2699999809265137,1.2979999780654907,1.2300000190734863,1.2899999618530271,61200.0,,,,,
2024-07-23,1.274999976158142,1.2899999618530271,1.2100000381469729,1.25,52900.0,,,,,
2024-07-24,1.2100000381469729,1.284999966621399,1.2000000476837158,1.284999966621399,61100.0,,,,,
2024-07-25,1.100000023841858,1.1799999475479126,1.0809999704360962,1.1799999475479126,102100.0,,,,,
2024-07-26,1.1200000047683716,1.159999966621399,1.090000033378601,1.090000033378601,119500.0,,,,,
2024-07-29,1.1299999952316284,1.149999976158142,1.100000023841858,1.1399999856948853,44100.0,,,,,
2024-07-30,1.2000000476837158,1.2300000190734863,1.1200000047683716,1.1200000047683716,63000.0,,,,,
2024-07-31,1.149999976158142,1.2000000476837158,1.1299999952316284,1.2000000476837158,72000.0,,,,,
2024-08-01,1.1100000143051147,1.14900004863739,1.100000023841858,1.1299999952316284,35600.0,,,,,
2024-08-02,1.090000033378601,1.1399999856948853,1.0499999523162842,1.100000023841858,46600.0,,,,,
2024-08-05,1.0499999523162842,1.0700000524520874,1.0099999904632568,1.059999942779541,60000.0,,,,,
2024-08-06,1.1100000143051147,1.149999976158142,1.0299999713897705,1.0399999618530271,84400.0,,,,,
2024-08-07,1.0700000524520874,1.1399999856948853,1.0499999523162842,1.087000012397766,55400.0,,,,,
2024-08-08,1.0199999809265137,1.100000023841858,1.0099999904632568,1.059999942779541,135000.0,,,,,
2024-08-09,1.1200000047683716,1.149999976158142,1.0499999523162842,1.0700000524520874,103400.0,,,,,
2024-08-12,1.149999976158142,1.159999966621399,1.1100000143051147,1.1100000143051147,11100.0,,,,,
2024-08-13,1.1699999570846558,1.190000057220459,1.149999976158142,1.149999976158142,33700.0,,,,,
2024-08-14,1.2100000381469729,1.2899999618530271,1.100000023841858,1.1699999570846558,368300.0,,,,,
2024-08-15,1.2400000095367432,1.2899999618530271,1.2000000476837158,1.2300000190734863,126800.0,,,,,
2024-08-16,1.3650000095367432,1.4600000381469729,1.2000000476837158,1.2699999809265137,468500.0,,,,,
2024-08-19,1.7200000286102295,1.940000057220459,1.409999966621399,1.5,2029000.0,,,,,
2024-08-20,1.440000057220459,1.6699999570846558,1.3799999952316284,1.659999966621399,569300.0,,,,,
2024-08-21,1.5700000524520874,1.6399999856948853,1.4199999570846558,1.4800000190734863,647300.0,,,,,
2024-08-22,1.5499999523162842,1.6299999952316284,1.440000057220459,1.559999942779541,257100.0,,,,,
2024-08-23,1.75,2.2300000190734863,1.5,1.5399999618530271,4044800.0,,,,,
2024-08-26,1.5800000429153442,1.919999957084656,1.4500000476837158,1.8899999856948853,1046000.0,,,,,
2024-08-27,1.5099999904632568,1.649999976158142,1.4800000190734863,1.559999942779541,326700.0,,,,,
2024-08-28,1.5700000524520874,1.7000000476837158,1.5099999904632568,1.5299999713897705,403200.0,,,,,
2024-08-29,1.4199999570846558,1.6480000019073486,1.3600000143051147,1.600000023841858,267700.0,,,,,
2024-08-30,1.3899999856948853,1.4700000286102295,1.3600000143051147,1.4199999570846558,175000.0,,,,,
2024-09-03,1.309999942779541,1.409999966621399,1.2999999523162842,1.399999976158142,112500.0,,,,,
2024-09-04,1.25,1.3009999990463257,1.25,1.2999999523162842,129200.0,,,,,
2024-09-05,1.3350000381469729,1.5800000429153442,1.2599999904632568,1.2599999904632568,831600.0,,,,,
2024-09-06,1.340000033378601,1.3799999952316284,1.2899999618530271,1.3300000429153442,277900.0,,,,,
2024-09-09,1.2799999713897705,1.3600000143051147,1.2699999809265137,1.3300000429153442,126400.0,,,,,
2024-09-10,1.2699999809265137,1.2999999523162842,1.2300000190734863,1.2699999809265137,84200.0,,,,,
2024-09-11,1.2599999904632568,1.2799999713897705,1.2350000143051147,1.25,126600.0,,,,,
2024-09-12,1.2899999618530271,1.3250000476837158,1.2100000381469729,1.25,185600.0,,,,,
2024-09-13,1.309999942779541,1.3300000429153442,1.2699999809265137,1.2699999809265137,48300.0,,,,,
2024-09-16,1.2899999618530271,1.350000023841858,1.2799999713897705,1.350000023841858,62000.0,,,,,
2024-09-17,1.2599999904632568,1.3200000524520874,1.25,1.2999999523162842,121400.0,,,,,
2024-09-18,1.2799999713897705,1.2999999523162842,1.2699999809265137,1.2699999809265137,39300.0,,,,,
2024-09-19,1.2699999809265137,1.340000033378601,1.25,1.2899999618530271,87800.0,,,,,
2024-09-20,1.2899999618530271,1.309999942779541,1.25,1.2599999904632568,73600.0,,,,,
2024-09-23,1.2100000381469729,1.2899999618530271,1.1799999475479126,1.2699999809265137,120500.0,,,,,
2024-09-24,1.2000000476837158,1.25,1.2000000476837158,1.2300000190734863,75100.0,,,,,
2024-09-25,1.1699999570846558,1.25,1.1399999856948853,1.2200000286102295,185500.0,,,,,
2024-09-26,1.1699999570846558,1.2100000381469729,1.1699999570846558,1.1699999570846558,45200.0,,,,,
2024-09-27,1.2300000190734863,1.2599999904632568,1.1699999570846558,1.1699999570846558,51200.0,,,,,
2024-09-30,1.25,1.2899999618530271,1.149999976158142,1.2100000381469729,64900.0,,,,,
2024-10-01,1.2000000476837158,1.2599999904632568,1.159999966621399,1.2599999904632568,101800.0,,,,,
2024-10-02,1.2300000190734863,1.2599999904632568,1.1799999475479126,1.190000057220459,47800.0,,,,,
2024-10-03,1.2000000476837158,1.25,1.190000057220459,1.25,36700.0,,,,,
2024-10-04,1.2799999713897705,1.2799999713897705,1.2100000381469729,1.2100000381469729,77500.0,,,,,
2024-10-07,1.25,1.2699999809265137,1.2400000095367432,1.2599999904632568,44500.0,,,,,
2024-10-08,1.3200000524520874,1.399999976158142,1.2209999561309814,1.2400000095367432,409700.0,,,,,
2024-10-09,1.3600000143051147,1.3700000047683716,1.2799999713897705,1.3300000429153442,70200.0,,,,,
2024-10-10,1.2699999809265137,1.3600000143051147,1.25,1.340000033378601,44300.0,,,,,
2024-10-11,1.2799999713897705,1.2899999618530271,1.25,1.2699999809265137,48300.0,,,,,
2024-10-14,1.3200000524520874,1.3519999980926514,1.2699999809265137,1.2699999809265137,41200.0,,,,,
2024-10-15,1.2599999904632568,1.350000023841858,1.2400000095367432,1.350000023841858,84100.0,,,,,
2024-10-16,1.2200000286102295,1.2599999904632568,1.190000057220459,1.2599999904632568,112300.0,,,,,
2024-10-17,1.25,1.2699999809265137,1.1799999475479126,1.2000000476837158,169500.0,,,,,
2024-10-18,1.2799999713897705,1.2899999618530271,1.2400000095367432,1.25,33300.0,,,,,
2024-10-21,1.2799999713897705,1.2899999618530271,1.2300000190734863,1.25,70700.0,,,,,
2024-10-22,1.2699999809265137,1.2899999618530271,1.25,1.2699999809265137,53500.0,,,,,
2024-10-23,1.2400000095367432,1.2710000276565552,1.2300000190734863,1.2599999904632568,50900.0,,,,,
2024-10-24,1.2400000095367432,1.25,1.2200000286102295,1.25,65300.0,,,,,
2024-10-25,1.2300000190734863,1.2400000095367432,1.2200000286102295,1.2200000286102295,45300.0,,,,,
2024-10-28,1.25,1.2699999809265137,1.2100000381469729,1.2300000190734863,51100.0,,,,,
2024-10-29,1.2100000381469729,1.2400000095367432,1.1799999475479126,1.2400000095367432,54700.0,,,,,
2024-10-30,1.2200000286102295,1.2400000095367432,1.1699999570846558,1.1699999570846558,88400.0,,,,,
2024-10-31,1.2100000381469729,1.225000023841858,1.1799999475479126,1.2000000476837158,35600.0,,,,,
2024-11-01,1.2100000381469729,1.2300000190734863,1.1799999475479126,1.2100000381469729,51900.0,,,,,
2024-11-04,1.2200000286102295,1.2289999723434448,1.2000000476837158,1.2100000381469729,23900.0,,,,,
2024-11-05,1.2100000381469729,1.2300000190734863,1.1799999475479126,1.2200000286102295,43100.0,,,,,
2024-11-06,1.2100000381469729,1.2400000095367432,1.1799999475479126,1.2200000286102295,86400.0,,,,,
2024-11-07,1.1799999475479126,1.2100000381469729,1.1749999523162842,1.1799999475479126,99700.0,,,,,
2024-11-08,1.1399999856948853,1.184999942779541,1.1399999856948853,1.159999966621399,128000.0,,,,,
2024-11-11,1.1799999475479126,1.1979999542236328,1.1100000143051147,1.1299999952316284,152200.0,,,,,
2024-11-12,1.1699999570846558,1.1799999475479126,1.149999976158142,1.1799999475479126,34600.0,,,,,
2024-11-13,1.1100000143051147,1.190000057220459,1.100000023841858,1.190000057220459,103100.0,,,,,
