Date,Close,High,Low,Open,Volume,"('Close', 'DDL')","('High', 'DDL')","('Low', 'DDL')","('Open', 'DDL')","('Volume', 'DDL')"
2024-06-03,2.039999961853028,2.0999999046325684,2.0299999713897705,2.0999999046325684,217700.0,,,,,
2024-06-04,2.190000057220459,2.219000101089477,2.0199999809265137,2.0299999713897705,302300.0,,,,,
2024-06-05,2.0,2.359999895095825,1.9600000381469729,2.2100000381469727,889500.0,,,,,
2024-06-06,2.039999961853028,2.119999885559082,1.9800000190734863,2.059999942779541,396400.0,,,,,
2024-06-07,1.919999957084656,2.0199999809265137,1.919999957084656,2.009999990463257,179800.0,,,,,
2024-06-10,1.940000057220459,1.9900000095367432,1.909999966621399,1.919999957084656,123200.0,,,,,
2024-06-11,1.8799999952316284,1.9450000524520876,1.8600000143051147,1.919999957084656,245800.0,,,,,
2024-06-12,1.7200000286102295,1.9149999618530276,1.7100000381469729,1.8899999856948853,522400.0,,,,,
2024-06-13,1.899999976158142,1.955000042915344,1.7599999904632568,1.7799999713897705,522800.0,,,,,
2024-06-14,1.8600000143051147,1.9700000286102293,1.8200000524520876,1.899999976158142,286400.0,,,,,
2024-06-17,1.909999966621399,1.9850000143051147,1.8799999952316284,1.8799999952316284,249900.0,,,,,
2024-06-18,1.899999976158142,1.9450000524520876,1.870000004768372,1.899999976158142,189800.0,,,,,
2024-06-20,1.8600000143051147,1.909999966621399,1.8200000524520876,1.909999966621399,716700.0,,,,,
2024-06-21,1.9600000381469729,1.9600000381469729,1.850000023841858,1.850000023841858,382200.0,,,,,
2024-06-24,1.919999957084656,1.940000057220459,1.870000004768372,1.919999957084656,115800.0,,,,,
2024-06-25,1.9600000381469729,1.9900000095367432,1.899999976158142,1.9299999475479128,193900.0,,,,,
2024-06-26,2.0299999713897705,2.0299999713897705,1.950000047683716,1.950000047683716,344400.0,,,,,
2024-06-27,2.0,2.134999990463257,1.909999966621399,2.0299999713897705,541400.0,,,,,
2024-06-28,1.9900000095367432,2.0299999713897705,1.940000057220459,1.9700000286102293,399700.0,,,,,
2024-07-01,2.039999961853028,2.039999961853028,1.9700000286102293,1.9700000286102293,58400.0,,,,,
2024-07-02,2.049999952316284,2.130000114440918,2.009999990463257,2.049999952316284,490600.0,,,,,
2024-07-03,2.059999942779541,2.069999933242798,1.950000047683716,2.069999933242798,181400.0,,,,,
2024-07-05,2.0,2.065000057220459,1.9700000286102293,2.039999961853028,161700.0,,,,,
2024-07-08,1.850000023841858,2.0,1.7799999713897705,1.9900000095367432,601800.0,,,,,
2024-07-09,1.8600000143051147,1.9700000286102293,1.8600000143051147,1.8899999856948853,237000.0,,,,,
2024-07-10,1.919999957084656,1.919999957084656,1.830000042915344,1.830000042915344,242300.0,,,,,
2024-07-11,2.0299999713897705,2.049999952316284,1.9800000190734863,2.009999990463257,384100.0,,,,,
2024-07-12,2.059999942779541,2.140000104904175,2.0299999713897705,2.059999942779541,270700.0,,,,,
2024-07-15,2.069999933242798,2.134999990463257,2.0,2.069999933242798,402200.0,,,,,
2024-07-16,2.039999961853028,2.049999952316284,1.965000033378601,2.039999961853028,161800.0,,,,,
2024-07-17,1.9299999475479128,2.0199999809265137,1.899999976158142,2.009999990463257,250600.0,,,,,
2024-07-18,1.919999957084656,1.965000033378601,1.8899999856948853,1.919999957084656,309400.0,,,,,
2024-07-19,1.909999966621399,1.950000047683716,1.8899999856948853,1.909999966621399,81300.0,,,,,
2024-07-22,1.909999966621399,1.940000057220459,1.899999976158142,1.909999966621399,90900.0,,,,,
2024-07-23,1.8600000143051147,1.9299999475479128,1.8600000143051147,1.8899999856948853,214600.0,,,,,
2024-07-24,1.870000004768372,1.9299999475479128,1.8600000143051147,1.8600000143051147,129100.0,,,,,
2024-07-25,1.830000042915344,1.878999948501587,1.8200000524520876,1.8600000143051147,181200.0,,,,,
2024-07-26,1.8600000143051147,1.870000004768372,1.8049999475479128,1.840000033378601,206200.0,,,,,
2024-07-29,1.809999942779541,1.840000033378601,1.8049999475479128,1.840000033378601,174600.0,,,,,
2024-07-30,1.7300000190734863,1.8200000524520876,1.7300000190734863,1.809999942779541,296000.0,,,,,
2024-07-31,1.7799999713897705,1.809999942779541,1.7400000095367432,1.75,326200.0,,,,,
2024-08-01,1.809999942779541,1.840000033378601,1.7300000190734863,1.809999942779541,204400.0,,,,,
2024-08-02,1.7200000286102295,1.7599999904632568,1.7000000476837158,1.7599999904632568,319300.0,,,,,
2024-08-05,1.7799999713897705,1.7999999523162842,1.6200000047683716,1.6699999570846558,206000.0,,,,,
2024-08-06,1.830000042915344,1.9600000381469729,1.809999942779541,1.850000023841858,388700.0,,,,,
2024-08-07,1.6399999856948853,2.0,1.6299999952316284,1.940000057220459,1304700.0,,,,,
2024-08-08,1.7799999713897705,1.8049999475479128,1.7109999656677246,1.7200000286102295,454600.0,,,,,
2024-08-09,1.7899999618530271,1.8799999952316284,1.7400000095367432,1.7999999523162842,436900.0,,,,,
2024-08-12,2.039999961853028,2.0899999141693115,1.8009999990463257,1.8200000524520876,1322000.0,,,,,
2024-08-13,2.0799999237060547,2.0899999141693115,1.934999942779541,2.039999961853028,655200.0,,,,,
