Date,Close,High,Low,Open,Volume,"('Close', 'RXRX')","('High', 'RXRX')","('Low', 'RXRX')","('Open', 'RXRX')","('Volume', 'RXRX')"
2024-06-03,8.59000015258789,8.859999656677246,8.319999694824219,8.390000343322754,4637900.0,,,,,
2024-06-04,8.40999984741211,8.755000114440918,8.399999618530273,8.5600004196167,2975400.0,,,,,
2024-06-05,9.09000015258789,9.135000228881836,8.270000457763672,8.420000076293945,4848500.0,,,,,
2024-06-06,9.010000228881836,9.220000267028809,8.720000267028809,9.0,3394300.0,,,,,
2024-06-07,8.510000228881836,8.9350004196167,8.420000076293945,8.760000228881836,3878100.0,,,,,
2024-06-10,8.619999885559082,8.680000305175781,8.329999923706055,8.449999809265137,3233700.0,,,,,
2024-06-11,8.579999923706055,8.670000076293945,8.265000343322754,8.5,3110100.0,,,,,
2024-06-12,9.300000190734863,9.489999771118164,8.942999839782715,8.949999809265137,6213800.0,,,,,
2024-06-13,9.4399995803833,9.600000381469728,9.119999885559082,9.329999923706056,3069100.0,,,,,
2024-06-14,9.260000228881836,9.40999984741211,9.164999961853027,9.239999771118164,2881400.0,,,,,
2024-06-17,9.369999885559082,9.475000381469728,9.109999656677246,9.199999809265137,3248200.0,,,,,
2024-06-18,9.699999809265137,9.989999771118164,9.239999771118164,9.329999923706056,4452900.0,,,,,
2024-06-20,9.149999618530272,9.65999984741211,8.9399995803833,9.59000015258789,3966700.0,,,,,
2024-06-21,8.850000381469727,9.220000267028809,8.619999885559082,9.100000381469728,8554500.0,,,,,
2024-06-24,9.34000015258789,9.699999809265137,8.869999885559082,8.880000114440918,6476100.0,,,,,
2024-06-25,9.380000114440918,9.864999771118164,9.300000190734863,9.449999809265137,5159400.0,,,,,
2024-06-26,8.760000228881836,9.470000267028809,8.744999885559082,9.300000190734863,5641600.0,,,,,
2024-06-27,7.574999809265137,7.599999904632568,6.75,7.0,28265700.0,,,,,
2024-06-28,7.5,7.699999809265137,7.150000095367432,7.570000171661377,22314500.0,,,,,
2024-07-01,7.460000038146973,7.949999809265137,7.389999866485596,7.53000020980835,8152200.0,,,,,
2024-07-02,7.159999847412109,7.434999942779541,7.039999961853027,7.429999828338623,6257700.0,,,,,
2024-07-03,7.349999904632568,7.570000171661377,7.119999885559082,7.230000019073486,3235000.0,,,,,
2024-07-05,7.320000171661377,7.40500020980835,7.210000038146973,7.360000133514404,3478500.0,,,,,
2024-07-08,7.400000095367432,7.559999942779541,7.320000171661377,7.380000114440918,3873200.0,,,,,
2024-07-09,7.440000057220459,7.449999809265137,7.159999847412109,7.400000095367432,4319600.0,,,,,
2024-07-10,7.230000019073486,7.510000228881836,7.144999980926514,7.480000019073486,5155700.0,,,,,
2024-07-11,7.679999828338623,7.849999904632568,7.440000057220459,7.440000057220459,8441400.0,,,,,
2024-07-12,8.359999656677246,8.609999656677246,7.78000020980835,7.789999961853027,10190700.0,,,,,
2024-07-15,8.199999809265137,8.4399995803833,8.109999656677246,8.40999984741211,5263200.0,,,,,
2024-07-16,8.600000381469727,8.664999961853027,8.289999961853027,8.399999618530273,4967500.0,,,,,
2024-07-17,8.350000381469727,8.734999656677246,8.180000305175781,8.319999694824219,3965800.0,,,,,
2024-07-18,7.869999885559082,8.479999542236328,7.824999809265137,8.350000381469727,3919800.0,,,,,
2024-07-19,7.610000133514404,7.960000038146973,7.590000152587891,7.889999866485596,3080600.0,,,,,
2024-07-22,8.140000343322754,8.1899995803833,7.5,7.71999979019165,4178100.0,,,,,
2024-07-23,8.579999923706055,8.710000038146973,7.920000076293945,8.029999732971191,4152700.0,,,,,
2024-07-24,7.809999942779541,8.510000228881836,7.789999961853027,8.350000381469727,3761600.0,,,,,
2024-07-25,8.050000190734863,8.5600004196167,7.679999828338623,7.800000190734863,5124300.0,,,,,
2024-07-26,8.350000381469727,8.489999771118164,8.140000343322754,8.25,2956500.0,,,,,
2024-07-29,8.1899995803833,8.479999542236328,7.920000076293945,8.359999656677246,3471600.0,,,,,
2024-07-30,7.949999809265137,8.319999694824219,7.880000114440918,8.210000038146973,2399100.0,,,,,
2024-07-31,8.199999809265137,8.630000114440918,7.840000152587891,8.0,5049800.0,,,,,
