Date,Close,High,Low,Open,Volume,"('Close', 'PLD')","('High', 'PLD')","('Low', 'PLD')","('Open', 'PLD')","('Volume', 'PLD')"
2024-06-03,101.9662628173828,105.38412487826888,101.54852162610445,105.1657581891742,3262400.0,,,,,
2024-06-04,103.2669448852539,104.31129786099184,101.11179525333384,101.11179525333384,5538500.0,,,,,
2024-06-05,103.23847198486328,103.9030609530198,102.08019477022832,103.48531972980128,2824700.0,,,,,
2024-06-06,104.44422149658205,104.6625809570301,102.15614812684224,102.526416119252,3144300.0,,,,,
2024-06-07,104.62459564208984,104.70054990213085,102.34602578803536,102.58337741811576,4786900.0,,,,,
2024-06-10,105.54552459716795,105.69743312224628,103.55177228759676,104.24484225732148,5780800.0,,,,,
2024-06-11,105.9347915649414,106.68482365805085,104.51068164614064,105.3081797238382,7061100.0,,,,,
2024-06-12,107.10255432128906,110.12166754527352,106.75127852131747,108.28931255016036,4650500.0,,,,,
2024-06-13,106.69430541992188,107.70068128785226,105.81135703919456,107.51079563192336,3122200.0,,,,,
2024-06-14,106.6088638305664,106.75127626369864,104.83347095009862,106.27657298218934,3672400.0,,,,,
2024-06-17,106.56098175048828,107.26002807731544,105.37356809860772,105.8044821632683,2696200.0,,,,,
2024-06-18,105.38314056396484,107.25044448761182,105.31610932839436,106.56097617554008,4337100.0,,,,,
2024-06-20,104.53089141845705,105.50763340056248,104.18615723515929,104.76071177203644,4760600.0,,,,,
2024-06-21,104.76070404052734,105.29695392792227,103.86056403880862,104.74154808405936,6708800.0,,,,,
2024-06-24,106.8961410522461,108.35168700859096,104.67452481359206,104.8085872956426,2924200.0,,,,,
2024-06-25,105.17247009277344,106.80037572161824,105.00010301276636,106.79079774332428,2929900.0,,,,,
2024-06-26,105.72787475585938,106.5897028403846,103.9946259969088,104.33936015306158,3385000.0,,,,,
2024-06-27,106.62801361083984,107.24087274479146,105.22992825489666,105.83320941010795,3174300.0,,,,,
2024-06-28,107.54730224609376,107.95906766139016,105.6799982150154,107.17384143987807,5436400.0,,,,,
2024-07-01,107.20256042480467,108.76344208363334,106.46521684369333,107.25044300920504,2405800.0,,,,,
2024-07-02,108.4091339111328,108.74429009659816,106.34073623379182,107.87288401438828,2945400.0,,,,,
2024-07-03,108.4953155517578,109.51994001251096,108.11227679975008,108.8687763258548,1339500.0,,,,,
2024-07-05,109.60613250732422,110.06578052379147,108.29422700515444,108.8592108731901,2252300.0,,,,,
2024-07-08,109.5582504272461,110.31474268760468,108.98368861584208,109.7689148114564,2185700.0,,,,,
2024-07-09,109.59654998779295,110.19983844102848,108.03567554281614,109.90297955079016,2196100.0,,,,,
2024-07-10,111.5979232788086,111.70325912554102,109.48164297730092,110.1328067089846,2998300.0,,,,,
2024-07-11,115.3038101196289,115.73472417241916,113.06303804989156,113.45565480071298,4242900.0,,,,,
2024-07-12,115.05484008789062,117.41051880354505,114.7579811875374,116.82638628763826,4003400.0,,,,,
2024-07-15,116.00284576416016,116.20393947003298,114.09723724158331,115.24634621967284,3264700.0,,,,,
2024-07-16,116.33800506591795,116.98916878589,115.77302853983916,116.98916878589,4508600.0,,,,,
2024-07-17,117.98506927490234,123.68275377693011,116.72104641479412,119.16291224507133,8941300.0,,,,,
2024-07-18,117.42009735107422,121.92078310258984,116.90299607354504,117.30518352078197,4631900.0,,,,,
2024-07-19,118.50216674804688,118.53089337710932,116.47206639263854,117.74566719068986,3485200.0,,,,,
2024-07-22,121.28876495361328,121.8537414661737,118.31064935177892,119.36400046909708,6266100.0,,,,,
2024-07-23,120.3503189086914,121.22172495959006,119.31611645425323,120.61844384742945,3708200.0,,,,,
2024-07-24,117.86058807373048,121.56646956193742,117.64033839462876,120.09178227210174,4082500.0,,,,,
2024-07-25,115.32295989990234,118.96181731455717,115.16017079444144,118.49259134348938,3402100.0,,,,,
2024-07-26,117.47754669189452,118.04252323379356,115.28465715155276,116.04115673754588,3373900.0,,,,,
2024-07-29,118.69367980957033,119.1533277818021,116.23266546186092,117.67863330762331,2376300.0,,,,,
2024-07-30,120.74293518066406,121.32706767566764,118.3202253108248,118.81817791600346,2663900.0,,,,,
2024-07-31,120.70464324951172,123.08904131106188,119.9385656563101,120.75251853292596,3960100.0,,,,,
2024-08-01,122.30381774902344,124.16155109351662,120.47481103466454,122.41872426956058,3871100.0,,,,,
2024-08-02,118.72241973876952,123.00285562365264,117.22856923297628,121.75798872565817,5728500.0,,,,,
2024-08-05,113.8961410522461,117.90845171578556,113.50352432134808,114.911187537621,5157400.0,,,,,
2024-08-06,115.91667175292967,117.13281202794238,113.07261848629042,113.91529795920474,4016200.0,,,,,
2024-08-07,115.05484008789062,118.80860418897292,114.91119962718516,117.82228422777676,2967000.0,,,,,
2024-08-08,116.8167953491211,117.32431858889971,114.65263992311628,115.485741352241,2806500.0,,,,,
2024-08-09,116.73062896728516,117.42966801037306,115.30381694414665,117.16154304558005,1901800.0,,,,,
2024-08-12,114.90161895751952,115.76345439571274,113.71420530148508,115.56236067777718,2836800.0,,,,,
2024-08-13,117.47754669189452,117.75524962643811,115.28465715155276,116.1369146066644,2719500.0,,,,,
2024-08-14,118.18616485595705,119.06714894990678,117.06578243392154,117.56372774176268,2182300.0,,,,,
2024-08-15,119.47891235351562,120.05347417592714,117.95634251935348,118.85648255566493,2792300.0,,,,,
2024-08-16,117.6403350830078,119.38315459142804,116.90299145884649,119.11502963718756,2899000.0,,,,,
2024-08-19,119.4118881225586,119.61298915571822,117.66906851341582,117.9180448306812,1664900.0,,,,,
2024-08-20,118.8852081298828,119.6129810741794,117.58288067413396,119.41188005460695,2108400.0,,,,,
2024-08-21,119.19163513183594,119.86194749650237,118.10955006420136,118.990541422436,2086400.0,,,,,
2024-08-22,120.63760375976562,120.69505701827744,119.1916358717441,119.7757683528039,2770000.0,,,,,
2024-08-23,123.3954620361328,123.8838293146431,120.83868991032104,121.33663516660302,2938700.0,,,,,
2024-08-26,123.43376159667967,124.45839336718532,123.09861273295132,124.39135482741176,2278600.0,,,,,
2024-08-27,123.47208404541016,123.77850630730326,122.75388906107128,122.75388906107128,2042700.0,,,,,
2024-08-28,121.51858520507812,123.72104530234412,120.17795319038852,123.203951375141,2501000.0,,,,,
2024-08-29,120.01516723632812,121.60476827811594,119.35442553690268,121.51858838994232,2419900.0,,,,,
2024-08-30,122.39958190917967,122.54322237309108,119.80450480304866,120.66634028065948,3618000.0,,,,,
2024-09-03,122.9262466430664,123.55826172478172,121.01106735830548,121.1738564651023,3526200.0,,,,,
2024-09-04,122.83049774169922,124.94677077039223,121.8250218456841,123.15607595969594,3091500.0,,,,,
2024-09-05,122.00696563720705,123.78808975642588,121.45155977081468,123.59657401911817,2402700.0,,,,,
2024-09-06,121.8345947265625,122.78261001643205,120.70463437786243,122.09314169439716,2484100.0,,,,,
2024-09-09,124.72652435302734,125.5500551558729,121.66222878838596,122.14102542697722,3599400.0,,,,,
2024-09-10,126.7853546142578,126.94815834324696,124.91805049056651,125.617089549853,3029800.0,,,,,
2024-09-11,125.14787292480467,125.78945869372846,122.94540537356949,125.16702888242293,3890300.0,,,,,
2024-09-12,124.76482391357422,126.07673666302924,122.91667586877756,125.5404867559735,5557000.0,,,,,
2024-09-13,124.46797943115234,126.77578290941383,124.17112783079044,125.6266738127776,3689400.0,,,,,
2024-09-16,124.71880340576172,125.5677603752228,123.71550266766424,125.24940151167488,3864300.0,,,,,
2024-09-17,124.3232650756836,125.4616405300133,123.4453750913614,124.6705643152579,3171100.0,,,,,
2024-09-18,122.53854370117188,124.75740661106106,122.21054293585992,124.27504734897764,3498600.0,,,,,
2024-09-19,123.96631622314452,124.94067652211778,122.808657070206,124.27503318149336,2604400.0,,,,,
2024-09-20,121.04322814941406,123.41643471299254,120.82133966182673,123.18490434001896,8581000.0,,,,,
2024-09-23,122.16229248046876,122.68324131734154,121.515932897026,122.13335210512318,3386200.0,,,,,
2024-09-24,122.21053314208984,123.02089310454416,121.33263582254668,121.95006239993457,3979500.0,,,,,
2024-09-25,120.96604919433594,122.73148577299948,120.37757033478142,122.2587757803176,3421700.0,,,,,
2024-09-26,120.81168365478516,121.95969350007624,120.45473521133536,121.44839394609208,3235800.0,,,,,
2024-09-27,121.15898895263672,122.82795514200434,120.8599285826057,121.5448778121651,3775200.0,,,,,
2024-09-30,121.82464599609376,121.96935523719068,120.16532906664696,120.37756830556008,3608400.0,,,,,
2024-10-01,120.21355438232422,122.24911069302826,119.1234252946886,122.1719314584478,3401500.0,,,,,
2024-10-02,119.7987289428711,119.86625893518648,117.64740371302372,118.23588251472208,3848800.0,,,,,
2024-10-03,117.73423767089844,119.38390529723412,117.2132888372844,119.36461416719692,3400500.0,,,,,
2024-10-04,118.100830078125,118.44812930657685,116.11351243993091,117.30011200362672,2774000.0,,,,,
2024-10-07,115.76620483398438,117.4351708588365,115.1005468009195,117.07822241092023,3186500.0,,,,,
