Date,Close,High,Low,Open,Volume,"('Close', 'KVUE')","('High', 'KVUE')","('Low', 'KVUE')","('Open', 'KVUE')","('Volume', 'KVUE')"
2024-06-03,18.366626739501957,18.586185772389896,18.25207499224181,18.2711657362737,15902600.0,,,,,
2024-06-04,18.280710220336918,18.385717495634783,18.056378978701037,18.385717495634783,18523500.0,,,,,
2024-06-05,18.127975463867188,18.309351191146373,17.96569230172628,18.204343903653072,20674500.0,,,,,
2024-06-06,17.78431510925293,18.118427688577395,17.679309651177928,17.99432966693709,27907800.0,,,,,
2024-06-07,17.55521011352539,17.908415262546725,17.536119370395753,17.832046827726856,17923400.0,,,,,
2024-06-10,17.45975112915039,17.574302872266664,17.264055078189763,17.450204847096177,16438100.0,,,,,
2024-06-11,17.63157844543457,17.641124727327224,17.268828837349243,17.383380578526882,23197400.0,,,,,
2024-06-12,17.14472770690918,17.755676956821443,17.08745184061855,17.66021596582575,19717800.0,,,,,
2024-06-13,17.211551666259766,17.335649679953246,17.023493750795016,17.18291282274575,14768100.0,,,,,
2024-06-14,17.249736785888672,17.259283068064853,16.94426303931946,17.077907348251703,15356100.0,,,,,
2024-06-17,17.937053680419922,17.965690704814662,17.144728684513613,17.144728684513613,20146700.0,,,,,
2024-06-18,17.67930793762207,18.02773899546551,17.56475438810037,17.927505777613334,21747100.0,,,,,
2024-06-20,17.98478126525879,18.003873826573617,17.707944588494342,17.80340557430163,24977100.0,,,,,
2024-06-21,17.688854217529297,18.12797221234394,17.56475438715688,18.05160378625588,63084700.0,,,,,
2024-06-24,18.04206085205078,18.118429292304555,17.83682032747491,17.965692411797008,19862800.0,,,,,
2024-06-25,17.803407669067383,18.0134222267073,17.679309647453223,17.92750751144862,15046800.0,,,,,
2024-06-26,17.746131896972656,17.76522446063918,17.431111879543376,17.66021718124039,16542100.0,,,,,
2024-06-27,17.583847045898438,17.774769022555557,17.497932338479423,17.717491337098274,18657600.0,,,,,
2024-06-28,17.35474395751953,17.74613242039175,17.221099649446227,17.593395548088793,57323300.0,,,,,
2024-07-01,17.13518524169922,17.559984789287867,17.073135317211957,17.402473862689558,21089800.0,,,,,
2024-07-02,17.41202163696289,17.43111420317452,17.173370021619483,17.192462587831116,14781800.0,,,,,
2024-07-03,17.478843688964844,17.579078750567334,17.373838216990183,17.545665849521626,5859500.0,,,,,
