Date,Close,High,Low,Open,Volume,"('Close', 'GDRX')","('High', 'GDRX')","('Low', 'GDRX')","('Open', 'GDRX')","('Volume', 'GDRX')"
2024-06-03,8.050000190734863,8.154999732971191,7.75,7.949999809265137,1153100.0,,,,,
2024-06-04,8.170000076293945,8.180000305175781,7.784999847412109,7.960000038146973,1106900.0,,,,,
2024-06-05,8.449999809265137,8.520000457763672,8.140000343322754,8.199999809265137,1839200.0,,,,,
2024-06-06,8.789999961853027,9.0,8.449999809265137,8.5,2170600.0,,,,,
2024-06-07,8.550000190734863,8.800000190734863,8.479999542236328,8.640000343322754,1074200.0,,,,,
2024-06-10,8.90999984741211,8.935999870300293,8.630000114440918,8.699999809265137,1503300.0,,,,,
2024-06-11,8.890000343322754,8.979999542236328,8.78499984741211,8.850000381469727,1049000.0,,,,,
2024-06-12,8.850000381469727,9.062999725341797,8.84000015258789,8.989999771118164,1216100.0,,,,,
2024-06-13,8.779999732971191,8.859999656677246,8.640000343322754,8.789999961853027,933800.0,,,,,
2024-06-14,8.510000228881836,8.755000114440918,8.4399995803833,8.75,876700.0,,,,,
2024-06-17,8.390000343322754,8.59000015258789,8.300000190734863,8.40999984741211,742200.0,,,,,
2024-06-18,8.15999984741211,8.489999771118164,8.135000228881836,8.210000038146973,1334700.0,,,,,
2024-06-20,7.800000190734863,8.180000305175781,7.784999847412109,8.15999984741211,1146000.0,,,,,
2024-06-21,7.730000019073486,7.815000057220459,7.650000095367432,7.75,1286600.0,,,,,
2024-06-24,7.619999885559082,7.789999961853027,7.590000152587891,7.619999885559082,740700.0,,,,,
2024-06-25,7.820000171661377,7.840000152587891,7.480000019073486,7.639999866485596,1123000.0,,,,,
2024-06-26,7.860000133514404,7.869999885559082,7.710000038146973,7.840000152587891,963400.0,,,,,
2024-06-27,7.690000057220459,7.900000095367432,7.53000020980835,7.869999885559082,1187000.0,,,,,
2024-06-28,7.800000190734863,7.809999942779541,7.539999961853027,7.650000095367432,1302600.0,,,,,
2024-07-01,7.820000171661377,7.849999904632568,7.619999885559082,7.829999923706055,1004700.0,,,,,
2024-07-02,7.820000171661377,7.869999885559082,7.644999980926514,7.760000228881836,836000.0,,,,,
2024-07-03,7.809999942779541,7.880000114440918,7.704999923706055,7.820000171661377,415500.0,,,,,
2024-07-05,7.840000152587891,7.860000133514404,7.730000019073486,7.78000020980835,1118700.0,,,,,
2024-07-08,8.180000305175781,8.1899995803833,7.789999961853027,7.869999885559082,801900.0,,,,,
2024-07-09,7.920000076293945,8.25,7.539999961853027,8.15999984741211,1340600.0,,,,,
2024-07-10,7.989999771118164,8.164999961853027,7.849999904632568,7.980000019073486,915900.0,,,,,
2024-07-11,8.029999732971191,8.050000190734863,7.920000076293945,8.0,809400.0,,,,,
2024-07-12,7.710000038146973,8.170000076293945,7.559999942779541,8.100000381469727,1746800.0,,,,,
2024-07-15,8.3100004196167,8.359999656677246,7.630000114440918,7.739999771118164,1434800.0,,,,,
2024-07-16,8.369999885559082,8.40999984741211,8.140000343322754,8.359999656677246,937900.0,,,,,
2024-07-17,8.25,8.369999885559082,8.15999984741211,8.180000305175781,809300.0,,,,,
2024-07-18,8.0600004196167,8.407999992370605,7.989999771118164,8.369999885559082,843600.0,,,,,
2024-07-19,8.5,8.5600004196167,8.010000228881836,8.100000381469727,1186500.0,,,,,
2024-07-22,8.930000305175781,8.930000305175781,8.420000076293945,8.569999694824219,1497900.0,,,,,
2024-07-23,8.90999984741211,9.154999732971191,8.651000022888184,8.850000381469727,1415700.0,,,,,
2024-07-24,8.970000267028809,9.149999618530272,8.720000267028809,8.84000015258789,1101000.0,,,,,
2024-07-25,8.739999771118164,9.260000228881836,8.649999618530273,8.949999809265137,1800800.0,,,,,
2024-07-26,8.850000381469727,8.899999618530273,8.65999984741211,8.84000015258789,506100.0,,,,,
2024-07-29,8.800000190734863,8.9399995803833,8.649999618530273,8.9399995803833,607900.0,,,,,
2024-07-30,8.880000114440918,8.975000381469727,8.555000305175781,8.789999961853027,964900.0,,,,,
2024-07-31,9.050000190734863,9.164999961853027,8.729999542236328,8.869999885559082,1705100.0,,,,,
2024-08-01,8.75,9.0600004196167,8.479999542236328,9.020000457763672,1999000.0,,,,,
2024-08-02,8.619999885559082,8.640000343322754,8.359999656677246,8.600000381469727,1209200.0,,,,,
2024-08-05,8.25,8.368000030517578,7.860000133514404,7.980000019073486,1274000.0,,,,,
2024-08-06,8.739999771118164,8.925000190734863,8.239999771118164,8.369999885559082,1900000.0,,,,,
2024-08-07,8.609999656677246,8.944999694824219,8.595000267028809,8.899999618530273,2150100.0,,,,,
2024-08-08,7.010000228881836,7.409999847412109,6.25,7.159999847412109,6162400.0,,,,,
2024-08-09,7.210000038146973,7.546999931335449,6.980000019073486,7.380000114440918,3233600.0,,,,,
2024-08-12,6.78000020980835,7.159999847412109,6.619999885559082,7.130000114440918,3451600.0,,,,,
2024-08-13,6.869999885559082,6.889999866485596,6.679999828338623,6.769999980926514,1558800.0,,,,,
2024-08-14,6.849999904632568,6.925000190734863,6.670000076293945,6.889999866485596,1012300.0,,,,,
2024-08-15,6.920000076293945,7.034999847412109,6.679999828338623,6.739999771118164,1510100.0,,,,,
2024-08-16,7.170000076293945,7.210000038146973,6.840000152587891,6.860000133514404,1475500.0,,,,,
2024-08-19,7.449999809265137,7.480000019073486,7.224999904632568,7.329999923706055,1819600.0,,,,,
2024-08-20,7.619999885559082,7.699999809265137,7.309999942779541,7.309999942779541,1126400.0,,,,,
2024-08-21,7.489999771118164,7.670000076293945,7.235000133514404,7.650000095367432,1283000.0,,,,,
2024-08-22,7.559999942779541,7.614999771118164,7.460000038146973,7.539999961853027,1014200.0,,,,,
2024-08-23,8.229999542236328,8.25,7.639999866485596,7.679999828338623,2509900.0,,,,,
2024-08-26,8.149999618530273,8.390000343322754,8.079999923706055,8.220000267028809,1589300.0,,,,,
2024-08-27,8.59000015258789,8.800000190734863,8.029999732971191,8.029999732971191,2547400.0,,,,,
2024-08-28,8.279999732971191,8.567999839782715,8.270000457763672,8.529999732971191,962500.0,,,,,
2024-08-29,8.210000038146973,8.376999855041504,8.199999809265137,8.319999694824219,856700.0,,,,,
2024-08-30,7.900000095367432,8.220000267028809,7.664999961853027,8.220000267028809,3411400.0,,,,,
2024-09-03,7.860000133514404,7.954999923706055,7.78000020980835,7.849999904632568,1041900.0,,,,,
2024-09-04,7.989999771118164,8.15999984741211,7.699999809265137,7.760000228881836,1301100.0,,,,,
2024-09-05,7.989999771118164,8.149999618530273,7.925000190734863,7.96999979019165,562500.0,,,,,
2024-09-06,7.710000038146973,8.0600004196167,7.699999809265137,8.020000457763672,779200.0,,,,,
2024-09-09,7.820000171661377,7.889999866485596,7.619999885559082,7.739999771118164,676700.0,,,,,
2024-09-10,7.730000019073486,7.900000095367432,7.659999847412109,7.849999904632568,528700.0,,,,,
2024-09-11,7.489999771118164,7.730000019073486,7.46999979019165,7.670000076293945,886700.0,,,,,
2024-09-12,7.71999979019165,7.795000076293945,7.340000152587891,7.489999771118164,983000.0,,,,,
2024-09-13,7.75,7.815000057220459,7.53000020980835,7.71999979019165,819000.0,,,,,
2024-09-16,7.679999828338623,7.784999847412109,7.599999904632568,7.659999847412109,855000.0,,,,,
2024-09-17,7.590000152587891,7.800000190734863,7.539999961853027,7.75,794800.0,,,,,
2024-09-18,7.349999904632568,7.610000133514404,7.340000152587891,7.559999942779541,1060300.0,,,,,
2024-09-19,7.079999923706055,7.440000057220459,7.059999942779541,7.340000152587891,1200900.0,,,,,
2024-09-20,6.909999847412109,7.110000133514404,6.880000114440918,7.03000020980835,1491200.0,,,,,
2024-09-23,6.730000019073486,6.929999828338623,6.710000038146973,6.900000095367432,1002600.0,,,,,
