Date,Close,High,Low,Open,Volume,"('Close', 'CMPX')","('High', 'CMPX')","('Low', 'CMPX')","('Open', 'CMPX')","('Volume', 'CMPX')"
2024-06-03,1.3600000143051147,1.4600000381469729,1.3300000429153442,1.4299999475479126,532800.0,,,,,
2024-06-04,1.340000033378601,1.3799999952316284,1.340000033378601,1.350000023841858,233700.0,,,,,
2024-06-05,1.2899999618530271,1.3799999952316284,1.2599999904632568,1.3600000143051147,459800.0,,,,,
2024-06-06,1.309999942779541,1.399999976158142,1.2999999523162842,1.2999999523162842,164600.0,,,,,
2024-06-07,1.309999942779541,1.340000033378601,1.2799999713897705,1.2999999523162842,78500.0,,,,,
2024-06-10,1.2100000381469729,1.350000023841858,1.2100000381469729,1.350000023841858,268500.0,,,,,
2024-06-11,1.2200000286102295,1.25,1.1799999475479126,1.2100000381469729,443400.0,,,,,
2024-06-12,1.2000000476837158,1.2899999618530271,1.190000057220459,1.2300000190734863,596200.0,,,,,
2024-06-13,1.159999966621399,1.2450000047683716,1.100000023841858,1.2000000476837158,341500.0,,,,,
2024-06-14,1.1100000143051147,1.2000000476837158,1.059999942779541,1.1399999856948853,310600.0,,,,,
2024-06-17,1.1699999570846558,1.2000000476837158,1.0800000429153442,1.1100000143051147,904200.0,,,,,
2024-06-18,1.1200000047683716,1.190000057220459,1.1200000047683716,1.190000057220459,683100.0,,,,,
2024-06-20,1.1100000143051147,1.1399999856948853,1.090000033378601,1.1200000047683716,381300.0,,,,,
2024-06-21,1.100000023841858,1.149999976158142,1.090000033378601,1.1100000143051147,501000.0,,,,,
2024-06-24,1.1100000143051147,1.159999966621399,1.100000023841858,1.1399999856948853,159900.0,,,,,
2024-06-25,1.059999942779541,1.1299999952316284,1.0499999523162842,1.100000023841858,109800.0,,,,,
2024-06-26,1.059999942779541,1.0800000429153442,0.9179999828338624,1.0499999523162842,286400.0,,,,,
2024-06-27,1.2000000476837158,1.2400000095367432,1.059999942779541,1.0800000429153442,479800.0,,,,,
2024-06-28,1.0,1.2000000476837158,1.0,1.2000000476837158,2464400.0,,,,,
2024-07-01,0.9459999799728394,1.059999942779541,0.9409999847412108,1.0399999618530271,437900.0,,,,,
2024-07-02,0.8799999952316284,1.0,0.8690000176429749,0.949999988079071,291100.0,,,,,
2024-07-03,0.8199999928474426,0.9300000071525574,0.800000011920929,0.9049999713897704,324300.0,,,,,
2024-07-05,0.800000011920929,0.8700000047683716,0.7649999856948853,0.8199999928474426,474900.0,,,,,
2024-07-08,0.8600000143051147,0.8600000143051147,0.8180000185966492,0.8230000138282776,268300.0,,,,,
2024-07-09,0.8659999966621399,0.8999999761581421,0.8270000219345093,0.843999981880188,142200.0,,,,,
2024-07-10,0.9520000219345092,0.9769999980926514,0.8999999761581421,0.902999997138977,107200.0,,,,,
2024-07-11,1.0399999618530271,1.0499999523162842,0.9399999976158142,0.9700000286102296,280500.0,,,,,
2024-07-12,1.0800000429153442,1.1200000047683716,1.0199999809265137,1.0499999523162842,311800.0,,,,,
2024-07-15,1.0099999904632568,1.1100000143051147,0.9629999995231628,1.059999942779541,907700.0,,,,,
2024-07-16,1.0499999523162842,1.1200000047683716,1.0290000438690186,1.0399999618530271,368300.0,,,,,
2024-07-17,1.0299999713897705,1.100000023841858,0.9900000095367432,1.0499999523162842,254200.0,,,,,
2024-07-18,0.959999978542328,1.0499999523162842,0.9520000219345092,1.0199999809265137,103200.0,,,,,
2024-07-19,0.9369999766349792,1.0399999618530271,0.9300000071525574,0.9700000286102296,175900.0,,,,,
2024-07-22,1.0,1.059999942779541,0.9629999995231628,0.9629999995231628,264000.0,,,,,
2024-07-23,1.0299999713897705,1.0299999713897705,0.949999988079071,1.0,340400.0,,,,,
2024-07-24,0.9549999833106996,1.0399999618530271,0.9229999780654908,1.0199999809265137,242400.0,,,,,
2024-07-25,1.0499999523162842,1.0700000524520874,0.9300000071525574,0.968999981880188,252500.0,,,,,
2024-07-26,1.0800000429153442,1.0980000495910645,1.0,1.0800000429153442,640400.0,,,,,
2024-07-29,1.090000033378601,1.1399999856948853,1.0,1.0700000524520874,945200.0,,,,,
2024-07-30,1.1399999856948853,1.190000057220459,1.0800000429153442,1.1100000143051147,298000.0,,,,,
2024-07-31,1.0299999713897705,1.1399999856948853,1.0,1.1399999856948853,296600.0,,,,,
2024-08-01,0.9959999918937684,1.059000015258789,0.9700000286102296,1.0399999618530271,1450500.0,,,,,
2024-08-02,0.9959999918937684,1.0800000429153442,0.9900000095367432,1.0199999809265137,260600.0,,,,,
2024-08-05,0.9269999861717224,1.0299999713897705,0.8740000128746033,0.8740000128746033,676600.0,,,,,
2024-08-06,0.9629999995231628,0.9850000143051147,0.8799999952316284,0.9399999976158142,146800.0,,,,,
