Date,Close,High,Low,Open,Volume,"('Close', 'BGL')","('High', 'BGL')","('Low', 'BGL')","('Open', 'BGL')","('Volume', 'BGL')"
2025-08-04,12.079999923706056,12.420000076293944,11.5,12.149999618530272,110000.0,,,,,
2025-08-05,11.369999885559082,12.31999969482422,11.30500030517578,11.75,96400.0,,,,,
2025-08-06,9.960000038146973,11.470000267028809,9.75,11.1899995803833,168400.0,,,,,
2025-08-07,10.239999771118164,11.720000267028809,10.0,10.0,267400.0,,,,,
2025-08-08,12.34000015258789,13.770000457763672,10.43000030517578,10.43000030517578,309800.0,,,,,
2025-08-11,12.81999969482422,14.770000457763672,12.0600004196167,12.850000381469728,248100.0,,,,,
2025-08-12,11.609999656677246,13.050000190734863,11.520000457763672,12.84000015258789,108100.0,,,,,
2025-08-13,11.630000114440918,12.43000030517578,11.369999885559082,11.649999618530272,61800.0,,,,,
2025-08-14,11.039999961853027,12.0,10.850000381469728,11.40999984741211,56700.0,,,,,
2025-08-15,10.720000267028809,11.300000190734863,10.619999885559082,10.970000267028809,43900.0,,,,,
2025-08-18,10.9399995803833,11.199999809265137,10.54599952697754,10.699999809265137,36300.0,,,,,
2025-08-19,10.529999732971191,10.989999771118164,10.0600004196167,10.779999732971191,61500.0,,,,,
2025-08-20,9.760000228881836,10.664999961853027,9.5,10.31999969482422,72000.0,,,,,
2025-08-21,10.68000030517578,10.979999542236328,9.720000267028809,9.720000267028809,103900.0,,,,,
2025-08-22,10.600000381469728,10.600000381469728,10.0,10.600000381469728,150500.0,,,,,
2025-08-25,10.220000267028809,11.479000091552734,10.199999809265137,10.619999885559082,129000.0,,,,,
2025-08-26,11.300000190734863,11.300000190734863,10.210000038146973,10.210000038146973,80400.0,,,,,
2025-08-27,11.0,11.300000190734863,10.369999885559082,11.300000190734863,50600.0,,,,,
2025-08-28,10.899999618530272,11.1899995803833,10.59000015258789,11.0,30800.0,,,,,
2025-08-29,10.8100004196167,11.0600004196167,10.59000015258789,10.619999885559082,35300.0,,,,,
2025-09-02,10.06999969482422,11.010000228881836,9.65999984741211,11.0,116200.0,,,,,
2025-09-03,9.654999732971191,10.239999771118164,9.5,10.239999771118164,96100.0,,,,,
2025-09-04,8.140000343322754,9.710000038146973,7.800000190734863,9.710000038146973,142700.0,,,,,
2025-09-05,8.289999961853027,8.645000457763672,8.170000076293945,8.210000038146973,88600.0,,,,,
2025-09-08,8.65999984741211,9.380000114440918,8.180000305175781,8.3100004196167,112800.0,,,,,
2025-09-09,8.3100004196167,9.149999618530272,8.279999732971191,8.670000076293945,88600.0,,,,,
2025-09-10,7.380000114440918,8.880000114440918,7.324999809265137,8.350000381469727,115600.0,,,,,
2025-09-11,7.230000019073486,7.710000038146973,7.0,7.380000114440918,77000.0,,,,,
2025-09-12,7.539999961853027,7.710000038146973,7.099999904632568,7.25,76600.0,,,,,
2025-09-15,9.699999809265137,9.75,7.420000076293945,7.5,293100.0,,,,,
2025-09-16,9.989999771118164,11.0,9.005000114440918,9.8100004196167,257000.0,,,,,
2025-09-17,11.09000015258789,14.199999809265137,9.75,9.75,1147800.0,,,,,
2025-09-18,11.029999732971191,11.989999771118164,10.256999969482422,11.5,366400.0,,,,,
2025-09-19,10.289999961853027,11.039999961853027,9.81999969482422,10.5,564600.0,,,,,
2025-09-22,9.729999542236328,10.510000228881836,9.600000381469728,10.3100004196167,113700.0,,,,,
2025-09-23,9.100000381469728,10.600000381469728,8.90999984741211,10.600000381469728,113800.0,,,,,
2025-09-24,9.220000267028809,9.472999572753906,9.0,9.3100004196167,45500.0,,,,,
2025-09-25,10.31999969482422,10.600000381469728,9.390000343322754,9.390000343322754,149300.0,,,,,
2025-09-26,9.899999618530272,10.380000114440918,9.630000114440918,10.380000114440918,64700.0,,,,,
2025-09-29,9.470000267028809,10.210000038146973,9.109999656677246,9.9399995803833,74000.0,,,,,
2025-09-30,9.279999732971191,9.529999732971191,9.149999618530272,9.470000267028809,48300.0,,,,,
2025-10-01,9.420000076293944,9.5600004196167,9.170000076293944,9.470000267028809,55700.0,,,,,
2025-10-02,9.25,9.779999732971191,9.149999618530272,9.779999732971191,121400.0,,,,,
2025-10-03,9.59000015258789,9.779999732971191,9.050000190734863,9.279999732971191,99400.0,,,,,
2025-10-06,9.90999984741211,10.25,9.355999946594238,9.979999542236328,158500.0,,,,,
2025-10-07,10.75,10.91800022125244,9.75,9.960000038146973,190900.0,,,,,
2025-10-08,11.5600004196167,11.59000015258789,10.347999572753906,10.640000343322754,167400.0,,,,,
2025-10-09,10.460000038146973,11.5,10.399999618530272,11.5,125900.0,,,,,
2025-10-10,9.829999923706056,11.038000106811523,9.800000190734863,10.68000030517578,91500.0,,,,,
2025-10-13,10.56999969482422,10.670000076293944,9.420000076293944,9.81999969482422,156200.0,,,,,
2025-10-14,10.3100004196167,10.539999961853027,9.699999809265137,10.539999961853027,69600.0,,,,,
2025-10-15,10.170000076293944,10.324999809265137,9.8100004196167,10.3100004196167,79600.0,,,,,
2025-10-16,10.010000228881836,10.576000213623049,9.69499969482422,10.279999732971191,106100.0,,,,,
2025-10-17,9.0600004196167,10.199999809265137,9.050000190734863,9.800000190734863,92000.0,,,,,
2025-10-20,,,,,,8.989999771118164,9.24899959564209,8.699999809265137,9.15999984741211,110800.0
2025-10-21,,,,,,8.109999656677246,8.989999771118164,8.039999961853027,8.989999771118164,88600.0
2025-10-22,,,,,,7.820000171661377,8.140000343322754,7.559999942779541,8.069999694824219,55800.0
2025-10-23,,,,,,7.710000038146973,8.079999923706055,7.550000190734863,7.989999771118164,66500.0
2025-10-24,,,,,,7.510000228881836,8.0,7.5,7.75,59800.0
2025-10-27,,,,,,7.21999979019165,7.71999979019165,7.099999904632568,7.519999980926514,114400.0
2025-10-28,,,,,,6.659999847412109,7.3979997634887695,6.53000020980835,7.110000133514404,149700.0
2025-10-29,,,,,,6.75,6.908999919891357,6.519999980926514,6.699999809265137,77200.0
2025-10-30,,,,,,6.380000114440918,6.75,6.309999942779541,6.630000114440918,67200.0
2025-10-31,,,,,,6.340000152587891,6.610000133514404,6.099999904632568,6.360000133514404,74100.0
2025-11-03,,,,,,6.650000095367432,6.918000221252441,6.300000190734863,6.449999809265137,101600.0
2025-11-04,,,,,,5.880000114440918,6.75,5.849999904632568,6.619999885559082,113700.0
2025-11-05,,,,,,6.179999828338623,6.920000076293945,6.050000190734863,6.369999885559082,168300.0
2025-11-06,,,,,,6.329999923706055,6.849999904632568,6.139999866485596,6.440000057220459,176500.0
2025-11-07,,,,,,7.199999809265137,7.679999828338623,6.540999889373779,6.789999961853027,304000.0
2025-11-10,,,,,,6.550000190734863,7.705999851226807,6.519999980926514,7.46999979019165,163700.0
2025-11-11,,,,,,6.269999980926514,7.190000057220459,6.071000099182129,6.769999980926514,123300.0
2025-11-12,,,,,,5.920000076293945,6.380000114440918,5.809999942779541,6.230000019073486,123000.0
2025-11-13,,,,,,5.809999942779541,6.519999980926514,5.769999980926514,6.099999904632568,136200.0
2025-11-14,,,,,,5.119999885559082,5.800000190734863,5.010000228881836,5.730000019073486,157600.0
2025-11-17,,,,,,4.800000190734863,5.639999866485596,4.670000076293945,5.210000038146973,136300.0
2025-11-18,,,,,,5.039999961853027,5.089000225067139,4.590000152587891,4.75,116100.0
2025-11-19,,,,,,4.199999809265137,5.039999961853027,4.110000133514404,5.039999961853027,126000.0
2025-11-20,,,,,,3.6700000762939453,4.39300012588501,3.6600000858306885,4.260000228881836,164400.0
2025-11-21,,,,,,3.259999990463257,3.75,3.1500000953674316,3.75,222200.0
2025-11-24,,,,,,3.4800000190734863,3.569999933242798,3.0299999713897705,3.2799999713897705,118500.0
2025-11-25,,,,,,3.1600000858306885,3.494999885559082,3.119999885559082,3.4800000190734863,93600.0
2025-11-26,,,,,,3.569999933242798,3.7100000381469727,3.1600000858306885,3.2200000286102295,175800.0
2025-11-28,,,,,,3.680000066757202,3.9860000610351562,3.5999999046325684,3.5999999046325684,122000.0
2025-12-01,,,,,,4.150000095367432,4.860000133514404,3.700000047683716,3.8499999046325684,431200.0
2025-12-02,,,,,,4.570000171661377,4.979000091552734,4.059999942779541,4.369999885559082,226600.0
2025-12-03,,,,,,4.5,4.730000019073486,4.099999904632568,4.639999866485596,204000.0
2025-12-04,,,,,,4.230000019073486,4.640999794006348,3.984999895095825,4.619999885559082,280600.0
2025-12-05,,,,,,4.079999923706055,4.800000190734863,4.0,4.800000190734863,304500.0
2025-12-08,,,,,,3.7799999713897705,4.300000190734863,3.5899999141693115,4.099999904632568,403800.0
2025-12-09,,,,,,3.7899999618530273,4.053999900817871,3.619999885559082,3.990000009536743,204700.0
2025-12-10,,,,,,3.380000114440918,3.7699999809265137,3.369999885559082,3.7699999809265137,362600.0
2025-12-11,,,,,,3.2300000190734863,3.509999990463257,3.1500000953674316,3.380000114440918,276200.0
2025-12-12,,,,,,3.0899999141693115,3.265000104904175,2.950000047683716,3.2300000190734863,278000.0
2025-12-15,,,,,,3.0,3.193000078201294,2.940000057220459,3.119999885559082,168400.0
2025-12-16,,,,,,2.880000114440918,3.0,2.7799999713897705,2.9800000190734863,177700.0
2025-12-17,,,,,,2.799999952316284,2.9000000953674316,2.75,2.9000000953674316,157900.0
2025-12-18,,,,,,2.8299999237060547,2.880000114440918,2.759999990463257,2.8399999141693115,131400.0
2025-12-19,,,,,,2.950000047683716,3.4000000953674316,2.9100000858306885,2.9200000762939453,571200.0
2025-12-22,,,,,,3.1500000953674316,3.430000066757202,3.0799999237060547,3.200000047683716,581200.0
2025-12-23,,,,,,2.819999933242798,3.2200000286102295,2.819999933242798,3.2200000286102295,120512.0
