Date,Close,High,Low,Open,Volume,"('Close', 'HBAN')","('High', 'HBAN')","('Low', 'HBAN')","('Open', 'HBAN')","('Volume', 'HBAN')"
2024-06-03,12.851325035095217,13.1615617766778,12.691505998939308,13.152160445948573,18831800.0,,,,,
2024-06-04,12.672701835632324,12.898329263593364,12.62569698067724,12.66330140257739,12477900.0,,,,,
2024-06-05,12.62569808959961,12.757313129529887,12.578692333955845,12.757313129529887,8730700.0,,,,,
2024-06-06,12.578692436218262,12.729110138253002,12.550489341226804,12.60689553120972,9471000.0,,,,,
2024-06-07,12.597493171691896,12.691504676064582,12.456476811693015,12.456476811693015,10301900.0,,,,,
2024-06-10,11.826602935791016,12.306060029648542,11.732591424483973,12.277856934880516,51958300.0,,,,,
2024-06-11,11.610377311706545,11.779596770997426,11.553970227569458,11.741992347092763,24371800.0,,,,,
2024-06-12,11.694986343383787,11.995822624758407,11.62917882709567,11.873608025537497,30518700.0,,,,,
2024-06-13,11.60097599029541,11.638580414228288,11.459958728126974,11.572772896485798,17172300.0,,,,,
2024-06-14,11.629179000854492,11.657382094462204,11.328343611545073,11.328343611545073,27767000.0,,,,,
2024-06-17,11.79578685760498,11.81482720312224,11.557776637049136,11.624419208264952,20062200.0,,,,,
2024-06-18,11.862428665161133,11.957633110429333,11.74818387560142,11.79578609823552,20529800.0,,,,,
2024-06-20,11.91955280303955,11.948113776534202,11.776746119692342,11.83386897461862,19254700.0,,,,,
2024-06-21,12.02427577972412,12.052836750372984,11.814826543113051,11.957633212231144,27287000.0,,,,,
2024-06-24,12.357489585876465,12.443173406181172,11.976673615563204,12.06235743586791,23586800.0,,,,,
2024-06-25,12.138521194458008,12.405092386074744,12.119479941088343,12.328929188469962,18399100.0,,,,,
2024-06-26,12.10044002532959,12.138521625484218,11.967153970819906,12.062358425174962,15380500.0,,,,,
2024-06-27,12.16708278656006,12.214685014472895,12.005235756418603,12.043317357161476,15930900.0,,,,,
2024-06-28,12.54789924621582,12.6240624449355,12.262286797048551,12.28132714276,30708900.0,,,,,
2024-07-01,12.528858184814451,12.72878681150562,12.490776584870275,12.51933755784417,23795000.0,,,,,
2024-07-02,12.576458930969238,12.585979556818558,12.395571579516425,12.433653174976852,14769500.0,,,,,
2024-07-03,12.414613723754885,12.63358361036192,12.414613723754885,12.605021728671664,8233100.0,,,,,
2024-07-05,12.224204063415527,12.433653294428506,12.17660184164846,12.433653294428506,14547700.0,,,,,
2024-07-08,12.367011070251465,12.43365455063327,12.205164044653724,12.3289294705777,20457800.0,,,,,
2024-07-09,12.347970008850098,12.50029639871824,12.224204590098008,12.25276556121406,39860500.0,,,,,
2024-07-10,12.4431734085083,12.46221466099597,12.27180667580373,12.309888272842178,26142400.0,,,,,
2024-07-11,12.81446933746338,12.909673781627324,12.43365337668134,12.509816568837747,28660400.0,,,,,
2024-07-12,12.890633583068848,12.985838035013094,12.709746213899107,12.804949757906412,15682000.0,,,,,
2024-07-15,13.071521759033203,13.176246844223058,12.966797581780346,13.100083641141527,15560900.0,,,,,
2024-07-16,13.585623741149902,13.614184713217696,13.03343919757201,13.081041422976286,22748600.0,,,,,
